taxonkey,am_sid,iucn_sid,spp,source
400362,fis-31913,187450,coris dorsomacula,aquamaps
400362,fis-48603,187436,coris gaimard,aquamaps
400362,fis-135029,187659,coris hewetti,aquamaps
400362,fis-22750,187752,coris julis,aquamaps
400362,NA,187386,coris marquesensis,iucn
400362,NA,187663,coris musume,iucn
400362,fis-26414,187679,coris picta,aquamaps
400362,fis-31238,187394,coris pictoides,aquamaps
400362,NA,187603,coris roseoviridis,iucn
400362,NA,187773,coris sandeyeri,iucn
400362,fis-25651,187379,coris variegata,aquamaps
400362,fis-32554,187785,coris venusta,aquamaps
400362,fis-22752,187751,ctenolabrus rupestris,aquamaps
400362,fis-25999,187754,cymolutes lecluse,aquamaps
400362,fis-25710,187681,cymolutes praetextatus,aquamaps
400362,fis-25711,187530,cymolutes torquatus,aquamaps
400362,NA,187615,decodon grandisquamis,iucn
400362,fis-35652,183923,decodon melasma,aquamaps
400362,NA,187700,decodon pacificus,iucn
400362,fis-25463,187517,diproctacanthus xanthurus,aquamaps
400362,fis-22199,187456,doratonotus megalepis,aquamaps
400362,fis-113731,154841,dotalabrus alleni,aquamaps
400362,NA,187457,dotalabrus aurantiacus,iucn
400362,fis-161080,187622,epibulus brevis,aquamaps
400362,fis-25709,187722,epibulus insidiator,aquamaps
400362,NA,187582,eupetrichthys angustipes,iucn
400362,NA,187676,frontilabrus caeruleus,iucn
400362,fis-32511,187569,gomphosus caeruleus,aquamaps
400362,fis-31473,187536,gomphosus varius,aquamaps
400362,NA,183771,halichoeres adustus,iucn
400362,fis-35653,183529,halichoeres aestuaricola,aquamaps
400362,fis-25351,187451,halichoeres argus,aquamaps
400362,fis-24654,187703,halichoeres bathyphilus,aquamaps
400362,fis-130735,187598,halichoeres bicolor,aquamaps
400362,fis-28627,155238,halichoeres binotopsis,aquamaps
400362,fis-31474,187565,halichoeres biocellatus,aquamaps
400362,fis-24655,187482,halichoeres bivittatus,aquamaps
400362,fis-145604,187432,halichoeres bleekeri,aquamaps
400362,NA,187761,halichoeres brownfieldi,iucn
400362,NA,187608,halichoeres burekae,iucn
400362,fis-24656,187405,halichoeres caudalis,aquamaps
400362,fis-35654,183378,halichoeres chierchiae,aquamaps
400362,NA,187687,halichoeres chlorocephalus,iucn
400362,fis-25353,187810,halichoeres chloropterus,aquamaps
400362,fis-152189,NA,halichoeres chrysotaenia,aquamaps
400362,fis-31123,187624,halichoeres chrysus,aquamaps
400362,fis-163003,187699,halichoeres claudia,aquamaps
400362,fis-57938,187467,halichoeres cosmetus,aquamaps
400362,fis-154652,187401,halichoeres dimidiatus,aquamaps
400362,NA,183582,halichoeres discolor,iucn
400362,fis-26904,183822,halichoeres dispilus,aquamaps
400362,fis-164617,NA,halichoeres erdmanni,aquamaps
400362,fis-24658,187724,halichoeres garnoti,aquamaps
400362,fis-25720,187783,halichoeres hartzfeldii,aquamaps
400362,fis-28580,187673,halichoeres hortulanus,aquamaps
400362,fis-169117,NA,halichoeres inornatus,aquamaps
400362,NA,183625,halichoeres insularis,iucn
400362,fis-35356,187589,halichoeres iridis,aquamaps
400362,fis-145088,187766,halichoeres kallochroma,aquamaps
400362,fis-32637,187691,halichoeres lapillus,aquamaps
400362,NA,187790,halichoeres leptotaenia,iucn
400362,fis-32540,187428,halichoeres leucoxanthus,aquamaps
400362,fis-138814,187478,halichoeres leucurus,aquamaps
400362,fis-24659,187549,halichoeres maculipinna,aquamaps
400362,NA,183519,halichoeres malpelo,iucn
400362,fis-25722,187443,halichoeres margaritaceus,aquamaps
400362,fis-31475,187382,halichoeres marginatus,aquamaps
400362,fis-32086,187694,halichoeres melanochir,aquamaps
400362,fis-28996,183731,halichoeres melanotis,aquamaps
400362,fis-25352,187677,halichoeres melanurus,aquamaps
400362,NA,155033,halichoeres melas,iucn
400362,fis-31124,187564,halichoeres melasmapomus,aquamaps
400362,fis-26222,187634,halichoeres miniatus,aquamaps
400362,fis-26247,187548,halichoeres nebulosus,aquamaps
400362,fis-142138,187600,halichoeres nigrescens,aquamaps
400362,fis-26972,155076,halichoeres notospilus,aquamaps
400362,NA,187537,halichoeres orientalis,iucn
400362,fis-26248,154904,halichoeres ornatissimus,aquamaps
400362,NA,187786,halichoeres pallidus,iucn
400362,fis-138816,155221,halichoeres papilionaceus,aquamaps
400362,NA,187370,halichoeres pardaleocephalus,iucn
400362,NA,187616,halichoeres pelicieri,iucn
400362,NA,187771,halichoeres penrosei,iucn
400362,fis-24660,187444,halichoeres pictus,aquamaps
400362,fis-21695,187515,halichoeres podostigma,aquamaps
400362,fis-24661,187584,halichoeres poeyi,aquamaps
400362,fis-21693,187438,halichoeres prosopeion,aquamaps
400362,fis-23532,187736,halichoeres radiatus,aquamaps
400362,NA,187531,halichoeres raisneri,iucn
400362,fis-31476,187507,halichoeres richmondi,aquamaps
400362,NA,187695,halichoeres rubricephalus,iucn
400362,NA,183433,halichoeres salmofasciatus,iucn
400362,fis-25723,187454,halichoeres scapularis,aquamaps
400362,fis-24662,183817,halichoeres semicinctus,aquamaps
400362,NA,187585,halichoeres signifer,iucn
400362,NA,187435,halichoeres socialis,iucn
400362,fis-28153,187561,halichoeres solorensis,aquamaps
400362,NA,187465,halichoeres stigmaticus,iucn
400362,fis-32087,187470,halichoeres tenuispinis,aquamaps
400362,fis-21694,187545,halichoeres timorensis,aquamaps
400362,fis-25724,187474,halichoeres trimaculatus,aquamaps
400362,fis-58537,187750,halichoeres trispilus,aquamaps
400362,NA,187473,halichoeres vrolikii,iucn
400362,fis-46974,187534,halichoeres zeylonicus,aquamaps
400362,fis-25726,187476,hemigymnus melapterus,aquamaps
400362,fis-25728,187527,hologymnosus doliatus,aquamaps
400362,fis-146180,187395,iniistius aneitensis,aquamaps
400362,NA,187592,iniistius auropunctatus,iucn
400362,fis-146181,187731,iniistius baldwini,aquamaps
400362,fis-153058,187727,iniistius bimaculatus,aquamaps
400362,fis-146182,187610,iniistius celebicus,aquamaps
400362,NA,187380,iniistius cyanifrons,iucn
400362,fis-155103,187623,iniistius dea,aquamaps
400362,NA,187402,iniistius evides,iucn
400362,NA,187660,iniistius geisha,iucn
400362,NA,187657,iniistius griffithsi,iucn
400362,NA,187814,iniistius jacksonensis,iucn
400362,fis-166560,187655,iniistius melanopus,aquamaps
400362,fis-146179,187411,iniistius pentadactylus,aquamaps
400362,fis-166561,187539,iniistius twistii,aquamaps
400362,NA,187399,iniistius umbrilatus,iucn
400362,NA,187712,iniistius verrens,iucn
400362,fis-25464,187631,labrichthys unilineatus,aquamaps
400362,fis-31477,187767,labroides bicolor,aquamaps
400362,fis-25637,187396,labroides dimidiatus,aquamaps
400362,fis-31478,187575,labroides pectoralis,aquamaps
400362,fis-32519,155017,labroides phthirophagus,aquamaps
400362,fis-53996,187755,labroides rubrolabiatus,aquamaps
400362,fis-31125,187702,labropsis alleni,aquamaps
400362,fis-31129,187675,labropsis australis,aquamaps
400362,fis-21727,187620,labropsis manabei,aquamaps
400362,fis-31128,187728,labropsis micronesica,aquamaps
400362,NA,187743,labropsis polynesica,iucn
400362,fis-31127,187497,labropsis xanthonota,aquamaps
400362,fis-31025,187541,labrus merula,aquamaps
400362,fis-3208,187397,labrus mixtus,aquamaps
400362,fis-126019,187654,labrus viridis,aquamaps
400362,fis-52009,187678,lappanella fasciata,aquamaps
400362,NA,187550,lappanella guineensis,iucn
400362,fis-58779,187526,larabicus quadrilineatus,aquamaps
400362,NA,187749,leptojulis chrysotaenia,iucn
400362,fis-27845,187797,leptojulis cyanopleura,aquamaps
400362,fis-59762,187375,leptojulis lambdastigma,aquamaps
400362,NA,187815,leptojulis polylepis,iucn
400362,NA,187463,leptojulis urostigma,iucn
400362,fis-57940,187416,macropharyngodon bipartitus,aquamaps
400362,NA,187388,macropharyngodon choati,iucn
400362,fis-21777,187667,macropharyngodon cyanoguttatus,aquamaps
400362,fis-21772,187680,macropharyngodon geoffroy,aquamaps
400362,fis-35500,187414,macropharyngodon kuiteri,aquamaps
400362,fis-168160,NA,macropharyngodon marisrubri,aquamaps
400362,fis-25409,187692,macropharyngodon meleagris,aquamaps
400362,NA,187793,macropharyngodon moyeri,iucn
400362,fis-21770,187772,macropharyngodon negrosensis,aquamaps
400362,fis-35326,187768,macropharyngodon ornatus,aquamaps
400362,NA,187806,macropharyngodon vivienae,iucn
400362,NA,187760,malapterus reticulatus,iucn
400362,NA,187437,minilabrus striatus,iucn
400362,fis-113829,187662,notolabrus celidotus,aquamaps
400362,fis-113864,187566,notolabrus cinctus,aquamaps
400362,NA,187800,notolabrus fucicola,iucn
400362,fis-113783,187633,notolabrus gymnogenis,aquamaps
400362,fis-113737,187535,notolabrus parilus,aquamaps
400362,fis-25713,187441,novaculichthys taeniourus,aquamaps
400362,fis-164874,187763,novaculoides macrolepidotus,aquamaps
400362,fis-47531,187718,oxycheilinus arenatus,aquamaps
400362,fis-25704,187523,oxycheilinus bimaculatus,aquamaps
400362,fis-47564,187762,oxycheilinus celebicus,aquamaps
400362,fis-149118,187466,oxycheilinus digramma,aquamaps
400362,NA,187737,oxycheilinus lineatus,iucn
400362,fis-58709,187735,oxycheilinus mentalis,aquamaps
400362,fis-156683,187577,oxycheilinus nigromarginatus,aquamaps
400362,fis-47538,187423,oxycheilinus orientalis,aquamaps
400362,fis-25708,187674,oxycheilinus unifasciatus,aquamaps
400362,fis-24844,187709,oxyjulis californica,aquamaps
400362,NA,187656,paracheilinus angulatus,iucn
400362,NA,187413,paracheilinus attenuatus,iucn
400362,NA,187765,paracheilinus bellae,iucn
400362,fis-31114,187514,paracheilinus carpenteri,aquamaps
400362,NA,187494,paracheilinus cyaneus,iucn
400362,fis-31115,187403,paracheilinus filamentosus,aquamaps
400362,fis-145595,187635,paracheilinus flavianalis,aquamaps
400362,NA,187521,paracheilinus hemitaeniatus,iucn
400362,NA,187560,paracheilinus lineopunctatus,iucn
400362,fis-31113,187393,paracheilinus mccoskeri,aquamaps
400362,NA,187757,paracheilinus nursalim,iucn
400362,fis-31111,187552,paracheilinus octotaenia,aquamaps
400362,NA,187540,paracheilinus piscilineatus,iucn
400362,NA,187791,paracheilinus rubricaudalis,iucn
400362,NA,154719,paracheilinus togeanensis,iucn
400362,NA,187421,paracheilinus walton,iucn
400362,NA,187387,parajulis poecilepterus,iucn
400362,NA,187557,pictilabrus brauni,iucn
400362,fis-114156,187519,pictilabrus laticlavius,aquamaps
400362,fis-114176,187630,pictilabrus viridis,aquamaps
400362,fis-35657,187725,polylepion cruentum,aquamaps
400362,fis-31466,187594,pseudocheilinops ataenia,aquamaps
400362,NA,187741,pseudocheilinus citrinus,iucn
400362,NA,187666,pseudocheilinus dispilus,iucn
400362,fis-31467,187658,pseudocheilinus evanidus,aquamaps
400362,fis-25716,187477,pseudocheilinus hexataenia,aquamaps
400362,fis-134684,155314,pseudocheilinus ocellatus,aquamaps
400362,fis-31468,187621,pseudocheilinus octotaenia,aquamaps
400362,fis-31469,187740,pseudocheilinus tetrataenia,aquamaps
400362,NA,187789,pseudocoris aequalis,iucn
400362,NA,187642,pseudocoris aurantiofasciata,iucn
400362,NA,187472,pseudocoris bleekeri,iucn
400362,fis-28151,187688,pseudocoris heteroptera,aquamaps
400362,NA,187611,pseudocoris ocellata,iucn
400362,fis-25729,187547,pseudocoris yamashiroi,aquamaps
400362,fis-25703,187713,pseudodax moluccanus,aquamaps
400362,NA,187503,pseudojuloides argyreogaster,iucn
400362,fis-31118,187586,pseudojuloides atavai,aquamaps
400362,fis-25350,187626,pseudojuloides cerasinus,aquamaps
400362,fis-21782,187480,pseudojuloides elongatus,aquamaps
400362,NA,187607,pseudojuloides erythrops,iucn
400362,NA,155252,pseudojuloides kaleidos,iucn
400362,NA,187462,pseudojuloides mesostigma,iucn
400362,NA,187774,pseudojuloides pyrius,iucn
400362,fis-145556,187645,pseudojuloides severnsi,aquamaps
400362,fis-173482,NA,pseudojuloides splendens,aquamaps
400362,NA,187776,pseudojuloides xanthomos,iucn
400362,NA,187542,pseudolabrus biserialis,iucn
400362,NA,187442,pseudolabrus eoethinus,iucn
400362,NA,187591,pseudolabrus fuentesi,iucn
400362,NA,187671,pseudolabrus gayi,iucn
400362,fis-35506,187533,pseudolabrus guentheri,aquamaps
400362,fis-28630,NA,pseudolabrus japonicus,aquamaps
400362,fis-28631,154701,pseudolabrus luculentus,aquamaps
400362,fis-114122,187481,pseudolabrus miles,aquamaps
400362,fis-114118,187641,pseudolabrus rubicundus,aquamaps
400362,NA,187468,pseudolabrus semifasciatus,iucn
400362,NA,187385,pseudolabrus sieboldi,iucn
400362,NA,187508,pseudolabrus torotai,iucn
400362,NA,187433,pteragogus aurigarius,iucn
400362,fis-31470,187431,pteragogus cryptus,aquamaps
400362,fis-127206,187604,pteragogus enneacanthus,aquamaps
400362,fis-26806,187684,pteragogus flagellifer,aquamaps
400362,fis-25717,187625,pteragogus guttatus,aquamaps
400362,fis-32638,187651,pteragogus pelycus,aquamaps
400362,fis-26807,187795,pteragogus taeniops,aquamaps
400362,fis-26808,187632,stethojulis albovittata,aquamaps
400362,fis-26709,187799,stethojulis balteata,aquamaps
400362,fis-25730,187424,stethojulis bandanensis,aquamaps
400362,fis-26230,187563,stethojulis interrupta,aquamaps
400362,NA,187504,stethojulis maculata,iucn
400362,fis-139754,187434,stethojulis marquesensis,aquamaps
400362,fis-139755,187730,stethojulis notialis,aquamaps
400362,fis-25731,187489,stethojulis strigiventer,aquamaps
400362,fis-139756,187738,stethojulis terina,aquamaps
400362,fis-26224,187689,stethojulis trilineata,aquamaps
400362,fis-30960,187813,suezichthys arquatus,aquamaps
400362,fis-30957,187588,suezichthys aylingi,aquamaps
400362,fis-145572,154720,suezichthys bifurcatus,aquamaps
400362,fis-149115,187390,suezichthys caudavittatus,aquamaps
400362,NA,187459,suezichthys cyanolaemus,iucn
400362,fis-139218,187558,suezichthys devisi,aquamaps
400362,fis-25105,187562,suezichthys gracilis,aquamaps
400362,NA,187485,suezichthys notatus,iucn
400362,NA,187510,suezichthys ornatus,iucn
400362,NA,187778,suezichthys russelli,iucn
400362,fis-30958,187574,suezichthys soelae,aquamaps
400362,fis-27320,187522,symphodus bailloni,aquamaps
400362,NA,187595,symphodus caeruleus,iucn
400362,fis-23845,187714,symphodus cinereus,aquamaps
400362,fis-132769,187775,symphodus doderleini,aquamaps
400362,fis-25196,187475,symphodus mediterraneus,aquamaps
400362,fis-22769,187748,symphodus melops,aquamaps
400362,fis-163966,187492,symphodus ocellatus,aquamaps
400362,fis-23846,187653,symphodus roissali,aquamaps
400362,fis-25197,187573,symphodus rostratus,aquamaps
400362,fis-23847,187805,symphodus tinca,aquamaps
400362,fis-171621,187455,symphodus trutta,aquamaps
400362,fis-23293,187479,tautoga onitis,aquamaps
400362,fis-25027,187448,tautogolabrus adspersus,aquamaps
400362,NA,187525,terelabrus rubrovittatus,iucn
400362,fis-25732,187490,thalassoma amblycephalum,aquamaps
400362,NA,21689,thalassoma ascensionis,iucn
400362,fis-26688,187601,thalassoma ballieui,aquamaps
400362,fis-25028,187652,thalassoma bifasciatum,aquamaps
400362,fis-26205,187446,thalassoma cupido,aquamaps
400362,fis-26687,187711,thalassoma duperrey,aquamaps
400362,NA,187617,thalassoma genivittatum,iucn
400362,fis-10657,187559,thalassoma hardwicke,aquamaps
400362,fis-26804,187779,thalassoma hebraicum,aquamaps
400362,NA,187500,thalassoma heiseri,iucn
400362,fis-25734,187780,thalassoma jansenii,aquamaps
400362,NA,187422,thalassoma loxum,iucn
400362,fis-28998,154954,thalassoma lucasanum,aquamaps
400362,fis-25735,187381,thalassoma lunare,aquamaps
400362,fis-25736,187685,thalassoma lutescens,aquamaps
400362,NA,187464,thalassoma newtoni,iucn
400362,fis-158172,187693,thalassoma nigrofasciatum,aquamaps
400362,fis-61804,187787,thalassoma noronhanum,aquamaps
400362,fis-24372,187418,thalassoma pavo,aquamaps
400362,fis-25738,187733,thalassoma quinquevittatum,aquamaps
400362,NA,183703,thalassoma robertsoni,iucn
400362,fis-58778,187524,thalassoma rueppellii,aquamaps
400362,NA,187377,thalassoma sanctaehelenae,iucn
400362,fis-25739,187707,thalassoma trilobatum,aquamaps
400362,NA,187556,wetmorella albofasciata,iucn
400362,fis-25354,187407,wetmorella nigropinnata,aquamaps
400362,NA,187449,wetmorella tanakai,iucn
400362,fis-25355,187701,xenojulis margaritacea,aquamaps
400362,fis-32762,187809,xiphocheilus typus,aquamaps
400362,NA,187745,xyrichtys blanchardi,iucn
400362,NA,187782,xyrichtys halsteadi,iucn
400362,NA,187669,xyrichtys incandescens,iucn
400362,NA,187487,xyrichtys javanicus,iucn
400362,fis-30092,154697,xyrichtys martinicensis,aquamaps
400362,fis-140176,183754,xyrichtys mundiceps,aquamaps
400362,fis-25198,187696,xyrichtys novacula,aquamaps
400362,NA,187629,xyrichtys pastellus,iucn
400362,NA,187376,xyrichtys rajagopalani,iucn
400362,NA,187605,xyrichtys sanctaehelenae,iucn
400362,fis-30093,187670,xyrichtys splendens,aquamaps
400362,NA,183305,xyrichtys victori,iucn
400362,NA,183739,xyrichtys wellingtoni,iucn
400362,fis-168177,NA,novaculops halsteadi,aquamaps
400362,NA,187469,novaculops koteamea,iucn
400364,fis-25689,63571,bolbometopon muricatum,aquamaps
400364,fis-25078,190688,calotomus carolinus,aquamaps
400364,fis-25079,190686,calotomus japonicus,aquamaps
400364,fis-25080,190685,calotomus spinidens,aquamaps
400364,fis-25081,190689,calotomus viridescens,aquamaps
400364,fis-25082,190687,calotomus zonarchus,aquamaps
400364,fis-25690,190690,cetoscarus bicolor,aquamaps
400364,fis-165595,190691,cetoscarus ocellatus,aquamaps
400364,fis-123148,190699,chlorurus atrilunula,aquamaps
400364,fis-121729,190744,chlorurus bleekeri,aquamaps
400364,fis-123151,190711,chlorurus bowersi,aquamaps
400364,fis-58514,190697,chlorurus capistratoides,aquamaps
400364,NA,190737,chlorurus cyanescens,iucn
400364,fis-123150,190692,chlorurus enneacanthus,aquamaps
400364,fis-123152,190762,chlorurus frontalis,aquamaps
400364,fis-29129,190758,chlorurus genazonatus,aquamaps
400364,fis-5681,190753,chlorurus gibbus,aquamaps
400364,fis-58516,190719,chlorurus japanensis,aquamaps
400364,fis-5683,190728,chlorurus microrhinos,aquamaps
400364,fis-119366,190746,chlorurus oedema,aquamaps
400364,fis-123153,190718,chlorurus perspicillatus,aquamaps
400364,fis-114324,190767,chlorurus rhakoura,aquamaps
400364,fis-63983,190715,chlorurus sordidus,aquamaps
400364,NA,190727,chlorurus spilurus,iucn
400364,fis-57950,190742,chlorurus strongylocephalus,aquamaps
400364,fis-112193,190741,chlorurus troschelii,aquamaps
400364,fis-29875,190757,cryptotomus roseus,aquamaps
400364,fis-26760,190733,hipposcarus harid,aquamaps
400364,fis-25691,190745,hipposcarus longiceps,aquamaps
400364,fis-25083,190756,leptoscarus vaigiensis,aquamaps
400364,fis-166563,190701,nicholsina collettei,aquamaps
400364,fis-29028,183813,nicholsina denticulata,aquamaps
400364,fis-23667,NA,nicholsina usta,aquamaps
400364,fis-25692,190726,scarus altipinnis,aquamaps
400364,fis-28578,190763,scarus arabicus,aquamaps
400364,fis-26761,190766,scarus caudofasciatus,aquamaps
400364,fis-31416,190707,scarus chameleon,aquamaps
400364,NA,190764,scarus chinensis,iucn
400364,fis-30606,190720,scarus coelestinus,aquamaps
400364,fis-159655,190709,scarus coeruleus,aquamaps
400364,fis-35826,190693,scarus collana,aquamaps
400364,fis-29029,183468,scarus compressus,aquamaps
400364,fis-21826,190739,scarus dimidiatus,aquamaps
400364,fis-21839,154706,scarus dubius,aquamaps
400364,fis-26762,190722,scarus falcipinnis,aquamaps
400364,fis-35827,190759,scarus ferrugineus,aquamaps
400364,fis-31417,154677,scarus festivus,aquamaps
400364,fis-21827,190695,scarus flavipectoralis,aquamaps
400364,fis-25694,190747,scarus forsteni,aquamaps
400364,fis-31418,190755,scarus frenatus,aquamaps
400364,fis-143281,190702,scarus fuscocaudalis,aquamaps
400364,fis-29128,190714,scarus fuscopurpureus,aquamaps
400364,fis-31420,190705,scarus ghobban,aquamaps
400364,fis-31420,190749,scarus ghobban,aquamaps
400364,fis-21840,190694,scarus globiceps,aquamaps
400364,fis-30607,19950,scarus guacamaia,aquamaps
400364,fis-25425,190703,scarus hoefleri,aquamaps
400364,fis-28592,190761,scarus hypselopterus,aquamaps
400364,fis-145135,190732,scarus iseri,aquamaps
400364,NA,190754,scarus koputea,iucn
400364,fis-31171,190769,scarus longipinnis,aquamaps
400364,NA,190735,scarus maculipinna,iucn
400364,fis-31422,190740,scarus niger,aquamaps
400364,NA,190716,scarus obishime,iucn
400364,fis-31423,154960,scarus oviceps,aquamaps
400364,fis-53974,190743,scarus ovifrons,aquamaps
400364,fis-32807,183839,scarus perrico,aquamaps
400364,fis-35828,190765,scarus persicus,aquamaps
400364,fis-21841,154676,scarus prasiognathos,aquamaps
400364,fis-31424,190736,scarus psittacus,aquamaps
400364,fis-31425,190708,scarus quoyi,aquamaps
400364,fis-21834,190717,scarus rivulatus,aquamaps
400364,fis-25696,190731,scarus rubroviolaceus,aquamaps
400364,fis-32579,190706,scarus russelii,aquamaps
400364,fis-32580,190700,scarus scaber,aquamaps
400364,fis-25406,155290,scarus schlegeli,aquamaps
400364,fis-25405,190713,scarus spinus,aquamaps
400364,fis-30608,190750,scarus taeniopterus,aquamaps
400364,fis-8368,190704,scarus tricolor,aquamaps
400364,fis-145208,190748,scarus trispinosus,aquamaps
400364,fis-30609,190698,scarus vetula,aquamaps
400364,fis-26763,154971,scarus viridifucatus,aquamaps
400364,fis-121730,190725,scarus xanthopleura,aquamaps
400364,NA,190760,scarus zelindae,iucn
400364,NA,190752,scarus zufar,iucn
400364,fis-145196,190723,sparisoma amplum,aquamaps
400364,fis-24997,190768,sparisoma atomarium,aquamaps
400364,fis-30665,190729,sparisoma aurofrenatum,aquamaps
400364,fis-145200,190751,sparisoma axillare,aquamaps
400364,fis-23814,190738,sparisoma chrysopterum,aquamaps
400364,fis-28736,190710,sparisoma cretense,aquamaps
400364,fis-149813,190724,sparisoma frondosum,aquamaps
400364,NA,190696,sparisoma griseorubrum,iucn
400364,fis-24998,190712,sparisoma radians,aquamaps
400364,fis-23815,190721,sparisoma rubripinne,aquamaps
400364,NA,155292,sparisoma strigatum,iucn
400364,fis-153080,190770,sparisoma tuiupiranga,aquamaps
400364,fis-23816,190734,sparisoma viride,aquamaps
400377,fis-3209,NA,echiichthys vipera,aquamaps
400377,fis-31202,NA,trachinus collignoni,aquamaps
400382,fis-145105,NA,aethotaxis mitopteryx,aquamaps
400382,fis-29365,NA,dissostichus eleginoides,aquamaps
400382,fis-32146,NA,dissostichus mawsoni,aquamaps
400382,fis-26381,NA,gobionotothen acuta,aquamaps
400382,fis-26382,NA,gobionotothen gibberifrons,aquamaps
400382,fis-26383,NA,gobionotothen marionensis,aquamaps
400382,fis-26385,NA,lepidonotothen squamifrons,aquamaps
400382,fis-121626,NA,lindbergichthys mizops,aquamaps
400382,fis-143831,NA,lindbergichthys nudifrons,aquamaps
400382,fis-114201,NA,notothenia angustata,aquamaps
400382,fis-31065,NA,notothenia coriiceps,aquamaps
400382,fis-141646,NA,notothenia neglecta,aquamaps
400382,fis-29456,NA,notothenia rossii,aquamaps
400382,fis-21670,NA,nototheniops larseni,aquamaps
400382,fis-26389,NA,pagothenia borchgrevinki,aquamaps
400382,fis-26390,NA,pagothenia brachysoma,aquamaps
400382,fis-26391,NA,paranotothenia magellanica,aquamaps
400382,fis-144830,NA,patagonotothen cornucola,aquamaps
400382,fis-134808,NA,patagonotothen elegans,aquamaps
400382,fis-133269,NA,patagonotothen guntheri,aquamaps
400382,fis-134804,NA,patagonotothen jordani,aquamaps
400382,fis-133019,NA,patagonotothen longipes,aquamaps
400382,fis-27758,NA,patagonotothen ramsayi,aquamaps
400382,fis-134798,NA,patagonotothen sima,aquamaps
400382,fis-134794,NA,patagonotothen squamiceps,aquamaps
400382,fis-25479,NA,patagonotothen tessellata,aquamaps
400382,fis-164093,NA,pleuragramma antarctica,aquamaps
400382,fis-32148,NA,trematomus bernacchii,aquamaps
400382,fis-32149,NA,trematomus eulepidotus,aquamaps
400382,fis-32150,NA,trematomus hansoni,aquamaps
400382,fis-26393,NA,trematomus lepidorhinus,aquamaps
400382,fis-32151,NA,trematomus loennbergii,aquamaps
400382,fis-32152,NA,trematomus newnesi,aquamaps
400382,fis-26394,NA,trematomus nicolai,aquamaps
400382,fis-32153,NA,trematomus pennellii,aquamaps
400382,fis-26395,NA,trematomus scotti,aquamaps
400382,fis-32154,NA,trematomus tokarevi,aquamaps
400383,fis-26397,NA,akarotaxis nudiceps,aquamaps
400383,fis-32181,NA,bathydraco antarcticus,aquamaps
400383,fis-32182,NA,bathydraco joannae,aquamaps
400383,fis-32183,NA,bathydraco macrolepis,aquamaps
400383,fis-32184,NA,bathydraco marri,aquamaps
400383,fis-32187,NA,gerlachea australis,aquamaps
400383,fis-32190,NA,prionodraco evansii,aquamaps
400383,fis-32191,NA,psilodraco breviceps,aquamaps
400383,fis-32192,NA,racovitzia glacialis,aquamaps
400383,fis-26399,NA,vomeridens infuscipinnis,aquamaps
400384,fis-23090,NA,chaenocephalus aceratus,aquamaps
400384,fis-29334,NA,chaenodraco wilsoni,aquamaps
400384,fis-25478,NA,champsocephalus esox,aquamaps
400384,fis-29335,NA,champsocephalus gunnari,aquamaps
400384,fis-29336,NA,channichthys rhinoceratus,aquamaps
400384,fis-147872,NA,channichthys velifer,aquamaps
400384,fis-32193,NA,chionobathyscus dewitti,aquamaps
400384,fis-26400,NA,chionodraco hamatus,aquamaps
400384,fis-32194,NA,chionodraco myersi,aquamaps
400384,fis-29337,NA,chionodraco rastrospinosus,aquamaps
400384,fis-32195,NA,cryodraco antarcticus,aquamaps
400384,fis-148578,NA,cryodraco atkinsoni,aquamaps
400384,fis-32196,NA,dacodraco hunteri,aquamaps
400384,fis-32197,NA,neopagetopsis ionah,aquamaps
400384,fis-26401,NA,pagetopsis macropterus,aquamaps
400384,fis-32198,NA,pagetopsis maculata,aquamaps
400384,fis-29489,NA,pseudochaenichthys georgianus,aquamaps
400402,fis-29618,NA,ammodytes americanus,aquamaps
400402,fis-29619,NA,ammodytes dubius,aquamaps
400402,fis-29620,NA,ammodytes hexapterus,aquamaps
400402,fis-29267,NA,ammodytes marinus,aquamaps
400402,fis-29268,NA,ammodytes personatus,aquamaps
400402,fis-29269,NA,ammodytes tobianus,aquamaps
400402,fis-138579,NA,ammodytoides gilli,aquamaps
400402,fis-48439,NA,ammodytoides renniei,aquamaps
400402,fis-48438,NA,bleekeria mitsukurii,aquamaps
400402,fis-26796,NA,gymnammodytes capensis,aquamaps
400402,fis-23518,NA,gymnammodytes cicerelus,aquamaps
400405,fis-24398,NA,acanthogobius flavimanus,aquamaps
400405,fis-50647,NA,acentrogobius audax,aquamaps
400405,fis-25367,NA,acentrogobius caninus,aquamaps
400405,fis-56954,NA,acentrogobius cyanomos,aquamaps
400405,fis-54058,NA,acentrogobius janthinopterus,aquamaps
400405,fis-54060,NA,acentrogobius moloanus,aquamaps
400405,fis-54062,NA,acentrogobius multifasciatus,aquamaps
400405,fis-136797,NA,acentrogobius nebulosus,aquamaps
400405,fis-54066,NA,acentrogobius suluensis,aquamaps
400405,fis-48018,NA,acentrogobius viridipunctatus,aquamaps
400405,fis-28588,NA,amblyeleotris aurora,aquamaps
400405,fis-21787,NA,amblyeleotris diagonalis,aquamaps
400405,fis-26445,NA,amblyeleotris fasciata,aquamaps
400405,fis-26446,NA,amblyeleotris fontanesii,aquamaps
400405,fis-26251,NA,amblyeleotris guttata,aquamaps
400405,fis-28147,NA,amblyeleotris gymnocephala,aquamaps
