project,country,site,latitude,longitude,sample_date,biomass_kgha_avg
Taka Bonerate NP-2019,Indonesia,Bungin Laloh,-6.81948,121.28083,2019-10-17,1064.44
Taka Bonerate NP-2019,Indonesia,Jinato Barat,-6.77289,120.96176,2019-10-14,907.17
Taka Bonerate NP-2019,Indonesia,Jinato Timur,-6.7591,120.97266,2019-10-14,1645.64
Taka Bonerate NP-2019,Indonesia,Kayuadi Barat,-6.80719,120.775,2019-10-20,824.97
Taka Bonerate NP-2019,Indonesia,Kayuadi Tenggara,-6.83133,120.81421,2019-10-20,706.59
Taka Bonerate NP-2019,Indonesia,Kayuadi Timur,-6.78968,120.8084,2019-10-21,1159.64
Taka Bonerate NP-2019,Indonesia,Lantigiang Barat Daya,-6.70882,120.95501,2019-10-13,672.77
Taka Bonerate NP-2019,Indonesia,Lantigiang Timur,-6.70094,120.97813,2019-10-13,403.17
Taka Bonerate NP-2019,Indonesia,Lantigiang Utara,-6.69546,120.96014,2019-10-13,467.99
Taka Bonerate NP-2019,Indonesia,Latondu Kecil 1,-6.54816,120.92637,2019-10-07,493.65
Taka Bonerate NP-2019,Indonesia,Latondu Kecil 3,-6.49715,120.94196,2019-10-07,456.18
Taka Bonerate NP-2019,Indonesia,Latondu Timur,-6.499,121.0013,2019-10-07,464.81
Taka Bonerate NP-2019,Indonesia,Pasitalu Barat,-7.05258,121.06151,2019-10-18,1191.63
Taka Bonerate NP-2019,Indonesia,Pasitalu Timur,-7.07844,121.11573,2019-10-18,960.54
Taka Bonerate NP-2019,Indonesia,Rajuni Besar,-6.57093,121.01618,2019-10-08,927.24
Taka Bonerate NP-2019,Indonesia,Rajuni Kecil Barat Daya,-6.54722,120.9909,2019-10-04,338.52
Taka Bonerate NP-2019,Indonesia,Taka Balaloong Utara,-6.81288,121.12989,2019-10-15,787.88
Taka Bonerate NP-2019,Indonesia,Taka Balanda,-6.92343,121.30575,2019-10-16,795.15
Taka Bonerate NP-2019,Indonesia,Taka Bayang Pogo,-6.92478,121.06876,2019-10-19,469.88
Taka Bonerate NP-2019,Indonesia,Taka Gantarang 1,-6.44483,121.2271,2019-10-11,496.44
Taka Bonerate NP-2019,Indonesia,Taka Kayu Bulan Utara,-6.75829,121.05997,2019-10-14,1002.67
Taka Bonerate NP-2019,Indonesia,Taka Kumai Barat,-6.87341,121.1457,2019-10-15,921.7
Taka Bonerate NP-2019,Indonesia,Taka Lamongan Tenggara,-6.54611,121.27791,2019-10-10,1183.33
Taka Bonerate NP-2019,Indonesia,Taka Lamongan Timur,-6.51493,121.30519,2019-10-10,1970.8
Taka Bonerate NP-2019,Indonesia,Taka Lamongan Timur Laut,-6.48622,121.29791,2019-10-10,1141.03
Taka Bonerate NP-2019,Indonesia,Taka Lasalimu,-6.5849,121.18877,2019-10-09,807.48
Taka Bonerate NP-2019,Indonesia,Taka Malori Selatan,-6.89226,121.0464,2019-10-19,571.44
Taka Bonerate NP-2019,Indonesia,Taka Rajuni,-6.6057,121.03266,2019-10-08,457.05
Taka Bonerate NP-2019,Indonesia,Taka Sirobe,-6.64884,121.20457,2019-10-05,406.8
Taka Bonerate NP-2019,Indonesia,Taka Takere,-6.68496,121.20734,2019-10-05,572.93
Taka Bonerate NP-2019,Indonesia,Tambuna Besar,-7.01067,121.20885,2019-10-17,672.87
Taka Bonerate NP-2019,Indonesia,Tarupa Besar Selatan,-6.50876,121.1272,2019-10-06,846.96
Taka Bonerate NP-2019,Indonesia,Tarupa Kecil,-6.45167,121.13815,2019-10-11,609.2
Taka Bonerate NP-2019,Indonesia,Tarupa Kecil Barat,-6.44962,121.07067,2019-10-06,831.77
Taka Bonerate NP-2019,Indonesia,Tinabo Besar,-6.56134,121.10214,2019-10-05,1068.28
Taka Bonerate NP-2019,Indonesia,Tinabo Kecil 1,-6.573907966,121.075189,2019-10-08,446.8
Taka Bonerate NP-2019,Indonesia,Tinanja Timur,-6.55469,121.17685,2019-10-09,734.64
Aceh 2010,Indonesia,Anoi Itam,5.842690278,95.37351944,2010-07-28,610.29
Aceh 2010,Indonesia,Batee Meurenon,5.873513056,95.26466306,2010-07-27,292.16
Aceh 2010,Indonesia,Benteng,5.845705,95.373215,2010-07-29,224.19
Aceh 2010,Indonesia,Beurawang,5.777511111,95.33685194,2010-07-28,370.47
Aceh 2010,Indonesia,Gapang,5.85416157,95.27371142,2010-07-31,530.85
Aceh 2010,Indonesia,Jaboi,5.799778889,95.34604611,2010-07-28,223.14
Aceh 2010,Indonesia,Lhok Weng,5.863641111,95.26643611,2010-07-31,392.79
Aceh 2010,Indonesia,Reuteuk,5.857248889,95.36137889,2010-07-29,170.11
Aceh 2010,Indonesia,Rubiah Channel,5.883753056,95.25491,2010-07-27,784.23
Aceh 2010,Indonesia,Sumur Tiga,5.888368056,95.34547111,2010-07-29,444.91
Aceh 2010,Indonesia,Ujung Kareung,5.876188889,95.35363575,2010-07-29,431.48
Moyo 2014,Indonesia,Moyo 1,-8.14732111,117.6582949,2014-06-14,201.46
Moyo 2014,Indonesia,Moyo 2,-8.153198,117.6073974,2014-06-14,135.19
Moyo 2014,Indonesia,Moyo 3,-8.14320803,117.5644398,2014-06-14,281.67
Moyo 2014,Indonesia,Moyo 4,-8.1544184,117.5368045,2014-06-14,245.18
Aceh 2011,Indonesia,Anoi Itam,5.842690278,95.37351944,2011-02-05,261.99
Aceh 2011,Indonesia,Ba Kopra,5.866863889,95.22823111,2011-02-13,661.58
Aceh 2011,Indonesia,Batee Meurenon,5.873513056,95.26466306,2011-02-02,375.76
Aceh 2011,Indonesia,Benteng,5.845705,95.373215,2011-02-10,423.94
Aceh 2011,Indonesia,Beurawang,5.777511111,95.33685194,2011-02-06,382.81
Aceh 2011,Indonesia,Canyon,5.89829,95.21692306,2011-02-14,739.36
Aceh 2011,Indonesia,Deudap,5.607141944,95.19258111,2011-02-08,596.12
Aceh 2011,Indonesia,Gapang,5.85416157,95.27371142,2011-02-03,364.54
Aceh 2011,Indonesia,Jaboi,5.799778889,95.34604611,2011-02-06,351.26
Aceh 2011,Indonesia,Lamteng,5.64733081,95.1629988,2011-02-08,281.12
Aceh 2011,Indonesia,Leun Balee 1,5.7276,95.07301111,2011-02-09,341.07
Aceh 2011,Indonesia,Lhoh,5.6678498,95.12664691,2011-02-07,377.71
Aceh 2011,Indonesia,Lhok Weng,5.863641111,95.26643611,2011-02-03,331.96
Aceh 2011,Indonesia,Lhong Angin 2,5.821983889,95.25977111,2011-02-13,590.13
Aceh 2011,Indonesia,Paloh,5.664196111,95.09257694,2011-02-07,616.37
Aceh 2011,Indonesia,Pasi Janeng 2,5.63200375,95.13802886,2011-02-09,339.85
Aceh 2011,Indonesia,Pulau Klah,5.87730995,95.31408085,2011-02-15,273.06
Aceh 2011,Indonesia,Reuteuk,5.857248889,95.36137889,2011-02-10,167.3
Aceh 2011,Indonesia,Rubiah Channel,5.883753056,95.25491,2011-02-14,389.42
Aceh 2011,Indonesia,Rubiah Sea Garden,5.881451944,95.260645,2011-02-15,542.59
Aceh 2011,Indonesia,Sumur Tiga,5.888368056,95.34547111,2011-02-12,408.95
Aceh 2011,Indonesia,Ujung Kareung,5.876188889,95.35363575,2011-02-12,440.15
Aceh 2011,Indonesia,Ujung Seuke,5.808331944,95.37631,2011-02-05,499.42
Aceh 2011,Indonesia,Ujung Seurawan,5.89558,95.237595,2011-02-02,514.74
Aceh 2013,Indonesia,Anoi Itam,5.842690278,95.37351944,2013-03-28,231.4
Aceh 2013,Indonesia,Ba Kopra,5.866863889,95.22823111,2013-03-31,1571.03
Aceh 2013,Indonesia,Batee Meurenon,5.873513056,95.26466306,2013-03-30,1749.87
Aceh 2013,Indonesia,Benteng,5.845705,95.373215,2013-03-27,367.46
Aceh 2013,Indonesia,Beurawang,5.777511111,95.33685194,2013-03-28,215.27
Aceh 2013,Indonesia,Canyon,5.89829,95.21692306,2013-03-31,945.63
Aceh 2013,Indonesia,Deudap,5.607141944,95.19258111,2013-04-02,755.29
Aceh 2013,Indonesia,Gapang,5.85416157,95.27371142,2013-03-30,513.85
Aceh 2013,Indonesia,Jaboi,5.799778889,95.34604611,2013-03-28,406.88
Aceh 2013,Indonesia,Lamteng,5.64733081,95.1629988,2013-04-01,357.69
Aceh 2013,Indonesia,Leun Balee 1,5.7276,95.07301111,2013-04-01,650.75
Aceh 2013,Indonesia,Lhoh,5.6678498,95.12664691,2013-04-02,625.86
Aceh 2013,Indonesia,Lhok Weng,5.863641111,95.26643611,2013-03-30,586.36
Aceh 2013,Indonesia,Lhong Angin 2,5.821983889,95.25977111,2013-03-31,691.48
Aceh 2013,Indonesia,Paloh,5.664196111,95.09257694,2013-04-02,860.91
Aceh 2013,Indonesia,Pasi Janeng 2,5.63200375,95.13802886,2013-04-02,958.36
Aceh 2013,Indonesia,Reuteuk,5.857248889,95.36137889,2013-03-29,301.51
Aceh 2013,Indonesia,Rubiah Channel,5.883753056,95.25491,2013-03-30,710.1
Aceh 2013,Indonesia,Rubiah Sea Garden,5.881451944,95.260645,2013-03-30,653.19
Aceh 2013,Indonesia,Sumur Tiga,5.888368056,95.34547111,2013-03-28,516.92
Aceh 2013,Indonesia,Ujung Kareung,5.876188889,95.35363575,2013-03-28,618.73
Aceh 2013,Indonesia,Ujung Seuke,5.808331944,95.37631,2013-03-27,352.48
Aceh 2013,Indonesia,Ujung Seurawan,5.89558,95.237595,2013-03-31,930.34
Belize National Lionfish Monitoring Program,Belize,BCMR 06,18.17822,-87.832895,2015-10-10,443.8
Belize National Lionfish Monitoring Program,Belize,BCMR 07,18.169558,-87.833819,2015-10-10,404.36
Belize National Lionfish Monitoring Program,Belize,BCMR 22,18.138644,-87.823355,2015-11-03,424.58
Belize National Lionfish Monitoring Program,Belize,BCMR 24,18.136243,-87.82453,2015-11-03,1051.91
Belize National Lionfish Monitoring Program,Belize,BCMR 29,18.111543,-87.850726,2015-10-11,359.35
Belize National Lionfish Monitoring Program,Belize,BCMR 31,18.11352,-87.8341,2015-10-08,177.95
Belize National Lionfish Monitoring Program,Belize,BCMR 33,18.089187,-87.868101,2015-10-09,324.03
Belize National Lionfish Monitoring Program,Belize,BCMR 39,18.099946,-87.853042,2015-10-11,214.18
Belize National Lionfish Monitoring Program,Belize,BCMR 46,18.08711,-87.8656,2015-10-09,216.83
Belize National Lionfish Monitoring Program,Belize,BCMR - Alleys,18.17,-87.823,2015-10-08,218.41
Belize National Lionfish Monitoring Program,Belize,BCMR - Alleys,18.17,-87.823,2020-06-23,28.12
Belize National Lionfish Monitoring Program,Belize,BCMR BR 19,18.14729,-87.82401,2015-12-10,1015.27
Belize National Lionfish Monitoring Program,Belize,BZCCCB02,17.78378,-88.00267,2019-11-19,440.85
Belize National Lionfish Monitoring Program,Belize,BZHCCB02,17.84336,-87.98484,2015-12-06,203.52
Belize National Lionfish Monitoring Program,Belize,CCMR-B-GUZ-10,17.700363,-88.014066,2019-11-23,283.74
Belize National Lionfish Monitoring Program,Belize,CCMR-B-NTZ-09,17.728593,-88.009179,2019-11-22,530.76
Belize National Lionfish Monitoring Program,Belize,CCMR-B-NTZ-10,17.721603000000002,-88.017225,2019-11-19,303.82
Belize National Lionfish Monitoring Program,Belize,CCMR-F-GUZ-03,17.717433,-88.004112,2019-11-20,536.83
Belize National Lionfish Monitoring Program,Belize,CCMR-F-GUZ-08,17.698399,-88.007937,2019-11-22,281.46
Belize National Lionfish Monitoring Program,Belize,CCMR-F-GUZ-08,17.698399,-88.007937,2019-11-23,21.23
Belize National Lionfish Monitoring Program,Belize,CCMR-F-NTZ-01,17.777767,-87.993228,2019-11-20,251.52
Belize National Lionfish Monitoring Program,Belize,CCMR-F-NTZ-08,17.750066,-87.999182,2019-11-23,313.12
Belize National Lionfish Monitoring Program,Belize,CCMR-F-NTZ-08,17.750066,-87.999182,2019-11-23,1013.4
Belize National Lionfish Monitoring Program,Belize,Conch 2,16.156062,-88.600019,2019-11-09,67.93
Belize National Lionfish Monitoring Program,Belize,HCMR-B-GUZ-01,17.856651,-87.980791,2015-12-07,314.33
Belize National Lionfish Monitoring Program,Belize,HCMR-B-GUZ-03,17.851145,-87.983328,2015-12-06,311.63
Belize National Lionfish Monitoring Program,Belize,HCMR-B-GUZ-04,17.847997,-87.984413,2015-11-25,319.07
Belize National Lionfish Monitoring Program,Belize,HCMR-B-NTZ-02,17.865879,-87.977638,2015-11-24,457.41
Belize National Lionfish Monitoring Program,Belize,HCMR-B-NTZ-04,17.840799,-87.986154,2015-12-06,1221.25
Belize National Lionfish Monitoring Program,Belize,HCMR-F-GUZ-02,17.853186,-87.97656,2015-12-04,273.49
Belize National Lionfish Monitoring Program,Belize,HCMR-F-GUZ-03,17.850378,-87.97781,2015-11-25,401.7
Belize National Lionfish Monitoring Program,Belize,HCMR-F-NTZ-01,17.871414,-87.970512,2015-11-25,111.37
Belize National Lionfish Monitoring Program,Belize,HCMR-F-NTZ-03,17.863084,-87.973322,2015-11-24,1155.37
Belize National Lionfish Monitoring Program,Belize,HCMR-F-NTZ-04,17.859794,-87.974706,2015-11-24,85.15
Belize National Lionfish Monitoring Program,Belize,Lobster 2,16.198704,-88.559313,2019-11-10,672.79
Belize National Lionfish Monitoring Program,Belize,Middle Snake Caye,16.203365,-88.551082,2019-11-11,430.75
Belize National Lionfish Monitoring Program,Belize,PHMR-42,16.174153,-88.575638,2019-11-09,2266.94
Belize National Lionfish Monitoring Program,Belize,PHMR-44,16.192107,-88.575718,2019-11-09,186.81
Belize National Lionfish Monitoring Program,Belize,PHMR-45,16.188547,-88.574082,2019-11-11,259.44
Belize National Lionfish Monitoring Program,Belize,Rapid Conch,16.218241,-88.514681,2019-11-12,300.61
Belize National Lionfish Monitoring Program,Belize,SWCMR-18,16.85632,-88.06968,2015-10-26,118.7
Belize National Lionfish Monitoring Program,Belize,SWCMR-19,16.85308,-88.07078,2015-10-26,144.48
Belize National Lionfish Monitoring Program,Belize,SWCMR-22,16.842599,-88.073252,2015-10-25,69.24
Belize National Lionfish Monitoring Program,Belize,SWCMR-43,16.76634,-88.07527,2015-10-27,131.14
Belize National Lionfish Monitoring Program,Belize,SWCMR-43,16.76634,-88.07527,2015-10-27,434.04
Belize National Lionfish Monitoring Program,Belize,SWCMR-44,16.76291,-88.07507,2015-10-27,150.7
Belize National Lionfish Monitoring Program,Belize,SWCMR-45,16.75864,-88.07481,2015-10-27,234.45
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-16,16.91393,-88.08321,2015-10-26,834.14
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-255,16.6867,-88.19323,2010-10-28,17.28
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-255,16.6867,-88.19323,2015-10-28,420.51
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-286,16.75188,-88.14646,2015-10-27,500.83
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-371,16.656860000000002,-88.14841,2015-10-28,596
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-63,16.79458,-88.08717,2015-10-28,799.74
Belize National Lionfish Monitoring Program,Belize,SWCMR-BR-99,16.80159,-88.11433,2015-10-29,1123.74
Belize National Lionfish Monitoring Program,Belize,Wilson Caye,16.222947,-88.587921,2019-11-11,245.74
Kenya CRCP legacy,Kenya,Bamburi Wreck,-3.99584,39.75339,2013-11-30,543.84
Kenya CRCP legacy,Kenya,Boso-Kiunga,-1.74,41.5253,2008-03-08,464.25
Kenya CRCP legacy,Kenya,Bureni,-3.83583,39.82564,2009-04-07,71.41
Kenya CRCP legacy,Kenya,Bureni,-3.83583,39.82564,2012-11-22,49.86
Kenya CRCP legacy,Kenya,Bureni,-3.83583,39.82564,2012-11-22,21.87
Kenya CRCP legacy,Kenya,Bureni,-3.83583,39.82564,2014-09-17,90.02
Kenya CRCP legacy,Kenya,Bureni,-3.83583,39.82564,2015-11-05,141.22
Kenya CRCP legacy,Kenya,Bureni,-3.83583,39.82564,2016-10-11,53.92
Kenya CRCP legacy,Kenya,Bureni Forereef,-3.82075,39.8351,2014-12-03,434.77
Kenya CRCP legacy,Kenya,Chale Edge,-4.43,39.55,2015-11-21,252.48
Kenya CRCP legacy,Kenya,Chale-Makonde,-4.40965,39.55348,2014-11-15,89.14
Kenya CRCP legacy,Kenya,Chale Mavumizini,-4.43,39.55,2015-11-22,507.61
Kenya CRCP legacy,Kenya,Chale-Mwaromba,-4.40203,39.55513,2014-11-15,85.43
Kenya CRCP legacy,Kenya,Changai,-4.64453,39.36611,2012-05-25,164.45
Kenya CRCP legacy,Kenya,Changai,-4.64453,39.36611,2014-12-15,53.13
Kenya CRCP legacy,Kenya,Coral garden(Kiunga),-2.04386,41.24119,2008-03-07,520.53
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1987-09-15,16.91
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1992-11-11,7.65
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1993-11-11,10.32
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1994-12-01,23.51
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1995-12-30,12.94
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1996-12-30,24.27
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1997-02-06,9.11
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,1999-03-12,10.65
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2000-03-03,7.52
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2001-02-16,13.07
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2002-02-21,20.54
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2004-04-02,22.38
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2005-02-18,22.91
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2006-03-22,24.27
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2007-02-28,26.56
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2009-02-18,42.01
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2011-10-05,42.7
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2013-12-09,94.44
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2015-12-18,114.5
Kenya CRCP legacy,Kenya,Diani,-4.32165,39.58024,2017-06-04,17.5
Kenya CRCP legacy,Kenya,Diani New reef,-4.32376,39.58464,2014-11-09,160.58
Kenya CRCP legacy,Kenya,Funzi,-4.56461,39.45727,2012-10-02,221.74
Kenya CRCP legacy,Kenya,Galu,-4.35198,39.57778,2014-11-09,240.46
Kenya CRCP legacy,Kenya,Gazi,-4.46288,39.51982,2012-09-10,68.84
Kenya CRCP legacy,Kenya,Hamadu,-3.87048,39.81004,2014-08-06,17.79
Kenya CRCP legacy,Kenya,Jiwe la kale East,-4.66056,39.39,2014-11-04,254.68
Kenya CRCP legacy,Kenya,Jiwe la kale West,-4.66055,39.389,2014-11-04,174.18
Kenya CRCP legacy,Kenya,Jumba,-3.94602,39.78839,2017-10-16,63.15
Kenya CRCP legacy,Kenya,Jumba Reef Edge,-3.94602,39.78839,2014-12-09,115.59
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1987-09-08,24.03
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1992-12-06,35.24
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1993-10-28,93.51
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1994-11-29,98.78
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1996-02-01,39.68
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1996-11-21,94.92
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1997-02-05,26.52
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,1999-02-24,65.77
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2000-02-17,34.54
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2001-02-03,42.18
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2002-02-07,32.21
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2004-04-05,28.5
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2005-02-17,63.09
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2006-02-06,82.68
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2007-02-17,30.88
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2009-03-07,60.05
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2010-06-10,98.76
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2011-10-20,41.15
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2012-06-12,30.37
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2013-11-25,33.21
Kenya CRCP legacy,Kenya,Kanamai,-3.923,39.7898,2015-12-04,38
Kenya CRCP legacy,Kenya,Kanamai Reef Edge,-3.93025,39.79302,2014-12-09,230.35
Kenya CRCP legacy,Kenya,Kasa_Mombasa,-3.9905,39.75817,2009-04-14,1019.51
Kenya CRCP legacy,Kenya,Kasa_Msambweni,-4.49611,39.48417,2013-11-23,56.21
Kenya CRCP legacy,Kenya,Kibuyuni,-4.64119,39.34288,2012-11-30,126.71
Kenya CRCP legacy,Kenya,Kibuyuni 1 (East or B),-4.64381,39.334,2010-06-07,111.51
Kenya CRCP legacy,Kenya,Kibuyuni 1 (East or B),-4.64381,39.334,2011-09-13,127.89
Kenya CRCP legacy,Kenya,Kibuyuni 1 (East or B),-4.64381,39.334,2014-11-03,756.89
Kenya CRCP legacy,Kenya,Kibuyuni 2 (West or A),-4.64119,39.343,2010-06-07,119.21
Kenya CRCP legacy,Kenya,Kibuyuni 2 (West or A),-4.64119,39.343,2014-11-03,620.25
Kenya CRCP legacy,Kenya,Kinondo,-4.40948,39.56057,2014-11-12,394.65
Kenya CRCP legacy,Kenya,Kisite,-4.71506,39.37338,1995-12-18,612.56
Kenya CRCP legacy,Kenya,Kisite,-4.71506,39.37338,2004-01-21,1267.68
Kenya CRCP legacy,Kenya,Kisite,-4.71506,39.37338,2006-03-24,727.75
Kenya CRCP legacy,Kenya,Kisite,-4.71506,39.37338,2009-12-04,1249.2
Kenya CRCP legacy,Kenya,Kisite 1,-4.71506,39.37338,2012-11-29,1084.62
Kenya CRCP legacy,Kenya,Kisite 1,-4.71506,39.37338,2015-11-28,1312.97
Kenya CRCP legacy,Kenya,Kisite 1,-4.71506,39.37338,2016-11-08,747.13
Kenya CRCP legacy,Kenya,Kisite 2,-4.71528,39.36793,2012-11-29,601.49
Kenya CRCP legacy,Kenya,Kisite 2,-4.71528,39.36793,2015-11-28,1241.47
Kenya CRCP legacy,Kenya,Kisite corner,-4.71848,39.38134,2016-11-08,1011.78
Kenya CRCP legacy,Kenya,Kisite Edge 1,-4.71848,39.38134,2013-12-12,802.65
Kenya CRCP legacy,Kenya,Kisite Edge 2,-4.72248,39.36502,2013-12-12,311.81
Kenya CRCP legacy,Kenya,Kitanga (Tradewinds tengefu),-4.31395,39.58289,2009-03-06,129.48
Kenya CRCP legacy,Kenya,Kui Kiunga,-1.829139,41.44475,2008-03-10,3001.78
Kenya CRCP legacy,Kenya,Mabakani,-4.66766,39.40538,2013-12-11,357.5
Kenya CRCP legacy,Kenya,Mabakani,-4.66766,39.40538,2013-12-11,227.51
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1987-10-13,994.6
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1992-11-17,865.18
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1993-11-15,878.38
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1994-11-09,1634.49
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1995-12-10,1149.31
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1996-12-24,948.34
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1997-12-17,960.58
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,1999-03-10,1161.58
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2000-03-02,504.82
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2001-03-05,902.82
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2002-02-23,619.32
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2004-02-17,853.47
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2005-03-21,1265.43
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2006-02-23,980.39
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2006-02-23,501.18
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2007-02-15,824.27
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2009-10-27,839.48
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2011-10-19,530.72
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2013-11-28,1061.16
Kenya CRCP legacy,Kenya,Malindi,-3.26,40.15,2016-09-27,588.2
Kenya CRCP legacy,Kenya,Malindi Edge,-3.24565,40.14708,2016-04-12,624.46
Kenya CRCP legacy,Kenya,Mayungu,-3.29438,40.12906,2012-05-05,133.28
Kenya CRCP legacy,Kenya,Mgwani Makonde,-4.40965,39.55348,2009-02-20,73.37
Kenya CRCP legacy,Kenya,Mgwani Mwaromba,-4.40203,39.55513,2009-02-20,42.09
Kenya CRCP legacy,Kenya,Midjira,-4.73605,39.30289,2013-12-13,146.2
Kenya CRCP legacy,Kenya,Mji wa Kale 1 (Mkwiro),-4.65969,39.3862,2015-11-26,264.97
Kenya CRCP legacy,Kenya,Mji wa Kale 2 (Mkwiro),-4.65983,39.38976,2015-11-27,332.81
Kenya CRCP legacy,Kenya,Mlango wa Muhindi,-1.90811,41.37158,2008-03-09,1458.24
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1987-09-22,117.75
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1991-11-23,173.59
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1993-11-26,418.4
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1994-11-16,903.97
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1995-11-01,309.51
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1996-11-19,350.33
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1998-01-08,623.68
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1998-01-10,889.06
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,1999-02-26,512.07
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2000-02-15,501.91
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2001-02-03,609.08
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2002-01-25,964.77
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2004-01-29,982.16
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2005-03-04,1136.31
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2006-01-25,819.79
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2007-01-31,1176.86
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2008-09-26,564.61
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2009-11-26,483.63
Kenya CRCP legacy,Kenya,Mombasa,-3.99204,39.74966,2010-09-16,371.82
