species,gf_level,depth_pc1,depth_pc2,log_l,mob_score,repr_pc1,repr_pc2,troph,troph_se,k_group,p_group
choerodon oligacanthus,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,1.4502491083193612,2,0.5750085796826477,0.09629049203620817,3.418888888888889,0.41000000000000003,l,l
choerodon paynei,2.3583333333333334,-0.9983383594203699,-0.30452412838169246,1.5146001753610143,2,0.5750085796826477,0.09629049203620817,3.418888888888889,0.41000000000000003,l,l
choerodon robustus,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.5440680443502757,2,0.6599378668299016,0.03974845857949572,3.35,0.39,l,l
choerodon rubescens,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.9542425094393248,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,n
choerodon schoenleinii,2.033333333333333,-0.9983383594203699,-0.30452412838169246,2,2,0.6599378668299016,0.03974845857949572,3.38,0.41,l,n
choerodon skaiopygmaeus,2.283333333333333,0.43517877743030897,-0.432499454140824,1.1398790864012365,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,l
choerodon sugillatum,2.283333333333333,0.43517877743030897,-0.432499454140824,1.380211241711606,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,l
choerodon venustus,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.8129133566428555,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,l
choerodon vitta,2.283333333333333,0.43517877743030897,-0.432499454140824,1.3010299956639813,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,l
choerodon zamboangae,2.283333333333333,-0.9983383594203699,-0.30452412838169246,1.6532125137753437,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,l
choerodon zosterophorus,2.283333333333333,0.43517877743030897,-0.432499454140824,1.3979400086720377,2,0.6599378668299016,0.03974845857949572,3.418888888888889,0.41000000000000003,l,l
choeroichthys brachysoma,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
choeroichthys cinctus,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.9030899869919435,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
choeroichthys latispinosus,2.6083333333333334,-0.9983383594203699,-0.30452412838169246,0.8411761459775073,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
choeroichthys sculptus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
choeroichthys smithi,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.6989700043360189,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,h
choeroichthys suillus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.829303772831025,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
choranthias salmopunctatus,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.7831886910752576,1.75,1.020289342112749,0.5514758614827604,3.8629850752911166,0.5868470873786408,g,l
choranthias tenuis,2.6083333333333334,-0.9983383594203699,-0.30452412838169246,0.7831886910752576,1.75,1.020289342112749,0.5514758614827604,3.8629850752911166,0.5868470873786408,l,l
chriolepis atrimelum,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.5488484769424555,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis benthonis,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.5488484769424555,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis bilix,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.4756711883244297,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis cuneata,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.5488484769424555,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis dialepta,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.5488484769424555,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis fisheri,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.3979400086720376,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis lepidota,2.7083333333333335,0.43517877743030897,-0.432499454140824,0.5488484769424555,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis minutillus,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.505149978319906,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis roosevelti,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.785329835010767,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis semisquamata,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.7993405494535817,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis tagus,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.20411998265592482,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis vespa,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.5797835966168101,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chriolepis zebra,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.6434526764861874,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
chromis abrupta,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.72916478969277,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis abyssicola,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.0969100130080565,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis abyssus,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.9912260756924949,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis acares,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.6020599913279624,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis agilis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,1.25,-1.2320090993890873,-0.049796692862069204,2.96,0.24,h,m
chromis albicauda,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.1261314072619844,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis albomaculata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1.25,-1.2320090993890873,-0.049796692862069204,2.97,0.1,h,m
chromis alleni,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis alpha,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis alta,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis amboinensis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2320090993890873,-0.049796692862069204,2.74,0.31,h,m
chromis anadema,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis analis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2304489213782739,1.25,-1.2320090993890873,-0.049796692862069204,3.04,0.1,h,m
chromis athena,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.7347998295888469,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis atrilobata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1271047983648077,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis atripectoralis,2.0083333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0,h,m
chromis atripes,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.25,-1.2320090993890873,-0.049796692862069204,2.64,0.29,h,m
chromis axillaris,2.1333333333333333,0.43517877743030897,-0.432499454140824,1,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis bami,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.7671558660821804,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis bermudae,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis bowesi,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis brevirostris,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8356905714924255,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis cadenati,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.2174839442139063,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis caerulea,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis caudalis,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8750612633917001,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis chromis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.3979400086720377,1.25,-1.2320090993890873,-0.049796692862069204,3.38,0.41,h,m
chromis chrysura,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.146128035678238,1.25,-1.2320090993890873,-0.049796692862069204,3.04,0.08999999999999998,h,m
chromis cinerascens,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2320090993890873,-0.049796692862069204,2.68,0.3,h,m
chromis circumaurea,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.0102999566398119,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis crusma,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.146128035678238,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis cyanea,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1.25,-1.2320090993890873,-0.049796692862069204,3.73,0.36,h,m
chromis dasygenys,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1.25,-1.2320090993890873,-0.049796692862069204,2.64,0.29,h,m
chromis degruyi,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.9159272116971158,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis delta,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis dimidiata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.25,-1.2320090993890873,-0.049796692862069204,2.68,0.3,h,m
chromis dispilus,2.0083333333333333,-2.4318554962710484,-0.17654880262256087,1.3222192947339193,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0,h,m
chromis durvillei,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8808135922807914,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis earina,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8215135284047732,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis elerae,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2320090993890873,-0.049796692862069204,2.67,0.29,h,m
chromis enchrysura,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis fatuhivae,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8494194137968993,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis fieldi,2.1833333333333336,-0.9983383594203699,-0.30452412838169246,0.7075701760979364,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis flavapicis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.0043213737826426,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis flavaxilla,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.8573324964312685,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis flavicauda,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis flavipectoralis,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis flavomaculata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2041199826559248,1.25,-1.2320090993890873,-0.049796692862069204,2.96,0.08,h,m
chromis fumea,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis gunting,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis hangganan,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis hanui,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis howsoni,2.1833333333333336,-0.9983383594203699,-0.30452412838169246,0.7497363155690611,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis hypsilepis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2041199826559248,1.25,-1.2320090993890873,-0.049796692862069204,2.71,0.3,h,m
chromis insolata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2041199826559248,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis intercrusma,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.462397997898956,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis iomelas,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2320090993890873,-0.049796692862069204,2.69,0.3,h,m
chromis jubauna,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8704039052790271,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis kennensis,2.3083333333333336,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis klunzingeri,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.8129133566428556,1.25,-1.2320090993890873,-0.049796692862069204,2.68,0.3,h,m
chromis lepidolepis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.25,-1.2320090993890873,-0.049796692862069204,3.41,0.35,h,m
chromis leucura,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1.25,-1.2320090993890873,-0.049796692862069204,2.71,0.3,h,m
chromis limbata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis limbaughi,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.0530784434834197,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis lineata,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis lubbocki,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.0969100130080565,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis mamatapara,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis margaritifer,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9542425094393249,1.25,-1.2320090993890873,-0.049796692862069204,2.95,0.25,h,m
chromis meridiana,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis mirationis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.041392685158225,1.25,-1.2320090993890873,-0.049796692862069204,2.65,0.29,h,m
chromis monochroma,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.7101173651118162,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis multilineata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.3010299956639813,1.25,-1.2320090993890873,-0.049796692862069204,3.73,0.36,h,m
chromis nigroanalis,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.0791812460476249,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis nigrura,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis nitida,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2320090993890873,-0.049796692862069204,2.66,0.29,h,m
chromis notata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2304489213782739,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis okamurai,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.9731278535996987,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis onumai,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.0996806411092501,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis opercularis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2304489213782739,1.25,-1.2320090993890873,-0.049796692862069204,2.72,0.31,h,m
chromis ovalis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1.25,-1.2320090993890873,-0.049796692862069204,2.7,0.3,h,m
chromis ovatiformes,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis pacifica,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis pamae,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.0161973535124391,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis pelloura,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.146128035678238,1.25,-1.2320090993890873,-0.049796692862069204,2.72,0.31,h,m
chromis pembae,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2320090993890873,-0.049796692862069204,2.67,0.29,h,m
chromis planesi,2.1333333333333333,-2.4318554962710484,-0.17654880262256087,1.00774777800074,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis punctipinnis,1.7833333333333334,-0.9983383594203699,-0.30452412838169246,1.3979400086720377,1.25,-1.4018676736835953,0.06328737405135584,2.73,0.31,h,m
chromis pura,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8825245379548805,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis randalli,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis retrofasciata,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2320090993890873,-0.049796692862069204,2.65,0.29,h,m
chromis sanctaehelenae,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis scotochiloptera,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2041199826559248,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis scotti,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis struhsakeri,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.1139433523068367,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis ternatensis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.021189299069938,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis tingting,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis torquata,2.3916666666666666,-0.9983383594203699,-0.30452412838169246,1.0054480955305005,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromis trialpha,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2320090993890873,-0.049796692862069204,2.68,0.3,h,m
chromis unipa,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.7024305364455253,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis vanderbilti,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2320090993890873,-0.049796692862069204,3.46,0.29,h,m
chromis verater,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2041199826559248,1.25,-1.2320090993890873,-0.049796692862069204,4,0.28,h,m
chromis viridis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1,1.25,-1.2320090993890873,-0.049796692862069204,2.5,0.24,h,m
chromis weberi,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.130333768495006,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis westaustralis,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1.25,-1.2320090993890873,-0.049796692862069204,2.71,0.3,h,m
chromis woodsi,2.1333333333333333,0.43517877743030897,-0.432499454140824,0.9777236052888477,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis xanthochira,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.146128035678238,1.25,-1.2320090993890873,-0.049796692862069204,2.72,0.31,h,m
chromis xanthopterygia,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,1.0606978403536118,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis xanthura,1.8833333333333333,-0.9983383594203699,-0.30452412838169246,1.2304489213782739,1.25,-1.2320090993890873,-0.049796692862069204,3.4,0.45,h,m
chromis xouthos,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.9652017010259121,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis xutha,2.1333333333333333,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,1.25,-1.2320090993890873,-0.049796692862069204,3.0788679245283017,0.3269090909090909,h,m
chromis yamakawai,2.1833333333333336,-0.9983383594203699,-0.30452412838169246,1.1166077439882485,1.25,-1.1470798122418333,-0.10633872631878163,3.0788679245283017,0.3269090909090909,h,m
chromogobius britoi,2.3333333333333335,0.43517877743030897,-0.432499454140824,0.5276299008713387,1,-0.5480471396021341,-0.9432372576870108,3.39,0.52,h,h
chromogobius quadrivittatus,2.0833333333333335,0.43517877743030897,-0.432499454140824,0.8162412999917831,1,-0.5480471396021341,-0.9432372576870108,3.39,0.52,h,h
chromogobius zebratus,2.3333333333333335,0.43517877743030897,-0.432499454140824,0.724275869600789,1,-0.5480471396021341,-0.9432372576870108,3.39,0.52,h,h
chrysiptera albata,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.4440447959180762,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,h
chrysiptera annulata,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2839077663781755,-0.4305074433292991,2.75,0.31,h,m
chrysiptera arnazae,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.5921767573958667,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,h
chrysiptera biocellata,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.0969100130080565,1.25,-1.2839077663781755,-0.4305074433292991,2,0,f,d
chrysiptera bleekeri,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera brownriggii,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2839077663781755,-0.4305074433292991,2.78,0.34,h,m
chrysiptera burtjonesi,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.6830470382388496,1.25,-1.1989784792309215,-0.48704947678601157,2.7290909108248624,0.28394545454545456,h,h
chrysiptera caeruleolineata,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.7781512503836436,1.25,-1.2839077663781755,-0.4305074433292991,2.84,0.18,h,m
chrysiptera caesifrons,2.283333333333333,-2.4318554962710484,-0.17654880262256087,0.6857417386022636,1.25,-1.1989784792309215,-0.48704947678601157,2.7290909108248624,0.28394545454545456,h,m
chrysiptera chrysocephala,2.2333333333333334,-2.4318554962710484,-0.17654880262256087,0.69284691927723,1.25,-1.2839077663781755,-0.4305074433292991,2.7290909108248624,0.28394545454545456,h,m
chrysiptera cyanea,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,1.25,-1.2839077663781755,-0.4305074433292991,2.68,0.3,h,m
chrysiptera cymatilis,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.5587085705331657,1.25,-1.2839077663781755,-0.4305074433292991,3.4,0.45,h,m
chrysiptera ellenae,2.4916666666666667,-1.0392959919018177,-0.30086769050286016,0.8121059913659423,1.25,-1.1989784792309215,-0.48704947678601157,2.7290909108248624,0.28394545454545456,h,m
chrysiptera flavipinnis,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1.25,-1.2839077663781755,-0.4305074433292991,2.68,0.3,h,m
