species,gf_level,depth_pc1,depth_pc2,log_l,mob_score,repr_pc1,repr_pc2,troph,troph_se,k_group,p_group
setipinna tenuifilis,2.033333333333333,-2.4318554962710484,-0.17654880262256087,1.3424226808222062,2,-0.0514578004487454,-0.7458071066931728,3.6,0.51,l,l
setipinna wheeleri,2.283333333333333,-2.4318554962710484,-0.17654880262256087,1.4771212547196624,2,-0.0514578004487454,-0.7458071066931728,3.5475,0.5075000000000001,l,l
sicydium cocoensis,2.7083333333333335,0.43517877743030897,-0.432499454140824,1.0937603604182313,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
sicydium fayae,2.7083333333333335,0.43517877743030897,-0.432499454140824,1.0937603604182313,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
sicydium gymnogaster,2.7083333333333335,0.43517877743030897,-0.432499454140824,1.0937603604182313,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
sicydium hildebrandi,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.041392685158225,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
sicydium salvini,2.5833333333333335,0.43517877743030897,-0.432499454140824,1.146128035678238,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
sicyopterus caeruleus,2.4416666666666664,0.43517877743030897,-0.432499454140824,0.986487545998127,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus eudentatus,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.0064660422492318,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus fuliag,2.3583333333333334,0.43517877743030897,-0.432499454140824,0.986487545998127,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus griseus,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.9867717342662448,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus japonicus,2.0083333333333333,0.43517877743030897,-0.432499454140824,0.986487545998127,1,-0.36359243099285926,-0.24898012856324306,2,0,f,o
sicyopterus lacrymosus,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.8325089127062363,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus lagocephalus,1.8833333333333333,0.43517877743030897,-0.432499454140824,1.1139433523068367,1,-0.4001819537154528,0.19322044099292254,2.77,0.31,h,m
sicyopterus lividus,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.7781512503836436,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus macrostetholepis,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.0128372247051722,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus micrurus,2.1833333333333336,0.43517877743030897,-0.432499454140824,0.9777236052888477,1,-0.35384279856367634,-0.37499619784300264,2.385,0.10333333333333333,h,h
sicyopterus rapa,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.8733206018153987,1,-0.24047106473803515,-0.28625107099915026,2.385,0.10333333333333333,h,h
sicyopterus stimpsoni,2.0583333333333336,0.43517877743030897,-0.432499454140824,1.2966651902615312,1,-0.35384279856367634,-0.37499619784300264,2.385,0,h,d
sicyopus auxilimentus,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.4653828514484183,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
sicyopus jonklaasi,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.6532125137753437,1,-0.7218019394690238,-0.8500555414996905,3.2445906397055464,0.3596654054054054,h,h
sicyopus lord,2.533333333333333,0.43517877743030897,-0.432499454140824,0.5932860670204572,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
sicyopus nigriradiatus,2.533333333333333,-0.9983383594203699,-0.30452412838169246,0.7481880270062005,1,-0.6368726523217699,-0.9065975749564029,3.2445906397055464,0.3596654054054054,h,h
sicyopus zosterophorus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.6532125137753437,1,-0.7218019394690238,-0.8500555414996905,3.2445906397055464,0.3596654054054054,h,h
signigobius biocellatus,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1,1,-0.7218019394690238,-0.8500555414996905,3.5,0.37,h,m
silhouettea aegyptia,1.9333333333333333,0.43517877743030897,-0.432499454140824,0.6989700043360189,1,-0.9424058910624226,-0.9188913982894683,3.25,0.31,h,h
silhouettea capitlineata,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.20682587603184974,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea chaimi,2.3583333333333334,0.43517877743030897,-0.432499454140824,0.5501806379285269,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea dotui,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.6020599913279624,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea evanida,2.3583333333333334,0.43517877743030897,-0.432499454140824,0.5501806379285269,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea hoesei,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.5440680443502757,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea indica,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.5440680443502757,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea insinuans,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.6532125137753437,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea nuchipunctatus,2.3583333333333334,0.43517877743030897,-0.432499454140824,0.5501806379285269,1,-0.8574766039151684,-0.9754334317461809,3.25,0.31,h,h
silhouettea sibayi,2.1833333333333336,0.43517877743030897,-0.432499454140824,0.6020599913279624,1,-0.9424058910624226,-0.9188913982894683,3.25,0.31,h,h
simenchelys parasitica,1.1,0.43517877743030897,-0.432499454140824,1.7853298350107671,2,1.3199624193009254,0.4560876202767263,3.68,0.54,l,n
similiparma hermani,2.2333333333333334,0.43517877743030897,-0.432499454140824,1.2041199826559248,1.25,-1.2839077663781755,-0.4305074433292991,3.5,0.37,h,m
similiparma lurida,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1.25,-1.2839077663781755,-0.4305074433292991,3.5,0.37,h,m
siokunichthys bentuviai,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.785329835010767,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
siokunichthys breviceps,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,1.1760912590556813,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
siokunichthys herrei,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.8808135922807914,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
siokunichthys nigrolineatus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.9030899869919435,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
siokunichthys southwelli,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.6334684555795865,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,h
siokunichthys striatus,2.4833333333333334,-0.9983383594203699,-0.30452412838169246,0.967547976218862,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
siphamia arabica,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.5301996982030822,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia argentea,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6989700043360189,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia arnazae,2.4916666666666667,-0.9386084787182583,-0.30985643362165627,0.543978587893604,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia brevilux,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.39269695325966575,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia cephalotes,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6989700043360189,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia corallicola,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.4842998393467858,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia cuneiceps,2.3583333333333334,-0.9983383594203699,-0.30452412838169246,0.543978587893604,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia cyanophthalma,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.3891660843645325,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia elongata,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6532125137753437,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia fistulosa,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6020599913279624,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia fraseri,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.631443769013172,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia fuscolineata,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6020599913279624,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia goreni,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.21484384804769785,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,c,e
siphamia guttulata,2.3583333333333334,-0.9983383594203699,-0.30452412838169246,0.543978587893604,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia jebbi,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.3944516808262163,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia majimai,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.5440680443502757,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia mossambica,2.2333333333333334,-0.9983383594203699,-0.30452412838169246,0.6020599913279624,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia papuensis,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.5276299008713387,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia randalli,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.4578818967339924,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia roseigaster,2.2333333333333334,0.43517877743030897,-0.432499454140824,0.8061799739838872,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia senoui,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.31806333496276157,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia spinicola,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.6020599913279624,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia stenotes,2.283333333333333,-0.9983383594203699,-0.30452412838169246,0.42813479402878885,2,-1.1451464939045275,-1.9196139251011108,3.5,0.5,e,e
siphamia tubifer,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.8450980400142568,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphamia tubulata,2.3583333333333334,-0.9983383594203699,-0.30452412838169246,0.543978587893604,2,-1.2300757810517813,-1.8630718916443985,3.5,0.5,e,e
siphonogobius nue,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.9637878273455552,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,m
skythrenchelys lentiginosa,2.25,0.43517877743030897,-0.432499454140824,1.4117371145851505,2,0.5983734437361123,-0.881228104876141,3.937083327770233,0.5512666666666667,l,n
skythrenchelys macrostomus,2.0416666666666665,0.43517877743030897,-0.432499454140824,1.3521825181113625,2,0.5983734437361123,-0.881228104876141,3.937083327770233,0.5512666666666667,l,l
skythrenchelys zabra,1.5,0.43517877743030897,-0.432499454140824,1.4712917110589385,2,0.17372700799984228,-0.5985179375925784,3.937083327770233,0.5512666666666667,l,n
smilosicyopus fehlmanni,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.7075701760979364,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
smilosicyopus leprurus,2.5833333333333335,-0.9983383594203699,-0.30452412838169246,0.617000341120899,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
snyderidia canina,2.533333333333333,0.43517877743030897,-0.432499454140824,1.428134794028789,1,0.5516161975805696,-0.029293143420151647,3.5650000031789144,0.45213333333333333,l,m
solegnathus dunckeri,2.6083333333333334,0.43517877743030897,-0.432499454140824,1.6121080385689173,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
solegnathus hardwickii,2.4833333333333334,0.43517877743030897,-0.432499454140824,1.6020599913279625,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
solegnathus lettiensis,2.6083333333333334,0.43517877743030897,-0.432499454140824,1.6121080385689173,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
solegnathus robustus,2.4833333333333334,0.43517877743030897,-0.432499454140824,1.5440680443502757,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
solegnathus spinosissimus,2.4833333333333334,0.43517877743030897,-0.432499454140824,1.6901960800285136,1,-2.7379226360592788,-0.7852722973730918,3.5058695633515065,0.4373918367346939,h,m
spaniblennius clandestinus,2.6083333333333334,0.43517877743030897,-0.432499454140824,0.7075701760979364,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2.27177033497386,0.0891336405529954,f,f
spaniblennius riodourensis,2.4833333333333334,0.43517877743030897,-0.432499454140824,0.7075701760979364,1.9473684210526316,-0.9836349948030545,-1.9934116523511056,2.27177033497386,0.0891336405529954,f,f
sparisoma amplum,2.3333333333333335,-0.9983383594203699,-0.30452412838169246,1.591064607026499,2,0.8918213115415287,0.15711547186716934,2.0955555555555554,0.030000000000000002,d,d
sparisoma atomarium,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.3979400086720377,2,0.8068920243942745,0.2136575053238819,2,0,d,d
sparisoma aurofrenatum,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.4471580313422192,2,0.8068920243942745,0.2136575053238819,2,0,d,d
sparisoma axillare,2.3333333333333335,-0.9983383594203699,-0.30452412838169246,1.639486489268586,2,0.8918213115415287,0.15711547186716934,2.0955555555555554,0.030000000000000002,d,d
sparisoma choati,2.0833333333333335,-0.9983383594203699,-0.30452412838169246,1.4969296480732148,2,0.8918213115415287,0.15711547186716934,2,0,d,d
sparisoma chrysopterum,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.662757831681574,2,0.8068920243942745,0.2136575053238819,2,0,d,d
sparisoma cretense,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.6989700043360187,2,0.8068920243942745,0.2136575053238819,2.86,0.27,l,d
sparisoma frondosum,2.3333333333333335,-0.9983383594203699,-0.30452412838169246,1.5378190950732742,2,0.8918213115415287,0.15711547186716934,2.0955555555555554,0.030000000000000002,d,d
sparisoma griseorubrum,2.4583333333333335,-0.9983383594203699,-0.30452412838169246,1.5416997611208574,2,0.8918213115415287,0.15711547186716934,2.0955555555555554,0.030000000000000002,d,d
sparisoma radians,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.3010299956639813,2,0.8068920243942745,0.2136575053238819,2,0,d,d
sparisoma rocha,2.3333333333333335,-0.9983383594203699,-0.30452412838169246,1.4842998393467859,2,0.8918213115415287,0.15711547186716934,2.0955555555555554,0.030000000000000002,d,d
sparisoma rubripinne,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.6794278966121188,2,0.8068920243942745,0.2136575053238819,2,0,d,d
sparisoma strigatum,2.3333333333333335,0.43517877743030897,-0.432499454140824,1.6532125137753437,2,0.8918213115415287,0.15711547186716934,2.0955555555555554,0.030000000000000002,d,d
sparisoma tuiupiranga,2.0833333333333335,-0.9983383594203699,-0.30452412838169246,1.187520720836463,2,0.8918213115415287,0.15711547186716934,2,0,d,d
sparisoma viride,2.033333333333333,-0.9983383594203699,-0.30452412838169246,1.806179973983887,2,0.8068920243942745,0.2136575053238819,2,0,d,d
speleogobius trigloides,2.5833333333333335,0.43517877743030897,-0.432499454140824,0.24303804868629442,1,-0.5480471396021341,-0.9432372576870108,3.2445906397055464,0.3596654054054054,h,h
sphaeramia nematoptera,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,0.9294189257142927,2,-1.2300757810517813,-1.8630718916443985,3.22,0.36,e,e
sphaeramia orbicularis,1.9833333333333334,-0.9983383594203699,-0.30452412838169246,1,2,-1.2300757810517813,-1.8630718916443985,3.64,0.51,e,e
spratelloides delicatulus,1,0.43517877743030897,-0.432499454140824,0.8450980400142568,2,-2.238879003770982,-0.8866814522766527,3.24,0.33,e,e
spratelloides gracilis,1.4416666666666667,-2.4318554962710484,-0.17654880262256087,1.021189299069938,2,-1.9242305367605428,-0.9980731794368075,3.4,0.45,e,e
spratelloides lewisi,1.4916666666666667,-2.4318554962710484,-0.17654880262256087,0.7781512503836436,2,-1.8790863099378825,-1.092839248697894,3.4,0.45,e,e
spratelloides robustus,1.5416666666666667,-2.4318554962710484,-0.17654880262256087,1.0791812460476249,2,-1.7875871844304585,-1.1433100493550183,3.4,0.45,e,e
spratellomorpha bianalis,2.5833333333333335,-3.5017590521827784,4.156657187804018,0.6532125137753437,2.5,0.2668192781417436,-0.10455738607333721,3.1155476189340865,0.343480933648011,n,k
