src,iucn_sid,sciname,range_tot_km2,range_cst_km2
am,NA,austrodecus tuberculatum,33793.0000172928,33793.0000172928
am,NA,austrodecus varum,300,300
am,NA,austrodrillia dimidiata,244123.00009857863,244123.00009857863
am,NA,austrofilius furcatus,1019289.0001753345,1019289.0001753345
am,NA,austroflustra vulgaris,281024.00002777576,281024.00002777576
am,NA,austroglossus microlepis,34778.000013530254,34778.000013530254
am,NA,austroglossus pectoralis,40040.00000488013,40040.00000488013
am,NA,austrognatharia medusifera,523413.0001761019,523413.0001761019
am,NA,austrognatharia pecten,73213.00009824336,73213.00009824336
am,NA,austrognatharia strunki,718653.0001390725,718653.0001390725
am,NA,austrognathia christianae,522300.00013038516,522300.00013038516
am,NA,austrognathia nannulifera,72313.00009824336,72313.00009824336
am,NA,austrolabrus maculatus,384528.0001025647,384528.0001025647
iucn,187491,austrolabrus maculatus,436802.0000813529,436802.0000813529
am,NA,austrolepidopa caledonia,222415.00006262213,222415.00006262213
am,NA,austrolepidopa trigonops,109341.99999514967,109341.99999514967
am,NA,austrolethops wardi,2887203.0014565215,2887203.0014565215
am,NA,austrolittorina antipodum,116934.00004450232,116934.00004450232
am,NA,austrolittorina araucana,124109.00005381554,124109.00005381554
am,NA,austrolycus depressiceps,218240.00008385628,218240.00008385628
am,NA,austrolycus laticinctus,131441.00010097027,131441.00010097027
am,NA,austromacoma constricta,829605.0003049895,829605.0003049895
am,NA,austromegabalanus nigrescens,350866.00009743124,350866.00009743124
am,NA,austromegabalanus psittacus,374938.0001872778,374938.0001872778
am,NA,austroneaera brooki,85034.00003854185,85034.00003854185
am,NA,austroneaera tangaroa,55357.99999926239,55357.99999926239
am,NA,austronibea oedogenys,2948830.0011055544,2948830.0011055544
am,NA,austroniscus acutus,0,0
am,NA,austroniscus karamani,0,0
am,NA,austroniscus norbi,0,0
am,NA,austroniscus ovalis,478431.0001382604,478431.0001382604
am,NA,austropallene brachyura,454906.9999806583,454906.9999806583
am,NA,austropallene calmani,390373.99998903275,390373.99998903275
am,NA,austropallene cornigera,545431.0000458732,545431.0000458732
am,NA,austropallene cristata,151436.9999974966,151436.9999974966
am,NA,austropallene gracilipes,538427.0000176504,538427.0000176504
am,NA,austropallene tcherniai,438537.00001873076,438537.00001873076
am,NA,austropallene tibicina,497272.000034526,497272.000034526
am,NA,austropenaeus nitidus,1832785.0000554696,236185.00005546957
am,NA,austroraptus calcaratus,39192.99998357892,39192.99998357892
am,NA,austroraptus juvenilis,231927.00001262128,231927.00001262128
am,NA,austroraptus praecox,242358.00002049655,242358.00002049655
am,NA,austroraptus sicarius,12812.00000718236,12812.00000718236
am,NA,austrorossia antillensis,3016436.000085436,412452.00008209795
am,NA,austrorossia australis,95290.00003319234,95290.00003319234
am,NA,austrorossia enigmatica,4293.000003695488,4293.000003695488
am,NA,austrosignum glaciale,299896.0000695661,299896.0000695661
am,NA,austrosquilla tsangi,82015.00007510185,82015.00007510185
am,NA,austroteredo parksi,3262446.0010141134,3262446.0010141134
am,NA,austrotoma aguayoi,183313.00004795194,183313.00004795194
am,NA,austrovenus stutchburyi,109697.00005166233,109697.00005166233
am,NA,austruca annulipes,5050264.001984522,5050264.001984522
am,NA,automate branchialis,171028.00005357713,171028.00005357713
am,NA,automate dolichognatha,7432471.0026703775,7432471.0026703775
am,NA,automate evermanni,1558161.0002420843,1558161.0002420843
am,NA,auxis rochei,18434560.003726184,13076264.003686607
iucn,170355,auxis rochei,49778499.00393691,14759523.003925942
am,NA,auxis thazard,17598267.00234562,7788066.002328694
iucn,170344,auxis thazard,49705791.003633104,13926015.003622137
iucn,178830,avicennia alba,2052365.0010297075,2052365.0010297075
iucn,178847,avicennia bicolor,83609.00005251169,83609.00005251169
am,NA,avicennia germinans,1513909.0005606413,1513909.0005606413
iucn,178811,avicennia germinans,1513829.0005890653,1513829.0005890653
iucn,178844,avicennia integra,83192.00004041195,83192.00004041195
iucn,178828,avicennia marina,4164716.0020962358,4164716.0020962358
iucn,178820,avicennia officinalis,2293624.001139775,2293624.001139775
iucn,178823,avicennia schaueriana,471079.0001295507,471079.0001295507
am,NA,avocettina acuticeps,110217261.00091897,1149471.0005994886
am,NA,avocettina bowersii,62148594.000481814,806332.0003382862
am,NA,avocettina infans,104097413.0011281,2157014.000930451
am,NA,avocettina paucipora,65895769.00039092,1194896.0002876818
am,NA,avrainvillea erecta,4767772.00227771,4767772.00227771
am,NA,avrainvillea hollenbergii,709373.0003641918,709373.0003641918
am,NA,avrainvillea lacerata,7384301.001307368,4523405.001267791
am,NA,avrainvillea longicaulis,1009181.0001749545,1009181.0001749545
am,NA,avrainvillea nigricans,1956061.0006392002,1956061.0006392002
am,NA,awaous guamensis,220008.0001046881,220008.0001046881
am,NA,awaous melanocephalus,4576286.001025699,2814356.001000665
am,NA,awaous ocellaris,2701040.001439117,2701040.001439117
am,NA,axechina raspailioides,1634780.0006367266,1634780.0006367266
am,NA,axelella smithii,919195.0001521036,919195.0001521036
am,NA,axianassa australis,299975.00010635704,299975.00010635704
am,NA,axianassa ngochoae,33617.00005289167,33617.00005289167
am,NA,axinella aruensis,1695837.0005685836,1695837.0005685836
am,NA,axinella corrugata,1235616.0002391785,1235616.0002391785
am,NA,axinella crinita,142245.0000230223,142245.0000230223
am,NA,axinella donnani,2663972.001005523,2663972.001005523
am,NA,axinella lifouensis,59481.00000265986,59481.00000265986
am,NA,axinella meandroides,1298328.0002312735,1298328.0002312735
am,NA,axinella plumosa,35564.999993517995,35564.999993517995
am,NA,axinella polycapella,1212373.0002148077,1212373.0002148077
am,NA,axinella polypoides,239076.00005548447,239076.00005548447
am,NA,axinella pomponiae,1167051.0002629831,1167051.0002629831
am,NA,axinella proliferans,701239.0001956373,701239.0001956373
am,NA,axinella rugosa,81399.99999199063,81399.99999199063
am,NA,axinella shoemakeri,998504.0001714602,998504.0001714602
am,NA,axinella waltonsmithi,1089876.0002257302,1089876.0002257302
am,NA,axinopsida cordata,324928.00006866455,324928.00006866455
am,NA,axinopsida orbiculata,536094.0002139658,536094.0002139658
am,NA,axinopsida serricata,594680.0001544878,594680.0001544878
am,NA,axinulus brevis,20576.000013947487,20576.000013947487
am,NA,axinyssa aculeata,2171510.0007109344,2171510.0007109344
am,NA,axinyssa ambrosia,1251403.0001914129,1251403.0001914129
am,NA,axinyssa aplysinoides,3473870.0009927154,3473870.0009927154
am,NA,axinyssa valida,1059430.000346899,1059430.000346899
am,NA,axinyssa variabilis,1343948.0003379285,1343948.0003379285
am,NA,axiopsis consobrina,1663215.001048334,1663215.001048334
am,NA,axiopsis pica,2098051.000833139,2098051.000833139
am,NA,axiopsis serratifrons,5563342.002316937,5563342.002316937
am,NA,axiorygma nethertoni,420147.00006097555,420147.00006097555
am,NA,axoclinus cocoensis,25002.000018581748,25002.000018581748
iucn,183855,axoclinus cocoensis,500,500
am,NA,axoclinus lucillae,152752.00007520616,152752.00007520616
iucn,184009,axoclinus lucillae,145164.00006264448,145164.00006264448
am,NA,axoclinus multicinctus,2794.999996572733,2794.999996572733
iucn,154763,axoclinus multicinctus,1300.0000059604645,1300.0000059604645
am,NA,axoclinus nigricaudus,94779.00005280972,94779.00005280972
iucn,183273,axoclinus nigricaudus,58165.000024437904,58165.000024437904
am,NA,axoclinus rubinoffi,7145.00000551343,7145.00000551343
iucn,183612,axoclinus rubinoffi,393.00000071525574,393.00000071525574
iucn,183253,axoclinus storeyae,83434.00003015995,83434.00003015995
iucn,22680398,aythya marila,3228977.00073123,2344081.000727415
am,NA,azorilla lottae,300,300
am,NA,azorinus coarctatus,5551257.002045214,5551257.002045214
am,NA,azumapecten farreri,477908.0002287403,477908.0002287403
am,NA,azumapecten ruschenbergerii,869241.0003300756,869241.0003300756
am,NA,azurina eupalama,9084.00000911206,9084.00000911206
am,NA,azurina hirundo,80720.00004258007,80720.00004258007
am,NA,azygopus pinnifasciatus,179581.0000455007,179581.0000455007
am,NA,babamunida hystrix,89877.00013518333,89877.00013518333
am,NA,babamunida plexaura,93769.0001398325,93769.0001398325
am,NA,babelomurex dalli,720420.0001487508,720420.0001487508
am,NA,babelomurex diadema,1692952.0007915795,1692952.0007915795
am,NA,babelomurex lischkeanus,621837.0002113283,621837.0002113283
am,NA,babelomurex mansfieldi,1059079.0001779795,1059079.0001779795
am,NA,babelomurex sentix,14222.000020183623,14222.000020183623
am,NA,babelomurex tectumsinense,53571.000004559755,53571.000004559755
am,NA,babelomurex wormaldi,264626.0001525283,264626.0001525283
am,NA,babylonia areolata,39846.000022254884,39846.000022254884
am,NA,babylonia lutosa,3250311.001569219,3250311.001569219
am,NA,babylonia spirata,4776225.001688488,4776225.001688488
am,NA,bacteridium resticulum,635112.0000859722,635112.0000859722
am,NA,bactrocythara asarca,1158736.0002029687,1158736.0002029687
am,NA,bactronophorus thoracites,3159905.0015304238,3159905.0015304238
am,NA,baeolidia australis,484547.000159882,484547.000159882
am,NA,baeolidia macleayi,358672.0001179725,358672.0001179725
am,NA,baeonectes pygmaea,150101.00008696318,150101.00008696318
am,NA,bagre bagre,396742.00009964406,396742.00009964406
am,NA,bagre marinus,1213520.0002690777,1213520.0002690777
am,NA,bagre panamensis,305245.0002219528,305245.0002219528
am,NA,bagre pinnimaculatus,175954.00008838624,175954.00008838624
am,NA,bahaba polykladiskos,1937587.0007079095,1937587.0007079095
am,NA,bahalana cardiopus,471003.0000779778,471003.0000779778
am,NA,bailya intricata,827598.00019674,827598.00019674
am,NA,bailya parva,761231.0002015904,761231.0002015904
am,NA,bailya weberi,247029.0000302717,247029.0000302717
am,NA,bairdiella ensifera,258410.00005397946,190410.00005397946
am,NA,bairdiella ronchus,1068114.0002338216,1068114.0002338216
am,NA,bajacalifornia calcarata,23651373.00094813,1951476.000879705
am,NA,bajacalifornia erimoensis,26277188.000578992,598103.0003918335
am,NA,bajacalifornia megalops,137728498.00072685,1479007.0004917681
am,NA,balaena mysticetus,7447753.000817262,4759911.000803672
iucn,2467,balaena mysticetus,2404546.0004888475,1533046.0004888475
iucn,2468,balaena mysticetus,2543220.0001765043,1435871.0001636297
iucn,2469,balaena mysticetus,865622.000093013,537322.000093013
iucn,2472,balaena mysticetus,3190056.0000941157,834956.0000941157
am,NA,balaenoptera acutorostrata,178148061.0033689,18460283.003061824
iucn,2474,balaenoptera acutorostrata,347008054.00619453,22808493.005591072
am,NA,balaenoptera bonaerensis,64886931.00021221,1247214.000061527
iucn,2480,balaenoptera bonaerensis,173558428.00175938,7829868.001625873
am,NA,balaenoptera borealis,243586243.00156012,2438059.0011693537
iucn,2475,balaenoptera borealis,316489674.0049472,17896251.00431349
am,NA,balaenoptera brydei,61996656.00051079,1408428.0003586784
am,NA,balaenoptera edeni,177387756.00213128,5498174.00180418
iucn,117636167,balaenoptera edeni,18700,7700
iucn,2476,balaenoptera edeni,224921950.00405908,12858344.003635645
am,NA,balaenoptera musculus,241719372.00150695,2290070.001079701
iucn,2477,balaenoptera musculus,343313197.0056865,21453227.005222812
am,NA,balaenoptera omurai,3859014.000255242,3807114.000255242
iucn,136623,balaenoptera omurai,14775467.00170897,6774491.001703963
am,NA,balaenoptera physalus,161670807.00125322,5987981.000890583
iucn,16208224,balaenoptera physalus,2239067.0000076294,426367.0000076294
iucn,2478,balaenoptera physalus,206086771.00311816,13132520.002636313
am,NA,balanoglossus clavigerus,318106.0001222417,318106.0001222417
am,NA,balanophyllia cellulosa,12155.999987013638,12155.999987013638
am,NA,balanophyllia chnous,8851.000002026558,8851.000002026558
am,NA,balanophyllia crassitheca,192993.00002083182,192993.00002083182
am,NA,balanophyllia cyathoides,887225.000182353,887225.000182353
am,NA,balanophyllia elegans,436762.00019512326,436762.00019512326
am,NA,balanophyllia europaea,241785.00007092953,241785.00007092953
iucn,133085,balanophyllia europaea,186689.00011274964,186689.00011274964
am,NA,balanophyllia floridana,1362998.0002578348,1362998.0002578348
am,NA,balanophyllia palifera,986667.0002125204,986667.0002125204
am,NA,balanophyllia regia,210986.0000057146,210986.0000057146
am,NA,balanus crenatus,2081145.0005542487,2081145.0005542487
am,NA,balanus laevis,402866.00018460304,402866.00018460304
am,NA,balanus minutus,2724398.0007844046,2724398.0007844046
am,NA,balanus nubilus,405437.0001409203,405437.0001409203
am,NA,balanus spongicola,680768.0000811815,680768.0000811815
am,NA,balanus trigonus,8977592.00275857,8977592.00275857
am,NA,baldwinella aureorubens,759429.0001647547,759429.0001647547
am,NA,baldwinella vivanus,2804375.0002156943,1484991.0002123564
am,NA,balistapus undulatus,5109377.002126351,5109377.002126351
am,NA,balistes capriscus,3153900.000630133,3153900.000630133
am,NA,balistes polylepis,301531.0002492741,301531.0002492741
am,NA,balistes punctatus,310678.9999913424,310678.9999913424
am,NA,balistes vetula,1983465.0003727525,1983465.0003727525
am,NA,balistoides conspicillum,5267158.001989871,5267158.001989871
am,NA,balistoides viridescens,5128964.002131112,5128964.002131112
am,NA,ballia callitricha,496297.00023625046,496297.00023625046
am,NA,balliella crouanioides,637001.0001795366,487601.00017953664
am,NA,bamarooka anomala,743435.000279732,743435.000279732
am,NA,bamarooka bathycephala,272496.0001002997,272496.0001002997
am,NA,bamarooka dinjerra,78250.0000031665,78250.0000031665
am,NA,bamarooka endota,171978.00003979355,171978.00003979355
am,NA,bamarooka tropicalis,937218.0003317073,937218.0003317073
am,NA,banareia armata,3326175.0011214986,3326175.0011214986
am,NA,banjos aculeatus,68901.00000295788,68901.00000295788
am,NA,banjos banjos,3097100.0013565645,3097100.0013565645
am,NA,bankia australis,92293.00006963313,92293.00006963313
am,NA,bankia bipalmulata,418562.0002321899,418562.0002321899
am,NA,bankia campanellata,2295386.0010864213,2295386.0010864213
am,NA,bankia carinata,7439124.00240805,7439124.00240805
am,NA,bankia gouldi,604614.000207372,604614.000207372
am,NA,bankia martensi,375263.0001500249,375263.0001500249
am,NA,bankia neztalia,110291.00004415959,110291.00004415959
am,NA,bankia nordi,1175353.0002970248,1175353.0002970248
am,NA,bankia philippinensis,796629.0002679452,796629.0002679452
am,NA,bankia setacea,441908.000148274,441908.000148274
am,NA,barathrites parri,15329019.000019133,188921.00001722574
am,NA,barathrodemus manatinus,2344780.0000647083,454582.00006280094
am,NA,barathrodemus nasutus,1105972.000197135,367474.00019522756
am,NA,barathronus bicolor,4418691.999992728,451893.9999908209
am,NA,barathronus diaphanus,22929446.000465006,618443.000408262
am,NA,barathronus maculatus,69846.00009750575,69846.00009750575
am,NA,barathronus pacificus,63700,0
am,NA,barathronus unicolor,34619222.00003173,48222.00003173202
am,NA,barbantus curvifrons,252914685.00220066,4427736.001776531
am,NA,barbantus elongatus,3714207.999998331,1307.99999833107
am,NA,barbatia amygdalumtostum,6142635.002752021,6142635.002752021
am,NA,barbatia barbata,309656.00021257997,309656.00021257997
am,NA,barbatia candida,3101147.000833787,3101147.000833787
am,NA,barbatia cometa,2913345.001471974,2913345.001471974
am,NA,barbatia domingensis,6954275.001840293,6954275.001840293
am,NA,barbatia foliata,4422774.002152309,4422774.002152309
am,NA,barbatia hanzawai,563337.0001859963,563337.0001859963
am,NA,barbatia munda,554313.0001731217,554313.0001731217
am,NA,barbatia novaezealandiae,63460.00000163913,63460.00000163913
am,NA,barbatia obliquata,558289.0002930537,558289.0002930537
am,NA,barbatia setigera,929764.0004696324,929764.0004696324
am,NA,barbouria cubensis,595783.0000964925,348497.00009506196
am,NA,barbourisia rufa,3757204.0019538254,3757204.0019538254
am,NA,barbulifer antennatus,746614.0001634136,746614.0001634136
am,NA,barbulifer ceuthoecus,1002960.0002573803,1002960.0002573803
am,NA,barbulifer pantherinus,111034.0000744909,111034.0000744909
am,NA,barbuligobius boehlkei,3577263.0017630756,3577263.0017630756
am,NA,barchatus cirrhosus,205308.0000396818,205308.0000396818
am,NA,barchatus indicus,330287.00013644993,330287.00013644993
am,NA,barentsia gracilis,547572.0000388101,547572.0000388101
am,NA,barleeia creutzbergi,205634.0000230819,205634.0000230819
am,NA,barleeia rubrooperculata,48399.000000581145,48399.000000581145
am,NA,barleeia tincta,630143.0001795292,630143.0001795292
am,NA,barnea candida,1206917.0004792511,1206917.0004792511
am,NA,barnea dilatata,4083159.0018253773,4083159.0018253773
am,NA,barnea manilensis,2927638.0013011396,2927638.0013011396
am,NA,barnea parva,176501.00002083927,176501.00002083927
am,NA,barnea similis,103660.0000301376,103660.0000301376
am,NA,barnea truncata,1330823.0004156008,1330823.0004156008
am,NA,bartschia agassizi,304734.000008367,304734.000008367
am,NA,bartschia canetae,115737.00002413243,115737.00002413243
am,NA,bartschia significans,20043.999996595085,20043.999996595085
am,NA,bascanichthys bascanium,289296.0000971332,289296.0000971332
am,NA,bascanichthys ceciliae,266186.00000385195,266186.00000385195
am,NA,bascanichthys myersi,525377.0003447309,525377.0003447309
am,NA,baseodiscus hemprichii,2070125.0011889264,2070125.0011889264
am,NA,basiliola beecheri,345699.0001745522,345699.0001745522
am,NA,basiliomya goreaui,683044.000114128,683044.000114128
am,NA,basilissopsis rhyssa,16159.000004082918,16159.000004082918
am,NA,bassanago albescens,103196.000046283,103196.000046283
am,NA,bassanago bulbiceps,32963.00002429634,32963.00002429634
am,NA,bassanago nielseni,37073.000026866794,37073.000026866794
am,NA,basserolis kimblae,119792.00001489371,119792.00001489371
am,NA,bassia bassensis,15140835.00240501,9306001.00236591
am,NA,bassogigas gillii,545332.0002006367,545332.0002006367
am,NA,bassozetus compressus,648655.000429973,648655.000429973
am,NA,bassozetus elongatus,254073.0001859367,254073.0001859367
am,NA,bassozetus galatheae,155089.00016061962,155089.00016061962
am,NA,bassozetus glutinosus,615909.0005228296,615909.0005228296
am,NA,bassozetus levistomatus,47460.00010613352,47460.00010613352
am,NA,bassozetus nasus,17410.000029206276,17410.000029206276
am,NA,bassozetus normalis,231306.00010398775,231306.00010398775
am,NA,bassozetus robustus,1059876.0008690879,1059876.0008690879
am,NA,bassozetus taenia,24530.00000771135,24530.00000771135
am,NA,bassozetus zenkevitchi,69527497.00044245,621832.0002660155
am,NA,basterotia elliptica,967913.0002100021,967913.0002100021
am,NA,basterotia lutea,124537.00011149049,124537.00011149049
am,NA,basterotia quadrata,985803.0001634732,985803.0001634732
iucn,97358453,batagur baska,9437.999979965389,9437.999979965389
am,NA,batea bousfieldi,507877.0000051707,507877.0000051707
am,NA,batea campi,814899.00014624,814899.00014624
am,NA,batea carinata,1094237.0002098382,1094237.0002098382
am,NA,batea catharinensis,1819680.0005773082,1819680.0005773082
am,NA,batea cuspidata,1032982.0001961663,1032982.0001961663
am,NA,batedotea elongata,664474.0002192557,664474.0002192557
am,NA,batepenaeopsis acclivirostris,1530785.0006794557,1530785.0006794557
am,NA,batepenaeopsis tenella,5091526.002180763,5091526.002180763
am,NA,batepenaeopsis venusta,1027316.0004418343,1027316.0004418343
am,NA,bathicaris brasiliensis,209844.00005340576,209844.00005340576
am,NA,bathicaris cereus,145878.00006400794,145878.00006400794
am,NA,bathicaris iridescens,83646073.00020196,171102.00008489192
am,NA,bathicaris seymouri,9267309.000018239,26009.00001823902
am,NA,bathicaris urinator,82005342.00043045,231745.00018320978
am,NA,bathione magnafolia,40593.00006274134,40593.00006274134
am,NA,bathochordaeus charon,903281.0000389814,48661.00002229214
am,NA,bathocyroe fosteri,4296026.0003702715,1444549.000348337
am,NA,bathophilus abarbatus,37575406.00051936,875249.0002280101
am,NA,bathophilus altipinnis,22960304.000103287,396177.00008731335
am,NA,bathophilus ater,32209926.00012161,47026.00000835955
am,NA,bathophilus brevis,174200068.00197363,4677082.001626492
am,NA,bathophilus digitatus,130936024.00149646,5000988.001340069
am,NA,bathophilus filifer,72354435.00074056,839742.0005550608
am,NA,bathophilus flemingi,9350576.000037603,120576.00003760308
am,NA,bathophilus indicus,21763871.000191942,644271.0001919419
am,NA,bathophilus irregularis,169914167.0005802,247860.00023521483
am,NA,bathophilus kingi,107178271.00105864,2137574.000686221
am,NA,bathophilus longipinnis,192454969.00158358,4739755.001304857
am,NA,bathophilus nigerrimus,237671827.00102237,1506247.0006158575
am,NA,bathophilus pawneei,148065485.00192183,4706083.001715131
am,NA,bathophilus schizochirus,80594977.00083834,1944701.0007081553
am,NA,bathophilus vaillanti,68498427.00053024,1011998.0002718046
am,NA,bathothauma lyromma,32040874.002529867,8487987.002445944
am,NA,bathoxiphus ensiculus,291002.0000528544,291002.0000528544
am,NA,bathoxiphus inexpectatus,92733.00001937896,92733.00001937896
am,NA,bathoxiphus soyomaruae,162560.00012755394,162560.00012755394
am,NA,bathyacmaea nipponica,7261.000018566847,7261.000018566847
am,NA,bathyagonus alascanus,281476.000107266,281476.000107266
am,NA,bathyagonus infraspinatus,256787.00008336455,256787.00008336455
am,NA,bathyagonus nigripinnis,236725.00010412186,236725.00010412186
am,NA,bathyagonus pentacanthus,116222.00001627207,116222.00001627207
am,NA,bathyanthias cubensis,543588.0001207814,543588.0001207814
am,NA,bathyanthias mexicanus,1887470.0001779944,1177686.0001746565
am,NA,bathyanthias roseus,152334.99999679625,152334.99999679625
am,NA,bathyaploactis curtisensis,601690.0002295151,601690.0002295151
am,NA,bathyaploactis ornatissima,2152808.000765741,2152808.000765741
am,NA,bathyarca anaclima,2484219.0011933446,2484219.0011933446
am,NA,bathyarca cybaea,105037.00005635619,105037.00005635619
am,NA,bathyarca frielei,586943.0003557354,586943.0003557354
am,NA,bathyarca glacialis,656914.0002306551,656914.0002306551
am,NA,bathyarca glomerula,711922.0001520589,711922.0001520589
am,NA,bathyarca inaequisculpta,0,0
am,NA,bathyarca orbiculata,460000.0001065433,460000.0001065433
am,NA,bathyarca pectunculoides,121809.00003332645,121809.00003332645
am,NA,bathyarca philippiana,483412.00033482164,483412.00033482164
am,NA,bathyarctus chani,371906.0001488775,371906.0001488775
iucn,185087,bathyarctus chani,358835.00002622604,27435.000026226044
am,NA,bathyarctus faxoni,356626.00002977997,356626.00002977997
iucn,185077,bathyarctus faxoni,1604774.0000665188,178688.00006508827
iucn,185045,bathyarctus formosanus,1600,1600
iucn,185013,bathyarctus ramosae,12600,1400
am,NA,bathyarctus rubens,1910086.001152359,1910086.001152359
iucn,185035,bathyarctus rubens,5005837.000486255,1062360.0004822016
iucn,184987,bathyarctus steatopygus,8329.000002145767,8329.000002145767
am,NA,bathyaustriella thionipta,400,400
am,NA,bathybdella sawyeri,777498.0000019073,498.00000190734863
am,NA,bathyberthella antarctica,7885.999998450279,7885.999998450279
am,NA,bathybiaster vexillifer,20541.99999962002,20541.99999962002
am,NA,bathyblennius antholops,52810.000008903444,52810.000008903444
iucn,185178,bathyblennius antholops,6437.000000476837,6437.000000476837
am,NA,bathycadulus fabrizioi,123087.00014781207,123087.00014781207
am,NA,bathycallionymus kaianus,2147305.0013436005,2147305.0013436005
am,NA,bathycallisoma schellenbergi,5413.000018894672,5413.000018894672
am,NA,bathycheles incisus,885974.000631459,885974.000631459
am,NA,bathycheles integer,551051.0004442185,551051.0004442185
am,NA,bathyclupea argentea,4291183.000085875,832899.0000825375
am,NA,bathyclupea gracilis,5330762.000361271,686688.0003424361
am,NA,bathyclupea hoskynii,13156390.000251494,546090.0002514943
am,NA,bathyclupea malayana,2334640.000114031,337572.00011927634
am,NA,bathycongrus aequoreus,122456.00008610636,122456.00008610636
am,NA,bathycongrus bertini,190904.00004070252,190904.00004070252
am,NA,bathycongrus bleekeri,2011030.000420846,1339931.0004198924
am,NA,bathycongrus bullisi,319129.0001010522,319129.0001010522
am,NA,bathycongrus dubius,690120.0001599267,690120.0001599267
am,NA,bathycongrus guttulatus,1499768.0010443553,1499768.0010443553
am,NA,bathycongrus macrocercus,24177.0000083372,24177.0000083372
am,NA,bathycongrus macrurus,67500.0000262633,67500.0000262633
am,NA,bathycongrus nasicus,131123.00005648285,131123.00005648285
am,NA,bathycongrus odontostomus,1611234.0009883046,1611234.0009883046
am,NA,bathycongrus polyporus,161466.0000251606,161466.0000251606
am,NA,bathycongrus retrotinctus,1408817.0009117573,1408817.0009117573
am,NA,bathycongrus thysanochilus,421431.0000911355,421431.0000911355
am,NA,bathycongrus trilineatus,37598.99998642504,37598.99998642504
am,NA,bathycongrus trimaculatus,61556.00004941225,61556.00004941225
am,NA,bathycongrus varidens,374968.00033189356,374968.00033189356
am,NA,bathycongrus vicinalis,693308.0001572147,693308.0001572147
am,NA,bathycongrus wallacei,670642.0005135238,670642.0005135238
am,NA,bathycrinus australis,3487.999995984137,3487.999995984137
am,NA,bathycrinus carpenterii,2297.9999992996454,2297.9999992996454
am,NA,bathyctena chuni,8415464.00010325,100614.0000615269
am,NA,bathydoris hodgsoni,463.9999985694885,463.9999985694885
am,NA,bathydorus spinosus,600,600
am,NA,bathydraco antarcticus,11473.0000032112,11473.0000032112
am,NA,bathydraco joannae,6469.000008143485,6469.000008143485
am,NA,bathydraco macrolepis,86930.99997378886,86930.99997378886
am,NA,bathydraco marri,65443.00000593066,65443.00000593066
am,NA,bathydrilus adriaticus,535072.000105679,535072.000105679
am,NA,bathygadus antrodes,49587.00005467981,49587.00005467981
am,NA,bathygadus bowersi,650427.0000346005,44914.0000410378
am,NA,bathygadus cottoides,101669.00005564094,101669.00005564094
am,NA,bathygadus entomelas,295445.0000409037,90245.00004090369
am,NA,bathygadus favosus,224540.00002015382,224540.00002015382
am,NA,bathygadus furvescens,2456866.0000806674,126966.00008066744
am,NA,bathygadus garretti,491291.00006949157,131225.00006686896
am,NA,bathygadus macrops,19463492.00012628,934094.0001243725
am,NA,bathygadus melanobranchus,355741.0001056269,355741.0001056269
am,NA,bathygadus spongiceps,90305583.00099242,1221967.0006619766
am,NA,bathygadus sulcatus,303416.000203602,303416.000203602
am,NA,bathygnathia cardiocondyla,9231.000001728535,9231.000001728535
am,NA,bathygnathia porca,3477.9999878257513,3477.9999878257513
am,NA,bathygnathia vollenhovia,20553.000012785196,20553.000012785196
am,NA,bathygobius andrei,135369.00004837662,135369.00004837662
am,NA,bathygobius antilliensis,1434962.0001871139,913576.0001856834
am,NA,bathygobius coalitus,3160108.001677692,3160108.001677692
am,NA,bathygobius cocosensis,3936755.002134852,3936755.002134852
am,NA,bathygobius cotticeps,2348450.0013481826,2348450.0013481826
am,NA,bathygobius curacao,896901.0002115741,896901.0002115741
am,NA,bathygobius cyclopterus,4724336.00235749,4724336.00235749
am,NA,bathygobius fuscus,4341892.002248019,4341892.002248019
am,NA,bathygobius hongkongensis,3113708.001548983,3113708.001548983
am,NA,bathygobius karachiensis,96702.0000435412,96702.0000435412
am,NA,bathygobius laddi,3245517.001636885,3245517.001636885
am,NA,bathygobius lineatus,134402.00006365776,134402.00006365776
am,NA,bathygobius meggitti,4098416.0020876676,4098416.0020876676
am,NA,bathygobius mystacium,914306.0002064332,914306.0002064332
am,NA,bathygobius panayensis,1085671.0005352274,1085671.0005352274
am,NA,bathygobius petrophilus,2783327.001422085,2783327.001422085
am,NA,bathygobius ramosus,357063.00027891994,357063.00027891994
am,NA,bathygobius soporator,1689400.0003045425,1689400.0003045425
am,NA,bathykermadeca hadalis,0,0
am,NA,bathylaco macrophthalmus,32896.00002653897,32896.00002653897
am,NA,bathylaco nigricans,73703719.00012828,266021.00012637675
am,NA,bathylagichthys australis,34190498.0002271,683390.000073798
am,NA,bathylagichthys greyae,97869182.00041912,1965935.0002732128
am,NA,bathylagichthys longipinnis,8143625.00008475,389925.00008475035
am,NA,bathylagichthys problematicus,609933.9999902993,141933.99999029934
am,NA,bathylagoides argyrogaster,46899916.0011353,2955248.0011047795
am,NA,bathylagoides nigrigenys,34072608.00013021,171712.00012639165
am,NA,bathylagoides wesethi,959971.0000548512,83271.00005485117
am,NA,bathylagus antarcticus,45019962.00010814,391166.99999012053
am,NA,bathylagus euryops,10280748.000011593,103948.0000115931
am,NA,bathylagus gracilis,15279846.000017412,192946.000017412
