src,iucn_sid,sciname,range_tot_km2,range_cst_km2
am,NA,phacellophora camtschatica,3694202.0004015416,2917011.0004168004
am,NA,phacelocyathus flos,1006234.0001534671,1006234.0001534671
am,NA,phacoides pectinatus,1841421.0004564375,1841421.0004564375
am,NA,phacosoma eudeli,1041743.0004464462,1041743.0004464462
am,NA,phaenna spinifera,10769320.00156939,7113969.001534581
am,NA,phaenomonas cooperae,728297.0004029572,728297.0004029572
am,NA,phaenomonas longissima,448838.00004851073,448838.00004851073
am,NA,phaenomonas pinnata,205269.0000642091,205269.0000642091
am,NA,phaeoptyx conklini,1087119.0002067015,1087119.0002067015
am,NA,phaeoptyx pigmentaria,1337130.0001960248,1337130.0001960248
am,NA,phaeoptyx xenus,932555.0001993775,932555.0001993775
iucn,22696637,phaethon aethereus,24777950.000683963,2100255.000679195
iucn,22696645,phaethon lepturus,103308475.00221375,5993642.002066411
iucn,22696641,phaethon rubricauda,117852254.00216244,5308933.001902327
am,NA,phakellia atypica,882950.0001585111,882950.0001585111
am,NA,phakellia columnata,1120011.0006202012,1120011.0006202012
am,NA,phakellia folium,844784.0001810342,844784.0001810342
am,NA,phakellia stipitata,3344249.001186341,3344249.001186341
am,NA,phakettia euctimena,1338766.0004774109,1338766.0004774109
am,NA,phalacrocorax africanus,52874.00001771748,49874.00001771748
iucn,22696776,phalacrocorax auritus,105763.99985477328,105763.99985477328
iucn,22696773,phalacrocorax brasilianus,124551.99990514666,124551.99990514666
iucn,22696806,phalacrocorax capensis,409377.00004950166,284077.00004950166
iucn,22696799,phalacrocorax capillatus,1983856.0004135594,1068256.0004135594
iucn,22696792,phalacrocorax carbo,243610.9997170046,243610.9997170046
iucn,22696907,phalacrocorax featherstoni,11871.99999988079,11371.99999988079
iucn,22696770,phalacrocorax fuscescens,10759.000005573034,10759.000005573034
iucn,22696779,phalacrocorax fuscicollis,11615.999962575734,11615.999962575734
iucn,22696743,phalacrocorax melanoleucos,100548.999966681,100548.999966681
iucn,22696766,phalacrocorax neglectus,98804.0000282228,96004.0000282228
iucn,22696802,phalacrocorax nigrogularis,767830.0001885742,385030.0001885742
iucn,22696901,phalacrocorax punctatus,57088.00001181662,56888.00001181662
iucn,22696782,phalacrocorax varius,42316.99997205287,42316.99997205287
iucn,22693494,phalaropus fulicarius,13623461.000107415,995864.000104554
iucn,22693490,phalaropus lobatus,9904315.000308864,1200418.0003060028
am,NA,phalium areola,4391525.00221841,4391525.00221841
am,NA,phalium bandatum,4710709.00165569,4710709.00165569
am,NA,phalium glaucum,4055208.002064377,4055208.002064377
am,NA,phallocottus obtusus,19634.00000296533,19634.00000296533
am,NA,phallostethus lehi,103207.00003281236,100207.00003281236
am,NA,phallusia arabica,2846133.001567237,2846133.001567237
am,NA,phallusia julinea,2631919.001361355,2631919.001361355
am,NA,phallusia mammillata,661887.0001589879,661887.0001589879
am,NA,phallusia nigra,2220349.0009572357,2220349.0009572357
am,NA,phanerodon atripes,34996.00004274398,34996.00004274398
am,NA,phanerodon furcatus,58623.00006840378,58623.00006840378
am,NA,phaneropora galatheae,74719727.00090148,1174299.0005526692
am,NA,phanogenia distincta,1215836.0003469512,1215836.0003469512
am,NA,phanogenia gracilis,5189362.002178654,5189362.002178654
am,NA,phanogenia multibrachiata,3195776.001019031,3195776.001019031
am,NA,pharaonella astula,2038917.0010456815,2038917.0010456815
am,NA,pharella acutidens,1443343.0006017908,1443343.0006017908
am,NA,pharella javanica,2661111.0011307523,2661111.0011307523
am,NA,pharia pyramidata,266431.00020848215,266431.00020848215
am,NA,pharus legumen,928829.0003107861,928829.0003107861
am,NA,pharyngodictyon elongatum,2885.000002384186,2885.000002384186
am,NA,pharyngodictyon mirabile,7558.999997377396,7558.999997377396
am,NA,phascolion caupo,365388.00005428493,365388.00005428493
am,NA,phascolion cirratum,35448.99999573827,35448.99999573827
am,NA,phascolion collare,2279981.0011381283,2279981.0011381283
am,NA,phascolion convestitum,99585.0000102073,99585.0000102073
am,NA,phascolion cryptum,45207.999996095896,45207.999996095896
am,NA,phascolion gerardi,554761.0001131892,554761.0001131892
am,NA,phascolion hedraeum,1878343.001178652,1878343.001178652
am,NA,phascolion hibridum,189213.00021987408,189213.00021987408
am,NA,phascolion lucifugax,1284617.0004710555,1284617.0004710555
am,NA,phascolion lutense,51549.999994412065,51549.999994412065
am,NA,phascolion medusae,44321.00002281368,44321.00002281368
am,NA,phascolion microspheroidis,8743.000000715256,8743.000000715256
am,NA,phascolion pacificum,524373.0004191399,524373.0004191399
am,NA,phascolion strombus,841468.0005291477,841468.0005291477
am,NA,phascolion tuberculosum,348496.00013904274,348496.00013904274
am,NA,phascolopsis gouldii,531585.0001424551,531585.0001424551
am,NA,phascolosoma agassizii,1239266.0005489364,1239266.0005489364
am,NA,phascolosoma capitatum,0,0
am,NA,phascolosoma granulatum,515205.0002520904,515205.0002520904
am,NA,phascolosoma lobostomum,292557.00015667826,292557.00015667826
am,NA,phascolosoma nigrescens,3801472.001723014,3801472.001723014
am,NA,phascolosoma noduliferum,3711099.0017501637,3711099.0017501637
am,NA,phascolosoma pacificum,2237881.0013031587,2237881.0013031587
am,NA,phascolosoma perlucens,4823518.002087809,4823518.002087809
am,NA,phascolosoma scolops,2164944.0015692264,2164944.0015692264
am,NA,phascolosoma stephensoni,3572403.00192181,3572403.00192181
am,NA,phascolosoma turnerae,132144.00000832975,132144.00000832975
am,NA,phasianella solida,3419509.001854621,3419509.001854621
am,NA,phataria unifascialis,288756.0002077371,288756.0002077371
am,NA,phellia exlex,55855.00003751367,55855.00003751367
am,NA,phelliactis robusta,1200,1200
iucn,180982,phenablennius heyligeri,2465.0000117719173,2465.0000117719173
am,NA,phenacoscorpius adenensis,989868.0004790425,989868.0004790425
am,NA,phenacoscorpius longilineatus,26191814.00030125,144350.00009406358
am,NA,phenacoscorpius megalops,956690.0006236508,956690.0006236508
am,NA,phenacoscorpius nebris,224458.00002217293,224458.00002217293
am,NA,phenacovolva subreflexa,3481148.0011871085,3481148.0011871085
am,NA,pherallodichthys meshimaensis,1104682.0005750284,1104682.0005750284
am,NA,pherallodus indicus,2348304.001402296,2348304.001402296
am,NA,pheronema annae,139112.00002450496,139112.00002450496
am,NA,pheronema conicum,83995.00002097338,83995.00002097338
am,NA,pheronema semiglobosum,73333.00001490861,73333.00001490861
am,NA,pherusa plumosa,1356333.000565134,1356333.000565134
am,NA,phestilla lugubris,6169107.002430968,6169107.002430968
am,NA,phestilla melanobrachia,4815723.002440855,4815723.002440855
am,NA,phialella quadrata,1533773.0004465207,1185376.0004436597
am,NA,phidiana hiltoni,385355.00021874905,385355.00021874905
am,NA,phidiana lottini,45974.00003466755,45974.00003466755
am,NA,phidiana lynceus,769900.000310503,769900.000310503
am,NA,phidiana militaris,4597816.001730785,4597816.001730785
am,NA,phidolopora labiata,119173.00000209361,119173.00000209361
am,NA,philarius gerlachei,3200491.001557,3200491.001557
am,NA,philarius imperialis,1208098.0006517842,1208098.0006517842
am,NA,philarius lifuensis,691899.000380747,691899.000380747
am,NA,philine angasi,671559.0002318844,671559.0002318844
am,NA,philine aperta,1424218.0005902424,1424218.0005902424
am,NA,philine auriformis,711195.0003068894,711195.0003068894
am,NA,philine beachportensis,166630.00007383525,166630.00007383525
am,NA,philine columnaria,462007.00013991445,462007.00013991445
am,NA,philine denticulata,611494.0000897273,611494.0000897273
am,NA,philine infundibulum,716763.0001556128,716763.0001556128
am,NA,philine polystrigma,524273.000315018,524273.000315018
am,NA,philine sagra,1486808.0002686009,1486808.0002686009
am,NA,philine teres,122073.00003077835,122073.00003077835
am,NA,philine trapezia,179355.00004906207,179355.00004906207
am,NA,philinopsis speciosa,4281217.002167925,4281217.002167925
am,NA,philinopsis taronga,755354.000220634,755354.000220634
am,NA,philinorbis albus,2694389.0008900315,2694389.0008900315
am,NA,philobrya modiolus,51358.000013791025,51358.000013791025
am,NA,philobrya setosa,627950.0003268942,627950.0003268942
am,NA,philobrya sublaevis,676302.0001057535,676302.0001057535
am,NA,philobrya wandelensis,430296.99996486306,430296.99996486306
am,NA,philocelis brueggemanni,19254.00000847876,19254.00000847876
am,NA,philocheras breviflagella,46672.00008444488,46672.00008444488
am,NA,philocheras gorei,1177575.0002007931,1177575.0002007931
am,NA,philocheras incisus,5226715.001842938,5226715.001842938
am,NA,philocheras japonicus,980686.0006293282,980686.0006293282
am,NA,philocheras lowisi,1818547.0008179545,1818547.0008179545
am,NA,philocheras pilosus,1426331.0007933527,1426331.0007933527
am,NA,philocheras trispinosus,384680.00018820167,384680.00018820167
am,NA,philoneptunus cassidyi,291691.9999945909,6691.9999945908785
am,NA,philyra concinnus,104517.00002141297,104517.00002141297
am,NA,philyra globus,1411178.0006306246,1411178.0006306246
am,NA,philyra sagittifera,200545.00006139278,200545.00006139278
am,NA,phimochirus holthuisi,1238381.0002215207,1238381.0002215207
am,NA,phimochirus operculatus,1042118.0002262816,1042118.0002262816
am,NA,phimochirus randalli,871022.0001088455,871022.0001088455
am,NA,phlyctaenopora bocagei,46805.000016093254,46805.000016093254
am,NA,phlyctiderma semiasperum,2411343.000484258,2411343.000484258
am,NA,phlyctiderma verrilli,510939.000133425,510939.000133425
am,NA,phoca largha,1608290.000406094,1608290.000406094
iucn,17023,phoca largha,7038510.000752285,3210867.000715807
am,NA,phoca vitulina,2269477.000562474,2269477.000562474
am,NA,phocarctos hookeri,81172.00004365295,81172.00004365295
iucn,17026,phocarctos hookeri,871269.0000165254,89769.00001652539
am,NA,phocoena dioptrica,68305964.00058624,2883609.000441991
iucn,41715,phocoena dioptrica,46581222.0002396,1518316.000191681
am,NA,phocoena phocoena,7747068.000849336,5521846.000834554
iucn,17027,phocoena phocoena,10288979.0010117,5412783.001007885
iucn,17031,phocoena phocoena,380668.00015755,380268.00015755
am,NA,phocoena sinus,259442.00005829334,129542.00005829334
iucn,17028,phocoena sinus,8118.00000667572,8118.00000667572
am,NA,phocoena spinipinnis,884854.0001524612,853954.0001524612
iucn,17029,phocoena spinipinnis,909956.000216119,602556.000216119
am,NA,phocoenoides dalli,8645638.000406325,2159643.000371754
iucn,17032,phocoenoides dalli,21490118.000618182,2097953.0005311593
iucn,22698335,phoebastria albatrus,51046110.001842305,9820231.00184016
iucn,22698365,phoebastria immutabilis,50074575.001727045,9734596.001724899
iucn,22698320,phoebastria irrorata,1742038.0000561476,130841.00005328655
iucn,22698350,phoebastria nigripes,192303061.004051,18921806.004037894
iucn,22698431,phoebetria fusca,61334484.000143036,980084.0001430362
iucn,22698448,phoebetria palpebrata,74270806.00057411,2139306.0003833845
am,NA,pholadidea acherontea,75073.000048846,75073.000048846
am,NA,pholadidea loscombiana,75061.00002285093,75061.00002285093
am,NA,pholadidea suteri,91790.00001102686,91790.00001102686
am,NA,pholadidea tridens,42195.00004127622,42195.00004127622
am,NA,pholadomya candida,65866.00003838539,65866.00003838539
am,NA,pholas campechiensis,7847.000010311604,7847.000010311604
am,NA,pholas chiloensis,499100.0003533438,499100.0003533438
am,NA,pholas dactylus,570891.0002240911,570891.0002240911
am,NA,pholas orientalis,3485997.0015868545,3485997.0015868545
am,NA,pholidapus dybowskii,228756.0001861304,228756.0001861304
am,NA,pholidaster squamatus,947453.0005987734,947453.0005987734
am,NA,pholidichthys anguis,1259927.000449784,1259927.000449784
am,NA,pholidichthys leucotaenia,1648247.0007762313,1648247.0007762313
am,NA,pholidochromis marginatus,249007.0001738146,249007.0001738146
am,NA,pholidoteuthis adami,2057364.0001302585,648680.0001269206
am,NA,pholidoteuthis massyae,67477111.00070569,2853857.000703551
am,NA,pholis clemensi,315252.00004894286,315252.00004894286
am,NA,pholis crassispina,148658.0000700429,148658.0000700429
am,NA,pholis fasciata,1854569.0005458891,1854569.0005458891
am,NA,pholis gunnellus,886028.0001878738,886028.0001878738
am,NA,pholis laeta,445834.00022853166,445834.00022853166
am,NA,pholis nebulosa,505733.00018366426,505733.00018366426
am,NA,pholis ornata,97494.00000497699,97494.00000497699
am,NA,pholis picta,119886.0001495108,119886.0001495108
am,NA,pholis schultzi,166870.00008672476,166870.00008672476
am,NA,pholoe minuta,1381834.0006500483,1381834.0006500483
am,NA,phorbas amaranthus,1059867.0002253726,1059867.0002253726
am,NA,phorbas fictitius,211803.0001187697,211803.0001187697
am,NA,phorbas hoffmani,62201.00001972169,62201.00001972169
am,NA,phorbas roxasi,674890.0002684444,674890.0002684444
am,NA,phorcosergia grandis,3067357.0000287145,513559.0000268072
am,NA,phorcosergia potens,4457713.000233844,492218.00018139184
am,NA,phormidium submembranaceum,1145969.0002895892,1145969.0002895892
am,NA,phormosoma bursarium,1084705.0006860867,1084705.0006860867
am,NA,phormosoma rigidum,3654.0000081062317,3654.0000081062317
am,NA,phoronis australis,3250594.0015289932,3250594.0015289932
am,NA,phoronis hippocrepia,950771.0003312677,950771.0003312677
am,NA,phoronis muelleri,1965408.0005794764,1965408.0005794764
am,NA,phoronis ovalis,773598.0002626777,773598.0002626777
am,NA,phoronis psammophila,5257438.001702726,5257438.001702726
am,NA,phoronopsis albomaculata,3283022.001411952,3283022.001411952
am,NA,phoronopsis harmeri,3309853.0014993623,3309853.0014993623
am,NA,phos senticosus,4665440.0016205385,4665440.0016205385
am,NA,phos textus,1819904.0010137483,1819904.0010137483
am,NA,phosichthys argenteus,44208971.00024335,558809.0001475066
am,NA,phosinella cancellata,985347.0002071932,985347.0002071932
am,NA,phosinella sagraiana,373371.0001165047,373371.0001165047
am,NA,photinula coerulescens,279467.0001152903,279467.0001152903
am,NA,photis longicaudata,2861775.000889413,2861775.000889413
am,NA,photis macromana,1383585.000288114,1383585.000288114
am,NA,photis melanica,1023850.0002833083,1023850.0002833083
am,NA,photis pugnator,1582712.0004953817,1582712.0004953817
am,NA,photis tropherus,706201.0001640767,706201.0001640767
am,NA,photoblepharon palpebratum,2635949.001007527,2635949.001007527
am,NA,photoblepharon steinitzi,1014548.0004955083,1014548.0004955083
am,NA,photocorynus spiniceps,176489741.0008939,518289.0004726127
am,NA,photonectes achirus,54142207.00090174,2168565.000703372
am,NA,photonectes albipennis,87210207.0017267,4108959.001450613
am,NA,photonectes braueri,93245786.00067869,3351671.0005380213
am,NA,photonectes caerulescens,131050899.00118746,3037279.000985995
am,NA,photonectes dinema,13425801.000051573,429301.0000515729
am,NA,photonectes gracilis,51015482.00098239,2713340.0007840246
am,NA,photonectes leucospilus,39145553.00018918,1036369.0001858398
am,NA,photonectes margarita,98423308.00024532,797512.0002415031
am,NA,photonectes mirabilis,123001555.00184762,5577021.001564153
am,NA,photonectes parvimanus,92832900.00083986,2188258.0005938187
am,NA,photonectes phyllopogon,63661989.00043648,2161806.000432186
am,NA,photonectes waitti,60888718.00069027,1453219.0005522221
am,NA,photopectoralis aureus,1989876.0009368882,1989876.0009368882
am,NA,photopectoralis bindus,5319748.001900874,5319748.001900874
am,NA,photopectoralis hataii,358368.00010669976,358368.00010669976
am,NA,photopectoralis panayensis,684208.0001758412,684208.0001758412
am,NA,photostomias atrox,59402205.000799894,2400914.0007078648
am,NA,photostomias goodyeari,50376093.00022144,1117809.0002181008
am,NA,photostomias guernei,147855449.00081158,1059715.0004386902
am,NA,photostomias liemi,47155538.000150956,320642.0001471415
am,NA,photostomias tantillux,28720068.000290915,342332.00018815696
am,NA,photostylus pycnopterus,189661270.00116557,1604952.000848949
am,NA,phoxacromion kaneharai,249580.00010065734,171880.00010065734
am,NA,phoxichilidium femoratum,622022.0001261681,622022.0001261681
am,NA,phoxichilidium horribilis,30053.000031411648,30053.000031411648
am,NA,phoxichilidium micropalpidum,283955.0001267344,283955.0001267344
am,NA,phoxichilidium tuberculatum,42944.00002937764,42944.00002937764
am,NA,phoxichilidium ungellatum,260450.00014416873,260450.00014416873
am,NA,phoxocampus belcheri,4428569.002179429,4428569.002179429
iucn,65372675,phoxocampus belcheri,4549554.001811892,4549554.001811892
am,NA,phoxocampus diacanthus,4087532.001790032,4087532.001790032
iucn,65372732,phoxocampus diacanthus,2150133.0011591315,2150133.0011591315
am,NA,phoxocampus tetrophthalmus,3269923.001591675,3269923.001591675
iucn,65372876,phoxocampus tetrophthalmus,1340363.0006358027,1340363.0006358027
am,NA,phoxokalliapseudes tomiokaensis,1271174.0005092695,1271174.0005092695
am,NA,phragmatopoma californica,539400.0003017485,539400.0003017485
am,NA,phragmomphalina alabida,2437.000000476837,2437.000000476837
am,NA,phrixometra nutrix,225279.00015246123,225279.00015246123
am,NA,phronima atlantica,7946345.000537671,2158325.000509061
am,NA,phronima colletti,7355028.001006506,4495088.000979088
am,NA,phronima curvipes,4226629.000442289,2488028.000425361
am,NA,phronima pacifica,9261783.001176454,5155785.001144744
am,NA,phronima sedentaria,11749171.001019143,5224057.000972889
am,NA,phronima solitaria,5560860.000480339,2705166.0004567355
am,NA,phronima stebbingi,7939531.000849791,4059337.000820227
am,NA,phronimella elongata,3800405.000383593,2503221.0003802553
am,NA,phronimopsis spinifera,6379380.000664666,3506639.000638202
am,NA,phrontis alba,47895.00002581626,47895.00002581626
am,NA,phrontis antillarum,731443.000199087,731443.000199087
am,NA,phrontis candidissima,672686.0001467168,672686.0001467168
am,NA,phrontis vibex,1414623.000286892,1414623.000286892
am,NA,phrosina semilunata,8848970.000800863,3879745.000788942
am,NA,phrynorhombus norvegicus,541292.0000996441,541292.0000996441
am,NA,phthanophaneron harveyi,98149.0000501275,98149.0000501275
am,NA,phtheirichthys lineatus,168670743.00273266,9823269.00243368
am,NA,phtisica marina,9047728.000716306,3503400.000677444
am,NA,phycis blennoides,3406770.0003109872,1807370.0003109872
am,NA,phycis chesteri,710026.0000109673,314826.00001096725
am,NA,phycis phycis,1492434.0002514422,740534.0002514422
am,NA,phycodurus eques,169289.00007102638,169289.00007102638
iucn,17096,phycodurus eques,503484.0000882745,379384.0000882745
am,NA,phycopsis fusiformis,768549.0002049133,768549.0002049133
am,NA,phyllacanthus imperialis,3449620.0018420815,3449620.0018420815
am,NA,phylladiorhynchus integrirostris,3565592.001551576,3565592.001551576
am,NA,phylladiorhynchus pusillus,768047.000320442,768047.000320442
am,NA,phyllangia americana,1224195.0002346188,1224195.0002346188
am,NA,phyllangia pequegnatae,1127438.0001896992,1127438.0001896992
am,NA,phyllaplysia engeli,955436.0002998263,955436.0002998263
am,NA,phyllichthys punctatus,3097729.0014222264,3097729.0014222264
am,NA,phyllidia coelestis,4958251.001898758,4958251.001898758
am,NA,phyllidia elegans,4838689.001864754,4838689.001864754
am,NA,phyllidia ocellata,4413366.001844779,4413366.001844779
am,NA,phyllidia varicosa,4604162.00227607,4604162.00227607
am,NA,phyllidiella molaensis,9320.000005885959,9320.000005885959
am,NA,phyllidiella pustulosa,5394849.002393335,5394849.002393335
am,NA,phyllidiopsis annae,3104908.0014709383,3104908.0014709383
am,NA,phyllidiopsis sinaiensis,422068.0001374334,422068.0001374334
am,NA,phylliroe lichtensteinii,4076453.0005369335,3328940.00053145
am,NA,phyllochaetopterus prolifica,499255.0002261996,499255.0002261996
am,NA,phyllochaetopterus socialis,1609213.0009075627,1609213.0009075627
am,NA,phyllocoma convoluta,1784110.0010439754,1784110.0010439754
am,NA,phylloda foliacea,5096451.002084278,5096451.002084278
am,NA,phyllodactylus insularis,147126.00003164262,147126.00003164262
am,NA,phyllodesmium briareum,3264367.0016137883,3264367.0016137883
am,NA,phyllodesmium hyalinum,1726008.0009670928,1726008.0009670928
am,NA,phyllodesmium macphersonae,2149261.001162231,2149261.001162231
am,NA,phyllodesmium poindimiei,3391457.0015573874,3391457.0015573874
am,NA,phyllodesmium serratum,1143367.0005485415,1143367.0005485415
am,NA,phyllodictyon anastomosans,4934293.001509458,4934293.001509458
am,NA,phyllodina squamifera,600272.0000591129,600272.0000591129
am,NA,phyllodina tenuisculpta,543247.0001468435,543247.0001468435
am,NA,phyllodoce arenae,1756964.000624232,1756964.000624232
am,NA,phyllodoce dissotyla,961719.0005173907,961719.0005173907
am,NA,phyllodoce erythrophylla,1659936.0005421564,1659936.0005421564
am,NA,phyllodoce groenlandica,1733951.0007681325,1733951.0007681325
am,NA,phyllodoce longipes,3317074.00102783,3317074.00102783
am,NA,phyllodoce maculata,1207203.0004559085,1207203.0004559085
am,NA,phyllodoce madeirensis,11661669.004140608,11661669.004140608
am,NA,phyllodoce mucosa,2502059.0008120984,2502059.0008120984
am,NA,phyllodoce panamensis,1555055.0005169585,1555055.0005169585
am,NA,phyllodoce sanctijosephi,51291.00000690669,51291.00000690669
am,NA,phyllodoce tenuissima,1487364.0008127317,1487364.0008127317
am,NA,phyllogobius platycephalops,2902865.001268126,2902865.001268126
am,NA,phyllolithodes papillosus,263004.000052996,263004.000052996
am,NA,phyllomenia austrina,156960.0000223145,156960.0000223145
am,NA,phyllonotus margaritensis,30089.000026881695,30089.000026881695
am,NA,phyllonotus oculatus,933105.0002021715,933105.0002021715
am,NA,phyllonotus pomum,1414818.0002581328,1414818.0002581328
am,NA,phyllophichthus xenodontus,2064818.0012183264,2064818.0012183264
am,NA,phyllophora antarctica,96028.99993360043,96028.99993360043
am,NA,phyllophorella spiculata,1551325.0007377937,1551325.0007377937
am,NA,phyllophorus urna,273854.0000343695,273854.0000343695
am,NA,phyllophryne scortea,163908.0000879243,163908.0000879243
am,NA,phyllopteryx dewysea,18986.999999172986,18986.999999172986
iucn,87568739,phyllopteryx dewysea,24823.999992012978,24823.999992012978
am,NA,phyllopteryx taeniolatus,376940.00013805926,376940.00013805926
iucn,17177,phyllopteryx taeniolatus,554429.0001271293,554429.0001271293
am,NA,phyllorhinichthys balushkini,69445522.00022471,1482338.0002213642
am,NA,phyllorhinichthys micractis,115030234.00063497,339575.00029783696
iucn,173344,phyllospadix iwatensis,441351.0001476854,441351.0001476854
iucn,173341,phyllospadix japonicus,330227.0000986755,330227.0000986755
iucn,173367,phyllospadix scouleri,272122.0001304522,272122.0001304522
iucn,173366,phyllospadix serrulatus,371287.00008075684,371287.00008075684
iucn,173320,phyllospadix torreyi,175558.0000931397,175558.0000931397
am,NA,phyllospongia foliascens,3382995.0016034767,3382995.0016034767
am,NA,phyllospongia papyracea,2827309.000961855,2827309.000961855
am,NA,phylo kupfferi,592566.0002717748,592566.0002717748
am,NA,phymactis clematis,457142.0002344996,457142.0002344996
am,NA,phymactis papillosa,389750.0002214685,389750.0002214685
am,NA,phymanthus pulcher,189977.00005099177,189977.00005099177
am,NA,phymorhynchus ovatus,0,0
am,NA,physeter macrocephalus,242291235.00145805,2288737.0010508224
iucn,16370739,physeter macrocephalus,1998851.000058651,187651.00005865097
iucn,41755,physeter macrocephalus,347400858.00603086,22913837.00545486
am,NA,physiculus capensis,844972.0001071692,457272.00010716915
am,NA,physiculus dalwigki,928230.0001211464,365830.00012114644
am,NA,physiculus fulvus,3743301.0003371164,2761815.000335686
am,NA,physiculus grinnelli,127306.0000186786,30306.000018678606
am,NA,physiculus hexacytus,1148.0000019073486,1148.0000019073486
am,NA,physiculus huloti,409385.9999869019,296985.9999869019
am,NA,physiculus japonicus,96170.0000571087,96170.0000571087
am,NA,physiculus karrerae,2071756.0000892729,859858.0000873655
am,NA,physiculus kaupi,141137.99997325987,141137.99997325987
am,NA,physiculus longicavis,22697.000002861023,897.000002861023
am,NA,physiculus longifilis,33961422.0008634,2009110.0007675588
am,NA,physiculus luminosa,379064.00007326156,379064.00007326156
am,NA,physiculus marisrubri,16859.000005573034,16859.000005573034
am,NA,physiculus maslowskii,3374.000006914139,3374.000006914139
am,NA,physiculus microbarbata,47915.00002890825,47915.00002890825
am,NA,physiculus natalensis,2411952.0003668964,898287.000375241
am,NA,physiculus nematopus,168268.00008639693,168268.00008639693
am,NA,physiculus nigrescens,3095600.0002173707,567677.0002095029
am,NA,physiculus peregrinus,1758559.0001521632,443413.0001483485
am,NA,physiculus rastrelliger,187134.00015179068,187134.00015179068
am,NA,physiculus rhodopinnis,3679080.0004815683,816123.0004763231
am,NA,physiculus roseus,47078192.00086761,1629658.000661619
am,NA,physiculus sterops,23941.00001808256,23941.00001808256
am,NA,physiculus therosideros,14355845.000200346,369125.0000525266
am,NA,physogyra lichtensteini,4593985.001924075,4593985.001924075
iucn,133456,physogyra lichtensteini,6894688.002291322,6894688.002291322
am,NA,physophora hydrostatica,16320741.00248497,12119852.002462558
iucn,133694,physophyllia ayleni,3299907.0011153817,3299907.0011153817
am,NA,phytichthys chirus,392359.0001706034,392359.0001706034
am,NA,pickfordiateuthis pulchella,1001673.0001749471,1001673.0001749471
am,NA,picroceroides tubularis,842825.0001113862,842825.0001113862
am,NA,pictichromis caitlinae,1050914.0002621338,1050914.0002621338
am,NA,pictichromis coralensis,519336.0001400113,519336.0001400113
am,NA,pictichromis diadema,1300993.0004168302,1300993.0004168302
am,NA,pictichromis ephippiata,295867.0001225546,295867.0001225546
am,NA,pictichromis paccagnellae,2725988.0011819303,2725988.0011819303
am,NA,pictichromis porphyrea,1931194.0009212121,1931194.0009212121
iucn,187557,pictilabrus brauni,9036.00001335144,9036.00001335144
am,NA,pictilabrus laticlavius,368295.0001273304,368295.0001273304
iucn,187519,pictilabrus laticlavius,613967.0001400635,613967.0001400635
am,NA,pictilabrus viridis,99492.00002308935,99492.00002308935
iucn,187630,pictilabrus viridis,103860.00000834465,103860.00000834465
am,NA,pictocolumbella ocellata,2071768.0010437965,2071768.0010437965
am,NA,pictodentalium festivum,76473.99999368936,76473.99999368936
am,NA,pictodentalium formosum,2648225.0009868294,2648225.0009868294
am,NA,pictodentalium vernedei,315439.00010008365,315439.00010008365
am,NA,piedrabuenia ringueleti,0,0
am,NA,pigrogromitus timsanus,6117030.002317391,6117030.002317391
am,NA,pikea californica,1371298.0006668717,1371298.0006668717
am,NA,pileolaria berkeleyana,1501716.000737995,1501716.000737995
am,NA,pileolaria militaris,497354.00020442903,497354.00020442903
am,NA,piliscus commodus,1264207.0004157722,1264207.0004157722
am,NA,pillucina pacifica,2434609.0009620413,2434609.0009620413
am,NA,pilodius areolatus,2506145.0013915077,2506145.0013915077
am,NA,pilodius nigrocrinitus,3389321.001584269,3389321.001584269
am,NA,pilodius pilumnoides,3818404.001782462,3818404.001782462
am,NA,pilosabia trigona,1066134.000651352,1066134.000651352
am,NA,pilsbryspira leucocyma,1183443.0002382025,1183443.0002382025
am,NA,pilsbryspira monilis,69827.00001969934,69827.00001969934
am,NA,pilsbryspira nodata,1278222.0002256334,1278222.0002256334
am,NA,pilumnoides nudifrons,541652.0000742748,541652.0000742748
am,NA,pilumnoides perlatus,1913722.0005944371,1913722.0005944371
am,NA,pilumnopeus convexus,662488.0003061146,662488.0003061146
am,NA,pilumnopeus vauquelini,473478.0002102256,473478.0002102256
am,NA,pilumnus caribaeus,1113394.000244327,1113394.000244327
am,NA,pilumnus dasypodus,1421011.000266485,1421011.000266485
am,NA,pilumnus floridanus,1227411.000228487,1227411.000228487
am,NA,pilumnus gemmatus,812905.0001205876,812905.0001205876
am,NA,pilumnus holosericus,347366.0000992939,347366.0000992939
am,NA,pilumnus lacteus,820037.0001170784,820037.0001170784
am,NA,pilumnus longicornis,3922327.0018316805,3922327.0018316805
am,NA,pilumnus longleyi,96425.00000093132,96425.00000093132
am,NA,pilumnus marshi,743953.0001195148,743953.0001195148
am,NA,pilumnus novaezealandiae,81518.00002548844,81518.00002548844
am,NA,pilumnus pannosus,1253007.0002669469,1253007.0002669469
am,NA,pilumnus propinquus,72476.0000295937,72476.0000295937
am,NA,pilumnus savignyi,748385.0003365427,748385.0003365427
am,NA,pilumnus sayi,1213398.0002621189,1213398.0002621189
am,NA,pilumnus spinosissimus,871058.0002013594,871058.0002013594
am,NA,pilumnus taeniola,1737518.0008601397,1737518.0008601397
am,NA,pilumnus tahitensis,34629.00005932897,34629.00005932897
am,NA,pilumnus vespertilio,3440149.0019118413,3440149.0019118413
