species,iucn_sid,taxon
polycera capensis,NA,molluscs
polycera hedgpethi,NA,molluscs
polycera janjukia,NA,molluscs
polycera odhneri,NA,molluscs
polycera quadrilineata,NA,molluscs
polycerella emertoni,NA,molluscs
polycheles amemiyai,185034,crustacea_arthropods
polycheles baccatus,185083,crustacea_arthropods
polycheles coccifer,185066,crustacea_arthropods
polycheles enthrix,185019,crustacea_arthropods
polycheles kermadecensis,185071,crustacea_arthropods
polycheles martini,185049,crustacea_arthropods
polycheles perarmatus,185084,crustacea_arthropods
polycheles tanneri,185067,crustacea_arthropods
polycheles typhlops,185026,crustacea_arthropods
polycheria antarctica,NA,crustacea_arthropods
polycheria dentata,NA,crustacea_arthropods
polycirrus arcticus,NA,polychaetes
polycirrus plumosus,NA,polychaetes
polycyathus mayae,NA,corals
polycyathus muellerae,NA,corals
polycyathus senegalensis,NA,corals
polydactylus approximans,183667,fish
polydactylus macrochir,NA,fish
polydactylus malagasyensis,NA,fish
polydactylus microstomus,155164,fish
polydactylus multiradiatus,154707,fish
polydactylus nigripinnis,NA,fish
polydactylus octonemus,16778406,fish
polydactylus oligodon,16778475,fish
polydactylus opercularis,183977,fish
polydactylus plebeius,NA,fish
polydactylus quadrifilis,NA,fish
polydactylus sexfilis,NA,fish
polydactylus sextarius,NA,fish
polydactylus virginicus,190426,fish
polydectus cupulifer,NA,crustacea_arthropods
polydora cornuta,NA,polychaetes
polydora hoplura,NA,polychaetes
polydora websteri,NA,polychaetes
polyeunoa laevis,NA,polychaetes
polyfibrospongia delicata,NA,sponges
polygona angulata,NA,molluscs
polygona infundibulum,NA,molluscs
polyipnus aquavitus,141366648,fish
polyipnus asteroides,135434516,fish
polyipnus clarus,154726,fish
polyipnus elongatus,154879,fish
polyipnus fraseri,141366702,fish
polyipnus inermis,141367438,fish
polyipnus kiwiensis,141367466,fish
polyipnus laternatus,190457,fish
polyipnus matsubarai,141367596,fish
polyipnus meteori,141367612,fish
polyipnus omphus,141367710,fish
polyipnus polli,21132879,fish
polyipnus ruggeri,141367771,fish
polyipnus soelae,141367781,fish
polyipnus spinifer,141367804,fish
polyipnus stereope,141367822,fish
polyipnus tridentifer,141367842,fish
polyipnus triphanos,141367864,fish
polyipnus unispinus,141367867,fish
polylepion cruentum,187725,fish
polylepion russelli,187777,fish
polymastia invaginata,NA,sponges
polymastia pacifica,NA,sponges
polymetme corythaeola,18252941,fish
polymetme elongata,141365108,fish
polymetme illustris,141366179,fish
polymetme surugaensis,141366232,fish
polymetme thaeocoryla,190258,fish
polymixia berndti,135403488,fish
polymixia busakhini,135403510,fish
polymixia japonica,135403534,fish
polymixia longispina,135403650,fish
polymixia lowei,190175,fish
polymixia nobilis,15622706,fish
polymyces fragilis,NA,corals
polymyces wellsi,NA,corals
polynemus paradiseus,166641,fish
polyodontognathus caerulescens,176715,reptiles
polyonyx biunguiculatus,NA,crustacea_arthropods
polyonyx gibbesi,NA,crustacea_arthropods
polyonyx obesulus,NA,crustacea_arthropods
polyophthalmus pictus,NA,polychaetes
polypera greeni,NA,fish
polyphyllia novaehiberniae,133372,corals
polyphyllia talpina,133063,corals
polyphysia crassa,NA,polychaetes
polyplectana kefersteinii,NA,echinoderms
polyprion americanus,43972,fish
polyprion americanus,43973,fish
polyprion oxygeneios,NA,fish
polyspina piosae,193730,fish
polysteganus baissaci,170265,fish
polysteganus cerasinus,141363454,fish
polysteganus coeruleopunctatus,170215,fish
polysteganus flavodorsalis,141363488,fish
polysteganus mascarenensis,47137241,fish
polysteganus praeorbitalis,170184,fish
polysteganus undulosus,170206,fish
polysticta stelleri,22680415,seabirds
polystira albida,NA,molluscs
polystira florencae,NA,molluscs
polystira formosissima,NA,molluscs
polystira tellea,NA,molluscs
polystira vibex,NA,molluscs
pomacanthus annularis,165873,fish
pomacanthus arcuatus,165887,fish
pomacanthus asfur,165839,fish
pomacanthus chrysurus,165831,fish
pomacanthus imperator,165862,fish
pomacanthus maculosus,165833,fish
pomacanthus navarchus,165867,fish
pomacanthus paru,165898,fish
pomacanthus rhomboides,165842,fish
pomacanthus semicirculatus,165851,fish
pomacanthus sexstriatus,165840,fish
pomacanthus xanthometopon,165829,fish
pomacanthus zonipectus,165889,fish
pomacentrus adelus,NA,fish
pomacentrus albicaudatus,NA,fish
pomacentrus alexanderae,NA,fish
pomacentrus amboinensis,NA,fish
pomacentrus aquilus,NA,fish
pomacentrus aurifrons,NA,fish
pomacentrus auriventris,NA,fish
pomacentrus australis,NA,fish
pomacentrus azuremaculatus,NA,fish
pomacentrus baenschi,NA,fish
pomacentrus bankanensis,NA,fish
pomacentrus brachialis,NA,fish
pomacentrus burroughi,NA,fish
pomacentrus caeruleus,NA,fish
pomacentrus callainus,155061,fish
pomacentrus chrysurus,NA,fish
pomacentrus coelestis,NA,fish
pomacentrus cuneatus,NA,fish
pomacentrus grammorhynchus,NA,fish
pomacentrus imitator,NA,fish
pomacentrus indicus,NA,fish
pomacentrus lepidogenys,NA,fish
pomacentrus leptus,NA,fish
pomacentrus limosus,NA,fish
pomacentrus littoralis,NA,fish
pomacentrus melanochir,NA,fish
pomacentrus milleri,155304,fish
pomacentrus moluccensis,NA,fish
pomacentrus nagasakiensis,NA,fish
pomacentrus nigromanus,NA,fish
pomacentrus nigromarginatus,NA,fish
pomacentrus opisthostigma,NA,fish
pomacentrus pavo,NA,fish
pomacentrus philippinus,NA,fish
pomacentrus reidi,NA,fish
pomacentrus similis,NA,fish
pomacentrus simsiang,NA,fish
pomacentrus smithi,154878,fish
pomacentrus spilotoceps,NA,fish
pomacentrus stigma,NA,fish
pomacentrus sulfureus,NA,fish
pomacentrus taeniometopon,188502,fish
pomacentrus trichrourus,NA,fish
pomacentrus trilineatus,NA,fish
pomacentrus tripunctatus,NA,fish
pomacentrus vaiuli,NA,fish
pomacentrus wardi,154888,fish
pomachromis fuscidorsalis,NA,fish
pomachromis guamensis,NA,fish
pomachromis richardsoni,NA,fish
pomadasys argenteus,172404,fish
pomadasys argyreus,129296277,fish
pomadasys auritus,NA,fish
pomadasys branickii,183795,fish
pomadasys commersonnii,77129706,fish
pomadasys crocro,NA,fish
pomadasys furcatus,77130370,fish
pomadasys guoraca,123439745,fish
pomadasys incisus,155182,fish
pomadasys jubelini,194437,fish
pomadasys kaakan,NA,fish
pomadasys macracanthus,183313,fish
pomadasys maculatus,155330,fish
pomadasys multimaculatus,123439834,fish
pomadasys olivaceus,194439,fish
pomadasys panamensis,155293,fish
pomadasys perotaei,194440,fish
pomadasys rogerii,194441,fish
pomadasys striatus,194442,fish
pomadasys trifasciatus,NA,fish
pomatogebia operculata,NA,crustacea_arthropods
pomatomus saltatrix,190279,fish
pomatoschistus bathi,194882,fish
pomatoschistus lozanoi,18160573,fish
pomatoschistus marmoratus,198667,fish
pomatoschistus microps,135525,fish
pomatoschistus minutus,198668,fish
pomatoschistus norvegicus,198552,fish
pomatoschistus pictus,198550,fish
pomatoschistus quagga,194884,fish
pomatostegus stellatus,NA,polychaetes
pontaster tenuispinus,NA,echinoderms
pontinus accraensis,15622773,fish
pontinus castor,16778824,fish
pontinus furcirhinus,183281,fish
pontinus helena,16778856,fish
pontinus kuhlii,198743,fish
pontinus leda,15622777,fish
pontinus longispinis,190086,fish
pontinus macrocephalus,155172,fish
pontinus nematophthalmus,16779096,fish
pontinus rathbuni,16779138,fish
pontinus rhodochrous,69798835,fish
pontinus strigatus,183768,fish
pontinus tentacularis,NA,fish
pontiometra andersoni,NA,echinoderms
pontocaris major,NA,crustacea_arthropods
pontocaris pennata,NA,crustacea_arthropods
pontocaris sibogae,NA,crustacea_arthropods
pontocrates arenarius,NA,crustacea_arthropods
pontonia domestica,NA,crustacea_arthropods
pontonia manningi,NA,crustacea_arthropods
pontonides ankeri,NA,crustacea_arthropods
pontoniopsis comanthi,NA,crustacea_arthropods
pontophilus brevirostris,NA,crustacea_arthropods
pontophilus spinosus,NA,crustacea_arthropods
pontoporia blainvillei,17978,marine_mammals
pontoporia blainvillei,41761,marine_mammals
poraniella echinulata,NA,echinoderms
poraniomorpha tumida,NA,echinoderms
poraniopsis echinaster,NA,echinoderms
poraniopsis inflata,NA,echinoderms
poraster superbus,NA,echinoderms
porcellana sayana,NA,crustacea_arthropods
porcellana sigsbeiana,NA,crustacea_arthropods
porcellanella triloba,NA,crustacea_arthropods
porcellanopagurus tridentatus,NA,crustacea_arthropods
porcostoma dentata,170185,fish
porichthys analis,183506,fish
porichthys bathoiketes,NA,fish
porichthys ephippiatus,183494,fish
porichthys greenei,183760,fish
porichthys margaritatus,183593,fish
porichthys myriaster,183301,fish
porichthys notatus,183724,fish
porichthys pauciradiatus,16441799,fish
porichthys plectrodon,16441862,fish
porichthys porosissimus,NA,fish
porites annae,133262,corals
porites aranetai,133150,corals
porites arnaudi,133187,corals
porites astreoides,133680,corals
porites attenuata,133107,corals
porites australiensis,133277,corals
porites branneri,132921,corals
porites brighami,133543,corals
porites cocosensis,133499,corals
porites colonensis,132945,corals
porites columnaris,133096,corals
porites compressa,133349,corals
porites cumulatus,133123,corals
porites cylindrica,133496,corals
porites decasepta,133610,corals
porites deformis,133555,corals
porites densa,132873,corals
porites desilveri,132959,corals
porites divaricata,133584,corals
porites echinulata,133572,corals
porites eridani,132897,corals
porites evermanni,132938,corals
porites flavus,133561,corals
porites furcata,133504,corals
porites gabonensis,133073,corals
porites harrisoni,133445,corals
porites heronensis,133430,corals
porites horizontalata,133486,corals
porites latistellata,133546,corals
porites lichen,133023,corals
porites lobata,133216,corals
porites lobata,133286,corals
porites lobata,133421,corals
porites lutea,133082,corals
porites mayeri,133249,corals
porites monticulosa,133640,corals
porites murrayensis,133105,corals
porites myrmidonensis,133270,corals
porites napopora,133358,corals
porites negrosensis,133211,corals
porites nigrescens,133038,corals
porites nodifera,132889,corals
porites okinawensis,133399,corals
porites ornata,133301,corals
porites panamensis,133549,corals
porites porites,133395,corals
porites profundus,133370,corals
porites pukoensis,133574,corals
porites rugosa,133568,corals
porites rus,133492,corals
porites silimaniana,133118,corals
porites solida,133613,corals
porites somaliensis,133645,corals
porites stephensoni,133329,corals
porites sverdrupi,133512,corals
porites tuberculosus,133296,corals
porites vaughani,133016,corals
poroclinus rothrocki,NA,fish
porocottus allisi,NA,fish
porocottus camtschaticus,NA,fish
porocottus mednius,NA,fish
poroderma africanum,39348,elasmobranchs
poroderma pantherinum,161515,elasmobranchs
porogadus guentheri,141359957,fish
porogadus miles,60482748,fish
porogobius schlegelii,183175,fish
poromitra atlantica,135431816,fish
poromitra capito,60482810,fish
poromitra crassiceps,190239,fish
poromitra curilensis,141364039,fish
poromitra macrophthalma,141364384,fish
poromitra megalops,60482859,fish
poromitra oscitans,141364394,fish
poromya granulata,NA,molluscs
poromya rostrata,NA,molluscs
portumnus lysianassa,NA,crustacea_arthropods
portunus anceps,NA,crustacea_arthropods
portunus armatus,NA,crustacea_arthropods
portunus pelagicus,NA,crustacea_arthropods
portunus sanguinolentus,NA,crustacea_arthropods
portunus segnis,NA,crustacea_arthropods
portunus trituberculatus,NA,crustacea_arthropods
portunus ventralis,NA,crustacea_arthropods
posidonichthys hutchinsi,NA,fish
potamalosa richmondia,98821820,fish
pourtalosmilia conferta,NA,corals
powellisetia deserta,NA,molluscs
praealticus bilineatus,48342217,fish
praealticus caesius,48342229,fish
praealticus dayi,155109,fish
praealticus labrovittatus,48342475,fish
praealticus margaritatus,48342485,fish
praealticus multistriatus,48342273,fish
praealticus natalis,48342342,fish
praealticus oortii,48342186,fish
praealticus poptae,48342400,fish
praealticus semicrenatus,61935092,fish
praealticus striatus,48342289,fish
praealticus tanegasimae,48342316,fish
praealticus triangulus,48342122,fish
praedatrypaea modesta,NA,crustacea_arthropods
praephiline finmarchica,NA,molluscs
praxillella gracilis,NA,polychaetes
praxillura longissima,NA,polychaetes
premnas biaculeatus,NA,fish
premocyathus cornuformis,NA,corals
priacanthus alalaua,178100,fish
priacanthus arenatus,198558,fish
priacanthus fitchi,NA,fish
priacanthus hamrur,46087863,fish
priacanthus macracanthus,69545534,fish
priacanthus meeki,69545542,fish
priacanthus prolixus,123481902,fish
priacanthus tayenus,46087917,fish
priacanthus zaiserae,NA,fish
primno abyssalis,NA,crustacea_arthropods
primno brevidens,NA,crustacea_arthropods
primno evansi,NA,crustacea_arthropods
primno johnsoni,NA,crustacea_arthropods
primno latreillei,NA,crustacea_arthropods
priolepis akihitoi,68333054,fish
priolepis aureoviridis,193180,fish
priolepis boreus,170259364,fish
priolepis cincta,193097,fish
priolepis compita,193247,fish
priolepis dawsoni,186044,fish
priolepis fallacincta,NA,fish
priolepis hipoliti,186045,fish
priolepis inhaca,193200,fish
priolepis kappa,193156,fish
priolepis latifascima,NA,fish
priolepis nocturna,193067,fish
priolepis nuchifasciata,NA,fish
priolepis pallidicincta,NA,fish
priolepis profunda,NA,fish
priolepis psygmophilia,NA,fish
priolepis semidoliata,193162,fish
priolepis squamogena,NA,fish
priolepis triops,NA,fish
priolepis vexilla,NA,fish
prionace glauca,39381,elasmobranchs
prionechinus forbesianus,NA,echinoderms
prionocidaris australis,NA,echinoderms
prionocidaris baculosa,NA,echinoderms
prionocidaris bispinosa,NA,echinoderms
prionocrangon pectinata,NA,crustacea_arthropods
prionodraco evansii,NA,fish
prionospio aucklandica,NA,polychaetes
prionospio cirrifera,NA,polychaetes
prionospio cristata,NA,polychaetes
prionospio dayi,NA,polychaetes
prionospio fallax,NA,polychaetes
prionospio heterobranchia,NA,polychaetes
prionospio malmgreni,NA,polychaetes
prionospio perkinsi,NA,polychaetes
prionospio polybranchiata,NA,polychaetes
prionospio steenstrupi,NA,polychaetes
prionotus alatus,16779436,fish
prionotus albirostris,183897,fish
prionotus beanii,16779444,fish
prionotus birostratus,183919,fish
prionotus carolinus,16779491,fish
prionotus evolans,16780973,fish
prionotus horrens,183671,fish
prionotus longispinosus,196695,fish
prionotus martis,190436,fish
prionotus miles,183820,fish
prionotus nudigula,NA,fish
prionotus ophryas,16781047,fish
prionotus paralatus,196696,fish
prionotus punctatus,16781050,fish
prionotus roseus,16781072,fish
prionotus rubio,190283,fish
prionotus ruscarius,183449,fish
prionotus scitulus,16781081,fish
prionotus stearnsi,16781085,fish
prionotus stephanophrys,183642,fish
prionotus tribulus,16781101,fish
prionovolva brevis,NA,molluscs
prionurus biafraensis,178021,fish
prionurus chrysurus,177956,fish
prionurus laticlavius,183310,fish
prionurus maculatus,178025,fish
prionurus microlepidotus,178016,fish
prionurus punctatus,183646,fish
prionurus scalprum,177952,fish
prismatopus goldsboroughi,NA,crustacea_arthropods
pristiapogon abrogramma,NA,fish
pristiapogon exostigma,NA,fish
pristiapogon fraenatus,NA,fish
pristiapogon kallopterus,NA,fish
pristiapogon taeniopterus,NA,fish
pristicon rhodopterus,NA,fish
pristicon rufus,NA,fish
pristicon trimaculatus,NA,fish
pristigenys alta,190397,fish
pristigenys meyeri,69545550,fish
pristigenys niphonia,69545557,fish
pristigenys refulgens,82306863,fish
pristigenys serrula,178102,fish
pristilepis oligolepis,67900591,fish
pristiophorus cirratus,39327,elasmobranchs
pristiophorus delicatus,42720,elasmobranchs
pristiophorus japonicus,161634,elasmobranchs
pristiophorus lanae,162209834,elasmobranchs
pristiophorus nancyae,103054942,elasmobranchs
pristiophorus nudipinnis,41846,elasmobranchs
pristiophorus schroederi,60226,elasmobranchs
pristipomoides aquilonaris,190156,fish
pristipomoides argyrogrammicus,194368,fish
pristipomoides auricilla,194351,fish
pristipomoides filamentosus,194331,fish
pristipomoides flavipinnis,194401,fish
pristipomoides freemani,154682,fish
pristipomoides macrophthalmus,190372,fish
pristipomoides multidens,194387,fish
pristipomoides sieboldii,194366,fish
pristipomoides typus,194383,fish
pristipomoides zonatus,194371,fish
pristis clavata,39390,elasmobranchs
pristis microdon,NA,elasmobranchs
pristis pectinata,18175,elasmobranchs
pristis pectinata,43398244,elasmobranchs
pristis pectinata,43398250,elasmobranchs
pristis pristis,18584848,elasmobranchs
pristis pristis,43508842,elasmobranchs
pristis pristis,43508845,elasmobranchs
pristis pristis,43508905,elasmobranchs
pristis pristis,43508949,elasmobranchs
pristis zijsron,39393,elasmobranchs
pristotis obtusirostris,NA,fish
probata barbadensis,NA,molluscs
probuccinum tenerum,NA,molluscs
procellaria aequinoctialis,22698140,seabirds
procellaria cinerea,22698159,seabirds
procellaria conspicillata,22728437,seabirds
procellaria parkinsoni,22698150,seabirds
procellaria westlandica,22698155,seabirds
processa bermudensis,NA,crustacea_arthropods
processa canaliculata,NA,crustacea_arthropods
processa fimbriata,NA,crustacea_arthropods
processa guyanae,NA,crustacea_arthropods
processa hemphilli,NA,crustacea_arthropods
processa nouveli,NA,crustacea_arthropods
processa profunda,NA,crustacea_arthropods
proclea graffii,NA,polychaetes
procletes levicarina,NA,crustacea_arthropods
prodoris clavigera,NA,molluscs
prodotia iostoma,NA,molluscs
profundiconus cakobaui,192780,molluscs
profundiconus dondani,192802,molluscs
profundiconus emersoni,192442,molluscs
profundiconus frausseni,192292,molluscs
profundiconus ikedai,192398,molluscs
profundiconus jeanmartini,192314,molluscs
profundiconus kanakinus,192509,molluscs
profundiconus lani,192278,molluscs
