am_sid,species,trait,trait_value
Fis-22407,platycephalus caeruleopunctatus,thermal_tolerance_range,2.5-5C
Fis-25369,trypauchen vagina,thermal_tolerance_range,5-7.5C
Fis-25370,taenioides cirratus,thermal_tolerance_range,5-7.5C
Fis-25371,boleophthalmus boddarti,thermal_tolerance_range,0-2.5C
Fis-31152,arius latiscutatus,thermal_tolerance_range,2.5-5C
Fis-31153,aulopus cadenati,thermal_tolerance_range,2.5-5C
Fis-31155,cepola pauciradiata,thermal_tolerance_range,2.5-5C
Fis-31156,ephippus goreensis,thermal_tolerance_range,2.5-5C
Fis-31157,chaetodipterus lippei,thermal_tolerance_range,2.5-5C
Fis-25390,chelidonichthys gabonensis,thermal_tolerance_range,5-7.5C
Fis-170631,carlarius parkii,thermal_tolerance_range,7.5-10C
Fis-21884,pseudorhombus megalops,thermal_tolerance_range,2.5-5C
Fis-112193,chlorurus troschelii,thermal_tolerance_range,0-2.5C
Fis-5681,chlorurus gibbus,thermal_tolerance_range,2.5-5C
Fis-19389,mugil bananensis,thermal_tolerance_range,2.5-5C
Fis-25415,parakuhlia macrophthalmus,thermal_tolerance_range,2.5-5C
Fis-25419,pomadasys rogerii,thermal_tolerance_range,2.5-5C
Fis-31196,scorpaena normani,thermal_tolerance_range,5-7.5C
Fis-31197,scorpaena laevis,thermal_tolerance_range,0-2.5C
Fis-31198,scorpaena stephanica,thermal_tolerance_range,5-7.5C
Fis-25426,serranus accraensis,thermal_tolerance_range,2.5-5C
Fis-25428,dalophis cephalopeltis,thermal_tolerance_range,0-2.5C
Fis-31201,trachinus armatus,thermal_tolerance_range,2.5-5C
Fis-31202,trachinus collignoni,thermal_tolerance_range,0-2.5C
Fis-31208,uranoscopus cadenati,thermal_tolerance_range,2.5-5C
Fis-31209,uranoscopus polli,thermal_tolerance_range,5-7.5C
Fis-25433,howella sherborni,thermal_tolerance_range,5-7.5C
Fis-31219,schedophilus maculatus,thermal_tolerance_range,10-15C
Fis-25457,serranus africanus,thermal_tolerance_range,2.5-5C
Fis-31237,ectreposebastes imus,thermal_tolerance_range,7.5-10C
Fis-25461,spicara alta,thermal_tolerance_range,2.5-5C
Fis-31238,coris pictoides,thermal_tolerance_range,5-7.5C
Fis-25471,cheilopogon suttoni,thermal_tolerance_range,2.5-5C
Fis-31244,prognichthys sealei,thermal_tolerance_range,2.5-5C
Fis-25473,oligolepis acutipennis,thermal_tolerance_range,5-7.5C
Fis-25474,pomadasys commersonnii,thermal_tolerance_range,7.5-10C
Fis-25479,patagonotothen tessellata,thermal_tolerance_range,5-7.5C
Fis-31256,borostomias panamensis,thermal_tolerance_range,2.5-5C
Fis-31271,sagamichthys abei,thermal_tolerance_range,7.5-10C
Fis-25561,genyagnus monopterygius,thermal_tolerance_range,5-7.5C
Fis-25593,sparodon durbanensis,thermal_tolerance_range,7.5-10C
Fis-31370,gymnothorax favagineus,thermal_tolerance_range,5-7.5C
Fis-25600,gymnothorax pseudothyrsoideus,thermal_tolerance_range,5-7.5C
Fis-25633,cynoglossus bilineatus,thermal_tolerance_range,2.5-5C
Fis-25634,cynoglossus cynoglossus,thermal_tolerance_range,0-2.5C
Fis-31394,pandaka pygmaea,thermal_tolerance_range,0-2.5C
Fis-25650,chelmon rostratus,thermal_tolerance_range,2.5-5C
Fis-31404,cirrhilabrus temminckii,thermal_tolerance_range,7.5-10C
Fis-15849,gymnura natalensis,thermal_tolerance_range,7.5-10C
Fis-59325,dichistius multifasciatus,thermal_tolerance_range,5-7.5C
Fis-172578,chelon tricuspidens,thermal_tolerance_range,5-7.5C
Fis-25672,muraenesox bagio,thermal_tolerance_range,7.5-10C
Fis-7508,pomadasys multimaculatus,thermal_tolerance_range,2.5-5C
Fis-25676,johnius belangerii,thermal_tolerance_range,5-7.5C
Fis-31414,boopsoidea inornata,thermal_tolerance_range,5-7.5C
Fis-25683,chrysoblephus puniceus,thermal_tolerance_range,10-15C
Fis-25685,pachymetopon grande,thermal_tolerance_range,5-7.5C
Fis-25687,rhabdosargus holubi,thermal_tolerance_range,5-7.5C
Fis-47564,oxycheilinus celebicus,thermal_tolerance_range,2.5-5C
Fis-25720,halichoeres hartzfeldii,thermal_tolerance_range,5-7.5C
Fis-25827,parascorpaena mossambica,thermal_tolerance_range,5-7.5C
Fis-31612,corythoichthys polynotatus,thermal_tolerance_range,0-2.5C
Fis-6932,ambassis kopsii,thermal_tolerance_range,0-2.5C
Fis-163730,karalla dussumieri,thermal_tolerance_range,2.5-5C
Fis-61384,bathytoshia brevicaudata,thermal_tolerance_range,10-15C
Fis-26087,apistus carinatus,thermal_tolerance_range,5-7.5C
Fis-26090,inimicus japonicus,thermal_tolerance_range,10-15C
Fis-26091,minous monodactylus,thermal_tolerance_range,7.5-10C
Fis-26092,synanceia horrida,thermal_tolerance_range,5-7.5C
Fis-123779,allenbatrachus grunniens,thermal_tolerance_range,0-2.5C
Fis-31822,uranoscopus japonicus,thermal_tolerance_range,>15C
Fis-31825,sphyraena ensis,thermal_tolerance_range,5-7.5C
Fis-26112,choerodon schoenleinii,thermal_tolerance_range,2.5-5C
Fis-8368,scarus tricolor,thermal_tolerance_range,2.5-5C
Fis-31856,chaetodon xanthurus,thermal_tolerance_range,2.5-5C
Fis-31858,centriscus scutatus,thermal_tolerance_range,2.5-5C
Fis-31863,amblygobius linki,thermal_tolerance_range,2.5-5C
Fis-149728,ostorhinchus endekataenia,thermal_tolerance_range,7.5-10C
Fis-31868,chaetodon guentheri,thermal_tolerance_range,7.5-10C
Fis-26171,oplegnathus robinsoni,thermal_tolerance_range,2.5-5C
Fis-26172,johnius dussumieri,thermal_tolerance_range,2.5-5C
Fis-137876,sebastes schlegelii,thermal_tolerance_range,10-15C
Fis-26182,centropyge multispinis,thermal_tolerance_range,2.5-5C
Fis-26204,cheilodactylus zonatus,thermal_tolerance_range,5-7.5C
Fis-26210,arothron reticularis,thermal_tolerance_range,2.5-5C
Fis-31888,awaous melanocephalus,thermal_tolerance_range,0-2.5C
Fis-173166,jaydia poeciloptera,thermal_tolerance_range,2.5-5C
Fis-26216,cirrhitichthys aprinus,thermal_tolerance_range,5-7.5C
Fis-166701,ostorhinchus fasciatus,thermal_tolerance_range,2.5-5C
Fis-31894,verasper moseri,thermal_tolerance_range,>15C
Fis-26220,thamnaconus modestus,thermal_tolerance_range,10-15C
Fis-26221,genicanthus lamarck,thermal_tolerance_range,2.5-5C
Fis-26222,halichoeres miniatus,thermal_tolerance_range,2.5-5C
Fis-31898,parma polylepis,thermal_tolerance_range,5-7.5C
Fis-31900,pomacentrus nigromarginatus,thermal_tolerance_range,2.5-5C
Fis-31905,chaetodon selene,thermal_tolerance_range,5-7.5C
Fis-162415,elates ransonnettii,thermal_tolerance_range,2.5-5C
Fis-26233,grammatobothus polyophthalmus,thermal_tolerance_range,2.5-5C
Fis-171251,arotrolepis filicauda,thermal_tolerance_range,2.5-5C
Fis-31907,pseudorhombus spinosus,thermal_tolerance_range,2.5-5C
Fis-26236,trixiphichthys weberi,thermal_tolerance_range,0-2.5C
Fis-26237,upeneus sundaicus,thermal_tolerance_range,2.5-5C
Fis-26238,euristhmus lepturus,thermal_tolerance_range,5-7.5C
Fis-31915,chaetodon argentatus,thermal_tolerance_range,5-7.5C
Fis-31916,chaetodon wiebeli,thermal_tolerance_range,5-7.5C
Fis-143219,centropyge ferrugata,thermal_tolerance_range,2.5-5C
Fis-26249,canthigaster rivulata,thermal_tolerance_range,5-7.5C
Fis-155848,parapercis tetracantha,thermal_tolerance_range,2.5-5C
Fis-26255,amblygobius albimaculatus,thermal_tolerance_range,2.5-5C
Fis-26331,chrysiptera hemicyanea,thermal_tolerance_range,0-2.5C
Fis-32084,pomacentrus alexanderae,thermal_tolerance_range,2.5-5C
Fis-26336,bodianus oxycephalus,thermal_tolerance_range,7.5-10C
Fis-26337,choerodon robustus,thermal_tolerance_range,2.5-5C
Fis-32085,chromis ovatiformes,thermal_tolerance_range,2.5-5C
Fis-32087,halichoeres tenuispinis,thermal_tolerance_range,5-7.5C
Fis-26343,plectorhinchus lineatus,thermal_tolerance_range,2.5-5C
Fis-26344,xanthichthys lineopunctatus,thermal_tolerance_range,5-7.5C
Fis-32097,nansenia antarctica,thermal_tolerance_range,10-15C
Fis-32105,sternoptyx pseudodiaphana,thermal_tolerance_range,10-15C
Fis-32113,diaphus ostenfeldi,thermal_tolerance_range,7.5-10C
Fis-32140,melanostigma bathium,thermal_tolerance_range,5-7.5C
Fis-145105,aethotaxis mitopteryx mitopteryx,thermal_tolerance_range,2.5-5C
Fis-132766,guttigadus kongi,thermal_tolerance_range,10-15C
Fis-32213,echiodon cryomargarites,thermal_tolerance_range,5-7.5C
Fis-137621,edentoliparis terraenovae,thermal_tolerance_range,0-2.5C
Fis-32236,dentatherina merceri,thermal_tolerance_range,2.5-5C
Fis-32238,siokunichthys herrei,thermal_tolerance_range,2.5-5C
Fis-32240,siokunichthys nigrolineatus,thermal_tolerance_range,0-2.5C
Fis-26424,amblygobius sphynx,thermal_tolerance_range,2.5-5C
Fis-26433,gobiodon histrio,thermal_tolerance_range,2.5-5C
Fis-26434,oplopomus oplopomus,thermal_tolerance_range,2.5-5C
Fis-57982,trimma striatum,thermal_tolerance_range,0-2.5C
Fis-26441,valenciennea longipinnis,thermal_tolerance_range,2.5-5C
Fis-32256,austrolethops wardi,thermal_tolerance_range,5-7.5C
Fis-32269,eviota nebulosa,thermal_tolerance_range,2.5-5C
Fis-26466,eviota prasina,thermal_tolerance_range,5-7.5C
Fis-32276,eviota sigillata,thermal_tolerance_range,2.5-5C
Fis-162449,sinobatis borneensis,thermal_tolerance_range,5-7.5C
Fis-32280,ateleopus japonicus,thermal_tolerance_range,7.5-10C
Fis-32281,bryaninops tigris,thermal_tolerance_range,2.5-5C
Fis-32284,gymnothorax monochrous,thermal_tolerance_range,5-7.5C
Fis-26472,pomadasys striatus,thermal_tolerance_range,7.5-10C
Fis-26477,solenostomus paradoxus,thermal_tolerance_range,5-7.5C
Fis-26478,scorpaenodes albaiensis,thermal_tolerance_range,2.5-5C
Fis-26485,pseudanthias rubrizonatus,thermal_tolerance_range,5-7.5C
Fis-26491,apocryptodon madurensis,thermal_tolerance_range,5-7.5C
Fis-26551,pseudanthias luzonensis,thermal_tolerance_range,2.5-5C
Fis-159653,periophthalmodon freycineti,thermal_tolerance_range,2.5-5C
Fis-32380,periophthalmus argentilineatus,thermal_tolerance_range,5-7.5C
Fis-32381,periophthalmus gracilis,thermal_tolerance_range,5-7.5C
Fis-32385,periophthalmus minutus,thermal_tolerance_range,5-7.5C
Fis-26559,scartelaos histophorus,thermal_tolerance_range,5-7.5C
Fis-55465,paraplagusia blochii,thermal_tolerance_range,2.5-5C
Fis-13833,gymnothorax herrei,thermal_tolerance_range,2.5-5C
Fis-160828,discotrema crinophilum,thermal_tolerance_range,2.5-5C
Fis-112580,prionotus beanii,thermal_tolerance_range,0-2.5C
Fis-26564,colomesus psittacus,thermal_tolerance_range,0-2.5C
Fis-32396,fusigobius signipinnis,thermal_tolerance_range,2.5-5C
Fis-26571,lophiodes naresi,thermal_tolerance_range,7.5-10C
Fis-170382,lophiodes triradiatus,thermal_tolerance_range,>15C
Fis-26572,lophiodes mutilus,thermal_tolerance_range,>15C
Fis-26573,lophiomus setigerus,thermal_tolerance_range,7.5-10C
Fis-32400,ancylopsetta cycloidea,thermal_tolerance_range,0-2.5C
Fis-32401,ancylopsetta kumperae,thermal_tolerance_range,0-2.5C
Fis-129910,hyporhamphus roberti roberti,thermal_tolerance_range,2.5-5C
Fis-117773,ophichthus cylindroideus,thermal_tolerance_range,2.5-5C
Fis-26594,istiblennius dussumieri,thermal_tolerance_range,2.5-5C
Fis-32417,laiphognathus multimaculatus,thermal_tolerance_range,5-7.5C
Fis-26598,mimoblennius atrocinctus,thermal_tolerance_range,2.5-5C
Fis-26599,achirus achirus,thermal_tolerance_range,0-2.5C
Fis-32426,hologymnosus rhodonotus,thermal_tolerance_range,7.5-10C
Fis-32433,chimaera phantasma,thermal_tolerance_range,10-15C
Fis-26604,uroconger lepturus,thermal_tolerance_range,2.5-5C
Fis-32435,alepocephalus bicolor,thermal_tolerance_range,>15C
Fis-172363,fontitrygon geijskesi,thermal_tolerance_range,0-2.5C
Fis-119482,hymenocephalus torvus,thermal_tolerance_range,>15C
Fis-13659,coelorinchus acutirostris,thermal_tolerance_range,>15C
Fis-139645,cataetyx lepidogenys,thermal_tolerance_range,7.5-10C
Fis-9681,malthopsis lutea,thermal_tolerance_range,7.5-10C
Fis-32439,malthopsis annulifera,thermal_tolerance_range,7.5-10C
Fis-32441,halicmetus reticulatus,thermal_tolerance_range,>15C
Fis-32442,raja cervigoni,thermal_tolerance_range,0-2.5C
Fis-32455,uranoscopus bicinctus,thermal_tolerance_range,7.5-10C
Fis-26613,triacanthodes anomalus,thermal_tolerance_range,7.5-10C
Fis-32456,halimochirurgus alcocki,thermal_tolerance_range,>15C
Fis-26615,plectorhinchus flavomaculatus,thermal_tolerance_range,5-7.5C
Fis-32458,hoplobrotula gnathopus,thermal_tolerance_range,2.5-5C
Fis-32459,naso fageni,thermal_tolerance_range,5-7.5C
Fis-32461,melichthys indicus,thermal_tolerance_range,2.5-5C
Fis-26620,arnoglossus dalgleishi,thermal_tolerance_range,2.5-5C
Fis-32463,eviota spilota,thermal_tolerance_range,2.5-5C
Fis-26621,eviota storthynx,thermal_tolerance_range,2.5-5C
Fis-26623,crossorhombus valderostratus,thermal_tolerance_range,5-7.5C
Fis-26625,laeops pectoralis,thermal_tolerance_range,2.5-5C
Fis-26627,cynoglossus kopsii,thermal_tolerance_range,2.5-5C
Fis-32468,callionymus marleyi,thermal_tolerance_range,2.5-5C
Fis-26628,antigonia rubescens,thermal_tolerance_range,7.5-10C
Fis-26629,cynoglossus monopus,thermal_tolerance_range,2.5-5C
Fis-32469,psenopsis obscura,thermal_tolerance_range,2.5-5C
Fis-32471,cynoglossus suyeni,thermal_tolerance_range,0-2.5C
Fis-32472,chlorophthalmus punctatus,thermal_tolerance_range,7.5-10C
Fis-32485,coloconger scholesi,thermal_tolerance_range,>15C
Fis-26635,conger wilsoni,thermal_tolerance_range,5-7.5C
Fis-32487,cynoglossus attenuatus,thermal_tolerance_range,2.5-5C
Fis-32495,symphurus strictus,thermal_tolerance_range,>15C
Fis-53927,drepane longimana,thermal_tolerance_range,2.5-5C
Fis-32496,tripterodon orbis,thermal_tolerance_range,2.5-5C
Fis-26648,plectorhinchus chubbi,thermal_tolerance_range,7.5-10C
Fis-26650,plectorhinchus playfairi,thermal_tolerance_range,2.5-5C
Fis-26652,pomadasys furcatus,thermal_tolerance_range,2.5-5C
Fis-26654,hemiramphus lutkei,thermal_tolerance_range,5-7.5C
Fis-26656,hyporhamphus capensis,thermal_tolerance_range,5-7.5C
Fis-26658,sargocentron praslin,thermal_tolerance_range,2.5-5C
Fis-26663,bhanotia fasciolata,thermal_tolerance_range,0-2.5C
Fis-26664,bulbonaricus davaoensis,thermal_tolerance_range,0-2.5C
Fis-9993,dunckerocampus pessuliferus,thermal_tolerance_range,2.5-5C
Fis-26666,festucalex erythraeus,thermal_tolerance_range,7.5-10C
Fis-32505,halicampus grayi,thermal_tolerance_range,2.5-5C
Fis-26668,hippichthys cyanospilos,thermal_tolerance_range,2.5-5C
Fis-32506,micrognathus natans,thermal_tolerance_range,2.5-5C
Fis-26673,coris formosa,thermal_tolerance_range,2.5-5C
Fis-26676,phoxocampus belcheri,thermal_tolerance_range,2.5-5C
Fis-32511,gomphosus caeruleus,thermal_tolerance_range,2.5-5C
Fis-26677,phoxocampus tetrophthalmus,thermal_tolerance_range,2.5-5C
Fis-26679,leiognathus berbis,thermal_tolerance_range,5-7.5C
Fis-32512,salarias ceramensis,thermal_tolerance_range,2.5-5C
Fis-26680,andamia reyi,thermal_tolerance_range,2.5-5C
Fis-26685,cyprinocirrhites polyactis,thermal_tolerance_range,5-7.5C
Fis-26697,johnius amblycephalus,thermal_tolerance_range,2.5-5C
Fis-32533,dascyllus carneus,thermal_tolerance_range,2.5-5C
Fis-32538,chaetodon collare,thermal_tolerance_range,2.5-5C
Fis-26702,microcanthus strigatus,thermal_tolerance_range,5-7.5C
Fis-32539,chaetodon triangulum,thermal_tolerance_range,0-2.5C
Fis-32541,meiacanthus smithi,thermal_tolerance_range,0-2.5C
Fis-59730,myripristis xanthacra,thermal_tolerance_range,0-2.5C
Fis-32556,notopogon xenosoma,thermal_tolerance_range,>15C
Fis-26720,stephanolepis auratus,thermal_tolerance_range,7.5-10C
Fis-32561,aesopia cornuta,thermal_tolerance_range,5-7.5C
Fis-169483,taeniamia lineolata,thermal_tolerance_range,5-7.5C
Fis-26727,ariosoma anagoides,thermal_tolerance_range,10-15C
Fis-32563,monodactylus falciformis,thermal_tolerance_range,7.5-10C
Fis-32567,parapercis robinsoni,thermal_tolerance_range,2.5-5C
Fis-119508,upeneus japonicus,thermal_tolerance_range,7.5-10C
Fis-32568,gymnothorax breedeni,thermal_tolerance_range,2.5-5C
Fis-26747,gymnothorax phasmatodes,thermal_tolerance_range,2.5-5C
Fis-26749,parachaetodon ocellatus,thermal_tolerance_range,2.5-5C
Fis-32569,glyptophidium longipes,thermal_tolerance_range,10-15C
Fis-32572,histiopterus typus,thermal_tolerance_range,10-15C
Fis-26751,bembrops platyrhynchus,thermal_tolerance_range,5-7.5C
Fis-164001,cociella crocodilus,thermal_tolerance_range,10-15C
Fis-26752,papilloculiceps longiceps,thermal_tolerance_range,2.5-5C
Fis-26753,sorsogona prionota,thermal_tolerance_range,2.5-5C
Fis-32575,plotosus nkunga,thermal_tolerance_range,5-7.5C
Fis-26759,pristigenys niphonia,thermal_tolerance_range,5-7.5C
Fis-26760,hipposcarus harid,thermal_tolerance_range,2.5-5C
Fis-123148,chlorurus atrilunula,thermal_tolerance_range,2.5-5C
Fis-32579,scarus russelii,thermal_tolerance_range,2.5-5C
Fis-26763,scarus viridifucatus,thermal_tolerance_range,2.5-5C
Fis-150113,parapterois heterura,thermal_tolerance_range,7.5-10C
Fis-26767,scorpaenopsis venosa,thermal_tolerance_range,5-7.5C
Fis-26770,pardachirus morrowi,thermal_tolerance_range,2.5-5C
Fis-32585,synaptura marginata,thermal_tolerance_range,10-15C
Fis-26774,polyamblyodon germanum,thermal_tolerance_range,5-7.5C
Fis-32591,synodus hoshinonis,thermal_tolerance_range,2.5-5C
Fis-26776,synodus indicus,thermal_tolerance_range,5-7.5C
Fis-26779,terapon puta,thermal_tolerance_range,2.5-5C
Fis-32593,lepidotrigla faurei,thermal_tolerance_range,2.5-5C
Fis-32594,lepidotrigla multispinosa,thermal_tolerance_range,>15C
Fis-132550,leucoraja wallacei,thermal_tolerance_range,7.5-10C
Fis-32607,secutor indicius,thermal_tolerance_range,5-7.5C
Fis-32611,rhinoptera javanica,thermal_tolerance_range,5-7.5C
Fis-32613,pseudochromis natalensis,thermal_tolerance_range,2.5-5C
Fis-26784,acreichthys radiatus,thermal_tolerance_range,2.5-5C
Fis-14271,chaetodermis penicilligerus,thermal_tolerance_range,5-7.5C
Fis-26786,monacanthus chinensis,thermal_tolerance_range,7.5-10C
Fis-26789,pseudalutarius nasicornis,thermal_tolerance_range,5-7.5C
Fis-32617,aeoliscus punctulatus,thermal_tolerance_range,5-7.5C
Fis-32618,solenostomus cyanopterus,thermal_tolerance_range,5-7.5C
Fis-32619,rudarius excelsus,thermal_tolerance_range,5-7.5C
Fis-62188,micrognathus brevirostris,thermal_tolerance_range,2.5-5C
Fis-32623,opistognathus muscatensis,thermal_tolerance_range,5-7.5C
Fis-32625,pseudochromis dutoiti,thermal_tolerance_range,2.5-5C
Fis-26801,acanthoplesiops indicus,thermal_tolerance_range,2.5-5C
Fis-32628,apogon semiornatus,thermal_tolerance_range,5-7.5C
Fis-128107,lepidamia multitaeniata,thermal_tolerance_range,5-7.5C
Fis-10405,jaydia queketti,thermal_tolerance_range,2.5-5C
Fis-10407,apogonichthyoides nigripinnis,thermal_tolerance_range,2.5-5C
Fis-26806,pteragogus flagellifer,thermal_tolerance_range,7.5-10C
Fis-26807,pteragogus taeniops,thermal_tolerance_range,2.5-5C
Fis-26808,stethojulis albovittata,thermal_tolerance_range,2.5-5C
Fis-26809,coris caudimacula,thermal_tolerance_range,5-7.5C
Fis-153814,cubiceps whiteleggii,thermal_tolerance_range,7.5-10C
Fis-26811,oxyurichthys papuensis,thermal_tolerance_range,2.5-5C
Fis-26812,drombus key,thermal_tolerance_range,2.5-5C
Fis-26816,butis butis,thermal_tolerance_range,2.5-5C
Fis-26817,butis koilomatodon,thermal_tolerance_range,5-7.5C
Fis-26818,hetereleotris zonata,thermal_tolerance_range,5-7.5C
Fis-26820,omobranchus elongatus,thermal_tolerance_range,2.5-5C
Fis-32641,antennablennius australis,thermal_tolerance_range,2.5-5C
Fis-26823,pavoclinus laurentii,thermal_tolerance_range,5-7.5C
Fis-59870,helcogramma obtusirostris,thermal_tolerance_range,5-7.5C
Fis-26825,ptarmus jubatus,thermal_tolerance_range,2.5-5C
Fis-26827,cirrhimuraena playfairii,thermal_tolerance_range,2.5-5C
Fis-26829,pisodonophis cancrivorus,thermal_tolerance_range,5-7.5C
Fis-26830,pisodonophis boro,thermal_tolerance_range,5-7.5C
Fis-140737,paramonacanthus frenatus,thermal_tolerance_range,2.5-5C
Fis-26838,lophodiodon calori,thermal_tolerance_range,7.5-10C
Fis-26839,lagocephalus inermis,thermal_tolerance_range,7.5-10C
Fis-26842,amblyrhynchotes honckenii,thermal_tolerance_range,10-15C
Fis-26843,tylerius spinosissimus,thermal_tolerance_range,>15C
Fis-32650,chelonodon laticeps,thermal_tolerance_range,5-7.5C
Fis-26845,parapercis pulchella,thermal_tolerance_range,5-7.5C
Fis-32653,chaetodon leucopleura,thermal_tolerance_range,2.5-5C
Fis-32655,halicmetus ruber,thermal_tolerance_range,>15C
Fis-32661,gnathanacanthus goetzeei,thermal_tolerance_range,5-7.5C
Fis-32662,tetrabrachium ocellatum,thermal_tolerance_range,2.5-5C
Fis-32663,euclichthys polynemus,thermal_tolerance_range,>15C
Fis-32667,lyconus pinnatus,thermal_tolerance_range,10-15C
Fis-32669,gymnocrotaphus curvidens,thermal_tolerance_range,5-7.5C
Fis-32670,argyrops bleekeri,thermal_tolerance_range,10-15C
Fis-26853,calamus taurinus,thermal_tolerance_range,2.5-5C
Fis-26856,acanthopagrus palmaris,thermal_tolerance_range,5-7.5C
Fis-26857,archosargus pourtalesii,thermal_tolerance_range,0-2.5C
Fis-26858,diplodus noct,thermal_tolerance_range,5-7.5C
Fis-172444,diplodus kotschyi,thermal_tolerance_range,2.5-5C
Fis-128251,pristotis obtusirostris,thermal_tolerance_range,2.5-5C
Fis-26865,choerodon graphicus,thermal_tolerance_range,2.5-5C
Fis-26866,tetrosomus gibbosus,thermal_tolerance_range,2.5-5C
Fis-21566,onigocia spinosa,thermal_tolerance_range,7.5-10C
Fis-26868,synchiropus rameus,thermal_tolerance_range,2.5-5C
Fis-21568,onigocia macrolepis,thermal_tolerance_range,7.5-10C
Fis-32690,apionichthys dumerili,thermal_tolerance_range,0-2.5C
Fis-26883,rhabdosargus haffara,thermal_tolerance_range,5-7.5C
Fis-32700,plotosus canius,thermal_tolerance_range,0-2.5C
Fis-32706,anacanthus barbatus,thermal_tolerance_range,7.5-10C
Fis-32707,halieutaea fumosa,thermal_tolerance_range,7.5-10C
Fis-26889,lagocephalus spadiceus,thermal_tolerance_range,5-7.5C
Fis-26891,monocentris japonica,thermal_tolerance_range,10-15C
Fis-155667,neocentropogon aeglefinus,thermal_tolerance_range,2.5-5C
Fis-26894,parapercis alboguttata,thermal_tolerance_range,2.5-5C
Fis-62908,pempheris molucca,thermal_tolerance_range,2.5-5C
Fis-26895,pseudotriacanthus strigilifer,thermal_tolerance_range,0-2.5C
Fis-32712,sirembo imberbis,thermal_tolerance_range,5-7.5C
Fis-32713,zebrias quagga,thermal_tolerance_range,2.5-5C
Fis-32714,myxine circifrons,thermal_tolerance_range,10-15C
Fis-32715,ogcocephalus darwini,thermal_tolerance_range,2.5-5C
Fis-46980,oplegnathus insignis,thermal_tolerance_range,5-7.5C
Fis-170316,yarica hyalosoma,thermal_tolerance_range,2.5-5C
Fis-171579,telatrygon zugei,thermal_tolerance_range,5-7.5C
Fis-32717,muraena lentiginosa,thermal_tolerance_range,5-7.5C
Fis-26907,psammoperca waigiensis,thermal_tolerance_range,5-7.5C
Fis-162433,paratrypauchen microcephalus,thermal_tolerance_range,5-7.5C
Fis-26911,porichthys margaritatus,thermal_tolerance_range,7.5-10C
Fis-167287,ostorhinchus kiensis,thermal_tolerance_range,5-7.5C
Fis-170291,jaydia lineata,thermal_tolerance_range,10-15C
Fis-163615,apogonichthyoides niger,thermal_tolerance_range,7.5-10C
Fis-26917,ariosoma anago,thermal_tolerance_range,7.5-10C
Fis-32731,brachypleura novaezeelandiae,thermal_tolerance_range,0-2.5C
Fis-32733,chelidoperca hirundinacea,thermal_tolerance_range,7.5-10C
Fis-124414,dactyloptena macracantha,thermal_tolerance_range,2.5-5C
Fis-32735,dactylopus dactylopus,thermal_tolerance_range,5-7.5C
Fis-26920,ephippus orbis,thermal_tolerance_range,2.5-5C
Fis-26926,gnathophis nystromi,thermal_tolerance_range,>15C
Fis-26931,bathygobius andrei,thermal_tolerance_range,5-7.5C
Fis-32739,bathygobius ramosus,thermal_tolerance_range,5-7.5C
Fis-26932,gymnura poecilura,thermal_tolerance_range,2.5-5C
Fis-26933,hoplichthys gilberti,thermal_tolerance_range,7.5-10C
Fis-26934,hyporhamphus quoyi,thermal_tolerance_range,5-7.5C
Fis-26935,lagocephalus lunaris,thermal_tolerance_range,2.5-5C
Fis-26936,minous quincarinatus,thermal_tolerance_range,7.5-10C
Fis-26937,ostichthys japonicus,thermal_tolerance_range,5-7.5C
Fis-159253,ryukyupercis gushikeni,thermal_tolerance_range,10-15C
Fis-26938,hypsoblennius brevipinnis,thermal_tolerance_range,5-7.5C
Fis-26941,bodianus eclancheri,thermal_tolerance_range,5-7.5C
Fis-26942,bothus constellatus,thermal_tolerance_range,5-7.5C
Fis-32746,pomacentrus tripunctatus,thermal_tolerance_range,2.5-5C
Fis-32749,psettina gigantea,thermal_tolerance_range,5-7.5C
Fis-32750,pseudorhombus argus,thermal_tolerance_range,2.5-5C
Fis-32751,pseudorhombus quinquocellatus,thermal_tolerance_range,2.5-5C
Fis-26945,pterygotrigla hemisticta,thermal_tolerance_range,7.5-10C
Fis-21713,repomucenus huguenini,thermal_tolerance_range,7.5-10C
Fis-47151,ostracion rhinorhynchos,thermal_tolerance_range,2.5-5C
Fis-26948,satyrichthys rieffeli,thermal_tolerance_range,2.5-5C
Fis-26949,saurenchelys fierasfer,thermal_tolerance_range,10-15C
Fis-26950,gobiosoma paradoxum,thermal_tolerance_range,2.5-5C
Fis-32756,labrisomus multiporosus,thermal_tolerance_range,7.5-10C
Fis-10950,parascorpaena picta,thermal_tolerance_range,5-7.5C
Fis-32757,labrisomus xanti,thermal_tolerance_range,7.5-10C
Fis-32759,synodus macrops,thermal_tolerance_range,5-7.5C
Fis-26952,takifugu oblongus,thermal_tolerance_range,5-7.5C
Fis-26953,thamnaconus tessellatus,thermal_tolerance_range,>15C
Fis-32761,uranoscopus oligolepis,thermal_tolerance_range,2.5-5C
Fis-32762,xiphocheilus typus,thermal_tolerance_range,2.5-5C
Fis-21563,rogadius asper,thermal_tolerance_range,5-7.5C
Fis-26955,torquigener hypselogeneion,thermal_tolerance_range,5-7.5C
Fis-26956,chrysochir aureus,thermal_tolerance_range,2.5-5C
Fis-26958,panna microdon,thermal_tolerance_range,0-2.5C
Fis-26959,paranibea semiluctuosa,thermal_tolerance_range,2.5-5C
