.imp,.id,log_l,log_f,troph,age_mat,wcol,adult_mob,species
1,293,5.9135,-1.15129,4.47,10,pel,mob,mesoplodon hotaula
1,294,6.27288,-1.15129,4.47,7.5,pel,mob,mesoplodon perrini
1,295,6.06379,-1.15129,4.47,12,pel,mob,mesoplodon traversii
1,296,5.43808,-1.15129,4.44,5.17455,pel,mob,neophocaena asiaeorientalis
1,297,5.58725,-1.15129,4.5,9.40615,pel,mob,sousa sahulensis
1,298,6.17653,-1.15129,4.5,12.30036,pel,mob,tursiops australis
1,299,5.52146,-1.15129,4.5,7.5,pel,mob,sotalia guianensis
2,1,7.46737,-1.15129,4.5,7.5,pel,mob,physeter macrocephalus
2,2,5.95064,-1.15129,4.44,3,pel,mob,kogia breviceps
2,3,5.58725,0.34657,4.5,15,pel,mob,kogia sima
2,4,6.88244,-1.15129,4.49,7.5,pel,mob,berardius arnuxii
2,5,7.09008,-1.15129,4.49,7.5,pel,mob,berardius bairdii
2,6,7.09008,-1.15129,4.49,15,pel,mob,berardius bairdii
2,7,6.58617,-1.15129,4.38,15,pel,mob,ziphius cavirostris
2,8,6.55108,-1.15129,4.5,14.6,pel,mob,tasmacetus shepherdi
2,9,6.88755,-1.15129,4.47,7.5,pel,mob,hyperoodon ampullatus
2,10,6.57925,-1.15129,4.5,25,pel,mob,hyperoodon planifrons
2,11,6.06379,-1.15129,4.47,7.5,pel,mob,mesoplodon hectori
2,12,6.21461,-1.15129,4.5,11,pel,mob,mesoplodon mirus
2,13,6.10925,-1.15129,4.5,7.5,pel,mob,mesoplodon europaeus
2,14,6.17379,-1.15129,4.47,7.5,pel,mob,mesoplodon ginkgodens
2,15,6.32794,-1.15129,4.47,13.74746,pel,mig,mesoplodon grayi
2,16,5.39363,-1.15129,4.46,3,ben,mob,arctocephalus pusillus
2,17,5.29832,-1.15129,4.39,3,ben,mob,arctocephalus gazella
2,18,5.20949,-1.15129,4.48,3,ben,mob,arctocephalus australis
2,19,5.20949,-1.15129,4.5,3,ben,mob,arctocephalus australis
2,20,5.19296,-1.15129,4.48,3,pel,mob,arctocephalus tropicalis
2,21,5.0814,-1.15129,4.48,3,ben,mob,arctocephalus australis
2,22,5.0814,-1.15129,4.5,3,ben,mob,arctocephalus australis
2,23,5.07517,-1.15129,4.472857142857143,3,ben,mob,arctocephalus galapagoensis
2,24,5.34711,-1.15129,4.5,3,ben,mob,arctocephalus philippii
2,25,5.17897,-1.15129,4.5,3,ben,mob,arctocephalus philippii
2,26,5.87493,-1.15129,3.66,7.5,ben,mob,odobenus rosmarus
2,27,5.1358,-1.15129,3.99,3,ben,mob,phoca largha
2,28,5.1358,-1.15129,3.99,3,ben,mig,phoca largha
2,29,5.24702,-1.15129,4.48,3,ben,mob,phoca vitulina
2,30,5.24702,-1.15129,4.48,3,ben,mig,phoca vitulina
2,31,5.43808,-1.15129,4.49,3,ben,mob,halichoerus grypus
2,32,5.43808,-1.15129,4.49,3,ben,mig,halichoerus grypus
2,33,5.52146,-1.15129,3.65,3,ben,mob,erignathus barbatus
2,34,5.52146,-1.15129,3.65,3,ben,mig,erignathus barbatus
2,35,5.56068,-1.15129,4.12,3,ben,mob,cystophora cristata
2,36,5.56068,-1.15129,4.12,3,ben,mig,cystophora cristata
2,37,6.27288,-1.15129,4.47,13.74746,pel,mob,mesoplodon carlhubbsi
2,38,6.15273,-1.15129,4.47,7.5,pel,mob,mesoplodon bowdoini
2,39,6.27288,-1.15129,4.47,13.74746,pel,mob,mesoplodon stejnegeri
2,40,6.30992,-1.15129,4.5,7.5,pel,mob,mesoplodon bidens
2,41,6.38012,-1.15129,4.47,15,pel,mig,mesoplodon layardii
2,42,6.2027,-1.15129,4.38,7.5,pel,mob,mesoplodon densirostris
2,43,7.12287,-1.15129,3.285,25,pel,mig,eschrichtius robustus
2,44,6.79682,-1.15129,4.23,7.5,pel,mob,balaenoptera acutorostrata
2,45,7.30653,-1.15129,4.1,15,pel,mob,balaenoptera edeni
2,46,7.3994,-1.15129,3.86,25,pel,mob,balaenoptera borealis
2,47,7.82405,-1.15129,3.75,7.5,pel,mob,balaenoptera physalus
2,48,7.98956,-1.15129,3.47,3,pel,mob,balaenoptera musculus
2,49,7.26193,-1.15129,4.27,3,pel,mob,megaptera novaeangliae
2,50,7.45588,-1.15129,3.34,15,pel,mob,balaena mysticetus
2,51,6.43775,-1.15129,3.285,5.30391,pel,mob,caperea marginata
2,52,7.58579,-1.15129,3,7.5,pel,mob,eubalaena glacialis
2,53,5.52146,1.09861,3.91,5.30391,ben,mig,ursus maritimus
2,54,5.52146,-1.15129,3.91,3,ben,mig,ursus maritimus
2,55,4.94164,-1.15129,3.78,3,ben,mob,enhydra lutris
2,56,5.09375,-1.15129,4.52,3,pel,mig,pontoporia blainvillei
2,57,5.57973,-1.15129,4.5,7.5,pel,mob,steno bredanensis
2,58,5.62582,0.34657,4.5,3,pel,mob,sousa chinensis
2,59,5.63479,0.34657,4.5,3,pel,mob,sousa teuszii
2,60,5.34711,-1.15129,4.5,3,pel,mig,sotalia fluviatilis
2,61,5.9428,-1.15129,4.5,7.5,pel,mob,tursiops truncatus
2,62,5.9428,-1.15129,4.5,15,pel,mob,tursiops truncatus
2,63,5.25583,-1.15129,4.5,7.5,pel,mob,stenella longirostris
2,64,5.25583,-1.15129,4.5,15,pel,mob,stenella longirostris
2,65,5.3845,-1.15129,4.48,7.5,pel,mob,stenella attenuata
2,66,5.3845,-1.15129,4.48,15,pel,mob,stenella attenuata
