iucn_sid,sciname,worms_name,in_am,in_am_valid,in_vuln,mapped
139929873,bufoceratias shaoi,bufoceratias shaoi,TRUE,FALSE,TRUE,FALSE
139929929,bufoceratias thele,bufoceratias thele,TRUE,TRUE,TRUE,FALSE
139929968,diceratias bispinosus,diceratias bispinosus,TRUE,TRUE,TRUE,FALSE
139929974,diceratias trilobus,diceratias trilobus,FALSE,FALSE,TRUE,FALSE
140024240,gigantactis balushkini,gigantactis balushkini,FALSE,FALSE,TRUE,FALSE
140026414,gigantactis gargantua,gigantactis gargantua,TRUE,TRUE,TRUE,FALSE
140026489,gigantactis kreffti,gigantactis kreffti,TRUE,FALSE,TRUE,FALSE
140026504,gigantactis longicauda,gigantactis longicauda,FALSE,FALSE,TRUE,FALSE
140026535,gigantactis macronema,gigantactis macronema,TRUE,TRUE,TRUE,FALSE
140026546,gigantactis meadi,gigantactis meadi,TRUE,TRUE,TRUE,FALSE
140026571,gigantactis microdontis,gigantactis microdontis,TRUE,FALSE,TRUE,FALSE
140026656,gigantactis microphthalmus,gigantactis microphthalmus,FALSE,FALSE,TRUE,FALSE
140026864,gigantactis paxtoni,gigantactis paxtoni,TRUE,TRUE,TRUE,FALSE
140026907,gigantactis perlatus,gigantactis perlatus,TRUE,TRUE,TRUE,FALSE
140026985,gigantactis savagei,gigantactis savagei,TRUE,FALSE,TRUE,FALSE
140047872,rhynchactis leptonema,rhynchactis leptonema,TRUE,TRUE,TRUE,FALSE
140048406,rhynchactis microthrix,rhynchactis microthrix,FALSE,FALSE,TRUE,FALSE
140078353,himantolophus appelii,himantolophus appelii,TRUE,TRUE,TRUE,FALSE
140078455,himantolophus azurlucens,himantolophus azurlucens,FALSE,FALSE,TRUE,FALSE
140078823,himantolophus borealis,himantolophus borealis,TRUE,FALSE,TRUE,FALSE
140078829,himantolophus danae,himantolophus danae,FALSE,FALSE,TRUE,FALSE
140078915,himantolophus litoceras,himantolophus litoceras,FALSE,FALSE,TRUE,FALSE
140079035,himantolophus nigricornis,himantolophus nigricornis,TRUE,FALSE,TRUE,FALSE
140079075,himantolophus pseudalbinares,himantolophus pseudalbinares,FALSE,FALSE,TRUE,FALSE
140079099,himantolophus sagamius,himantolophus sagamius,TRUE,TRUE,TRUE,FALSE
140079317,himantolophus stewarti,himantolophus stewarti,FALSE,FALSE,TRUE,FALSE
140151138,acentrophryne dolichonema,acentrophryne dolichonema,FALSE,FALSE,TRUE,FALSE
140156007,acentrophryne longidens,acentrophryne longidens,TRUE,FALSE,TRUE,FALSE
140162649,borophryne apogon,borophryne apogon,TRUE,TRUE,TRUE,FALSE
140189271,linophryne algibarbata,linophryne algibarbata,TRUE,FALSE,TRUE,FALSE
140189490,linophryne andersoni,linophryne andersoni,FALSE,FALSE,TRUE,FALSE
140191515,linophryne argyresca,linophryne argyresca,FALSE,FALSE,TRUE,FALSE
140191559,linophryne bicornis,linophryne bicornis,TRUE,FALSE,TRUE,FALSE
140198436,linophryne bipennata,linophryne bipennata,TRUE,FALSE,TRUE,FALSE
140198461,linophryne coronata,linophryne coronata,TRUE,TRUE,TRUE,FALSE
140198472,linophryne densiramus,linophryne densiramus,TRUE,TRUE,TRUE,FALSE
140198484,linophryne escaramosa,linophryne escaramosa,TRUE,FALSE,TRUE,FALSE
140198493,linophryne indica,linophryne indica,TRUE,TRUE,TRUE,FALSE
140198504,linophryne parini,linophryne parini,FALSE,FALSE,TRUE,FALSE
140198539,linophryne quinqueramosa,linophryne quinqueramosa,FALSE,FALSE,TRUE,FALSE
140198558,linophryne trewavasae,linophryne trewavasae,FALSE,FALSE,TRUE,FALSE
140199933,lophichthys boschmai,lophichthys boschmai,TRUE,FALSE,TRUE,FALSE
140200539,melanocetus eustalus,melanocetus eustalus,TRUE,FALSE,TRUE,FALSE
140200560,melanocetus niger,melanocetus niger,TRUE,FALSE,TRUE,FALSE
140200745,melanocetus polyactis,melanocetus polyactis,TRUE,FALSE,TRUE,FALSE
140200969,melanocetus rossi,melanocetus rossi,FALSE,FALSE,TRUE,FALSE
140202403,coelophrys bradburyae,coelophrys bradburyae,FALSE,FALSE,TRUE,FALSE
140202414,coelophrys brevicaudata,coelophrys brevicaudata,FALSE,FALSE,TRUE,FALSE
140202440,coelophrys brevipes,coelophrys brevipes,FALSE,FALSE,TRUE,FALSE
140202449,coelophrys micropa,coelophrys micropa,TRUE,TRUE,TRUE,FALSE
140202550,coelophrys oblonga,coelophrys oblonga,TRUE,FALSE,TRUE,FALSE
140293395,dibranchus accinctus,dibranchus accinctus,FALSE,FALSE,TRUE,FALSE
140293642,dibranchus cracens,dibranchus cracens,TRUE,FALSE,TRUE,FALSE
140299898,dibranchus discors,dibranchus discors,TRUE,FALSE,TRUE,FALSE
140300257,dibranchus erinaceus,dibranchus erinaceus,TRUE,TRUE,TRUE,FALSE
140300290,dibranchus hystrix,dibranchus hystrix,TRUE,TRUE,TRUE,FALSE
140300323,dibranchus japonicus,dibranchus japonicus,TRUE,TRUE,TRUE,FALSE
140300357,dibranchus nudivomer,dibranchus nudivomer,TRUE,TRUE,TRUE,FALSE
140300447,dibranchus sparsus,dibranchus sparsus,TRUE,FALSE,TRUE,FALSE
140300461,dibranchus spinosus,dibranchus spinosus,TRUE,TRUE,TRUE,FALSE
140300494,dibranchus spongiosa,dibranchus spongiosa,TRUE,TRUE,TRUE,FALSE
140300513,dibranchus velutinus,dibranchus velutinus,FALSE,FALSE,TRUE,FALSE
140301383,halicmetus niger,halicmetus niger,TRUE,TRUE,TRUE,FALSE
140301432,halicmetus reticulatus,halicmetus reticulatus,TRUE,TRUE,TRUE,FALSE
140301457,halicmetus ruber,halicmetus ruber,TRUE,TRUE,TRUE,FALSE
140330910,halieutaea brevicauda,halieutaea brevicauda,TRUE,TRUE,TRUE,FALSE
140331012,halieutaea coccinea,halieutaea coccinea,TRUE,TRUE,TRUE,FALSE
140331093,halieutaea fumosa,halieutaea fumosa,TRUE,TRUE,TRUE,FALSE
140331165,halieutaea indica,halieutaea indica,TRUE,TRUE,TRUE,FALSE
140331238,halieutaea nigra,halieutaea nigra,TRUE,TRUE,TRUE,FALSE
140331274,halieutaea retifera,halieutaea retifera,TRUE,TRUE,TRUE,FALSE
140331376,halieutaea stellata,halieutaea stellata,TRUE,TRUE,TRUE,FALSE
140337605,halieutopsis andriashevi,halieutopsis andriashevi,FALSE,FALSE,TRUE,FALSE
140337799,halieutopsis bathyoreos,halieutopsis bathyoreos,TRUE,TRUE,TRUE,FALSE
140340097,halieutopsis galatea,halieutopsis galatea,FALSE,FALSE,TRUE,FALSE
140340236,halieutopsis ingerorum,halieutopsis ingerorum,TRUE,FALSE,TRUE,FALSE
140340595,halieutopsis margaretae,halieutopsis margaretae,TRUE,FALSE,TRUE,FALSE
140340775,halieutopsis simula,halieutopsis simula,TRUE,TRUE,TRUE,FALSE
140342538,halieutopsis stellifera,halieutopsis stellifera,TRUE,TRUE,TRUE,FALSE
140343931,halieutopsis vermicularis,halieutopsis vermicularis,TRUE,FALSE,TRUE,FALSE
140346293,malthopsis annulifera,malthopsis annulifera,TRUE,TRUE,TRUE,FALSE
140346319,malthopsis asperata,malthopsis asperata,TRUE,TRUE,TRUE,FALSE
140346338,malthopsis austrafricana,malthopsis austrafricana,TRUE,TRUE,TRUE,FALSE
140346348,malthopsis bradburyae,malthopsis bradburyae,FALSE,FALSE,TRUE,FALSE
140346387,malthopsis gigas,malthopsis gigas,TRUE,TRUE,TRUE,FALSE
140346416,malthopsis jordani,malthopsis jordani,TRUE,FALSE,TRUE,FALSE
140346439,malthopsis kobayashii,malthopsis kobayashii,TRUE,TRUE,TRUE,FALSE
140346488,malthopsis lutea,malthopsis lutea,TRUE,TRUE,TRUE,FALSE
140346508,malthopsis mitrigera,malthopsis mitrigera,TRUE,TRUE,TRUE,FALSE
140346854,malthopsis parva,malthopsis parva,TRUE,TRUE,TRUE,FALSE
140346909,malthopsis retifera,malthopsis retifera,FALSE,FALSE,TRUE,FALSE
140346948,malthopsis tiarella,malthopsis tiarella,TRUE,FALSE,TRUE,FALSE
140346987,solocisquama erythrina,solocisquama erythrina,TRUE,FALSE,TRUE,FALSE
140347020,solocisquama stellulata,solocisquama stellulata,TRUE,TRUE,TRUE,FALSE
140348014,bertella idiomorpha,bertella idiomorpha,TRUE,TRUE,TRUE,FALSE
140348039,chaenophryne melanorhabdus,chaenophryne melanorhabdus,TRUE,FALSE,TRUE,FALSE
140348061,chaenophryne quasiramifera,chaenophryne quasiramifera,TRUE,FALSE,TRUE,FALSE
140348122,chirophryne xenolophus,chirophryne xenolophus,TRUE,FALSE,TRUE,FALSE
140348234,danaphryne nigrifilis,danaphryne nigrifilis,TRUE,TRUE,TRUE,FALSE
140348310,dermatias platynogaster,dermatias platynogaster,TRUE,FALSE,TRUE,FALSE
140348402,dolopichthys karsteni,dolopichthys karsteni,TRUE,FALSE,TRUE,FALSE
140348411,microlophichthys andracanthus,microlophichthys andracanthus,FALSE,FALSE,TRUE,FALSE
140348433,oneirodes alius,oneirodes alius,TRUE,FALSE,TRUE,FALSE
140348444,oneirodes amaokai,oneirodes amaokai,FALSE,FALSE,TRUE,FALSE
140348478,oneirodes basili,oneirodes basili,TRUE,FALSE,TRUE,FALSE
140348493,oneirodes bulbosus,oneirodes bulbosus,TRUE,TRUE,TRUE,FALSE
140348502,oneirodes cordifer,oneirodes cordifer,FALSE,FALSE,TRUE,FALSE
140348512,oneirodes cristatus,oneirodes cristatus,TRUE,FALSE,TRUE,FALSE
140348515,oneirodes dicromischus,oneirodes dicromischus,TRUE,FALSE,TRUE,FALSE
140348556,oneirodes flagellifer,oneirodes flagellifer,TRUE,FALSE,TRUE,FALSE
140348577,oneirodes haplonema,oneirodes haplonema,TRUE,FALSE,TRUE,FALSE
140348660,oneirodes heteronema,oneirodes heteronema,TRUE,FALSE,TRUE,FALSE
140348751,oneirodes kreffti,oneirodes kreffti,TRUE,TRUE,TRUE,FALSE
140348760,oneirodes melanocauda,oneirodes melanocauda,TRUE,FALSE,TRUE,FALSE
140348802,oneirodes micronema,oneirodes micronema,TRUE,FALSE,TRUE,FALSE
140348882,oneirodes mirus,oneirodes mirus,FALSE,FALSE,TRUE,FALSE
140348915,oneirodes notius,oneirodes notius,TRUE,TRUE,TRUE,FALSE
140349107,oneirodes parapietschi,oneirodes parapietschi,FALSE,FALSE,TRUE,FALSE
140349213,oneirodes pietschi,oneirodes pietschi,TRUE,FALSE,TRUE,FALSE
140349330,oneirodes plagionema,oneirodes plagionema,TRUE,FALSE,TRUE,FALSE
140349354,oneirodes pterurus,oneirodes pterurus,FALSE,FALSE,TRUE,FALSE
140349395,oneirodes quadrinema,oneirodes quadrinema,FALSE,FALSE,TRUE,FALSE
140349409,oneirodes rosenblatti,oneirodes rosenblatti,TRUE,TRUE,TRUE,FALSE
140349438,oneirodes sabex,oneirodes sabex,TRUE,TRUE,TRUE,FALSE
140349483,oneirodes sanjeevani,oneirodes sanjeevani,FALSE,FALSE,TRUE,FALSE
140349486,oneirodes schistonema,oneirodes schistonema,TRUE,FALSE,TRUE,FALSE
140349491,oneirodes sipharum,oneirodes sipharum,FALSE,FALSE,TRUE,FALSE
140349619,oneirodes thompsoni,oneirodes thompsoni,TRUE,TRUE,TRUE,FALSE
140349791,spiniphryne duhameli,spiniphryne duhameli,FALSE,FALSE,TRUE,FALSE
140349833,tyrannophryne pugnax,tyrannophryne pugnax,TRUE,FALSE,TRUE,FALSE
140349877,dibrachichthys melanurus,dibrachichthys melanurus,TRUE,TRUE,TRUE,FALSE
140349900,tetrabrachium ocellatum,tetrabrachium ocellatum,TRUE,TRUE,TRUE,FALSE
140349925,lasiognathus dinema,lasiognathus dinema,FALSE,FALSE,TRUE,FALSE
140349938,lasiognathus intermedius,lasiognathus intermedius,TRUE,FALSE,TRUE,FALSE
140349944,lasiognathus waltoni,lasiognathus waltoni,TRUE,FALSE,TRUE,FALSE
140349977,thaumatichthys axeli,thaumatichthys axeli,FALSE,FALSE,TRUE,FALSE
140349995,thaumatichthys binghami,thaumatichthys binghami,TRUE,TRUE,TRUE,FALSE
140350052,thaumatichthys pagidostomus,thaumatichthys pagidostomus,FALSE,FALSE,TRUE,FALSE
141357100,paradiancistrus acutirostris,paradiancistrus acutirostris,TRUE,FALSE,TRUE,FALSE
141357127,paradiancistrus christmasensis,paradiancistrus christmasensis,FALSE,FALSE,TRUE,FALSE
141357143,paradiancistrus lombokensis,paradiancistrus lombokensis,FALSE,FALSE,TRUE,FALSE
141357194,ungusurculus collettei,ungusurculus collettei,FALSE,FALSE,TRUE,FALSE
141357317,ungusurculus riauensis,ungusurculus riauensis,FALSE,FALSE,TRUE,FALSE
141357344,ungusurculus sundaensis,ungusurculus sundaensis,TRUE,FALSE,TRUE,FALSE
141357490,zephyrichthys barryi,zephyrichthys barryi,TRUE,TRUE,TRUE,FALSE
141357500,neobythites australiensis,neobythites australiensis,TRUE,FALSE,TRUE,FALSE
141357618,neobythites bimarginatus,neobythites bimarginatus,TRUE,FALSE,TRUE,FALSE
141357666,neobythites crosnieri,neobythites crosnieri,TRUE,FALSE,TRUE,FALSE
141357698,neobythites fasciatus,neobythites fasciatus,TRUE,TRUE,TRUE,FALSE
141357740,neobythites fijiensis,neobythites fijiensis,TRUE,FALSE,TRUE,FALSE
141357755,neobythites gloriae,neobythites gloriae,FALSE,FALSE,TRUE,FALSE
141357849,neobythites javaensis,neobythites javaensis,FALSE,FALSE,TRUE,FALSE
141357860,neobythites kenyaensis,neobythites kenyaensis,TRUE,FALSE,TRUE,FALSE
141357878,neobythites lombokensis,neobythites lombokensis,FALSE,FALSE,TRUE,FALSE
141357925,neobythites longipes,neobythites longipes,TRUE,TRUE,TRUE,FALSE
141357934,neobythites longispinis,neobythites longispinis,FALSE,FALSE,TRUE,FALSE
141357963,neobythites longiventralis,neobythites longiventralis,TRUE,FALSE,TRUE,FALSE
141357972,neobythites macrocelli,neobythites macrocelli,FALSE,FALSE,TRUE,FALSE
141357986,neobythites macrops,neobythites macrops,TRUE,TRUE,TRUE,FALSE
141357989,neobythites malayanus,neobythites malayanus,TRUE,TRUE,TRUE,FALSE
141358008,neobythites malhaensis,neobythites malhaensis,FALSE,FALSE,TRUE,FALSE
141358057,neobythites marianaensis,neobythites marianaensis,FALSE,FALSE,TRUE,FALSE
141358087,neobythites marquesaensis,neobythites marquesaensis,FALSE,FALSE,TRUE,FALSE
141358103,neobythites meteori,neobythites meteori,TRUE,FALSE,TRUE,FALSE
141358112,neobythites multistriatus,neobythites multistriatus,TRUE,FALSE,TRUE,FALSE
141358121,neobythites musorstomi,neobythites musorstomi,FALSE,FALSE,TRUE,FALSE
141358181,neobythites natalensis,neobythites natalensis,TRUE,FALSE,TRUE,FALSE
141358203,neobythites neocaledoniensis,neobythites neocaledoniensis,TRUE,FALSE,TRUE,FALSE
141358240,neobythites nigriventris,neobythites nigriventris,FALSE,FALSE,TRUE,FALSE
141358263,neobythites pallidus,neobythites pallidus,TRUE,TRUE,TRUE,FALSE
141358455,neobythites purus,neobythites purus,TRUE,TRUE,TRUE,FALSE
141358472,neobythites sereti,neobythites sereti,FALSE,FALSE,TRUE,FALSE
141358501,neobythites sinensis,neobythites sinensis,FALSE,FALSE,TRUE,FALSE
141358516,neobythites sivicola,neobythites sivicola,TRUE,TRUE,TRUE,FALSE
141358557,neobythites soelae,neobythites soelae,FALSE,FALSE,TRUE,FALSE
141358568,neobythites somaliaensis,neobythites somaliaensis,FALSE,FALSE,TRUE,FALSE
141358741,neobythites stefanovi,neobythites stefanovi,TRUE,TRUE,TRUE,FALSE
141358790,neobythites stigmosus,neobythites stigmosus,TRUE,TRUE,TRUE,FALSE
141358837,neobythites trifilis,neobythites trifilis,FALSE,FALSE,TRUE,FALSE
141358857,neobythites unimaculatus,neobythites unimaculatus,TRUE,TRUE,TRUE,FALSE
141358889,neobythites vityazi,neobythites vityazi,TRUE,TRUE,TRUE,FALSE
141358949,neobythites zonatus,neobythites zonatus,TRUE,FALSE,TRUE,FALSE
141359674,ophidion asiro,ophidion asiro,FALSE,FALSE,TRUE,FALSE
141359722,ophidion exul,ophidion exul,TRUE,FALSE,TRUE,FALSE
141359749,ophidion genyopus,ophidion genyopus,TRUE,TRUE,TRUE,FALSE
141359772,ophidion metoecus,ophidion metoecus,TRUE,FALSE,TRUE,FALSE
141359788,ophidion muraenolepis,ophidion muraenolepis,TRUE,TRUE,TRUE,FALSE
141359863,ophidion smithi,ophidion smithi,TRUE,FALSE,TRUE,FALSE
141359877,porogadus atripectus,porogadus atripectus,TRUE,FALSE,TRUE,FALSE
141359951,porogadus gracilis,porogadus gracilis,FALSE,FALSE,TRUE,FALSE
141359957,porogadus guentheri,porogadus guentheri,TRUE,TRUE,TRUE,FALSE
141359967,porogadus longiceps,porogadus longiceps,TRUE,FALSE,TRUE,FALSE
141359981,porogadus melampeplus,porogadus melampeplus,FALSE,FALSE,TRUE,FALSE
141359992,porogadus melanocephalus,porogadus melanocephalus,TRUE,FALSE,TRUE,FALSE
141360036,porogadus trichiurus,porogadus trichiurus,FALSE,FALSE,TRUE,FALSE
141360076,pycnocraspedum armatum,pycnocraspedum armatum,TRUE,FALSE,TRUE,FALSE
141360079,pycnocraspedum fulvum,pycnocraspedum fulvum,FALSE,FALSE,TRUE,FALSE
141360110,pycnocraspedum microlepis,pycnocraspedum microlepis,FALSE,FALSE,TRUE,FALSE
141360223,sirembo amaculata,sirembo imberbis,TRUE,TRUE,TRUE,FALSE
141360235,sirembo imberbis,sirembo imberbis,TRUE,TRUE,TRUE,FALSE
141360252,sirembo jerdoni,sirembo jerdoni,TRUE,TRUE,TRUE,FALSE
141360403,sirembo metachroma,sirembo metachroma,FALSE,FALSE,TRUE,FALSE
141360419,sirembo wami,sirembo wami,FALSE,FALSE,TRUE,FALSE
141360674,spottobrotula mahodadi,spottobrotula mahodadi,FALSE,FALSE,TRUE,FALSE
141360692,spottobrotula mossambica,spottobrotula mossambica,FALSE,FALSE,TRUE,FALSE
141360763,spottobrotula persica,spottobrotula persica,FALSE,FALSE,TRUE,FALSE
141360814,tauredophidium hextii,tauredophidium hextii,TRUE,FALSE,TRUE,FALSE
141360861,typhlonus nasus,typhlonus nasus,TRUE,FALSE,TRUE,FALSE
141360898,ventichthys biospeedoi,ventichthys biospeedoi,FALSE,FALSE,TRUE,FALSE
141362457,leptochilichthys microlepis,leptochilichthys microlepis,FALSE,FALSE,TRUE,FALSE
141362468,leptochilichthys pinguis,leptochilichthys pinguis,TRUE,TRUE,TRUE,FALSE
141362646,mentodus crassus,mentodus crassus,FALSE,FALSE,TRUE,FALSE
141363164,plectorhinchus ceylonensis,plectorhinchus ceylonensis,FALSE,FALSE,TRUE,FALSE
141363194,plectorhinchus griseus,plectorhinchus schotaf,TRUE,TRUE,TRUE,FALSE
141363377,parascolopsis baranesi,parascolopsis baranesi,TRUE,FALSE,TRUE,FALSE
141363399,parascolopsis capitinis,parascolopsis capitinis,FALSE,FALSE,TRUE,FALSE
141363430,hypoplectrus liberte,hypoplectrus liberte,FALSE,FALSE,TRUE,FALSE
141363454,polysteganus cerasinus,polysteganus cerasinus,FALSE,FALSE,TRUE,TRUE
141363488,polysteganus flavodorsalis,polysteganus flavodorsalis,TRUE,FALSE,TRUE,TRUE
141363565,sparidentex jamalensis,sparidentex jamalensis,FALSE,FALSE,TRUE,TRUE
141363954,saccopharynx berteli,saccopharynx berteli,FALSE,FALSE,TRUE,FALSE
141363974,saccopharynx lavenbergi,saccopharynx lavenbergi,TRUE,TRUE,TRUE,FALSE
141363998,saccopharynx schmidti,saccopharynx schmidti,TRUE,FALSE,TRUE,FALSE
141364001,poromitra agafonovae,poromitra agafonovae,FALSE,FALSE,TRUE,FALSE
141364025,poromitra crassa,poromitra crassa,TRUE,FALSE,TRUE,FALSE
141364028,poromitra cristiceps,poromitra cristiceps,TRUE,FALSE,TRUE,FALSE
141364039,poromitra curilensis,poromitra curilensis,TRUE,TRUE,TRUE,FALSE
141364061,poromitra decipiens,poromitra decipiens,FALSE,FALSE,TRUE,FALSE
141364354,poromitra frontosa,poromitra frontosa,FALSE,FALSE,TRUE,FALSE
141364370,poromitra gibbsi,poromitra gibbsi,FALSE,FALSE,TRUE,FALSE
141364373,poromitra glochidiata,poromitra glochidiata,TRUE,FALSE,TRUE,FALSE
141364378,poromitra indooceanica,poromitra indooceanica,TRUE,FALSE,TRUE,FALSE
141364381,poromitra jucunda,poromitra jucunda,FALSE,FALSE,TRUE,FALSE
141364384,poromitra macrophthalma,poromitra macrophthalma,TRUE,TRUE,TRUE,FALSE
141364389,poromitra nigrofulva,poromitra nigrofulva,TRUE,FALSE,TRUE,FALSE
141364394,poromitra oscitans,poromitra oscitans,TRUE,TRUE,TRUE,FALSE
141364397,poromitra rugosa,poromitra rugosa,TRUE,FALSE,TRUE,FALSE
141364402,poromitra unicornis,poromitra unicornis,TRUE,FALSE,TRUE,FALSE
141364407,scopeloberyx malayanus,scopeloberyx malayanus,FALSE,FALSE,TRUE,FALSE
141364412,scopeloberyx maxillaris,scopeloberyx maxillaris,FALSE,FALSE,TRUE,FALSE
141364443,scopeloberyx microlepis,scopeloberyx microlepis,TRUE,TRUE,TRUE,FALSE
141364461,scopeloberyx pequenoi,scopeloberyx pequenoi,FALSE,FALSE,TRUE,FALSE
141364466,scopeloberyx rossicus,scopeloberyx rossicus,FALSE,FALSE,TRUE,FALSE
141364476,scopelogadus bispinosus,scopelogadus bispinosus,TRUE,TRUE,TRUE,FALSE
141364495,scopelogadus unispinis,scopelogadus unispinis,FALSE,FALSE,TRUE,FALSE
141364518,sigmops ebelingi,sigmops ebelingi,TRUE,TRUE,TRUE,FALSE
141364523,sigmops gracilis,sigmops gracilis,TRUE,TRUE,TRUE,FALSE
141364530,sigmops longipinnis,sigmops longipinnis,TRUE,TRUE,TRUE,FALSE
141365104,polymetme andriashevi,polymetme andriashevi,TRUE,FALSE,TRUE,FALSE
141365108,polymetme elongata,polymetme elongata,TRUE,TRUE,TRUE,FALSE
141366179,polymetme illustris,polymetme illustris,TRUE,TRUE,TRUE,FALSE
141366232,polymetme surugaensis,polymetme surugaensis,TRUE,TRUE,TRUE,FALSE
141366527,vinciguerria lucetia,vinciguerria lucetia,TRUE,TRUE,TRUE,FALSE
141366573,vinciguerria mabahiss,vinciguerria mabahiss,TRUE,FALSE,TRUE,FALSE
141366592,yarrella argenteola,yarrella argenteola,TRUE,FALSE,TRUE,FALSE
141366648,polyipnus aquavitus,polyipnus aquavitus,TRUE,TRUE,TRUE,FALSE
141366669,polyipnus asper,polyipnus asper,FALSE,FALSE,TRUE,FALSE
141366683,polyipnus bruuni,polyipnus bruuni,TRUE,FALSE,TRUE,FALSE
141366687,polyipnus danae,polyipnus danae,TRUE,FALSE,TRUE,FALSE
141366702,polyipnus fraseri,polyipnus fraseri,TRUE,TRUE,TRUE,FALSE
141366732,polyipnus indicus,polyipnus indicus,FALSE,FALSE,TRUE,FALSE
141367438,polyipnus inermis,polyipnus inermis,TRUE,TRUE,TRUE,FALSE
141367466,polyipnus kiwiensis,polyipnus kiwiensis,TRUE,TRUE,TRUE,FALSE
141367524,polyipnus laruei,polyipnus laruei,FALSE,FALSE,TRUE,FALSE
141367541,polyipnus latirastrus,polyipnus latirastrus,FALSE,FALSE,TRUE,FALSE
141367581,polyipnus limatulus,polyipnus limatulus,TRUE,FALSE,TRUE,FALSE
141367596,polyipnus matsubarai,polyipnus matsubarai,TRUE,TRUE,TRUE,FALSE
141367612,polyipnus meteori,polyipnus meteori,TRUE,TRUE,TRUE,FALSE
141367633,polyipnus notatus,polyipnus notatus,FALSE,FALSE,TRUE,FALSE
141367648,polyipnus nuttingi,polyipnus nuttingi,TRUE,FALSE,TRUE,FALSE
141367675,polyipnus oluolus,polyipnus oluolus,FALSE,FALSE,TRUE,FALSE
141367710,polyipnus omphus,polyipnus omphus,TRUE,TRUE,TRUE,FALSE
141367751,polyipnus parini,polyipnus parini,TRUE,FALSE,TRUE,FALSE
141367760,polyipnus paxtoni,polyipnus paxtoni,TRUE,FALSE,TRUE,FALSE
141367771,polyipnus ruggeri,polyipnus ruggeri,TRUE,TRUE,TRUE,FALSE
141367781,polyipnus soelae,polyipnus soelae,TRUE,TRUE,TRUE,FALSE
141367804,polyipnus spinifer,polyipnus spinifer,TRUE,TRUE,TRUE,FALSE
141367814,polyipnus spinosus,polyipnus spinosus,TRUE,FALSE,TRUE,FALSE
141367822,polyipnus stereope,polyipnus stereope,TRUE,TRUE,TRUE,FALSE
141367825,polyipnus surugaensis,polyipnus surugaensis,FALSE,FALSE,TRUE,FALSE
141367842,polyipnus tridentifer,polyipnus tridentifer,TRUE,TRUE,TRUE,FALSE
141367864,polyipnus triphanos,polyipnus triphanos,TRUE,TRUE,TRUE,FALSE
141367867,polyipnus unispinus,polyipnus unispinus,TRUE,TRUE,TRUE,FALSE
141367887,valenciennellus carlsbergi,valenciennellus carlsbergi,TRUE,TRUE,TRUE,FALSE
141373335,opostomias mitsuii,opostomias mitsuii,TRUE,TRUE,TRUE,FALSE
141374447,photonectes albipennis,photonectes albipennis,TRUE,TRUE,TRUE,FALSE
141374524,photonectes barnetti,photonectes barnetti,FALSE,FALSE,TRUE,FALSE
141374570,photonectes coffea,photonectes coffea,FALSE,FALSE,TRUE,FALSE
141374595,photonectes corynodes,photonectes corynodes,FALSE,FALSE,TRUE,FALSE
141374653,photonectes gorodinskii,photonectes gorodinskii,FALSE,FALSE,TRUE,FALSE
141374775,photonectes litvinovi,photonectes litvinovi,FALSE,FALSE,TRUE,FALSE
141374828,photonectes munificus,photonectes munificus,FALSE,FALSE,TRUE,FALSE
141374869,photonectes paxtoni,photonectes paxtoni,FALSE,FALSE,TRUE,FALSE
141374944,photonectes venetaenia,photonectes venetaenia,FALSE,FALSE,TRUE,FALSE
141374986,photonectes waitti,photonectes waitti,TRUE,TRUE,TRUE,FALSE
141375031,photostomias liemi,photostomias liemi,TRUE,FALSE,TRUE,FALSE
141375077,photostomias lucingens,photostomias lucingens,FALSE,FALSE,TRUE,FALSE
141375113,photostomias tantillux,photostomias tantillux,TRUE,FALSE,TRUE,FALSE
141375168,stomias atriventer,stomias atriventer,TRUE,TRUE,TRUE,FALSE
141375242,stomias colubrinus,stomias colubrinus,TRUE,TRUE,TRUE,FALSE
141375291,stomias nebulosus,stomias nebulosus,TRUE,TRUE,TRUE,FALSE
141375337,stomias pacificus,no match,FALSE,FALSE,FALSE,FALSE
141375385,tactostoma macropus,tactostoma macropus,TRUE,TRUE,TRUE,FALSE
141481104,synchiropus splendidus,synchiropus splendidus,TRUE,TRUE,TRUE,FALSE
141481160,pseudoscopelus australis,pseudoscopelus australis,TRUE,FALSE,TRUE,FALSE
141481252,brachyistius frenatus,brachyistius frenatus,TRUE,TRUE,TRUE,FALSE
141481460,embiotoca lateralis,embiotoca lateralis,TRUE,TRUE,TRUE,FALSE
141481612,plagiogeneion fiolenti,plagiogeneion fiolenti,FALSE,FALSE,TRUE,FALSE
141481752,amblyeleotris neglecta,amblyeleotris neglecta,FALSE,FALSE,TRUE,FALSE
141481850,eviota abax,eviota abax,TRUE,TRUE,TRUE,FALSE
141482209,eviota algida,eviota algida,FALSE,FALSE,TRUE,FALSE
141482238,eviota aquila,eviota aquila,FALSE,FALSE,TRUE,FALSE
141482274,eviota asymbasia,eviota asymbasia,TRUE,FALSE,TRUE,FALSE
141482311,eviota bilunula,eviota bilunula,FALSE,FALSE,TRUE,FALSE
141482327,eviota bimaculata,eviota bimaculata,FALSE,FALSE,TRUE,FALSE
141482452,eviota brahmi,eviota brahmi,TRUE,FALSE,TRUE,FALSE
141482455,eviota epistigmata,eviota epistigmata,TRUE,FALSE,TRUE,FALSE
