cell_id,chi,n_strs,iucn_sid,rank
900247,0.054764237624508647,2,10030,high
1068766,0.045919102910354545,2,10030,high
1096847,0.030445462357034526,2,10030,high
3119672,0.2792273966159415,3,10060,high
3375979,0.17368977331219246,3,10060,high
900247,0.34251713565844394,3,10069,high
1068766,0.13679237203107014,3,10069,high
1096847,0.1490347878518964,3,10069,high
2644637,0.21686052828910546,3,10069,high
1273512,0.21951470458690775,3,10070,high
1729761,0.18092397915151798,3,10070,high
2421179,0.16742927912785857,4,10070,high
3119672,0.2792273966159415,3,10070,high
3375979,0.17368977331219246,3,10070,high
3425334,0.020192561432244252,3,10070,low
1273512,0.21951470458690775,3,10087,high
1729761,0.18092397915151798,3,10087,high
2421179,0.16742927912785857,4,10087,high
3119672,0.2792273966159415,3,10087,high
3375979,0.17368977331219246,3,10087,high
3425334,0.020192561432244252,3,10087,low
3460415,0.016521186297675457,3,10087,low
3516557,0.021442062461173292,3,10087,low
3664010,0.002298465675928001,3,10087,low
3671050,2.930929301994073e-4,3,10087,low
3375979,0.176,3,101730467,high
2644637,0.12513,3,104050689,high
2813296,0.15385000000000001,5,104050689,high
2421179,0.24581,5,104061138,high
3119672,0.06829,3,104061138,high
3375979,0.07400999999999999,3,104061138,high
3425334,0.026459999999999997,3,104061138,low
3460415,0.02054,3,104061138,low
3516557,0.00988,3,104061138,low
3664010,0.0023,3,104061138,low
3671050,4.2999999999999994e-4,3,104061138,low
4703132,0.03585,4,104062546,low
900247,0.07597683016813954,1,10707,high
1068766,0.06210952679466448,1,10707,high
1096847,0.031913991120891,1,10707,high
4703132,9.575264013641077e-6,1,10708,low
2421179,0.16742,4,107259870,high
3119672,0.27923,3,107259870,high
3375979,0.17369,3,107259870,high
3425334,0.02019,3,107259870,low
3460415,0.01652,3,107259870,low
3516557,0.02144,3,107259870,low
3664010,0.0023,3,107259870,low
3671050,2.9e-4,3,107259870,low
3516557,0.02144,3,107261083,low
3664010,0.0023,3,107261083,low
3671050,2.9e-4,3,107261083,low
3375979,0.17369,3,107261198,high
3425334,0.02019,3,107261198,low
3460415,0.01652,3,107261198,low
900247,0.09020445332639548,2,11047,high
1068766,0.06749459236213669,2,11047,high
1096847,0.03807578943662778,2,11047,high
1273512,0.11930916775349087,2,11047,high
1729761,0.23332929624210866,2,11047,high
2421179,0.3861939683474921,4,11047,high
2644637,0.1544027964916428,2,11047,high
2813296,0.2483068789887249,4,11047,high
2875691,0.006035032960598417,2,11047,low
3033504,0.0015225069704864808,2,11047,low
3119672,0.03706786541854698,2,11047,high
3375979,0.05734733849200637,2,11047,high
3380525,0.001042385024285211,2,11047,low
3415625,0.0011673588667126017,2,11047,low
3425334,0.03616629973593652,2,11047,low
3460415,0.027503283549778424,2,11047,low
3516557,0.004015994219095405,2,11047,low
3664010,0.0027838163983865054,2,11047,low
3671050,6.076203123955604e-4,2,11047,low
4703132,0.0016049304849893077,2,11047,low
1729761,0.25178402634857927,2,11048,high
2421179,0.41598826641455594,2,11048,high
2644637,0.16678147956745837,2,11048,high
2813296,0.26764622057207293,2,11048,high
2875691,0.006590765728861726,2,11048,low
3033504,0.001660543324318549,2,11048,low
3119672,0.04022164227730502,2,11048,high
3375979,0.06208098588889146,2,11048,high
3380525,0.0011411989429448348,2,11048,low
3415625,0.0012597810490363047,2,11048,low
3425334,0.039056769196717495,2,11048,low
3460415,0.029704361631731187,2,11048,low
3516557,0.004385904898426866,2,11048,low
3664010,0.003008200685425378,2,11048,low
3671050,6.560646482294862e-4,2,11048,low
4703132,0.0017569087255353377,2,11048,low
1729761,0.32865,3,110847130,high
2421179,0.38516999999999996,6,110847130,high
2644637,0.15845,3,110847130,high
2813296,0.31842,6,110847130,high
2875691,0.0060799999999999995,3,110847130,low
3033504,0.02496,3,110847130,low
3119672,0.11366000000000001,3,110847130,high
3375979,0.14681,3,110847130,high
3380525,0.015710000000000002,3,110847130,low
3415625,0.015390000000000001,3,110847130,low
3425334,0.02281,3,110847130,low
3460415,0.02494,3,110847130,low
3516557,0.00493,3,110847130,low
3664010,0.00426,3,110847130,low
3671050,0.01585,3,110847130,low
4703132,0.01573,3,110847130,low
2421179,0.5771313179422295,4,11140,high
2644637,0.3962816194264453,4,11140,high
2813296,0.5622003521070634,5,11140,high
2875691,0.036961332090534385,4,11140,low
3033504,0.06579132329191387,4,11140,low
3119672,0.36144694094931606,4,11140,high
3375979,0.37526158166164714,4,11140,high
3380525,0.027895998862423037,4,11140,low
3415625,0.032673073623063154,4,11140,low
3425334,0.04291302902100445,4,11140,low
3460415,0.05433220033446588,4,11140,low
3516557,0.023518923749965084,4,11140,low
3664010,0.010666256184264653,4,11140,low
3671050,0.04339241468382882,4,11140,low
900247,0.3280722126331405,4,11141,high
1068766,0.5724244059157542,4,11141,high
1096847,0.5814335965502484,4,11141,high
900247,0.4103413130619464,5,11142,high
1068766,0.6539884348054177,5,11142,high
1096847,0.6583224335304917,5,11142,high
1273512,0.302575800213178,5,11145,high
1729761,0.7680217786737256,5,11145,high
4703132,0.04291214755785683,4,11146,low
2421179,0.3196894450564633,6,11150,high
3119672,0.20244878250147308,3,11150,high
3375979,0.18199491946743454,3,11150,high
900247,0.10495798445639924,3,11200,high
1068766,0.2238146556931216,3,11200,high
1096847,0.21606618706416167,3,11200,high
4703132,0.012994186881227684,3,11200,low
900247,0.2590351507255395,5,11533,high
1068766,0.37768835899178543,5,11533,high
1096847,0.3748250033040203,5,11533,high
1729761,0.4162747800292864,5,11534,high
2421179,0.37052241367891314,5,11534,high
2644637,0.22301369045931804,5,11534,high
2813296,0.32654377202739543,6,11534,high
2875691,0.021474374107404784,5,11534,low
3033504,0.028226255804665663,5,11534,low
3119672,0.17697466425199448,5,11534,high
3375979,0.1707759909733799,5,11534,high
3425334,0.027468680700740704,5,11534,low
3460415,0.029701005070459318,5,11534,low
3516557,0.00809227773218788,5,11534,low
3664010,0.005055269480964846,5,11534,low
3671050,0.018121797947303057,5,11534,low
3516557,0.02345,3,118358386,low
4703132,0.0422056793198372,4,12126,low
2644637,0.15845,3,126710128,high
2813296,0.31842,6,126710128,high
2875691,0.013260000000000001,4,127826787,low
3033504,0.014700000000000001,4,127826787,low
3119672,0.10795,4,127826787,high
3375979,0.13082,4,127826787,high
3425334,0.04335,4,127826787,low
3460415,0.037309999999999996,4,127826787,low
900247,0.2460432352058906,4,13006,high
1068766,0.4424332983773192,4,13006,high
1096847,0.4441812047294426,4,13006,high
1273512,0.1759753256721985,4,13006,high
1729761,0.5387464644168957,4,13006,high
2421179,0.4936551784262882,6,13006,high
2644637,0.26502297394559576,4,13006,high
2813296,0.4652885422853983,7,13006,high
2875691,0.018103219892494974,4,13006,low
3033504,0.041895133344449755,4,13006,low
3119672,0.22265574615564918,4,13006,high
3375979,0.2363168370829166,4,13006,high
3380525,0.017020701823260716,4,13006,low
3415625,0.021640318525943853,4,13006,low
3425334,0.03003662804932043,4,13006,low
3460415,0.03684964997394806,4,13006,low
3516557,0.011313186468838742,4,13006,low
3664010,0.006986279815651586,4,13006,low
3671050,0.02858276893061794,4,13006,low
4703132,0.005225714043886302,3,13006,low
900247,0.09560334696971719,1,13241,high
1068766,0.0781538085641966,1,13241,high
1096847,0.04015808976982658,1,13241,high
4703132,0.0038477304189964896,3,13242,low
900247,0.11348427005938544,2,13244,high
1068766,0.07858503695783894,2,13244,high
1096847,0.048090282746533666,2,13244,high
2421179,0.4446881346294543,2,13244,high
2644637,0.1908812073098926,2,13244,high
2813296,0.2852096909063539,2,13244,high
2875691,0.012549317682259522,2,13244,low
3033504,0.003012839339120436,2,13244,low
3119672,0.05870616935141601,2,13244,high
3375979,0.08052374117441058,2,13244,high
3380525,0.002367591529135199,2,13244,low
3415625,0.0013605881930930858,2,13244,low
3425334,0.044071505352180365,2,13244,low
3460415,0.0337252041111269,2,13244,low
3516557,0.008357983253842401,2,13244,low
3664010,0.00352657347729394,2,13244,low
3671050,7.321055871490757e-4,2,13244,low
4703132,0.0036337957434845196,2,13244,low
900247,0.10907087651911643,2,13245,high
1068766,0.08149328161829479,2,13245,high
1096847,0.0460429115065938,2,13245,high
2644637,0.18663362822423482,2,13245,high
2813296,0.29944380765274714,2,13245,high
1729761,0.3777421447288094,4,13246,high
2421179,0.48450706161706975,4,13246,high
2875691,0.013263725164687072,4,13246,low
3033504,0.014692809061743679,4,13246,low
3119672,0.10794533961993913,4,13246,high
3380525,0.006646766438466576,4,13246,low
3415625,0.007531138884138072,4,13246,low
3425334,0.043348742578646855,4,13246,low
3460415,0.037318359036850615,4,13246,low
3516557,0.008767817700609352,4,13246,low
3664010,0.004817523910628787,4,13246,low
3671050,0.009264292953898681,4,13246,low
4703132,0.0038477304189964896,3,13246,low
4703132,0.0038477304189964896,3,13247,low
4703132,0.0038477304189964896,3,13248,low
4703132,0.0038477304189964896,3,13249,low
1068766,0.6474056120307989,4,13250,high
1096847,0.6555278568341963,4,13250,high
2875691,0.013263725164687072,4,13251,low
3033504,0.014692809061743679,4,13251,low
1273512,0.13014643433098652,2,13252,high
2644637,0.22255,3,132722,high
2813296,0.19767,5,132722,high
3375979,0.20232,3,132723,high
3119672,0.33024,3,132732,high
3375979,0.30811,3,132732,high
2875691,0.07842,3,132734,low
3033504,0.02529,3,132734,low
2421179,0.33831,5,132735,high
3460415,0.0286,3,132735,low
3516557,0.02345,3,132735,low
2421179,0.33831,5,132736,high
3375979,0.30811,3,132737,high
3375979,0.22753,3,132738,high
3119672,0.22477,3,132739,high
3375979,0.20232,3,132739,high
3425334,0.03604,3,132739,low
2644637,0.37444,3,132742,high
2813296,0.36056,5,132742,high
2421179,0.6033499999999999,5,132743,high
3119672,0.33024,3,132743,high
3375979,0.30811,3,132743,high
3119672,0.22477,3,132745,high
3375979,0.20232,3,132745,high
3375979,0.20232,3,132747,high
2421179,0.33831,5,132749,high
3375979,0.20232,3,132751,high
3425334,0.03604,3,132752,low
3460415,0.0286,3,132752,low
3516557,0.02345,3,132752,low
3460415,0.0286,3,132755,low
3516557,0.02345,3,132755,low
3375979,0.30811,3,132757,high
2644637,0.22255,3,132762,high
2813296,0.19767,5,132762,high
2421179,0.33831,5,132763,high
3119672,0.22477,3,132763,high
3425334,0.03604,3,132763,low
3460415,0.0286,3,132763,low
3516557,0.02345,3,132763,low
3664010,0.00353,3,132763,low
3671050,5.600000000000001e-4,3,132763,low
2644637,0.25884,3,132764,high
2644637,0.22255,3,132765,high
2813296,0.19767,5,132765,high
2421179,0.33831,5,132766,high
3375979,0.20232,3,132766,high
2421179,0.33831,5,132769,high
3380525,0.0555,3,132772,low
3415625,0.05017,3,132772,low
2421179,0.33831,5,132774,high
3119672,0.22477,3,132774,high
3375979,0.20232,3,132774,high
3375979,0.1993,3,132776,high
3119672,0.22477,3,132780,high
3375979,0.20232,3,132780,high
3425334,0.03604,3,132780,low
3460415,0.0286,3,132780,low
3516557,0.02345,3,132780,low
3664010,0.00353,3,132780,low
3671050,5.600000000000001e-4,3,132780,low
2421179,0.6033499999999999,5,132781,high
3119672,0.33024,3,132781,high
3375979,0.30811,3,132781,high
2421179,0.6033499999999999,5,132783,high
3119672,0.22477,3,132785,high
3375979,0.20232,3,132785,high
3119672,0.24972,3,132787,high
3375979,0.22753,3,132787,high
3460415,0.03435,3,132787,low
3516557,0.02733,3,132787,low
2421179,0.33831,5,132788,high
3119672,0.22477,3,132788,high
3375979,0.20232,3,132788,high
3119672,0.33024,3,132789,high
3375979,0.30811,3,132789,high
3380525,0.06847,3,132791,low
3415625,0.06079,3,132791,low
3425334,0.03604,3,132792,low
2644637,0.22255,3,132796,high
2813296,0.19767,5,132796,high
3119672,0.22477,3,132798,high
3375979,0.20232,3,132798,high
3460415,0.0286,3,132798,low
3516557,0.02345,3,132798,low
3664010,0.00353,3,132798,low
3671050,5.600000000000001e-4,3,132798,low
1729761,0.20889,3,132799,high
2421179,0.33831,5,132799,high
3119672,0.22477,3,132799,high
3375979,0.20232,3,132799,high
3425334,0.03604,3,132799,low
3460415,0.0286,3,132799,low
3516557,0.02345,3,132799,low
3664010,0.00353,3,132799,low
3671050,5.600000000000001e-4,3,132799,low
3119672,0.22477,3,132804,high
3375979,0.20232,3,132804,high
3375979,0.30811,3,132805,high
1729761,0.24661,3,132807,high
3119672,0.33024,3,132808,high
3375979,0.30811,3,132808,high
3664010,0.0063,3,132808,low
3671050,0.00104,3,132808,low
3375979,0.22753,3,132810,high
3119672,0.22477,3,132812,high
3375979,0.20232,3,132812,high
3425334,0.03604,3,132812,low
3460415,0.0286,3,132812,low
3516557,0.02345,3,132812,low
3375979,0.20232,3,132813,high
2421179,0.39948999999999996,5,132814,high
3119672,0.24972,3,132814,high
3375979,0.22753,3,132814,high
2421179,0.33831,5,132815,high
3119672,0.22477,3,132815,high
3425334,0.03604,3,132815,low
3460415,0.03435,3,132816,low
3516557,0.02733,3,132816,low
2421179,0.33831,5,132817,high
3119672,0.22477,3,132817,high
3375979,0.20232,3,132817,high
3425334,0.03604,3,132817,low
3460415,0.0286,3,132817,low
3516557,0.02345,3,132817,low
3664010,0.00353,3,132817,low
3671050,5.600000000000001e-4,3,132817,low
3119672,0.22103,3,132818,high
3375979,0.1993,3,132818,high
3425334,0.03574,3,132818,low
3460415,0.02842,3,132818,low
3516557,0.02435,3,132818,low
3664010,0.0035399999999999997,3,132818,low
3671050,5.5e-4,3,132818,low
2644637,0.37444,3,132820,high
2813296,0.36056,5,132820,high
1729761,0.20889,3,132821,high
3425334,0.03604,3,132824,low
3664010,0.00353,3,132824,low
3671050,5.600000000000001e-4,3,132824,low
3119672,0.22477,3,132826,high
3375979,0.20232,3,132826,high
3460415,0.0286,3,132826,low
3516557,0.02345,3,132826,low
3033504,0.02529,3,132827,low
2644637,0.25884,3,132828,high
2813296,0.23529,5,132828,high
2421179,0.22801,5,132859,high
3119672,0.27519,2,132859,high
3375979,0.23574,2,132859,high
1729761,0.1419,2,132865,high
2421179,0.22541,5,132866,high
3119672,0.27205,2,132866,high
3375979,0.23304,2,132866,high
3425334,0.0285,2,132866,low
3460415,0.02331,2,132866,low
3516557,0.03026,2,132866,low
3664010,0.00324,2,132866,low
3671050,4.1e-4,2,132866,low
2421179,0.22541,5,132869,high
3119672,0.27205,2,132869,high
3375979,0.23304,2,132869,high
3425334,0.0285,2,132869,low
3460415,0.02331,2,132869,low
3516557,0.03026,2,132869,low
3664010,0.00324,2,132869,low
3671050,4.1e-4,2,132869,low
2421179,0.22801,5,132870,high
3119672,0.27519,2,132870,high
3375979,0.23574,2,132870,high
3425334,0.02883,2,132870,low
3460415,0.02359,2,132870,low
3516557,0.03061,2,132870,low
3664010,0.00328,2,132870,low
3671050,4.2e-4,2,132870,low
3119672,0.27519,2,132871,high
3375979,0.23574,2,132871,high
2421179,0.23159,5,132873,high
3119672,0.27949,2,132873,high
3375979,0.23942999999999998,2,132873,high
2421179,0.23159,5,132875,high
3119672,0.27519,2,132876,high
3375979,0.23574,2,132876,high
3119672,0.27949,2,132879,high
3375979,0.23942999999999998,2,132879,high
2421179,0.22801,5,132880,high
3119672,0.27519,2,132880,high
3375979,0.23574,2,132880,high
3425334,0.02883,2,132880,low
3460415,0.02359,2,132880,low
3516557,0.03061,2,132880,low
3664010,0.00328,2,132880,low
3671050,4.2e-4,2,132880,low
2421179,0.22801,5,132881,high
3119672,0.27519,2,132881,high
3375979,0.23574,2,132881,high
3425334,0.02883,2,132881,low
3460415,0.02359,2,132881,low
3516557,0.03061,2,132881,low
3664010,0.00328,2,132881,low
3671050,4.2e-4,2,132881,low
1729761,0.1419,2,132882,high
2421179,0.22801,5,132885,high
3119672,0.27519,2,132885,high
3375979,0.23574,2,132885,high
3425334,0.02883,2,132885,low
3460415,0.02359,2,132885,low
3516557,0.03061,2,132885,low
3664010,0.00328,2,132885,low
3671050,4.2e-4,2,132885,low
3119672,0.27205,2,132886,high
3375979,0.23304,2,132886,high
2421179,0.22801,5,132887,high
3119672,0.27519,2,132887,high
3375979,0.23574,2,132887,high
3425334,0.02883,2,132887,low
3460415,0.02359,2,132887,low
3516557,0.03061,2,132887,low
3664010,0.00328,2,132887,low
3671050,4.2e-4,2,132887,low
2421179,0.22541,5,132888,high
3119672,0.27205,2,132888,high
3375979,0.23304,2,132888,high
2421179,0.22801,5,132890,high
3119672,0.27519,2,132890,high
3375979,0.23574,2,132890,high
3425334,0.02883,2,132890,low
3460415,0.02359,2,132890,low
3516557,0.03061,2,132890,low
3664010,0.00328,2,132890,low
3671050,4.2e-4,2,132890,low
3119672,0.27205,2,132892,high
3375979,0.23304,2,132892,high
3119672,0.27519,2,132895,high
3375979,0.23574,2,132895,high
3425334,0.02883,2,132895,low
3460415,0.02359,2,132895,low
3516557,0.03061,2,132895,low
3664010,0.00328,2,132895,low
3671050,4.2e-4,2,132895,low
2421179,0.22541,5,132896,high
3119672,0.27205,2,132896,high
3375979,0.23304,2,132896,high
2421179,0.23159,5,132897,high
3119672,0.27949,2,132897,high
3375979,0.23942999999999998,2,132897,high
3375979,0.23574,2,132901,high
3119672,0.27519,2,132903,high
3375979,0.23574,2,132903,high
3119672,0.27519,2,132904,high
3375979,0.23574,2,132904,high
2421179,0.22541,5,132905,high
3119672,0.27205,2,132905,high
3375979,0.23304,2,132905,high
3425334,0.0285,2,132905,low
3460415,0.02331,2,132905,low
3516557,0.03026,2,132905,low
3664010,0.00324,2,132905,low
3671050,4.1e-4,2,132905,low
3119672,0.27519,2,132907,high
3375979,0.23574,2,132907,high
3119672,0.27205,2,132909,high
3375979,0.23304,2,132909,high
2421179,0.22541,5,132910,high
3119672,0.27205,2,132910,high
3375979,0.23304,2,132910,high
3425334,0.0285,2,132910,low
3460415,0.02331,2,132910,low
3516557,0.03026,2,132910,low
3664010,0.00324,2,132910,low
3671050,4.1e-4,2,132910,low
2421179,0.22801,5,132911,high
3119672,0.27519,2,132911,high
3375979,0.23574,2,132911,high
3425334,0.02883,2,132911,low
3460415,0.02359,2,132911,low
3516557,0.03061,2,132911,low
3664010,0.00328,2,132911,low
3671050,4.2e-4,2,132911,low
2421179,0.22801,5,132916,high
3119672,0.27519,2,132916,high
3375979,0.23574,2,132916,high
2421179,0.22801,5,132917,high
3119672,0.27519,2,132917,high
3375979,0.23574,2,132917,high
3425334,0.02883,2,132917,low
3460415,0.02359,2,132917,low
3516557,0.03061,2,132917,low
3664010,0.00328,2,132917,low
3671050,4.2e-4,2,132917,low
3119672,0.27205,2,132919,high
3375979,0.23304,2,132919,high
3119672,0.27519,2,132920,high
3375979,0.23574,2,132920,high
2421179,0.23159,5,132923,high
3119672,0.27949,2,132923,high
3375979,0.23942999999999998,2,132923,high
3425334,0.02929,2,132923,low
3460415,0.02396,2,132923,low
3516557,0.0311,2,132923,low
3664010,0.00333,2,132923,low
3671050,4.3e-4,2,132923,low
3119672,0.27519,2,132927,high
3375979,0.23574,2,132927,high
2421179,0.22801,5,132928,high
3119672,0.27519,2,132928,high
3375979,0.23574,2,132928,high
3425334,0.02883,2,132928,low
3460415,0.02359,2,132928,low
3516557,0.03061,2,132928,low
3664010,0.00328,2,132928,low
3671050,4.2e-4,2,132928,low
3119672,0.27519,2,132929,high
3375979,0.23574,2,132929,high
3119672,0.27205,2,132930,high
3375979,0.23304,2,132930,high
2421179,0.22541,5,132931,high
3119672,0.27205,2,132931,high
3375979,0.23304,2,132931,high
3425334,0.0285,2,132931,low
3460415,0.02331,2,132931,low
3516557,0.03026,2,132931,low
3664010,0.00324,2,132931,low
3671050,4.1e-4,2,132931,low
3119672,0.27205,2,132932,high
3375979,0.23304,2,132932,high
3375979,0.23304,2,132933,high
3119672,0.27205,2,132935,high
3375979,0.23304,2,132935,high
2421179,0.23159,5,132938,high
3119672,0.27949,2,132938,high
3375979,0.23942999999999998,2,132938,high
3425334,0.02929,2,132938,low
3460415,0.02396,2,132938,low
3516557,0.0311,2,132938,low
3664010,0.00333,2,132938,low
3671050,4.3e-4,2,132938,low
3119672,0.27519,2,132939,high
3375979,0.23574,2,132939,high
2421179,0.22541,5,132940,high
3119672,0.27205,2,132940,high
3375979,0.23304,2,132940,high
3425334,0.0285,2,132940,low
3460415,0.02331,2,132940,low
3516557,0.03026,2,132940,low
3664010,0.00324,2,132940,low
3671050,4.1e-4,2,132940,low
2421179,0.22541,5,132944,high
3119672,0.27205,2,132944,high
3375979,0.23304,2,132944,high
3425334,0.0285,2,132944,low
3460415,0.02331,2,132944,low
3516557,0.03026,2,132944,low
3664010,0.00324,2,132944,low
3671050,4.1e-4,2,132944,low
2421179,0.22801,5,132947,high
3119672,0.27519,2,132947,high
3375979,0.23574,2,132947,high
3119672,0.27205,2,132948,high
3375979,0.23304,2,132948,high
3425334,0.0285,2,132948,low
3460415,0.02331,2,132948,low
3516557,0.03026,2,132948,low
3664010,0.00324,2,132948,low
3671050,4.1e-4,2,132948,low
3119672,0.27949,2,132949,high
3375979,0.23942999999999998,2,132949,high
3425334,0.02929,2,132949,low
3460415,0.02396,2,132949,low
3516557,0.0311,2,132949,low
3664010,0.00333,2,132949,low
3671050,4.3e-4,2,132949,low
2421179,0.22801,5,132956,high
3119672,0.27519,2,132956,high
3375979,0.23574,2,132956,high
2421179,0.22801,5,132957,high
3119672,0.27519,2,132957,high
3375979,0.23574,2,132957,high
3425334,0.02883,2,132957,low
3460415,0.02359,2,132957,low
3516557,0.03061,2,132957,low
3664010,0.00328,2,132957,low
3671050,4.2e-4,2,132957,low
3119672,0.27519,2,132960,high
3375979,0.23574,2,132960,high
3375979,0.23574,2,132965,high
2421179,0.22541,5,132969,high
3119672,0.27205,2,132969,high
3375979,0.23304,2,132969,high
3425334,0.0285,2,132969,low
3460415,0.02331,2,132969,low
3516557,0.03026,2,132969,low
3664010,0.00324,2,132969,low
3671050,4.1e-4,2,132969,low
2421179,0.22541,5,132971,high
3119672,0.27205,2,132971,high
3375979,0.23304,2,132971,high
2421179,0.22541,5,132972,high
3119672,0.27205,2,132972,high
3375979,0.23304,2,132972,high
3119672,0.27205,2,132973,high
3375979,0.23304,2,132973,high
2421179,0.22541,5,132976,high
3119672,0.27205,2,132976,high
3375979,0.23304,2,132976,high
2421179,0.22801,5,132979,high
3119672,0.27519,2,132979,high
3375979,0.23574,2,132979,high
3425334,0.02883,2,132979,low
3460415,0.02359,2,132979,low
3516557,0.03061,2,132979,low
3664010,0.00328,2,132979,low
3671050,4.2e-4,2,132979,low
2421179,0.22801,5,132980,high
3119672,0.27519,2,132980,high
3375979,0.23574,2,132980,high
3425334,0.02883,2,132980,low
3460415,0.02359,2,132980,low
3516557,0.03061,2,132980,low
3664010,0.00328,2,132980,low
3671050,4.2e-4,2,132980,low
3119672,0.27205,2,132984,high
3375979,0.23304,2,132984,high
2421179,0.22801,5,132985,high
3119672,0.27519,2,132985,high
3375979,0.23574,2,132985,high
2421179,0.22801,5,132987,high
3119672,0.27519,2,132987,high
3375979,0.23574,2,132987,high
3425334,0.02883,2,132987,low
3460415,0.02359,2,132987,low
3516557,0.03061,2,132987,low
3664010,0.00328,2,132987,low
3671050,4.2e-4,2,132987,low
2421179,0.22541,5,132988,high
3119672,0.27205,2,132988,high
3375979,0.23304,2,132988,high
3425334,0.0285,2,132988,low
3460415,0.02331,2,132988,low
3516557,0.03026,2,132988,low
3664010,0.00324,2,132988,low
3671050,4.1e-4,2,132988,low
3119672,0.27205,2,132990,high
3375979,0.23304,2,132990,high
3119672,0.27519,2,132991,high
3375979,0.23574,2,132991,high
2421179,0.22541,5,132992,high
3119672,0.27205,2,132992,high
3375979,0.23304,2,132992,high
3425334,0.0285,2,132992,low
3460415,0.02331,2,132992,low
3516557,0.03026,2,132992,low
3664010,0.00324,2,132992,low
3671050,4.1e-4,2,132992,low
3119672,0.27519,2,132993,high
3375979,0.23574,2,132993,high
2421179,0.23159,5,132995,high
3119672,0.27949,2,132995,high
3375979,0.23942999999999998,2,132995,high
2421179,0.22541,5,132998,high
3119672,0.27205,2,132998,high
3375979,0.23304,2,132998,high
3425334,0.0285,2,132998,low
3460415,0.02331,2,132998,low
3516557,0.03026,2,132998,low
3664010,0.00324,2,132998,low
3671050,4.1e-4,2,132998,low
3119672,0.27949,2,133001,high
3375979,0.23942999999999998,2,133001,high
3425334,0.02929,2,133001,low
3460415,0.02396,2,133001,low
3516557,0.0311,2,133001,low
3664010,0.00333,2,133001,low
3671050,4.3e-4,2,133001,low
3119672,0.27949,2,133002,high
3375979,0.23942999999999998,2,133002,high
3119672,0.27519,2,133004,high
3375979,0.23574,2,133004,high
3119672,0.27205,2,133007,high
3375979,0.23304,2,133007,high
2421179,0.22541,5,133010,high
3119672,0.27205,2,133010,high
3375979,0.23304,2,133010,high
3425334,0.0285,2,133010,low
3460415,0.02331,2,133010,low
3516557,0.03026,2,133010,low
3664010,0.00324,2,133010,low
3671050,4.1e-4,2,133010,low
3119672,0.27949,2,133011,high
3375979,0.23942999999999998,2,133011,high
2421179,0.22541,5,133013,high
3119672,0.27205,2,133013,high
3375979,0.23304,2,133013,high
3425334,0.0285,2,133013,low
3460415,0.02331,2,133013,low
3516557,0.03026,2,133013,low
3664010,0.00324,2,133013,low
3671050,4.1e-4,2,133013,low
2421179,0.23159,5,133014,high
3119672,0.27949,2,133014,high
3375979,0.23942999999999998,2,133014,high
2421179,0.22541,5,133015,high
3119672,0.27205,2,133015,high
3375979,0.23304,2,133015,high
3425334,0.0285,2,133015,low
3460415,0.02331,2,133015,low
3516557,0.03026,2,133015,low
3664010,0.00324,2,133015,low
3671050,4.1e-4,2,133015,low
2421179,0.23159,5,133016,high
3119672,0.27949,2,133016,high
3375979,0.23942999999999998,2,133016,high
3425334,0.02929,2,133016,low
3460415,0.02396,2,133016,low
3516557,0.0311,2,133016,low
3664010,0.00333,2,133016,low
3671050,4.3e-4,2,133016,low
3119672,0.27519,2,133019,high
3375979,0.23574,2,133019,high
2421179,0.22541,5,133020,high
3119672,0.27205,2,133020,high
3375979,0.23304,2,133020,high
3425334,0.0285,2,133020,low
3460415,0.02331,2,133020,low
3516557,0.03026,2,133020,low
3664010,0.00324,2,133020,low
3671050,4.1e-4,2,133020,low
2421179,0.22541,5,133021,high
3119672,0.27205,2,133021,high
3375979,0.23304,2,133021,high
3425334,0.0285,2,133021,low
3460415,0.02331,2,133021,low
3516557,0.03026,2,133021,low
3664010,0.00324,2,133021,low
3671050,4.1e-4,2,133021,low
3119672,0.27205,2,133022,high
3375979,0.23304,2,133022,high
2421179,0.23159,5,133023,high
3119672,0.27949,2,133023,high
3375979,0.23942999999999998,2,133023,high
3425334,0.02929,2,133023,low
3460415,0.02396,2,133023,low
3516557,0.0311,2,133023,low
3664010,0.00333,2,133023,low
3671050,4.3e-4,2,133023,low
2421179,0.22801,5,133024,high
3119672,0.27519,2,133024,high
3375979,0.23574,2,133024,high
3425334,0.02883,2,133024,low
3460415,0.02359,2,133024,low
3516557,0.03061,2,133024,low
3664010,0.00328,2,133024,low
3671050,4.2e-4,2,133024,low
2421179,0.22541,5,133025,high
3119672,0.27205,2,133025,high
3375979,0.23304,2,133025,high
3425334,0.0285,2,133025,low
3460415,0.02331,2,133025,low
3516557,0.03026,2,133025,low
3664010,0.00324,2,133025,low
3671050,4.1e-4,2,133025,low
3119672,0.27519,2,133026,high
3375979,0.23574,2,133026,high
2644637,0.21076,2,133027,high
2813296,0.12745,5,133027,high
2421179,0.23159,5,133028,high
3119672,0.27949,2,133028,high
3375979,0.23942999999999998,2,133028,high
3425334,0.02929,2,133028,low
3460415,0.02396,2,133028,low
3516557,0.0311,2,133028,low
3664010,0.00333,2,133028,low
3671050,4.3e-4,2,133028,low
3119672,0.27205,2,133031,high
3375979,0.23304,2,133031,high
3119672,0.27519,2,133032,high
3375979,0.23574,2,133032,high
2421179,0.22541,5,133033,high
3119672,0.27205,2,133033,high
