cell_id,chi,n_strs,iucn_sid,rank
3415625,0.03719,5,22698132,low
4703132,0.03639,4,22698140,low
2875691,0.04276,5,22698150,low
3033504,0.03496,5,22698150,low
3380525,0.0283,5,22698150,low
3415625,0.03875,5,22698150,low
4703132,0.03639,4,22698150,low
4703132,0.03639,4,22698155,low
4703132,0.03639,4,22698159,low
1273512,0.18947,5,22698172,high
1729761,0.45844,5,22698172,high
2421179,0.45849,8,22698172,high
3119672,0.2514,5,22698172,high
3375979,0.20637999999999998,5,22698172,high
3425334,0.02565,5,22698172,low
3460415,0.02923,5,22698172,low
3516557,0.01038,5,22698172,low
3664010,0.00526,5,22698172,low
3671050,0.01966,5,22698172,low
3380525,0.0283,5,22698222,low
3415625,0.03875,5,22698222,low
900247,0.31697,5,22698226,high
1068766,0.35384,5,22698226,high
1096847,0.35373,5,22698226,high
2644637,0.26286,5,22698226,high
4703132,0.03639,4,22698249,low
4703132,0.03639,4,22698252,low
4703132,0.03585,4,22698300,low
4703132,0.03705,4,22698305,low
4703132,0.03705,4,22698314,low
1729761,0.48971,5,22698335,high
1273512,0.19686,5,22698350,high
1729761,0.48971,5,22698350,high
4703132,0.03705,4,22698350,low
1273512,0.19686,5,22698365,high
4703132,0.03705,4,22698375,low
4703132,0.03705,4,22698388,low
4703132,0.03705,4,22698393,low
4703132,0.03705,4,22698398,low
2644637,0.24587,5,22698436,high
2813296,0.4003,9,22698436,high
3033504,0.02822,5,22698436,low
3119672,0.22592,5,22698436,high
3375979,0.17465,5,22698436,high
3380525,0.02514,5,22698436,low
3415625,0.03601,5,22698436,low
3425334,0.02556,5,22698436,low
3460415,0.02691,5,22698436,low
3516557,0.00899,5,22698436,low
3664010,0.00449,5,22698436,low
3671050,0.01515,5,22698436,low
4703132,0.03469,4,22698436,low
3033504,0.02822,5,22698442,low
4703132,0.03705,4,22698448,low
2644637,0.24587,5,22698453,high
3033504,0.02822,5,22698453,low
3380525,0.02514,5,22698453,low
3415625,0.03601,5,22698453,low
4703132,0.03469,4,22698453,low
3380525,0.02514,5,22698459,low
3415625,0.03601,5,22698459,low
4703132,0.03469,4,22698459,low
3033504,0.02822,5,22698465,low
3415625,0.03601,5,22698465,low
3380525,0.02514,5,22698471,low
3415625,0.03601,5,22698471,low
900247,0.30065000000000003,5,22698477,high
1068766,0.29031999999999997,5,22698477,high
1096847,0.28593,5,22698477,high
2644637,0.24587,5,22698477,high
1068766,0.33101,5,22724879,high
4703132,0.03705,4,22728318,low
4703132,0.03705,4,22728323,low
4703132,0.03705,4,22728328,low
4703132,0.03705,4,22728349,low
4703132,0.03705,4,22728372,low
900247,0.31697,5,22728432,high
1068766,0.35384,5,22728432,high
1096847,0.35373,5,22728432,high
3380525,0.02786,5,22728442,low
3415625,0.03864,5,22728442,low
2875691,0.04459,5,22728990,low
3033504,0.04094,5,22728990,low
1273512,0.16313,5,22729000,high
4703132,0.03469,4,22729148,low
2644637,0.26286,5,22729421,high
4703132,0.03705,4,22729609,low
1068766,0.31448000000000004,5,22729877,high
900247,0.31697,5,22732244,high
1068766,0.35384,5,22732244,high
1096847,0.35373,5,22732244,high
2644637,0.26286,5,22732244,high
1273512,0.17978,5,22732425,high
2875691,0.03868,5,22733989,low
3033504,0.03101,5,22733989,low
2644637,0.26444,5,22736135,high
3119672,0.27908,5,22736173,high
3375979,0.23618,5,22736173,high
3380525,0.03102,5,22736173,low
3415625,0.041800000000000004,5,22736173,low
3425334,0.02701,5,22736173,low
3460415,0.03225,5,22736173,low
3516557,0.0117,5,22736173,low
3664010,0.006030000000000001,5,22736173,low
3671050,0.02368,5,22736173,low
900247,0.23653478348035226,5,23148,high
1068766,0.16685777078458633,5,23148,high
1096847,0.16828749818857375,5,23148,high
1729761,0.20029366634857912,5,23148,high
2875691,0.06626660237192472,5,23148,low
3033504,0.02262130475630043,5,23148,low
3380525,0.048247526930740824,5,23148,low
3415625,0.04465548827646039,5,23148,low
4703132,0.09219652645210077,4,23148,low
900247,0.07550430182370899,1,23211,high
1068766,0.06172324440035165,1,23211,high
1096847,0.03171550606491864,1,23211,high
1273512,0.10098445169708233,1,23211,high
1729761,0.21422163290105928,1,23211,high
2421179,0.3569268682539437,3,23211,high
2644637,0.1320241887224311,1,23211,high
2813296,0.23016548824422478,3,23211,high
2875691,9.567727127849457e-4,1,23211,low
3033504,3.6783083371375356e-4,1,23211,low
3119672,0.021054587965608676,1,23211,high
3375979,0.041082129964285174,1,23211,high
3380525,8.18361483407885e-10,1,23211,low
3415625,0.0010663722817007499,1,23211,low
3425334,0.03145256895881624,1,23211,low
3460415,0.023744942186192258,1,23211,low
3516557,6.30834215714396e-4,1,23211,low
3664010,0.002310066362739596,1,23211,low
3671050,5.353058705263699e-4,1,23211,low
4703132,9.51571186278353e-6,1,23211,low
900247,0.30102203078751416,3,2474,high
1068766,0.5466045144622137,3,2474,high
1096847,0.544966772583767,3,2474,high
1273512,0.21016557616364326,3,2474,high
1729761,0.6708392535341116,3,2474,high
2421179,0.6130491047212335,5,2474,high
2644637,0.3209839398743594,3,2474,high
2813296,0.576847053044599,6,2474,high
2875691,0.01811002645471583,3,2474,low
3033504,0.05058018305880973,3,2474,low
3119672,0.2633314092253019,3,2474,high
3375979,0.28000976658775634,3,2474,high
3380525,0.019975674518718487,3,2474,low
3415625,0.027028817588591245,3,2474,low
3425334,0.03583195510369918,3,2474,low
3460415,0.04433534693526021,3,2474,low
3516557,0.01072694593970734,3,2474,low
3664010,0.00840246476954476,3,2474,low
3671050,0.035234340991478354,3,2474,low
4703132,0.004893782901522562,2,2474,low
900247,0.09477876247067177,2,2475,high
1068766,0.06610518225509356,2,2475,high
1096847,0.040149550323061736,2,2475,high
1729761,0.227749289231807,2,2475,high
2421179,0.37440723309638807,2,2475,high
2644637,0.15967041489538117,2,2475,high
2813296,0.24020831690761243,2,2475,high
2875691,0.010110155291470213,2,2475,low
3033504,0.0024341712323629437,2,2475,low
3119672,0.048126943747780024,2,2475,high
3375979,0.06662470366645054,2,2475,high
3380525,0.0018983612350233433,2,2475,low
3415625,0.0011444030341073075,2,2475,low
3425334,0.036914066191789704,2,2475,low
3460415,0.02823182362184851,2,2475,low
3516557,0.006733154099810498,2,2475,low
3664010,0.00294347338560384,2,2475,low
3671050,6.13850829923839e-4,2,2475,low
4703132,0.002914094922986652,2,2475,low
1729761,0.28993368307484263,2,2476,high
2421179,0.47044793131831014,2,2476,high
2644637,0.2323865347471608,2,2476,high
2813296,0.29955042211657695,2,2476,high
2875691,0.026583597910861765,2,2476,low
3033504,0.006179985274923014,2,2476,low
3119672,0.1000898419787759,2,2476,high
3375979,0.11942388989498624,2,2476,high
3380525,0.005279579391448784,2,2476,low
3415625,0.001472993227774831,2,2476,low
3425334,0.052234140536448086,2,2476,low
3460415,0.04044552091970204,2,2476,low
3516557,0.017714317473644964,2,2476,low
3664010,0.004482394934234694,2,2476,low
3671050,8.489299737144845e-4,2,2476,low
4703132,0.008089206768396529,2,2476,low
900247,0.262523718292366,5,2477,high
1068766,0.4788577621135032,5,2477,high
1096847,0.48445716611169093,5,2477,high
1273512,0.18790734065374814,5,2477,high
1729761,0.5511014218041239,5,2477,high
2421179,0.4947359552383236,7,2477,high
2644637,0.268438980459309,5,2477,high
2813296,0.4747843926596475,8,2477,high
2875691,0.021819531434148286,5,2477,low
3033504,0.0463729428239027,5,2477,low
3119672,0.24374830130608466,5,2477,high
3375979,0.25563136050833185,5,2477,high
3380525,0.022912296780290248,5,2477,low
3415625,0.027598606621447534,5,2477,low
3425334,0.027711068289142236,5,2477,low
3460415,0.036097331007023455,5,2477,low
3516557,0.011748869126604874,5,2477,low
3664010,0.0071485779901176135,5,2477,low
3671050,0.03056582207751834,5,2477,low
4703132,0.014946920984470207,4,2477,low
900247,0.2612932448370961,3,2478,high
1068766,0.4880864922108468,3,2478,high
1096847,0.4906140529990174,3,2478,high
1273512,0.17725826916158305,3,2478,high
1729761,0.5794361590843823,3,2478,high
4703132,0.004442527980729633,2,2478,low
3460415,0.030578675844166237,2,2480,low
3516557,0.004274253767327823,2,2480,low
3664010,0.0030888211821718955,2,2480,low
3671050,6.762848262725688e-4,2,2480,low
4703132,0.0016918208711933563,2,2480,low
4703132,0.007031703492413271,3,2762,low
1273512,0.22066731517478397,4,2763,high
3375979,0.10555514494128988,5,31382,high
1273512,0.2622513008328247,5,3590,high
4703132,0.010507470442395913,3,3778,low
2421179,0.21043506310873875,4,3851,high
2644637,0.07967492288715777,2,3851,high
2813296,0.13371574420598303,4,3851,high
3119672,0.024817328172960722,2,3851,high
3375979,0.032859915699165645,2,3851,high
3425334,0.01749159741069898,2,3851,low
3460415,0.013205184282563266,2,3851,low
3516557,3.5082343030925323e-4,2,3851,low
3664010,0.0012846884100928934,2,3851,low
3671050,2.9769761545046835e-4,2,3851,low
2421179,0.21043506310873875,4,3852,high
2644637,0.07967492288715777,2,3852,high
2813296,0.13371574420598303,4,3852,high
3460415,0.013205184282563266,2,3852,low
3516557,3.5082343030925323e-4,2,3852,low
3664010,0.0012846884100928934,2,3852,low
3671050,2.9769761545046835e-4,2,3852,low
1729761,0.12536267404457563,2,3853,high
2421179,0.21043506310873875,4,3853,high
3119672,0.024817328172960722,2,3853,high
3375979,0.032859915699165645,2,3853,high
3460415,0.013205184282563266,2,3853,low
3516557,3.5082343030925323e-4,2,3853,low
3664010,0.0012846884100928934,2,3853,low
3671050,2.9769761545046835e-4,2,3853,low
1729761,0.12997295097379266,2,3854,high
2421179,0.2181741106701419,4,3854,high
3460415,0.013678282840075575,2,3854,low
3516557,3.633922862425996e-4,2,3854,low
3664010,0.0013307145934965037,2,3854,low
3671050,3.083631472166886e-4,2,3854,low
1273512,0.10954884052982346,3,3855,high
1729761,0.2650157532154884,3,3855,high
2421179,0.3159987589173836,6,3855,high
2644637,0.12953088478983737,3,3855,high
2813296,0.25733135872286456,6,3855,high
2875691,0.004927871820612915,3,3855,low
3033504,0.01929398196838669,3,3855,low
3119672,0.08920043549146751,3,3855,high
3375979,0.1156620387326749,3,3855,high
3380525,0.012323937097316696,3,3855,low
3415625,0.012149703671570557,3,3855,low
3425334,0.019304491717232964,3,3855,low
3460415,0.020506983289732644,3,3855,low
3516557,0.003822732563550315,3,3855,low
3664010,0.0033987680313019865,3,3855,low
3671050,0.01221413084644785,3,3855,low
4703132,0.0125833323263181,3,3855,low
900247,0.22990555962830914,5,3897,high
1068766,0.33183398352149984,5,3897,high
1096847,0.32730349821035315,5,3897,high
2813296,0.41260776092228607,7,3897,high
2875691,0.022164213889780297,5,3897,low
3033504,0.030893102894967505,5,3897,low
3119672,0.18839162357059208,5,3897,high
4703132,0.0135414527494641,4,3897,low
1729761,0.11577719599296094,2,39324,high
900247,0.05942707863220488,2,39332,high
1068766,0.04982374161388801,2,39332,high
1096847,0.03300476310859645,2,39332,high
1729761,0.21993403900001915,3,39337,high
2421179,0.3173303255140048,6,39337,high
2644637,0.11816492829493662,3,39337,high
2813296,0.23957494190768583,6,39337,high
2875691,0.00538312373283219,3,39337,low
3033504,0.011810215530267532,3,39337,low
3119672,0.06361404483225346,3,39337,high
3375979,0.08305064349690928,3,39337,high
3380525,0.00977898423579812,3,39337,low
3415625,0.010157049120218994,3,39337,low
3425334,0.020913199360335706,3,39337,low
3460415,0.019076625256782796,3,39337,low
3516557,0.0023235240852434564,3,39337,low
3664010,0.002633876775331334,3,39337,low
3671050,0.006943243338829978,3,39337,low
1729761,0.33391487480600535,4,39338,high
2421179,0.40821373916238685,7,39338,high
2644637,0.19036737194314343,4,39338,high
2813296,0.32002242011527454,7,39338,high
2875691,0.016274988584061748,4,39338,low
3033504,0.024025907597429254,4,39338,low
3119672,0.13340829149296948,4,39338,high
3375979,0.16318658889467094,4,39338,high
3380525,0.01610060582019967,4,39338,low
3415625,0.013922148903680957,4,39338,low
3425334,0.03110533615545839,4,39338,low
3460415,0.03053134573359754,4,39338,low
3516557,0.011374861998563189,4,39338,low
3664010,0.004765734047365665,4,39338,low
3671050,0.013792208968311402,4,39338,low
900247,0.11763797269281263,3,39339,high
1068766,0.2561499591768049,3,39339,high
1096847,0.24855896546780792,3,39339,high
1729761,0.30841384995245036,3,39339,high
2421179,0.3665490714850721,6,39339,high
2644637,0.14950514172837323,3,39339,high
2813296,0.3015584084622092,6,39339,high
2875691,0.005716036468987081,3,39339,low
3033504,0.023033288071578107,3,39339,low
3119672,0.10551994745657418,3,39339,high
3375979,0.1365019276451855,3,39339,high
3380525,0.014576507748924421,3,39339,low
3415625,0.014315842375023436,3,39339,low
3425334,0.02182960508770163,3,39339,low
3460415,0.023587162176424013,3,39339,low
3516557,0.004553090794306776,3,39339,low
3664010,0.003976148516108521,3,39339,low
3671050,0.014608632570974337,3,39339,low
4703132,0.014702250434232123,3,39339,low
900247,0.10698966990355453,3,39341,high
1068766,0.22510570096062263,3,39341,high
1096847,0.2165316912241382,3,39341,high
1273512,0.11633141070970072,3,39341,high
1729761,0.28007971430264705,3,39341,high
2421179,0.3385014945505043,6,39341,high
2644637,0.13782115153952784,3,39341,high
2813296,0.2738085839104992,6,39341,high
2875691,0.0051560939036009515,3,39341,low
3033504,0.019909547389484646,3,39341,low
3119672,0.09273329678686226,3,39341,high
3375979,0.12061184876723,3,39341,high
3380525,0.012756966300425231,3,39341,low
3415625,0.012614866684160893,3,39341,low
3425334,0.020913199360335706,3,39341,low
3460415,0.02190077249562085,3,39341,low
3516557,0.003958822539198485,3,39341,low
3664010,0.0035767862806806707,3,39341,low
3671050,0.012600700544864422,3,39341,low
1273512,0.1210975053868926,3,39342,high
1729761,0.2966490664466872,3,39342,high
2644637,0.08765851238477478,2,39350,high
2813296,0.1467836762108358,4,39350,high
900247,0.05840841708303538,2,39352,high
1068766,0.048970785870759335,2,39352,high
1096847,0.03244607645763582,2,39352,high
2644637,0.07872991009125238,2,39352,high
2813296,0.13178851490678672,4,39352,high
3671050,3.083631472166886e-4,2,39354,low
900247,0.0615095922690392,2,39357,high
1068766,0.05156737788680607,2,39357,high
1096847,0.03414617992476993,2,39357,high
900247,0.0615095922690392,2,39358,high
1068766,0.05156737788680607,2,39358,high
1096847,0.03414617992476993,2,39358,high
2421179,0.21043506310873875,4,39365,high
3119672,0.024817328172960722,2,39365,high
3375979,0.032859915699165645,2,39365,high
3425334,0.01749159741069898,2,39365,low
3460415,0.013205184282563266,2,39365,low
3516557,3.5082343030925323e-4,2,39365,low
3664010,0.0012846884100928934,2,39365,low
3671050,2.9769761545046835e-4,2,39365,low
2421179,0.21043506310873875,4,39366,high
3119672,0.024817328172960722,2,39366,high
3375979,0.032859915699165645,2,39366,high
3425334,0.01749159741069898,2,39366,low
3460415,0.013205184282563266,2,39366,low
3516557,3.5082343030925323e-4,2,39366,low
3664010,0.0012846884100928934,2,39366,low
3671050,2.9769761545046835e-4,2,39366,low
2421179,0.21043506310873875,4,39368,high
2644637,0.07967492288715777,2,39368,high
2813296,0.13371574420598303,4,39368,high
3119672,0.024817328172960722,2,39368,high
3425334,0.01749159741069898,2,39368,low
3460415,0.013205184282563266,2,39368,low
3516557,3.5082343030925323e-4,2,39368,low
3664010,0.0012846884100928934,2,39368,low
3671050,2.9769761545046835e-4,2,39368,low
2421179,0.21043506310873875,4,39369,high
3375979,0.032859915699165645,2,39369,high
3425334,0.01749159741069898,2,39369,low
3460415,0.013205184282563266,2,39369,low
3516557,3.5082343030925323e-4,2,39369,low
2421179,0.21043506310873875,4,39370,high
2644637,0.07967492288715777,2,39370,high
2813296,0.13371574420598303,4,39370,high
2875691,0.004713660289127675,2,39370,low
3033504,0.0019861581821483164,2,39370,low
3119672,0.024817328172960722,2,39370,high
3375979,0.032859915699165645,2,39370,high
3380525,0.005266536950620217,2,39370,low
3415625,0.006088774826995281,2,39370,low
3425334,0.01749159741069898,2,39370,low
3460415,0.013205184282563266,2,39370,low
3516557,3.5082343030925323e-4,2,39370,low
3664010,0.0012846884100928934,2,39370,low
3671050,2.9769761545046835e-4,2,39370,low
2644637,0.11221068504491115,4,39372,high
2813296,0.20608902643589874,7,39372,high
3119672,0.08488650981738036,4,39372,high
3516557,0.005716657026168262,4,39372,low
3664010,0.0029646114478536116,4,39372,low
3671050,0.010163529645925692,4,39372,low
2421179,0.21043506310873875,4,39374,high
2644637,0.07967492288715777,2,39374,high
2813296,0.13371574420598303,4,39374,high
2875691,0.004713660289127675,2,39374,low
3033504,0.0019861581821483164,2,39374,low
3119672,0.024817328172960722,2,39374,high
3375979,0.032859915699165645,2,39374,high
3380525,0.005266536950620217,2,39374,low
3415625,0.006088774826995281,2,39374,low
3425334,0.01749159741069898,2,39374,low
3460415,0.013205184282563266,2,39374,low
3516557,3.5082343030925323e-4,2,39374,low
3664010,0.0012846884100928934,2,39374,low
3671050,2.9769761545046835e-4,2,39374,low
2421179,0.21043506310873875,4,39375,high
3119672,0.024817328172960722,2,39375,high
3375979,0.032859915699165645,2,39375,high
3425334,0.01749159741069898,2,39375,low
3460415,0.013205184282563266,2,39375,low
3516557,3.5082343030925323e-4,2,39375,low
3664010,0.0012846884100928934,2,39375,low
3671050,2.9769761545046835e-4,2,39375,low
1068766,0.04958321227540366,2,39378,high
2421179,0.2139639149505946,4,39378,high
2644637,0.08101929976976954,2,39378,high
2813296,0.1359696619177716,4,39378,high
2875691,0.004784332496842099,2,39378,low
3033504,0.002015891110059247,2,39378,low
3119672,0.025210127463039113,2,39378,high
3375979,0.03339708430336237,2,39378,high
3425334,0.017789929740483847,2,39378,low
3460415,0.013430408617411377,2,39378,low
3516557,3.5680698737667466e-4,2,39378,low
3664010,0.0013065997357100839,2,39378,low
3671050,3.027750718487281e-4,2,39378,low
4703132,0.010661918612904999,2,39378,low
2644637,0.07967492288715777,2,39380,high
2813296,0.13371574420598303,4,39380,high
2875691,0.004713660289127675,2,39380,low
900247,0.10879326352464024,3,39381,high
1068766,0.23152724376156084,3,39381,high
1096847,0.22337753312832898,3,39381,high
2421179,0.3403184448471258,6,39381,high
2644637,0.1394885241059887,3,39381,high
2813296,0.2765283990991656,6,39381,high
2875691,0.005264104326879628,3,39381,low
3033504,0.020595108878234243,3,39381,low
3119672,0.09539203141520133,3,39381,high
3375979,0.12382759944031138,3,39381,high
3380525,0.013148181640528417,3,39381,low
3415625,0.012971963490909294,3,39381,low
3425334,0.020900104057041822,3,39381,low
3460415,0.022111250179017654,3,39381,low
3516557,0.0040861597398027015,3,39381,low
3664010,0.0036493982759417324,3,39381,low
3671050,0.013041920443287655,3,39381,low
4703132,0.013419257414582246,3,39381,low
2421179,0.21043506310873875,4,39383,high
3119672,0.024817328172960722,2,39383,high
3375979,0.032859915699165645,2,39383,high
2421179,0.21043506310873875,4,39384,high
2875691,0.004713660289127675,2,39384,low
3033504,0.0019861581821483164,2,39384,low
3119672,0.024817328172960722,2,39384,high
3375979,0.032859915699165645,2,39384,high
3380525,0.005266536950620217,2,39384,low
3415625,0.006088774826995281,2,39384,low
3425334,0.01749159741069898,2,39384,low
3460415,0.013205184282563266,2,39384,low
3516557,3.5082343030925323e-4,2,39384,low
3664010,0.0012846884100928934,2,39384,low
3671050,2.9769761545046835e-4,2,39384,low
1729761,0.12113784156110007,2,39385,high
2421179,0.20409170561959583,4,39385,high
2644637,0.07699995496665435,2,39385,high
2813296,0.12947503209481387,4,39385,high
2875691,0.0045722640083004,2,39385,low
3033504,0.0019266660023941169,2,39385,low
3119672,0.024033483702207106,2,39385,high
3375979,0.031789572235124144,2,39385,high
3425334,0.016898271658108442,2,39385,low
3460415,0.012757256302140151,2,39385,low
3516557,3.389232835743808e-4,2,39385,low
3664010,0.0012411109883248578,2,39385,low
3671050,2.875995290616564e-4,2,39385,low
2421179,0.20409170561959583,4,39386,high
2644637,0.07699995496665435,2,39386,high
2813296,0.12947503209481387,4,39386,high
2875691,0.0045722640083004,2,39386,low
3033504,0.0019266660023941169,2,39386,low
3460415,0.012757256302140151,2,39386,low
3516557,3.389232835743808e-4,2,39386,low
3664010,0.0012411109883248578,2,39386,low
3671050,2.875995290616564e-4,2,39386,low
1068766,0.04719390866141658,2,39388,high
1096847,0.030953377323080383,2,39388,high
1273512,0.06943630761673086,2,39388,high
1729761,0.12113784156110007,2,39388,high
2644637,0.07699995496665435,2,39388,high
2875691,0.0045722640083004,2,39388,low
3033504,0.0019266660023941169,2,39388,low
1729761,0.1409538092700804,3,39389,high
2421179,0.2304499318848142,5,39389,high
3119672,0.06198523054570197,3,39389,high
3375979,0.06771777960593348,3,39389,high
3425334,0.024704494748140668,3,39389,low
3460415,0.019161725914115454,3,39389,low
3516557,0.008917486189844136,3,39389,low
3664010,0.002140885848509659,3,39389,low
3671050,4.0021056982225304e-4,3,39389,low
3119672,0.06198523054570197,3,39390,high
3375979,0.06771777960593348,3,39390,high
3425334,0.024704494748140668,3,39390,low
3460415,0.019161725914115454,3,39390,low
3516557,0.008917486189844136,3,39390,low
3664010,0.002140885848509659,3,39390,low
3671050,4.0021056982225304e-4,3,39390,low
2421179,0.2304499318848142,5,39393,high
3119672,0.06198523054570197,3,39393,high
3375979,0.06771777960593348,3,39393,high
3425334,0.024704494748140668,3,39393,low
3460415,0.019161725914115454,3,39393,low
3516557,0.008917486189844136,3,39393,low
3664010,0.002140885848509659,3,39393,low
3671050,4.0021056982225304e-4,3,39393,low
900247,0.06618394078753406,2,39397,high
1068766,0.05548053424137982,2,39397,high
1096847,0.03670456049481381,2,39397,high
900247,0.058349583453123716,2,39399,high
1068766,0.04892152158817812,2,39399,high
1096847,0.03241380176445992,2,39399,high
2644637,0.07864940146491553,2,39399,high
2813296,0.13165618461608522,4,39399,high
1068766,0.04892152158817812,2,39400,high
1096847,0.03241380176445992,2,39400,high
3119672,0.02916641174874763,2,39413,high
3375979,0.03810630076564753,2,39413,high
3425334,0.019912579751280152,2,39413,low
3460415,0.01503289144970005,2,39413,low
3516557,3.993803064766239e-4,2,39413,low
3664010,0.0014624999547424287,2,39413,low
3671050,3.389014376581456e-4,2,39413,low
2421179,0.2228178382087708,4,39415,high
2644637,0.08448085870278205,2,39415,high
2813296,0.1414450389371873,4,39415,high
2875691,0.005269922113434564,2,39415,low
3033504,0.0022219471183098386,2,39415,low
3119672,0.027110535960099588,2,39415,high
3375979,0.03537238971547567,2,39415,high
3380525,0.00593045757421082,2,39415,low
3415625,0.0068140405935498685,2,39415,low
3425334,0.018448743189860593,2,39415,low
3460415,0.013927776170676111,2,39415,low
3516557,3.7002060010839975e-4,2,39415,low
3664010,0.001354986968902973,2,39415,low
3671050,3.139877237467298e-4,2,39415,low
2421179,0.6033543578179551,5,39773,high
3119672,0.33024545370263864,3,39773,high
3375979,0.30811073705071634,3,39773,high
3425334,0.06620492041785034,3,39773,low
3460415,0.05222874617016594,3,39773,low
3516557,0.03835840454557039,3,39773,low
2421179,0.3994895634427309,5,39774,high
3119672,0.24972051438621834,3,39774,high
3375979,0.22753233505663636,3,39774,high
3375979,0.17600114242621334,3,40715,high
3119672,0.024817328172960722,2,40797,high
3375979,0.032859915699165645,2,40797,high
3425334,0.01749159741069898,2,40797,low
3460415,0.013205184282563266,2,40797,low
3516557,3.5082343030925323e-4,2,40797,low
3664010,0.0012846884100928934,2,40797,low
3671050,2.9769761545046835e-4,2,40797,low
3375979,0.17368977331219246,3,40802,high
900247,0.34251713565844394,3,41006,high
1068766,0.13679237203107014,3,41006,high
1096847,0.1490347878518964,3,41006,high
2644637,0.21686052828910546,3,41007,high
2813296,0.13120795250609169,5,41007,high
3119672,0.2792273966159415,3,41008,high
1729761,0.18092397915151798,3,41010,high
2421179,0.16742927912785857,4,41010,high
3119672,0.2792273966159415,3,41010,high
3375979,0.17368977331219246,3,41010,high
3425334,0.020192561432244252,3,41010,low
3460415,0.016521186297675457,3,41010,low
3516557,0.021442062461173292,3,41010,low
3664010,0.002298465675928001,3,41010,low
3671050,2.930929301994073e-4,3,41010,low
3033504,0.06081034945139382,5,41668,low
1273512,0.280976325023484,5,41670,high
1273512,0.280976325023484,5,41672,high
1273512,0.24866403130559855,4,41711,high
900247,0.3315934816161255,4,41712,high
2421179,0.47001622024233575,5,41714,high
3119672,0.2693904596766931,4,41714,high
3375979,0.27965528500681597,4,41714,high
3425334,0.03655104255790683,4,41714,low
3460415,0.043354188465134044,4,41714,low
3516557,0.018111441455852327,4,41714,low
3664010,0.008104631641160336,4,41714,low
3671050,0.03113299559699171,4,41714,low
3119672,0.2792273966159415,3,41716,high
3375979,0.17368977331219246,3,41716,high
3425334,0.020192561432244252,3,41716,low
3460415,0.016521186297675457,3,41716,low
2421179,0.2149044751765474,4,41730,high
3375979,0.034138732749587175,2,41730,high
3425334,0.017789929740483847,2,41730,low
3460415,0.013430408617411377,2,41730,low
3664010,0.0012846884100928934,2,41733,low
3671050,2.9769761545046835e-4,2,41733,low
3516557,3.5082343030925323e-4,2,41735,low
3664010,0.0012846884100928934,2,41735,low
3671050,2.9769761545046835e-4,2,41735,low
2875691,0.004713660289127675,2,41736,low
3033504,0.0019861581821483164,2,41736,low
2421179,0.21043506310873875,4,41737,high
3119672,0.024817328172960722,2,41737,high
3375979,0.032859915699165645,2,41737,high
3425334,0.01749159741069898,2,41737,low
3516557,3.5082343030925323e-4,2,41737,low
3671050,2.9769761545046835e-4,2,41737,low
2421179,0.21043506310873875,4,41738,high
3375979,0.032859915699165645,2,41738,high
3425334,0.01749159741069898,2,41738,low
3460415,0.013205184282563266,2,41738,low
3516557,3.5082343030925323e-4,2,41738,low
3664010,0.0012846884100928934,2,41738,low
3671050,2.9769761545046835e-4,2,41738,low
3664010,0.0012846884100928934,2,41739,low
3671050,2.9769761545046835e-4,2,41739,low
1729761,0.12536267404457563,2,41741,high
900247,0.05837898542899134,2,41747,high
2644637,0.07868963517762642,2,41747,high
1729761,0.6882201889893725,5,41754,high
900247,0.07458344111980793,2,41755,high
1068766,0.05546440446781828,2,41755,high
1096847,0.0314922304694482,2,41755,high
1273512,0.09857484125441549,2,41755,high
1729761,0.19168565388916692,2,41755,high
2421179,0.31795853475960717,4,41755,high
2644637,0.12748228218550606,2,41755,high
2813296,0.2041530789786369,4,41755,high
2875691,0.0052577351568679756,2,41755,low
3033504,0.0013181409951991685,2,41755,low
3119672,0.031300928884271516,2,41755,high
3375979,0.04786886740315323,2,41755,high
3380525,9.189364999670122e-4,2,41755,low
3415625,9.593660284937297e-4,2,41755,low
3425334,0.029826076312134173,2,41755,low
3460415,0.022693112535569153,2,41755,low
3516557,0.0034991262015657636,2,41755,low
3664010,0.0023030471158387786,2,41755,low
3671050,5.006499657546026e-4,2,41755,low
4703132,0.0014142380409022223,2,41755,low
4703132,0.0038477304189964896,3,41760,low
1729761,0.12567900867873133,2,41791,high
2421179,0.21109673320100295,4,41791,high
3119672,0.025733343723095936,2,41791,high
3425334,0.017473283519576898,2,41791,low
1729761,0.12567900867873133,2,41792,high
2421179,0.21109673320100295,4,41792,high
3119672,0.025733343723095936,2,41792,high
3375979,0.03354507726187079,2,41792,high
3425334,0.017473283519576898,2,41792,low
3460415,0.013191358312211928,2,41792,low
900247,0.054764237624508647,2,41794,high
900247,0.06045038428361028,2,41798,high
900247,0.06045038428361028,2,41801,high
1068766,0.05068054890185328,2,41801,high
1096847,0.0335657568343327,2,41801,high
2644637,0.08152561999339146,2,41801,high
4703132,0.011445422841010114,2,41801,low
3119672,0.024033483702207106,2,41810,high
3375979,0.031789572235124144,2,41810,high
3425334,0.016898271658108442,2,41810,low
3460415,0.012757256302140151,2,41810,low
3516557,3.389232835743808e-4,2,41810,low
3664010,0.0012411109883248578,2,41810,low
3671050,2.875995290616564e-4,2,41810,low
2421179,0.22696614996943515,4,41816,high
3119672,0.027593080348186187,2,41816,high
3375979,0.036013423219318115,2,41816,high
3425334,0.017473283519576898,2,41818,low
