taxon,species,category,trait,trait_spp_gp,trait_value
marine_mammals,delphinapterus leucas,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,delphinapterus leucas,many
marine_mammals,delphinapterus leucas,breeding_nesting_range_number_of_spawning_aggregations_fish,sub_population_dependence_on_particular_sites,delphinapterus leucas,yes
marine_mammals,delphinapterus leucas,foraging_range,number_of_sites_incl_terrestrial_wetlands,delphinapterus leucas,many
marine_mammals,delphinapterus leucas,foraging_range,sub_population_dependence_on_particular_sites,delphinapterus leucas,yes
marine_mammals,delphinapterus leucas,movement,adult_mobility,delphinapterus leucas,vertical migrator;horizontal migrator;mobile resident
marine_mammals,delphinapterus leucas,movement,planktonic_larval_duration_pld_exposure,delphinapterus leucas,not larvae
marine_mammals,delphinapterus leucas,physiological_tolerance_breadths,dissolved_oxygen,delphinapterus leucas,air breathers
marine_mammals,delphinapterus leucas,physiological_tolerance_breadths,salinity,delphinapterus leucas,euryhaline
marine_mammals,delphinapterus leucas,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,delphinapterus leucas,na
marine_mammals,delphinapterus leucas,physiological_tolerance_breadths,thermal_sensitivity_to_heat_spikes_heat_waves,delphinapterus leucas,yes
marine_mammals,delphinapterus leucas,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,delphinapterus leucas,15c
marine_mammals,delphinapterus leucas,physiological_tolerance_breadths,thermal_tolerance_range,delphinapterus leucas,7.5-10c
marine_mammals,delphinapterus leucas,r_reproductive_traits,age_to_1st_reproduction_generation_time,delphinapterus leucas,5-10yrs
marine_mammals,delphinapterus leucas,r_reproductive_traits,are_there_sub_populations,delphinapterus leucas,yes
marine_mammals,delphinapterus leucas,r_reproductive_traits,fecundity,delphinapterus leucas,<1
marine_mammals,delphinapterus leucas,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,delphinapterus leucas,na
marine_mammals,delphinapterus leucas,r_reproductive_traits,global_population_size,delphinapterus leucas,100k-1m
marine_mammals,delphinapterus leucas,r_reproductive_traits,lifetime_reproductive_opportunities,delphinapterus leucas,2-10
marine_mammals,delphinapterus leucas,r_reproductive_traits,max_age,delphinapterus leucas,20-100yrs
marine_mammals,delphinapterus leucas,r_reproductive_traits,parental_investment,delphinapterus leucas,live birth/egg care
marine_mammals,delphinapterus leucas,r_reproductive_traits,reproductive_strategy,delphinapterus leucas,sexual dioecious
marine_mammals,delphinapterus leucas,spatial_scale_of_species,depth_min_max,delphinapterus leucas,epipelagic;mesopelagic
marine_mammals,delphinapterus leucas,spatial_scale_of_species,eoo_range,delphinapterus leucas,>20000
marine_mammals,delphinapterus leucas,spatial_scale_of_species,zone,delphinapterus leucas,neritic;oceanic;benthic
marine_mammals,delphinapterus leucas,specialisation,across_stage_dependent_habitats_condition,delphinapterus leucas,surface water;deep water;sea ice edge;estuary;fjords
marine_mammals,delphinapterus leucas,specialisation,air_sea_interface,delphinapterus leucas,yes
marine_mammals,delphinapterus leucas,specialisation,extreme_diet_specialization,delphinapterus leucas,generalist
marine_mammals,delphinapterus leucas,specialisation,habitat_forming,delphinapterus leucas,no
marine_mammals,delphinapterus leucas,specialisation,terrestrial_and_marine_life_stages,delphinapterus leucas,no
marine_mammals,delphinapterus leucas,specialisation,within_stage_dependent_habitats_condition,delphinapterus leucas,surface water;deep water;sea ice edge;estuary;fjords
marine_mammals,dugong dugon,biomass_removal,biomass_removal_vulnerability_trait,dugong dugon,vulnerable
marine_mammals,dugong dugon,biophysical_traits,adult_body_mass_body_size,dugong dugon,>1000mm
marine_mammals,dugong dugon,biophysical_traits,calcium_carbonate_structure_location,dugong dugon,none
marine_mammals,dugong dugon,biophysical_traits,calcium_carbonate_structure_stages,dugong dugon,none
marine_mammals,dugong dugon,biophysical_traits,communication_requirement_sound,dugong dugon,yes
marine_mammals,dugong dugon,biophysical_traits,extreme_pressure_wave_sensitive_structures,dugong dugon,low
marine_mammals,dugong dugon,biophysical_traits,flight,dugong dugon,no
marine_mammals,dugong dugon,biophysical_traits,respiration_structures,dugong dugon,lungs
marine_mammals,dugong dugon,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,dugong dugon,many
marine_mammals,dugong dugon,breeding_nesting_range_number_of_spawning_aggregations_fish,sub_population_dependence_on_particular_sites,dugong dugon,no
marine_mammals,dugong dugon,foraging_range,number_of_sites_incl_terrestrial_wetlands,dugong dugon,many
marine_mammals,dugong dugon,movement,adult_mobility,dugong dugon,mobile resident
marine_mammals,dugong dugon,movement,planktonic_larval_duration_pld_exposure,dugong dugon,not larvae
marine_mammals,dugong dugon,physiological_tolerance_breadths,dissolved_oxygen,dugong dugon,air breathers
marine_mammals,dugong dugon,physiological_tolerance_breadths,ph,dugong dugon,7.8-8.2
marine_mammals,dugong dugon,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,dugong dugon,not sensitive
marine_mammals,dugong dugon,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,dugong dugon,30c
marine_mammals,dugong dugon,physiological_tolerance_breadths,thermal_tolerance_range,dugong dugon,5-7.5c
marine_mammals,dugong dugon,r_reproductive_traits,age_to_1st_reproduction_generation_time,dugong dugon,5-10yrs
marine_mammals,dugong dugon,r_reproductive_traits,are_there_sub_populations,dugong dugon,yes
marine_mammals,dugong dugon,r_reproductive_traits,can_the_sex_ratio_be_altered_by_temperature,dugong dugon,no
marine_mammals,dugong dugon,r_reproductive_traits,fecundity,dugong dugon,<1
marine_mammals,dugong dugon,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,dugong dugon,no larva
marine_mammals,dugong dugon,r_reproductive_traits,global_population_size,dugong dugon,10k-100k
marine_mammals,dugong dugon,r_reproductive_traits,lifetime_reproductive_opportunities,dugong dugon,11-25
marine_mammals,dugong dugon,r_reproductive_traits,max_age,dugong dugon,20-100yrs
marine_mammals,dugong dugon,r_reproductive_traits,parental_investment,dugong dugon,live birth/egg care
marine_mammals,dugong dugon,r_reproductive_traits,post_birth_hatching_parental_dependence,dugong dugon,>year
marine_mammals,dugong dugon,r_reproductive_traits,reproductive_strategy,dugong dugon,sexual dioecious
marine_mammals,dugong dugon,spatial_scale_of_species,depth_min_max,dugong dugon,epipelagic
marine_mammals,dugong dugon,spatial_scale_of_species,eoo_range,dugong dugon,<99
marine_mammals,dugong dugon,spatial_scale_of_species,zone,dugong dugon,neritic;oceanic
marine_mammals,dugong dugon,specialisation,across_stage_dependent_habitats_condition,dugong dugon,bays;coastal;mangrove;continental shelf;rocky reef
marine_mammals,dugong dugon,specialisation,air_sea_interface,dugong dugon,yes
marine_mammals,dugong dugon,specialisation,dependent_interspecific_interactions,dugong dugon,no
marine_mammals,dugong dugon,specialisation,habitat_forming,dugong dugon,no
marine_mammals,dugong dugon,specialisation,photosynthetic,dugong dugon,no
marine_mammals,dugong dugon,specialisation,terrestrial_and_marine_life_stages,dugong dugon,no
marine_mammals,dugong dugon,specialisation,within_stage_dependent_habitats_condition,dugong dugon,estuary
marine_mammals,megaptera novaeangliae,biomass_removal,biomass_removal_vulnerability_trait,megaptera novaeangliae,vulnerable
marine_mammals,megaptera novaeangliae,biophysical_traits,adult_body_mass_body_size,megaptera novaeangliae,>1000mm
marine_mammals,megaptera novaeangliae,biophysical_traits,calcium_carbonate_structure_location,megaptera novaeangliae,none
marine_mammals,megaptera novaeangliae,biophysical_traits,calcium_carbonate_structure_stages,megaptera novaeangliae,none
marine_mammals,megaptera novaeangliae,biophysical_traits,communication_requirement_sound,megaptera novaeangliae,yes
marine_mammals,megaptera novaeangliae,biophysical_traits,navigation_requirements_sound,megaptera novaeangliae,yes
marine_mammals,megaptera novaeangliae,biophysical_traits,respiration_structures,megaptera novaeangliae,lungs
marine_mammals,megaptera novaeangliae,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,megaptera novaeangliae,many
marine_mammals,megaptera novaeangliae,breeding_nesting_range_number_of_spawning_aggregations_fish,sub_population_dependence_on_particular_sites,megaptera novaeangliae,yes
marine_mammals,megaptera novaeangliae,foraging_range,number_of_sites_incl_terrestrial_wetlands,megaptera novaeangliae,many
marine_mammals,megaptera novaeangliae,movement,adult_mobility,megaptera novaeangliae,mobile resident;vertical migrator
marine_mammals,megaptera novaeangliae,movement,planktonic_larval_duration_pld_exposure,megaptera novaeangliae,not larvae
marine_mammals,megaptera novaeangliae,physiological_tolerance_breadths,dissolved_oxygen,megaptera novaeangliae,air breathers
marine_mammals,megaptera novaeangliae,physiological_tolerance_breadths,salinity,megaptera novaeangliae,stenohaline
marine_mammals,megaptera novaeangliae,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,megaptera novaeangliae,na
marine_mammals,megaptera novaeangliae,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,megaptera novaeangliae,25c
marine_mammals,megaptera novaeangliae,physiological_tolerance_breadths,thermal_tolerance_range,megaptera novaeangliae,>15c
marine_mammals,megaptera novaeangliae,r_reproductive_traits,age_to_1st_reproduction_generation_time,megaptera novaeangliae,1-5yrs
marine_mammals,megaptera novaeangliae,r_reproductive_traits,are_there_sub_populations,megaptera novaeangliae,yes
marine_mammals,megaptera novaeangliae,r_reproductive_traits,fecundity,megaptera novaeangliae,<1
marine_mammals,megaptera novaeangliae,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,megaptera novaeangliae,na
marine_mammals,megaptera novaeangliae,r_reproductive_traits,global_population_size,megaptera novaeangliae,10k-100k
marine_mammals,megaptera novaeangliae,r_reproductive_traits,lifetime_reproductive_opportunities,megaptera novaeangliae,26-50
marine_mammals,megaptera novaeangliae,r_reproductive_traits,max_age,megaptera novaeangliae,20-100yrs
marine_mammals,megaptera novaeangliae,r_reproductive_traits,parental_investment,megaptera novaeangliae,live birth/egg care
marine_mammals,megaptera novaeangliae,r_reproductive_traits,post_birth_hatching_parental_dependence,megaptera novaeangliae,month-year
marine_mammals,megaptera novaeangliae,r_reproductive_traits,reproductive_strategy,megaptera novaeangliae,sexual dioecious
marine_mammals,megaptera novaeangliae,spatial_scale_of_species,depth_min_max,megaptera novaeangliae,epipelagic
marine_mammals,megaptera novaeangliae,spatial_scale_of_species,eoo_range,megaptera novaeangliae,>20000
marine_mammals,megaptera novaeangliae,spatial_scale_of_species,zone,megaptera novaeangliae,neritic;oceanic
marine_mammals,megaptera novaeangliae,specialisation,across_stage_dependent_habitats_condition,megaptera novaeangliae,deep water;surface water;coastal
marine_mammals,megaptera novaeangliae,specialisation,air_sea_interface,megaptera novaeangliae,yes
marine_mammals,megaptera novaeangliae,specialisation,extreme_diet_specialization,megaptera novaeangliae,generalist
marine_mammals,megaptera novaeangliae,specialisation,habitat_forming,megaptera novaeangliae,no
marine_mammals,megaptera novaeangliae,specialisation,terrestrial_and_marine_life_stages,megaptera novaeangliae,no
marine_mammals,megaptera novaeangliae,specialisation,within_stage_dependent_habitats_condition,megaptera novaeangliae,deep water;surface water;coastal
marine_mammals,monodon monoceros,biomass_removal,biomass_removal_vulnerability_trait,monodon monoceros,vulnerable
marine_mammals,monodon monoceros,biophysical_traits,adult_body_mass_body_size,monodon monoceros,>1000mm
marine_mammals,monodon monoceros,biophysical_traits,calcium_carbonate_structure_location,monodon monoceros,none
marine_mammals,monodon monoceros,biophysical_traits,calcium_carbonate_structure_stages,monodon monoceros,none
marine_mammals,monodon monoceros,biophysical_traits,communication_requirement_sound,monodon monoceros,yes
marine_mammals,monodon monoceros,biophysical_traits,flight,monodon monoceros,no
marine_mammals,monodon monoceros,biophysical_traits,navigation_requirements_sound,monodon monoceros,yes
marine_mammals,monodon monoceros,biophysical_traits,respiration_structures,monodon monoceros,lungs
marine_mammals,monodon monoceros,foraging_range,sub_population_dependence_on_particular_sites,monodon monoceros,yes
marine_mammals,monodon monoceros,movement,adult_mobility,monodon monoceros,vertical migrator;horizontal migrator
marine_mammals,monodon monoceros,movement,planktonic_larval_duration_pld_exposure,monodon monoceros,not larvae
marine_mammals,monodon monoceros,physiological_tolerance_breadths,dissolved_oxygen,monodon monoceros,air breathers
marine_mammals,monodon monoceros,physiological_tolerance_breadths,salinity,monodon monoceros,stenohaline
marine_mammals,monodon monoceros,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,monodon monoceros,na
marine_mammals,monodon monoceros,physiological_tolerance_breadths,thermal_sensitivity_to_heat_spikes_heat_waves,monodon monoceros,yes
marine_mammals,monodon monoceros,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,monodon monoceros,5c
marine_mammals,monodon monoceros,physiological_tolerance_breadths,thermal_tolerance_range,monodon monoceros,10-15c
marine_mammals,monodon monoceros,r_reproductive_traits,age_to_1st_reproduction_generation_time,monodon monoceros,5-10yrs
marine_mammals,monodon monoceros,r_reproductive_traits,are_there_sub_populations,monodon monoceros,yes
marine_mammals,monodon monoceros,r_reproductive_traits,fecundity,monodon monoceros,<1
marine_mammals,monodon monoceros,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,monodon monoceros,na
marine_mammals,monodon monoceros,r_reproductive_traits,global_population_size,monodon monoceros,100k-1m
marine_mammals,monodon monoceros,r_reproductive_traits,lifetime_reproductive_opportunities,monodon monoceros,11-25
marine_mammals,monodon monoceros,r_reproductive_traits,max_age,monodon monoceros,20-100yrs
marine_mammals,monodon monoceros,r_reproductive_traits,parental_investment,monodon monoceros,live birth/egg care
marine_mammals,monodon monoceros,r_reproductive_traits,post_birth_hatching_parental_dependence,monodon monoceros,>year
marine_mammals,monodon monoceros,r_reproductive_traits,reproductive_strategy,monodon monoceros,sexual dioecious
marine_mammals,monodon monoceros,spatial_scale_of_species,depth_min_max,monodon monoceros,mesopelagic;bathypelagic
marine_mammals,monodon monoceros,spatial_scale_of_species,eoo_range,monodon monoceros,>20000
marine_mammals,monodon monoceros,spatial_scale_of_species,zone,monodon monoceros,neritic;oceanic
marine_mammals,monodon monoceros,specialisation,across_stage_dependent_habitats_condition,monodon monoceros,surface water;deep water;sea ice edge;estuary;fjords
marine_mammals,monodon monoceros,specialisation,air_sea_interface,monodon monoceros,yes
marine_mammals,monodon monoceros,specialisation,extreme_diet_specialization,monodon monoceros,specialist
marine_mammals,monodon monoceros,specialisation,habitat_forming,monodon monoceros,no
marine_mammals,monodon monoceros,specialisation,terrestrial_and_marine_life_stages,monodon monoceros,no
marine_mammals,monodon monoceros,specialisation,within_stage_dependent_habitats_condition,monodon monoceros,surface water;deep water;sea ice edge;estuary;fjords
marine_mammals,pusa hispida,biomass_removal,biomass_removal_vulnerability_trait,phocidae,vulnerable
marine_mammals,pusa hispida,biophysical_traits,adult_body_mass_body_size,phocidae,>1000mm
marine_mammals,pusa hispida,biophysical_traits,calcium_carbonate_structure_location,phocidae,none
marine_mammals,pusa hispida,biophysical_traits,calcium_carbonate_structure_stages,phocidae,none
marine_mammals,pusa hispida,biophysical_traits,communication_requirement_sound,phocidae,yes
marine_mammals,pusa hispida,biophysical_traits,extreme_pressure_wave_sensitive_structures,phocidae,low
marine_mammals,pusa hispida,biophysical_traits,flight,phocidae,no
marine_mammals,pusa hispida,biophysical_traits,respiration_structures,phocidae,lungs
marine_mammals,pusa hispida,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,phocidae,many
marine_mammals,pusa hispida,breeding_nesting_range_number_of_spawning_aggregations_fish,sub_population_dependence_on_particular_sites,phocidae,yes
marine_mammals,pusa hispida,foraging_range,number_of_sites_incl_terrestrial_wetlands,phocidae,many
marine_mammals,pusa hispida,movement,adult_mobility,phocidae,mobile resident;horizontal migrator
marine_mammals,pusa hispida,movement,planktonic_larval_duration_pld_exposure,phocidae,not larvae
marine_mammals,pusa hispida,physiological_tolerance_breadths,dissolved_oxygen,phocidae,air breathers
marine_mammals,pusa hispida,physiological_tolerance_breadths,ph,phocidae,7.8-8.2
marine_mammals,pusa hispida,physiological_tolerance_breadths,salinity,phocidae,na
marine_mammals,pusa hispida,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,phocidae,not sensitive
marine_mammals,pusa hispida,physiological_tolerance_breadths,thermal_sensitivity_to_heat_spikes_heat_waves,phocidae,yes
marine_mammals,pusa hispida,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,phocidae,30c
marine_mammals,pusa hispida,physiological_tolerance_breadths,thermal_tolerance_range,phocidae,>15c;0-2.5c;10-15c;2.5-5c;5-7.5c;7.5-10c
marine_mammals,pusa hispida,r_reproductive_traits,age_to_1st_reproduction_generation_time,phocidae,1-5yrs
marine_mammals,pusa hispida,r_reproductive_traits,are_there_sub_populations,phocidae,yes
marine_mammals,pusa hispida,r_reproductive_traits,can_the_sex_ratio_be_altered_by_temperature,phocidae,no
marine_mammals,pusa hispida,r_reproductive_traits,fecundity,phocidae,<1
marine_mammals,pusa hispida,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,phocidae,no larva
marine_mammals,pusa hispida,r_reproductive_traits,global_population_size,phocidae,100k-1m
marine_mammals,pusa hispida,r_reproductive_traits,lifetime_reproductive_opportunities,phocidae,11-25
marine_mammals,pusa hispida,r_reproductive_traits,max_age,phocidae,20-100yrs
marine_mammals,pusa hispida,r_reproductive_traits,parental_investment,phocidae,live birth/egg care
marine_mammals,pusa hispida,r_reproductive_traits,post_birth_hatching_parental_dependence,phocidae,month-year
marine_mammals,pusa hispida,r_reproductive_traits,reproductive_strategy,phocidae,sexual dioecious
marine_mammals,pusa hispida,spatial_scale_of_species,depth_min_max,phocidae,epipelagic;mesopelagic;bathypelagic;air
marine_mammals,pusa hispida,spatial_scale_of_species,eoo_range,phocidae,<99
marine_mammals,pusa hispida,spatial_scale_of_species,zone,phocidae,neritic;oceanic;intertidal
marine_mammals,pusa hispida,specialisation,across_stage_dependent_habitats_condition,phocidae,surface water;continental shelf;rocky intertidal;sea ice edge
marine_mammals,pusa hispida,specialisation,air_sea_interface,phocidae,yes
marine_mammals,pusa hispida,specialisation,dependent_interspecific_interactions,phocidae,no
marine_mammals,pusa hispida,specialisation,extreme_diet_specialization,phocidae,generalist
marine_mammals,pusa hispida,specialisation,habitat_forming,phocidae,no
marine_mammals,pusa hispida,specialisation,photosynthetic,phocidae,no
marine_mammals,pusa hispida,specialisation,terrestrial_and_marine_life_stages,phocidae,yes
marine_mammals,pusa hispida,specialisation,within_stage_dependent_habitats_condition,phocidae,rocky intertidal;sea ice edge
marine_mammals,ursus maritimus,biomass_removal,biomass_removal_vulnerability_trait,ursus maritimus,vulnerable
marine_mammals,ursus maritimus,biophysical_traits,adult_body_mass_body_size,ursus maritimus,>1000mm
marine_mammals,ursus maritimus,biophysical_traits,biomineral,ursus maritimus,other
marine_mammals,ursus maritimus,biophysical_traits,calcium_carbonate_structure_location,ursus maritimus,none
marine_mammals,ursus maritimus,biophysical_traits,calcium_carbonate_structure_stages,ursus maritimus,none
marine_mammals,ursus maritimus,biophysical_traits,communication_requirement_sound,ursus maritimus,yes
marine_mammals,ursus maritimus,biophysical_traits,extreme_pressure_wave_sensitive_structures,ursus maritimus,low
marine_mammals,ursus maritimus,biophysical_traits,flight,ursus maritimus,no
marine_mammals,ursus maritimus,biophysical_traits,navigation_requirements_light,ursus maritimus,yes
marine_mammals,ursus maritimus,biophysical_traits,respiration_structures,ursus maritimus,lungs
marine_mammals,ursus maritimus,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,ursus maritimus,does not aggregate
marine_mammals,ursus maritimus,foraging_range,number_of_sites_incl_terrestrial_wetlands,ursus maritimus,many
marine_mammals,ursus maritimus,movement,adult_mobility,ursus maritimus,nomadic
marine_mammals,ursus maritimus,movement,planktonic_larval_duration_pld_exposure,ursus maritimus,not larvae
marine_mammals,ursus maritimus,physiological_tolerance_breadths,dissolved_oxygen,ursus maritimus,air breathers
marine_mammals,ursus maritimus,physiological_tolerance_breadths,ph,ursus maritimus,7.8-8.2
marine_mammals,ursus maritimus,physiological_tolerance_breadths,salinity,ursus maritimus,na
marine_mammals,ursus maritimus,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,ursus maritimus,na
marine_mammals,ursus maritimus,physiological_tolerance_breadths,thermal_sensitivity_to_heat_spikes_heat_waves,ursus maritimus,yes
marine_mammals,ursus maritimus,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,ursus maritimus,5c
marine_mammals,ursus maritimus,r_reproductive_traits,age_to_1st_reproduction_generation_time,ursus maritimus,1-5yrs
marine_mammals,ursus maritimus,r_reproductive_traits,are_there_sub_populations,ursus maritimus,yes
marine_mammals,ursus maritimus,r_reproductive_traits,fecundity,ursus maritimus,<1
marine_mammals,ursus maritimus,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,ursus maritimus,na
marine_mammals,ursus maritimus,r_reproductive_traits,global_population_size,ursus maritimus,10k-100k
marine_mammals,ursus maritimus,r_reproductive_traits,lifetime_reproductive_opportunities,ursus maritimus,2-10
marine_mammals,ursus maritimus,r_reproductive_traits,max_age,ursus maritimus,20-100yrs
marine_mammals,ursus maritimus,r_reproductive_traits,parental_investment,ursus maritimus,live birth/egg care
marine_mammals,ursus maritimus,r_reproductive_traits,post_birth_hatching_parental_dependence,ursus maritimus,>year
marine_mammals,ursus maritimus,r_reproductive_traits,reproductive_strategy,ursus maritimus,sexual dioecious;sexual hermaphrodite
marine_mammals,ursus maritimus,spatial_scale_of_species,depth_min_max,ursus maritimus,epipelagic
marine_mammals,ursus maritimus,spatial_scale_of_species,eoo_range,ursus maritimus,>20000
marine_mammals,ursus maritimus,spatial_scale_of_species,zone,ursus maritimus,neritic
marine_mammals,ursus maritimus,specialisation,across_stage_dependent_habitats_condition,ursus maritimus,sea ice edge;surface water
marine_mammals,ursus maritimus,specialisation,air_sea_interface,ursus maritimus,yes
marine_mammals,ursus maritimus,specialisation,dependent_interspecific_interactions,ursus maritimus,no
marine_mammals,ursus maritimus,specialisation,habitat_forming,ursus maritimus,no
marine_mammals,ursus maritimus,specialisation,photosynthetic,ursus maritimus,no
marine_mammals,ursus maritimus,specialisation,terrestrial_and_marine_life_stages,ursus maritimus,no
marine_mammals,ursus maritimus,specialisation,within_stage_dependent_habitats_condition,ursus maritimus,sea ice edge;surface water
molluscs,crassostrea virginica,biomass_removal,biomass_removal_vulnerability_trait,crassostrea virginica,vulnerable
molluscs,crassostrea virginica,biophysical_traits,adult_body_mass_body_size,crassostrea virginica,50mm-999mm
molluscs,crassostrea virginica,biophysical_traits,biomineral,crassostrea virginica,aragonite
molluscs,crassostrea virginica,biophysical_traits,calcium_carbonate_structure_location,crassostrea virginica,external with a cover
molluscs,crassostrea virginica,biophysical_traits,calcium_carbonate_structure_stages,crassostrea virginica,adult;larvae
molluscs,crassostrea virginica,biophysical_traits,communication_requirement_sound,crassostrea virginica,no
molluscs,crassostrea virginica,biophysical_traits,extreme_pressure_wave_sensitive_structures,crassostrea virginica,none
molluscs,crassostrea virginica,biophysical_traits,flight,crassostrea virginica,no
molluscs,crassostrea virginica,biophysical_traits,respiration_structures,crassostrea virginica,gills;filter feeders
molluscs,crassostrea virginica,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,crassostrea virginica,does not aggregate
molluscs,crassostrea virginica,foraging_range,number_of_sites_incl_terrestrial_wetlands,crassostrea virginica,does not aggregate
molluscs,crassostrea virginica,movement,adult_mobility,crassostrea virginica,sessile
molluscs,crassostrea virginica,movement,planktonic_larval_duration_pld_exposure,crassostrea virginica,<1month
molluscs,crassostrea virginica,physiological_tolerance_breadths,dissolved_oxygen,crassostrea virginica,medium tolerance
molluscs,crassostrea virginica,physiological_tolerance_breadths,ph,crassostrea virginica,7.8-8.2
molluscs,crassostrea virginica,physiological_tolerance_breadths,salinity,crassostrea virginica,stenohaline
molluscs,crassostrea virginica,physiological_tolerance_breadths,sensitivity_to_wave_energy_physical_forcing,crassostrea virginica,not sensitive
molluscs,crassostrea virginica,physiological_tolerance_breadths,thermal_sensitivity_to_heat_spikes_heat_waves,crassostrea virginica,no
molluscs,crassostrea virginica,physiological_tolerance_breadths,thermal_sensitivity_to_ocean_warming_max_temps_tolerated,crassostrea virginica,30c
molluscs,crassostrea virginica,physiological_tolerance_breadths,thermal_tolerance_range,crassostrea virginica,>15c
molluscs,crassostrea virginica,r_reproductive_traits,age_to_1st_reproduction_generation_time,crassostrea virginica,1-5yrs
molluscs,crassostrea virginica,r_reproductive_traits,are_there_sub_populations,crassostrea virginica,yes
molluscs,crassostrea virginica,r_reproductive_traits,can_the_sex_ratio_be_altered_by_temperature,crassostrea virginica,unknown
molluscs,crassostrea virginica,r_reproductive_traits,fecundity,crassostrea virginica,>10000
molluscs,crassostrea virginica,r_reproductive_traits,feeding_larva_post_hatching_metamorphosis,crassostrea virginica,feeding calcifier
molluscs,crassostrea virginica,r_reproductive_traits,global_population_size,crassostrea virginica,>1m
molluscs,crassostrea virginica,r_reproductive_traits,lifetime_reproductive_opportunities,crassostrea virginica,unknown
molluscs,crassostrea virginica,r_reproductive_traits,max_age,crassostrea virginica,unknown
molluscs,crassostrea virginica,r_reproductive_traits,parental_investment,crassostrea virginica,spawner
molluscs,crassostrea virginica,r_reproductive_traits,post_birth_hatching_parental_dependence,crassostrea virginica,na
molluscs,crassostrea virginica,r_reproductive_traits,reproductive_strategy,crassostrea virginica,sexual hermaphrodite
molluscs,crassostrea virginica,spatial_scale_of_species,depth_min_max,crassostrea virginica,epipelagic;air
molluscs,crassostrea virginica,spatial_scale_of_species,eoo_range,crassostrea virginica,>20000
molluscs,crassostrea virginica,spatial_scale_of_species,zone,crassostrea virginica,intertidal;benthic
molluscs,crassostrea virginica,specialisation,across_stage_dependent_habitats_condition,crassostrea virginica,surface water
molluscs,crassostrea virginica,specialisation,air_sea_interface,crassostrea virginica,no
molluscs,crassostrea virginica,specialisation,dependent_interspecific_interactions,crassostrea virginica,no
molluscs,crassostrea virginica,specialisation,extreme_diet_specialization,crassostrea virginica,generalist
molluscs,crassostrea virginica,specialisation,habitat_forming,crassostrea virginica,no
molluscs,crassostrea virginica,specialisation,photosynthetic,crassostrea virginica,no
molluscs,crassostrea virginica,specialisation,terrestrial_and_marine_life_stages,crassostrea virginica,no
molluscs,crassostrea virginica,specialisation,within_stage_dependent_habitats_condition,crassostrea virginica,rocky intertidal;rocky reef
molluscs,haliotis kamtschatkana,biomass_removal,biomass_removal_vulnerability_trait,haliotis kamtschatkana,vulnerable
molluscs,haliotis kamtschatkana,biophysical_traits,adult_body_mass_body_size,haliotis kamtschatkana,50mm-999mm
molluscs,haliotis kamtschatkana,biophysical_traits,biomineral,haliotis kamtschatkana,calcite
molluscs,haliotis kamtschatkana,biophysical_traits,calcium_carbonate_structure_location,haliotis kamtschatkana,external with a cover
molluscs,haliotis kamtschatkana,biophysical_traits,calcium_carbonate_structure_stages,haliotis kamtschatkana,adult;larvae
molluscs,haliotis kamtschatkana,biophysical_traits,communication_requirement_sound,haliotis kamtschatkana,no
molluscs,haliotis kamtschatkana,biophysical_traits,extreme_pressure_wave_sensitive_structures,haliotis kamtschatkana,none
molluscs,haliotis kamtschatkana,biophysical_traits,flight,haliotis kamtschatkana,no
molluscs,haliotis kamtschatkana,biophysical_traits,respiration_structures,haliotis kamtschatkana,gills
molluscs,haliotis kamtschatkana,breeding_nesting_range_number_of_spawning_aggregations_fish,number_of_sites,haliotis kamtschatkana,does not aggregate
molluscs,haliotis kamtschatkana,foraging_range,number_of_sites_incl_terrestrial_wetlands,haliotis kamtschatkana,does not aggregate
molluscs,haliotis kamtschatkana,foraging_range,sub_population_dependence_on_particular_sites,haliotis kamtschatkana,yes
molluscs,haliotis kamtschatkana,movement,adult_mobility,haliotis kamtschatkana,nearly sessile/sedentary
