species,aphia_id
placamen tiara,-999
placida cremoniana,141564
placida dendritica,141565
plagiocardium mansitii,-9999
plagiocardium papillosum,139014
plagiocardium pseudolatum,759591
plagiocardium setosum,216403
plakobranchus ocellatus,451657
plakosyllis quadrioculata,238529
planaxis niger,216722
planaxis savignyi,140787
planaxis sulcatus,216719
planes major,444469
planiliza haematocheila,1043603
planiliza melinopterus,1043425
planispirinoides bucculentus,112572
planorbulina mediterranensis,-999
platidia davidsoni,104067
platybelone argalus annobonensis,293708
platybelone argalus argalus,293709
platybelone argalus platura,293711
platybelone argalus platyura,293712
platybelone argalus pterura,293713
platybelone argalus trachura,293714
platydasys maximus,114629
platydasys ocellatus,114630
platygyra carnosus,289204
platylambrus fraterculus,422027
platylambrus pourtalesii,-9999
platylambrus prensor,-9999
plawenia argentinensis,395237
plectodon granulatus,421010
plesiastrea devantieri,288826
plesionika nesisi,515500
plesiothyreus rushii,419517
plesiotrochus unicinctus,738626
pleuromamma abdominalis,104637
pleuromamma gracilis,104639
pleuroploca aurantiaca,448492
pleuroploca filamentosa,217072
pleuroploca gigantea,527746
pleuroprion murdochi,257328
pleurotomella aguayoi,434652
pleurotomella lottae,139349
pleurotomella tcherniai,434691
plexaura flexuosa,367817
plexaurella fusifera,292021
plicatula simplex,345536
plicifusus kroeyeri,-9999
pliciloricus dubius,154510
pliciloricus enigmaticus,154513
pliciloricus orphanus,154515
pliciloricus profundus,154517
plocamium cartilagineum,145782
pneophyllum fragile,145206
pocillopora danae,206963
podochela curvirostris,421951
podochela lamelligera,421953
poecilasma kaempferi,183353
poecilasma obliqua,345629
poirieria actinophora,140412
polinices aurantium,-9999
polinices didyma,225263
polinices mammatus,817863
polinices melanostoma,216926
polinices melanostomoides,-9999
polinices nubilus,419764
polinices simiae,216922
polinices tumidus,817847
politolana micropthalma,-9999
pollia karinae,759317
pollia subrubiginosus,-9999
pollicipes pollicipes,106177
pollicipes polymerus,535329
polybius holsatus,-9999
polybranchia pallens,494521
polybranchia westralis,494525
polycera incognita,420615
polycheles aculeatus,383199
polycheles crucifer,107694
polycheles sculptus,183356
polydora socialis,334576
polymesoda erosa,872679
polymesoda expansa,761286
polyophthalmus pictus,130510
polyphysia crassa,130977
polyplectana kefersteini,-9999
polysiphonia atlantica,144608
polysiphonia denudata,144623
polysiphonia scopulorum,144664
polysiphonia sertularioides,144666
aspidosiphon misakiensis,425023
aspidosiphon muelleri,425058
aspidosiphon parvulus,425106
aspidosiphon spiralis,425068
aspidosiphon steenstrupii,425113
aspidosiphon tenuis,425131
aspidosiphon thomassini,-9999
aspidosiphon venabulum,425152
aspidosiphon zinni,425155
assiminea succinea,-9999
assiminea vulgaris,-9999
astacilla marionis,871028
astacilla regina,-9999
astacolus crepidulus,113781
astarte nana,538200
asterina cepheus,213129
asterina coronata,-999
asterina sarasini,377336
asteronema breviarticulatum,375026
asteroporpa annulata,244742
asteroporpa australiensis,-9999
asteropsis lissoterga,378557
asteroschema ferox,244865
asthenothaerus hemphilli,421003
asthenothaerus maxwelli,395494
astralium phoebium,419498
astreosmilia connata,207519
astriclypeus manni,513137
astroceras mammosus,-9999
astronesthes formosana,-9999
astropecten comptus,178649
astropecten mindanensis,-9999
astropecten nitidus,178668
astropecten primigenius,345415
astrorhiza arenaria,113840
astroscopus y-graecum,-9999
astrotia stokesii,344021
astyris antares,828206
astyris profundi,419985
asymmetron lucayanum,221006
athanas indicus,-9999
atherinosoma elongata,-9999
atlantocuma benguelae,-9999
atlantocuma elongatum,-9999
atrina saccata,-9999
attiliosa glennduffyi,-9999
atylus vedlomensis,102132
atys cylindricus,215010
atys exarata,-9999
atys macandrewi,-9999
polystira barretti,-9999
polysyncraton millepore,-9999
pomatoceros americanus,331044
pomatoceros triqueter,131027
pomatoleios kraussii,131028
pontophilus orientalis,-9999
porania antarctica,172777
poraniomorpha bidens,-9999
poraniomorpha tumida,-9999
porites sillimaniana,-9999
poromya elongata,494231
poromya granulata,-999
poromya rostrata,408618
poromya tornata,140845
poromya undosa,408626
porphyria flintae,169619
portieria hornemannii,213851
portlandia fraterna,580127
portlandia frigida,254649
portlandia intermedia,156974
portlandia lenticula,156360
portunus depressifrons,-9999
portunus gibbesii,1061746
portunus gladiator,-9999
portunus hastatus,1061747
portunus iranjae,-9999
portunus longispinosus,-9999
portunus macrophthalmus,-9999
portunus paralatibrachium,-9999
portunus rubromarginatus,-9999
portunus sebae,-9999
portunus spinicarpus,-9999
portunus spinimanus,-9999
portunus vossi,-9999
portunus xantusii,1061764
potamilla ceylonica,331075
potamilla ehlersi,209927
potamilla reniformis,155389
praxillella gracilis,130324
praxillura longissima,130327
predaea weldii,372322
pretostrea rosacea,1507984
priapulopsis australis,265143
priapulopsis bicaudatus,101157
priapulus caudatus,101160
primnoisis antarctica,173344
primnoisis delicatula,287462
primnoisis fragilis,173347
primnoisis sparsa,287465
prionocidaris verticillata,214643
prionospio malmgreni,131159
priotrochus kotschyi,573057
probopyria alphei,262583
procerolagena gracilis,399473
processa tenuipes,-9999
prochaetoderma alleni,850644
prochaetoderma brevicaudatum,-9999
prochaetoderma californicum,544986
prochaetoderma clenchi,850645
prochaetoderma gauson,-9999
prochaetoderma gladiatum,544999
prochaetoderma grossum,-9999
prochaetoderma hystrix,-9999
prochaetoderma scalpellum,-9999
prochaetoderma turnerae,850646
profischeria delessertii,494630
prolixodens benthica,592039
prolixodens crassa,592040
prolixodens infracolor,592020
propeamussium jeffreysi,-9999
propeamussium maorium,581072
propeamussium pourtalesianum,420770
propeamussium sayanum,420771
propontocypris bengalensis,460453
proporus carolinensis,380080
prorocentrum hoffmannianum,232423
prorocentrum lima,110301
prorocentrum mexicanum,231885
prosipho contrarius,197401
prosipho hunteri,197409
prostheceraeus giesbrechtii,483815
prostheceraeus roseus,483820
prostheceraeus vittatus,142820
protocuspidaria verityi,183374
protoptilum thomsoni,-9999
protothaca granulata,582806
provanna buccinoides,450001
provanna glabra,450002
provanna ios,450004
provanna laevis,450005
provanna muricata,450008
provanna nassariaeformis,450009
provanna segonzaci,450011
provanna variabilis,450012
psammocora explanulata,207265
psammocora haimeana,207262
psammocora obtusangula,287783
psammocora superficialis,207270
psammocora vaughani,207266
psammodoris thompsoni,535666
psammosphaera fusca,-999
psammotellina ambigua,-9999
psammotellina pallens,-9999
pseudamusium pteriola,197423
pseudamussium septemradiatum,153001
pseudamussium sulcatum,181301
pseudione overstreeti,255324
pseudoceros luteus,483986
pseudochama inezae,543281
pseudocnus intermedia,529631
pseudocnus laevigatus,174060
pseudocnus marionensis,529634
pseudocnus perrieri,174061
pseudocyphoma intermedium,419739
pseudoliomera helleri,-9999
pseudomalaxis zancleus,160015
pseudomaretia alta,214663
pseudoneaera wellmani,408102
pseudonodosinella nodulosa,491734
pseudopallene glutus,239923
pseudopallene zamboangae,239471
pseudopterogorgia acerosa,290888
pseudopterogorgia americana,290890
pseudopterogorgia anceps,290922
pseudopterogorgia elisabethae,290895
pseudopterogorgia rigida,290906
pseudopythina macrophthalmensis,578912
pseudopythina maipoensis,578914
pseudopythina subsinuata,-9999
pseudosagitta scrippsae,266259
pseudoscalibregma parvum,130978
pseudoscilla babylonia,420459
pseudosphaeroma campbellensis,-9999
pseudostomella etrusca,114636
pseudostomella plumosa,265568
pseudostomella roscovita,114637
pseudotanais lilljeborgi,-9999
pseudotorinia bullisi,420418
pseudotriloculina granulocostata,559845
pseudotriloculina linneiana,723281
pseudovertagus aluco,473486
pseudovertagus nobilis,598379
psilaxis krebsii,224361
psilaxis oxytropis,585886
psilaxis radiatus,585885
psolus chitinoides,225808
pteria avicula,820550
pteria brevialata,464507
pteria carchariarum,-9999
pteria chinensis,208445
pteria falcata,592590
pteria longisquamosa,582488
pteria loveni,208447
pteria marmorata,208452
pteria vitrea,156986
pterocladia lucida,371171
pterocladiella capillacea,145599
pterognathia ctenifera,265654
pterognathia ugera,265661
pterotyphis triangularis,419958
pterymarchia barclayana,406244
pterynotus havanensis,406218
pterynotus martinetana,-9999
pterynotus miyokoae,406221
pterynotus phaneus,406225
ptilocaulis flexibilis,165612
ptilocaulis walpersi,-9999
ptychobela flavidula,820525
ptychosalpinx globulus,419979
ptychostomella tyrrhenica,114642
puberella intapurpurea,420958
puberella pubera,420959
puellina innominata,111330
puellina radiata,111339
puellina venusta,111342
pugilina cochlidium,567156
pugilina colosseus,-9999
pugilina ternatana,-9999
pugnus serrei,420135
pulsellum bushi,-9999
pulsellum lobatum,382378
pulvinites exemplus,-9999
punctacteon eloiseae,716793
puncturella acuminata,766629
puncturella borroi,871255
puncturella circularis,766630
puncturella sportella,527891
pupa affinis,215315
pupa alveola,716728
pupa solidula,215317
pupa strigosa,215310
pupa sulcata,215312
pupa tragulata,531503
pusillina marmorata,865447
pustulostrea tuberculata,1507988
pusula maltbiana,419748
pycnodonte hyotis,1507995
pycnogonum africanum,266433
pycnogonum anovigerum,266434
pycnogonum carinatum,266435
pycnogonum elephas,266437
pycnogonum lobipes,266438
pycnogonum musaicum,266439
pycnogonum ornans,266440
pycnogonum pusillum,134747
pyramidella dolabrata,208421
pyramidella sulcata,208429
pyramidelloides suteri,536367
pyrene deshayesii,760914
pyrene scripta,208025
pyrene testudinaria,208032
pyrene turturina,208026
pyrene varians,208021
pyrgo inornata,-999
pyrgoma cancellatum,733166
pyrgopsella stellula,733168
pyriporoides precocialis,535857
pythia scarabaeus,-9999
questa caudicirra,130860
quinca mirifica,320892
quinqueloculina arctica,112613
quinqueloculina bosciana,112620
quinqueloculina dimidiata,-999
quinqueloculina disparilis,-999
quinqueloculina lamarckiana,112643
quinqueloculina parkeri,417711
quinqueloculina philippinensis,492937
quinqueloculina polygona,-999
quinqueloculina rugosa,-999
quinqueloculina seminula,112674
radsia barnesii,386265
ranella olearius,-9999
raninoides loevis,-9999
raoulserenea pygmaea,409403
raspailia australiensis,193198
raspailia clathrata,193200
raspailia nuda,193203
raspailia vestigifera,193189
raspailia wilkinsoni,168104
rata tuamotense,444066
recurvoides turbinatus,114058
rehderella belyaevi,733208
renilla chilensis,-999
reophax scorpiurus,114016
retilaskeya bicolor,419889
retilaskeya emersonii,579233
retilaskeya zelandica,579234
retrotapes exalbidus,533373
retusa caelata,420547
reynellona natalis,413896
reynellona semipellucida,413898
rhabdadenia biflora,418750
rhabdammina abyssorum,113898
rhabdus dalli,344594
rhincalanus cornutus,104542
rhinella marina,1432725
rhinoclavis articulata,215118
rhinoclavis aspera,215120
rhinoclavis diadema,215124
rhinoclavis fasciata,215117
rhinoclavis kochi,139068
rhinoclavis longicaudata,742651
rhinoclavis sinensis,215119
rhinoclavis sordidula,473573
rhinoclavis vertagus,215122
rhipilia orientalis,214420
rhizoclonium riparium,145075
rhizopsammia verrilli,210737
rhodine gracilior,130330
rhomboidella prideaux,416656
rhopalomenia aglaopheniae,141143
rictaxis punctocaelatus,581391
ringicula australis,-999
ringicula grandinosa,531505
ringicula nitida,156668
ringicula propinquans,717061
ringicula semistriata,420508
risbecia nyalya,420594
risomurex caribbaeus,419954
rissoella caribaea,420414
rissoella galba,533382
rissoella globularis,141148
rissoina balteata,216942
rissoina cancellata,-999
rissoina decussata,419626
rissoina elegantissima,419628
rissoina mayori,533387
rissoina princeps,419631
rissoina reticulata,861588
rissoina sagraiana,419632
rissoina striosa,419634
rissoina tenuistriata,765935
rissopsetia hummelincki,420476
ritterella pedunculata,221019
roboastra tigris,531379
roburnella wilsoni,494426
rochefortia tumida,246818
rochinia crassa,107360
rochinia umbonata,422013
rosalina floridana,113169
rostanga australis,533987
rostratoverruca intexta,535336
rostratoverruca koehleri,535337
royella sinon,216723
ruditapes decussatus,231749
ruditapes variegatus,826409
rugiloricus carolinensis,154514
rugiloricus cauliculus,154511
runcina divae,533394
ruppia maritima,234031
sabaco elongatus,157550
sabella variegata,331632
sabellaria alcocki,130865
saccammina sphaerica,-999
saccorhiza ramosa,113974
saccostrea cucullata,224654
safropallene longimana,240037
sagartia elegans,100991
sagartia troglodytes,-999
sagartiogeton undatus,101002
sagittalarva inornatus,1010074
salenia goesiana,422487
salomeus ortmanni,-9999
samarangia quadrangularis,216595
sandalolitha africana,291008
sanguinolaria cruenta,507192
sanguinolaria virescens,-9999
sansonia alisonae,395927
sansonia kirkpatricki,413941
sansonia shigemitsui,413943
sansonia tuberculata,413945
saracrinus superbus,1456315
saracrinus varians,414149
sargassum crassifolium,496115
sargassum cristaefolium,496116
sargassum filipendula,494800
sargassum gracillimum,495114
sargassum hystrix,373201
sargassum oligocystum,494981
sargassum paniculatum,495016
sargassum polyceratium,494914
sargassum polycystum,494865
sargassum sinclairii,494922
sargassum turbinarioides,495032
sargassum turbinatifolium,374080
sargassum vulgare,494801
sarsia angulata,284530
sarsia gemmifera,117482
sarsia prolifera,117489
sassia lewisi,181012
saurenchelys lateromaculatus,-9999
savignium crenatum,535339
savignium dentatum,535340
savignium milliporae,-9999
sayella fusca,160443
scalibregma inflatum,130980
scalpellum gibbum,421118
scalpellum scalpellum,106204
scalpellum stearnsii,535344
scalpellum striolatum,156387
scaphander bathymophila,-9999
scaphander pilsbryi,420541
scapharca cornea,397066
scapharca globosa,546018
scapharca gubernaculum,591366
scapharca indica,-9999
scapharca pilula,758929
scaphocalanus longifurca,104797
scapophyllia cylindrica,291024
schistomeringos incerta,334729
schizomavella auriculata,111091
schizomavella discoidea,111094
schizoporella longirostris,153765
schwartziella bouryi,419635
scinaia hormoides,374105
scintilla anomala,765672
scintilla opalinus,-9999
scissula consobrina,420890
scissula iris,420891
scissurella coronata,493049
scissurella garciai,-9999
scissurella tabulata,493029
scleracis guadaloupensis,418854
sclerocheilus unoculus,331708
sclerochilus meridionalis,391399
scolecithricella bradyi,360288
scolecithricella tenuiserrata,237972
scolelepis squamata,131177
scolelepis texana,-9999
scoletoma impatiens,130263
scoloplos acmeceps,337437
scoloplos chevalieri,130538
scoloplos rubra,421020
scoloplos texana,337456
scolopsis igcarensis,835114
scolymia australis,287851
scolymia vitiensis,207395
sconsia striata,419782
scopelocheirus schellenbergi,237478
scopimera crabicauda,-9999
scottocalanus australis,355588
scrupocellaria bertholetti,-9999
scrupocellaria regularis,422285
scrupocellaria reptans,111247
scyllarus batei,210080
scypha ciliata,150243
scyphoproctus aciculatus,331792
scyphoproctus armatus,712190
scyphoproctus platyproctus,331798
seguapallene insignata,-9999
seguenzia trispinosa,883305
seila adamsii,160051
seila bulbosa,592328
seila chathamensis,592307
seila dilecta,592303
seila maoria,592302
seila regia,592331
seila terebelloides,592310
semaeognathia sterreri,266013
semicassis cicatricosa,419783
semipallium coruscans,820225
semipallium tigris,820231
sepiola aurantiaca,141455
sepiola birostrata,342201
sepiola ligulata,141457
sepiola parva,342203
septa gemmata,220951
septaria porcellana,-9999
septifer bifurcatus,546021
septifer bryanae,724064
septifer keenae,543510
septifer virgatus,367774
sergestes arcticus,107125
sergestes brevispinatus,377581
sergestes cornutus,107128
sergestes curvatus,240902
sergestes edwardsii,107129
sergestes henseni,240784
sergestes paraseminudus,240786
sergestes pestafer,377594
sergestes vigilax,107133
sergia bigemmea,377601
sergia challengeri,377603
sergia creber,-9999
sergia extenuata,240789
sergia gardineri,377607
sergia grandis,107134
sergia japonica,107135
sergia potens,240790
sergia regalis,240792
sergia robusta,107136
sergia scintillans,240793
sergia splendens,107137
sergia talismani,240794
sergia vityazi,514155
seriatopora guttatus,288067
serpula sombreriana,331892
serpulorbis colubrinus,438935
serpulorbis decussatus,419555
serpulorbis medusae,549429
serpulorbis riisei,419556
sertularella argentinica,285481
sertularella intricata,285521
sertularia distans,-999
sertularia ligulata,285606
sertularia turbinata,117926
sesarma boulengeri,444493
shinkailepas briandi,180862
sicyonia lancifera,-9999
siderastrea glynni,287840
sidnyum pererratum,253824
sidnyum radiatum,173672
sidnyum turbinatum,103684
sidonops neptuni,170220
sigillina mjobergi,253833
sigmadocia edaphus,193436
sigmella edwardsi,759658
sigmoihauerina bradyi,112525
silhouettea nuchipunctatus,-9999
siliqua winteriana,-9999
siliquaria cumingii,215149
sillaginopodys chondropus,321525
sillago intermedius,-9999
similiphora intermedia,419916
sinophiura multispina,244363
sinularia compressa,288503
siphonaria lessoni,-9999
siphonochelus longicornis,536198
siphonochelus tityrus,720050
siphonoecetes striatus,-9999
sipunculus longipapillosus,424075
sipunculus nudus,424084
sipunculus phalloides,424100
sipunculus polymyotus,424104
siriella clausi,120210
smaragdia paulucciana,559789
smilium acutum,106175
smilium peronii,535355
smilium scorpio,535356
smilium vaubanianum,733405
audulla chelifera,410793
aulacomya ater,224604
austinograea yunohana,-9999
australomussa rowleyensis,289490
austrocylichna exigua,531568
austrodecus aconae,239594
austrodecus fryi,266341
austrodecus minutum,377907
austrodecus tuberculatum,266344
austrodecus varan,266346
austroflustra vulgaris,173795
austrognatharia medusifera,265618
austrognatharia pecten,265620
austrognatharia strunki,265623
austrognathia christianae,265625
austrognathia nannulifera,265629
austromegabalanus nigrescens,535004
austromegabalanus psittacus,535006
austroneaera brooki,505128
austroneaera tangaroa,505129
austropallene tcherniae,-9999
austroteredo parksi,-9999
autolytus zonatus,327073
avicennia germinans,235037
avrainvillea erecta,221173
avrainvillea hollenbergii,375394
avrainvillea lacerata,221169
avrainvillea longicaulis,374518
avrainvillea nigricans,221177
axianassa heardi,593301
axinodon symmetros,140364
axiothella mucosa,340366
axociella spinosa,418831
bacteridium resticulum,420472
bairdoppilata villosa,391221
balaenoptera brydei,242603
balanoglossus clavigerus,137605
balanophyllia cellulosa,1291241
balanophyllia chnous,1509122
balanophyllia crassitheca,-9999
balanophyllia cyathoides,1431041
balanophyllia elegans,1288908
balanophyllia europaea,1451203
balanophyllia floridana,1289424
balanophyllia palifera,1289404
balanophyllia regia,1442415
balanus albicostatus,232641
balanus crenatus,106215
balanus improvisus,106218
balanus laevis,173651
solamen spectabilis,-9999
solariella lubrica,419444
solariella peramabilis,534185
solariella pourtalesi,1348855
solariella tiara,419447
solaster borealis,379865
solemya grandis,-999
solemya parkinsoni,818767
solemya reidi,507128
solen obliquus,413518
solenastrea bournoni,291054
solenastrea hyades,291055
solenocera prominentis,-9999
soletellina diphos,507210
solidobalanus auricoma,733536
solidobalanus ciliatus,212566
solidobalanus echinoplacis,733538
solidobalanus hawaiensis,733149
solidobalanus maldivensis,733150
solidobalanus socialis,535361
solieria chordalis,145681
sotalia fluviatilis,-9999
specula retifera,592001
specula styliformis,591969
spermothamnion investiens,214136
sphacelaria rigidula,145902
sphacelaria tribuloides,145904
sphaeroma quoyanum,1264288
sphaeronectes gracilis,135477
sphaerosyllis longicauda,131389
sphaerosyllis ridgiensis,-9999
sphenotrochus andrewianus,1416877
spiniraja whitleyi,712958
spinosipella acuticostata,403944
spinosipella agnes,458335
spinosipella deshayesiana,405124
spiochaetopterus costarum,129922
spiochaetopterus typicus,129924
spiophanes missionensis,332094
spirolaxis centrifugus,-999
spirolaxis lamelliferus,420421
spiroloculina clara,522800
spiroloculina depressa,-999
spiroloculina excavata,-999
splendrillia carolinae,434923
splendrillia lissotropis,420316
splendrillia moseri,420317
spondylus albibarbatus,543649
spondylus barbatus,207850
spondylus castus,207868
spondylus cumingii,543669
spondylus erectospinosus,506956
spondylus flabellum,543681
spondylus gussoni,-9999
spondylus ictericus,420773
spondylus serraticostus,543733
spondylus spectrum,543740
spondylus varians,207852
spondylus violascens,-9999
spondylus wrightianus,543750
spongia agaricina,132380
spongia australis,193768
spongia graminea,193786
spongia obliqua,193805
spongia obscura,193806
spongia officinalis,132407
spongia pertusa,-999
spongia tampa,193817
spongia tubulifera,193820
springeria folirostris,321650
springeria longirostris,1486867
spurilla macleayi,534052
spyridia filamentosa,144706
squilla mauritiana,-9999
squilla parva,409356
staphylaea nucleus,216891
staurocucumis nocturna,242043
staurophora mertensi,871888
staurotheca stolonifera,174620
steggoa magalaensis,174284
stegopoma plicatile,117975
stellaster equestris,213179
stenetrium minocule,294951
stenetrium stebbingi,294947
stenetrium zanzibarica,216061
stenothyra arabica,-9999
stephanocoenia michelinii,-9999
stephanocyathus coronatus,1451752
stephanocyathus diadema,1451572
stephanocyathus laevifundus,1451874
stephanocyathus moseleyanus,1451881
stephanocyathus nobilis,1451184
stephanocyathus paliferus,1451893
stephanocyathus spiniger,1451577
stephanolepis auratus,-9999
stephanometra echinus,450549
stephanometra oxyacantha,450559
stephopoma myrakeenae,533455
stereopneustes relictus,513770
sthenorytis pernobilis,419829
stichaeus punctatus punctatus,293745
stichopus anapinusus,242047
stichopus variegatus,210905
stiliger smaragdinus,494686
stoeba pauper,170279
stoeba plicata,170280
stomatella varia,215214
stomatia heckeliana,1350272
stomias boa boa,234601
stonogobiops xanthorhinica,-9999
storthyngura benti,255772
stramonita cruentata,533458
streptosyllis pettibonae,-9999
striatobalanus amaryllis,535364
striatobalanus tenuis,535368
strictispira quadrifasciata,-9999
strictispira solida,420394
striostrea circumpicta,506740
striostrea parasitica,1507992
strobiligera bigemma,419917
strobiligera inflata,419918
strombus aratrum,594564
strombus aurisdianae,215362
strombus bulla,215353
strombus canarium,215375
strombus dentatus,215360
strombus epidromis,456754
strombus gibberulus,215374
strombus haemastoma,215381
strombus labiatus,-999
strombus latissimus,564737
strombus latus,224255
strombus lentiginosus,215373
strombus luhuanus,215376
strombus marginatus,390571
strombus microurceus,745704
strombus minimus,564495
strombus mutabilis,180990
strombus persicus,141572
strombus raninus,565396
strombus sinuatus,-999
strombus urceus,215358
strongylacidon zanzibarense,817879
strongylura notata forsythia,293748
strongylura notata notata,275983
styela milleri,253934
styela talpina,251416
stylantheca porphyra,291145
stylocheilus citrinus,581424
stylocheilus longicauda,217246
stylonema alsidii,145688
stylopandalus richardi,107665
stypopodium zonale,145392
sunamphithoe pelagica,-9999
sundaya tuberculata,592043
sunetta effossa,215821
sunetta menstrualis,507899
sunetta truncata,215822
supplanaxis nucleus,419533
syllis corallicoloides,131425
symphurus civitatium,159357
symphurus leei,274251
symphyllia agaricia,288082
symphyllia erythraea,207397
symphyllia hassi,288083
symphyllia radians,207401
symphyllia recta,207399
symphyllia valenciennesii,207398
symphyllia wilsoni,288084
symplectoscyphus annae,-9999
symploca hydnoides,-999
symsagittifera corsicae,395665
synalpheus macclendoni,-9999
synelmis acuminata,332432
synelmis klatti,152345
synsynella choprae,-9999
synthopsis acuminata,592012
synthopsis regia,592013
syringodium filiforme,374715
syrinx aruanus,527732
syrnola brunnea,588529
tachyrhynchus erosus,196391
tachyrhynchus reticulatus,156447
taeniurops meyeni,712972
talabrica iredalei,724065
talochlamys gladysiae,393597
talparia cinerea,-9999
tamanovalva babai,531597
tanea euzona,216929
tanystylum grossifemora,-9999
tanystylum oculospinosum,266339
tapes dorsatus,826414
tapes literatus,215828
tapes platyptycha,-999
tapes rhomboides,152316
tapes sericeus,-999
tapes sulcarius,215827
taranteconus chiangi,430131
tarasovium cornutum,106186
tealia coriacea,283266
tectura testudinalis,140276
tectus conus,216323
tedania anhelans,133904
tedania brevispiculata,194283
tedania coralliophila,194304
tedania ignis,404078
tedania klausi,234209
tedania maeandrica,194309
tedania massa,194263
tedania mucosa,194275
tedania reticulata,194311
tedania spinata,194279
tegulaherpia myodoryata,140191
tegulaherpia tasmanica,390759
teinostoma clavium,419674
telescopium telescopium,215140
tellina bodegensis,582768
tellina bougei,605918
tellina carpenteri,575396
tellina donacina,141586
tellina fausta,582773
tellina foliacea,207716
tellina inflata,207734
tellina laevigata,582777
tellina linguafelis,207693
tellina modesta,582782
tellina nitens,-999
tellina perna,207724
tellina persica,420899
tellina petitiana,533479
tellina remies,710883
tellina rostrata,599277
tellina scobinata,207691
tellina senegambiensis,225466
tellina staurella,207731
tellina tenuis,141595
tellina timorensis,207743
tellina valtonis,141596
tellina virgata,207701
tellinella asperrima,605888
tellinella rastellum,605887
temnaspis excavatum,535394
temnaspis fissum,733383
temnaspis tridens,345644
tenagodus cumingi,-9999
tenagodus modestus,419539
tenagodus squamatus,419540
tenagodus trochlearis,595440
tenedocythere transoceanica,421400
tenuignathia rikerae,266026
tenupedunculus beddardi,263490
tenupedunculus dentimanum,263491
teralatirus cayohuesonicus,420049
teralatirus ernesti,420050
terebra acrior,420230
terebra affinis,208108
terebra alba,420231
terebra arcas,420232
terebra areolata,-999
terebra benthalis,420233
terebra brasiliensis,438794
terebra chlorata,208094
terebra circumcincta,447449
terebra colombiensis,390318
terebra columellaris,208117
terebra concava,420234
terebra crenulata,208116
terebra dimidiata,208077
terebra dislocata,160428
terebra felina,208070
terebra gemmulata,447502
terebra glossema,420237
terebra kilburni,208095
terebra limatula,420238
terebra maculata,-999
terebra mugridgeae,420240
terebra nassula,420241
terebra nebulosa,-999
terebra paucistriata,447587
terebra pertusa,208054
terebra protexta,420242
terebra undulata,208085
terebra vinosa,420244
terebra weisbordi,-9999
terebralia palustris,216725
terebralia sulcata,216724
terebratulina reevi,-9999
teredo mannii,530846
teredo matacotana,-9999
teredo mindaensis,-9999
terenolla pygmaea,217092
terpios gelatinosa,170892
tetilla polyura,134366
tetraclita serrata,208889
tetraclita squamosa,208890
tetraclitella depressa,742707
tetranchyroderma bunti,265573
tetranchyroderma cirrophorum,247814
tetranchyroderma faroense,247815
tetranchyroderma heterotubulatum,114650
tetranchyroderma hirtum,114651
tetranchyroderma megastomum,247818
tetranchyroderma papii,114659
tetranchyroderma paradoxum,265584
tetranchyroderma polyprobolostomum,265587
tetranchyroderma quadritentaculatum,114662
tetranchyroderma swedmarki,265589
tetranchyroderma thysanophorum,114667
tetranchyroderma tribolosum,114668
tetrastemma bicolor,-9999
tetrastemma nigrifrons,-9999
tetrazona glareosa,173481
tetreres philippinensis,334912
textularia foliacea,-999
textularia lateralis,-999
textularia rugosa,-999
thais alouina,-9999
thais armigera,207631
thais bufo,605275
thais clavigera,817471
thais deltoidea,817474
thais echinata,1531506
thais kieneri,817480
thais luteostoma,-9999
thais mancinella,207621
thais savignyi,207639
thais tuberosa,-9999
thala foveata,413812
thalamita cerasma,390572
thalamita coeruleipes,208876
thalamita cooperi,208863
thalamita crenata,208848
thalamita dakini,-9999
thalamita danae,208854
thalamita demani,208844
thalamita gracilipes,-9999
thalamita poisonii,-9999
thalamita prymna,208846
thalamita pseudopelsarti,387555
thalamita rubridens,442914
thalamita spinimana,442920
thalamita woodmasoni,442925
thalassia testudinum,374720
thalassodendron ciliatum,220228
thalassophina viperina,344124
thalessa aculeata,714220
tharyx dorsobranchialis,152432
thaumastocheles dochmiodon,382869
thaumastoderma mediterraneum,114674
thaumastoderma ramuliferum,114675
themiste alutacea,424627
themiste blanda,424640
themiste dehamata,424682
themiste dyscrita,424642
themiste hennahi,424647
themiste pyroides,424671
thesea guadalupensis,286434
thouarella koellikeri,-9999
thouarella variabilis,-9999
thouarella viridis,-9999
thracia conradi,156589
thracia devexa,141646
thracia meridionalis,197467
thracia morrisoni,421006
thracia septentrionalis,156454
thracia stimpsoni,421007
thracia trapezoides,506909
thracia vegrandis,506922
thracia vitrea,506900
thrypticotrochus multilobatus,291220
thurammina papillata,-999
thuridilla picta,224618
thyasira brevis,141657
thyasira dearborni,197468
thyasira equalis,141659
thyasira pygmaea,141671
thylacoplethus cubensis,720251
thyroscyphus scorpioides,287754
thysanichthys crossotus,282974
thysanozoon nigropapillosum,484047
timoclea costellifera,216596
timoclea grus,420960
timoclea imbricata,507933
timoclea marica,216598
timoclea pygmaea,420961
tisbe furcata,116665
titanoderma pustulatum,145216
tivela damaoides,507960
tivela floridana,420963
tivela isabelleana,533504
tivela mactroides,420964
tivela stultorum,367761
tjaernoeia exquisita,141684
tjaernoeia michaeli,457224
tochuina tetraquetra,1376424
tolypiocladia glomerulata,214277
tomlinsonia mclaughlinae,445274
tonicella rubra,140152
tonna cepa,577096
tonna olearium,576828
tornatina apicina,531523
tornatina exserta,531530
