orig_sciname,valid_name,aphia_id
haplomesus angustus,gracilimesus angustus,118682
haplomesus biscayensis,cornuamesus biscayensis,579409
haplomesus celticensis,gracilimesus celticensis,255882
haplomesus concinnus,fortimesus concinnus,579410
haplomesus consanguensis,fortimesus consanguensis,579411
haplomesus corniculatus,gracilimesus corniculatus,255885
haplomesus cornutus,fortimesus cornutus,579414
haplomesus formosus,fortimesus formosus,579415
haplomesus franklinae,contrarimesus franklinae,255888
haplomesus gigas,fortimesus gigas,579416
haplomesus gorbunovi,gracilimesus gorbunovi,183182
haplomesus hanseni,gracilimesus hanseni,255890
haplomesus insignis,gracilimesus insignis,264241
haplomesus longiramus,cornuamesus longiramus,255891
haplomesus modestatenuis,gracilimesus modestatenuis,579424
haplomesus modestus,gracilimesus modestus,233980
haplomesus profundicola,fortimesus profundicolus,579417
haplomesus robustus,fortimesus robustus,579418
haplomesus scabriusculus,fortimesus scabriusculus,579419
haplomesus tenuispinis,gracilimesus tenuispinis,183184
haplomesus thomsoni,fortimesus thomsoni,579420
haplomesus tropicalis,gracilimesus tropicalis,579427
haplomesus zuluensis,fortimesus zuluensis,579422
haploniscus latus,mastigoniscus latus,817133
haptolana belizana,haptolana belizana,260559
haptolana bowmani,haptolana bowmani,260560
haplomesus orientalis,no match,NA
haptolana somala,haptolana somala,260562
haptolana trichostoma,haptolana trichostoma,260563
helice leachi,pseudohelice subquadrata,444752
hemichromis elongatus,hemichromis elongatus,1021151
hemichromis fasciatus,hemichromis fasciatus,581701
hemichromis lifalili,hemichromis lifalili,1012500
hemilamprops abyssi,pseudolamprops abyssi,1307833
hemilamprops longisetae,chalarostylis longisetae,1307604
hemilamprops uniplicata,hemilamprops uniplicatus,110515
