taxon_name,common_name,fleet_gear_name,bycatch,type,destruction
littorina littorea,common periwinkle,dredge,high,demersal,destructive
palaemon serratus,common prawn,trap,high,demersal,non-destructive
palaemon serratus,common prawn,trawl,high,demersal,destructive
crangon crangon,common shrimp,trawl,high,demersal,destructive
palinurus elephas,common spiny lobster,trap,high,demersal,non-destructive
farfantepenaeus brevirostris,crystal shrimp,trawl,high,demersal,destructive
callinectes danae,dana's swimming crab,trap,high,demersal,non-destructive
callinectes danae,dana's swimming crab,dredge,high,demersal,destructive
callinectes danae,dana's swimming crab,trawl,high,demersal,destructive
callinectes danae,dana's swimming crab,seine,high,pelagic,non-destructive
parapenaeus longirostris,deepwater rose shrimp,trawl,high,demersal,destructive
cancer magister,dungeness crab,trap,high,demersal,non-destructive
cancer magister,dungeness crab,seine,high,pelagic,non-destructive
cancer pagurus,edible crab,trap,high,demersal,non-destructive
cancer pagurus,edible crab,trawl,high,demersal,destructive
metapenaeus endeavouri,endeavour shrimp,trawl,high,demersal,destructive
echinus esculentus,european edible sea urchin,other,low,demersal,non-destructive
ostrea edulis,european flat oyster,dredge,high,demersal,destructive
todarodes sagittatus,european flying squid,lines non-tuna,low,pelagic,non-destructive
homarus gammarus,european lobster,trap,high,demersal,non-destructive
homarus gammarus,european lobster,trawl,high,demersal,destructive
solen vagina,european razor clam,other,low,demersal,non-destructive
solen vagina,european razor clam,dredge,high,demersal,destructive
concholepas concholepas,false abalone,other,low,demersal,non-destructive
concholepas concholepas,false abalone,dredge,high,demersal,destructive
fenneropenaeus chinensis,fleshy prawn,trawl,high,demersal,destructive
portunus trituberculatus,gazami crab,trap,high,demersal,non-destructive
portunus trituberculatus,gazami crab,trawl,high,demersal,destructive
portunus trituberculatus,gazami crab,gillnet,high,demersal,non-destructive
haliotis gigantea,giant abalone,other,low,demersal,non-destructive
penaeus monodon,giant tiger prawn,trap,high,demersal,non-destructive
penaeus monodon,giant tiger prawn,trawl,high,demersal,destructive
pecten maximus,great atlantic scallop,dredge,high,demersal,destructive
pecten jacobaeus,great mediterranean scallop,dredge,high,demersal,destructive
carcinus maenas,green crab,trap,high,demersal,non-destructive
carcinus maenas,green crab,trawl,high,demersal,destructive
carcinus maenas,green crab,seine,high,pelagic,non-destructive
jasus verreauxi,green rock lobster,trap,high,demersal,non-destructive
jasus verreauxi,green rock lobster,trawl,high,demersal,destructive
penaeus semisulcatus,green tiger prawn,trawl,high,demersal,destructive
ruditapes decussatus,grooved carpet shell,dredge,high,demersal,destructive
microcosmus sulcatus,grooved sea squirt,other,low,demersal,non-destructive
microcosmus sulcatus,grooved sea squirt,dredge,high,demersal,destructive
parapenaeopsis atlantica,guinea shrimp,trawl,high,demersal,destructive
mactra sachalinensis,hen clam,other,low,demersal,non-destructive
mactra sachalinensis,hen clam,dredge,high,demersal,destructive
turbo cornutus,horned turban,dredge,high,demersal,destructive
limulus polyphemus,horseshoe crab,other,low,demersal,non-destructive
limulus polyphemus,horseshoe crab,dredge,high,demersal,destructive
chlamys islandica,iceland scallop,dredge,high,demersal,destructive
scylla serrata,indo-pacific swamp crab,trap,high,demersal,non-destructive
ruditapes philippinarum,japanese carpet shell,other,low,demersal,non-destructive
ruditapes philippinarum,japanese carpet shell,dredge,high,demersal,destructive
todarodes pacificus,japanese flying squid,gillnet,high,pelagic,non-destructive
meretrix lusoria,japanese hard clam,dredge,high,demersal,destructive
apostichopus japonicus,japanese sea cucumber,other,low,demersal,non-destructive
apostichopus japonicus,japanese sea cucumber,trap,high,demersal,non-destructive
apostichopus japonicus,japanese sea cucumber,dredge,high,demersal,destructive
cancer borealis,jonah crab,trap,high,demersal,non-destructive
jasus frontalis,juan fernandez rock lobster,trap,high,demersal,non-destructive
dosidicus gigas,jumbo flying squid,lines non-tuna,low,pelagic,non-destructive
haliporoides triarthrus,knife shrimp,trawl,high,demersal,destructive
solenocera agassizii,kolibri shrimp,trawl,high,demersal,destructive
mytilus coruscus,korean mussel,other,low,demersal,non-destructive
mytilus coruscus,korean mussel,dredge,high,demersal,destructive
marsupenaeus japonicus,kuruma prawn,trawl,high,demersal,destructive
loligo pealeii,longfin squid,trawl,high,demersal,destructive
panulirus longipes,longlegged spiny lobster,trap,high,demersal,non-destructive
mesodesma donacium,macha clam,other,low,demersal,non-destructive
mesodesma donacium,macha clam,dredge,high,demersal,destructive
crassostrea rhizophorae,mangrove cupped oyster,dredge,high,demersal,destructive
mytilus galloprovincialis,mediterranean mussel,other,low,demersal,non-destructive
mytilus galloprovincialis,mediterranean mussel,dredge,high,demersal,destructive
carcinus aestuarii,mediterranean shore crab,trap,high,demersal,non-destructive
carcinus aestuarii,mediterranean shore crab,trawl,high,demersal,destructive
metanephrops mozambicus,mozambique lobster,trap,high,demersal,non-destructive
palinurus delagoae,natal spiny lobster,trawl,high,demersal,destructive
ostrea lutaria,new zealand dredge oyster,dredge,high,demersal,destructive
metanephrops challengeri,new zealand lobster,trawl,high,demersal,destructive
pecten novaezelandiae,new zealand scallop,dredge,high,demersal,destructive
farfantepenaeus aztecus,northern brown shrimp,trawl,high,demersal,destructive
farfantepenaeus duorarum,northern pink shrimp,trawl,high,demersal,destructive
pandalus borealis,northern prawn,trawl,high,demersal,destructive
mercenaria mercenaria,northern quahog,dredge,high,demersal,destructive
illex illecebrosus,northern shortfin squid,lines non-tuna,low,pelagic,non-destructive
illex illecebrosus,northern shortfin squid,trawl,high,demersal,destructive
illex illecebrosus,northern shortfin squid,trawl midwater,high,pelagic,non-destructive
litopenaeus setiferus,northern white shrimp,trawl,high,demersal,destructive
nephrops norvegicus,norway lobster,trawl,high,demersal,destructive
arctica islandica,ocean quahog,other,low,demersal,non-destructive
arctica islandica,ocean quahog,dredge,high,demersal,destructive
ostrea lurida,olympia flat oyster,other,low,demersal,non-destructive
ostrea lurida,olympia flat oyster,trap,high,demersal,non-destructive
ostrea lurida,olympia flat oyster,dredge,high,demersal,destructive
argopecten ventricosus,pacific calico scallop,dredge,high,demersal,destructive
crassostrea gigas,pacific cupped oyster,dredge,high,demersal,destructive
panopea abrupta,pacific geoduck,other,low,demersal,non-destructive
panopea abrupta,pacific geoduck,trap,high,demersal,non-destructive
panopea abrupta,pacific geoduck,dredge,high,demersal,destructive
protothaca staminea,pacific littleneck clam,dredge,high,demersal,destructive
siliqua patula,pacific razor clam,dredge,high,demersal,destructive
cancer productus,pacific rock crab,trap,high,demersal,non-destructive
cancer productus,pacific rock crab,seine,high,pelagic,non-destructive
loligo gahi,patagonian squid,trawl,high,demersal,destructive
haliotis midae,perlemoen abalone,other,low,demersal,non-destructive
argopecten purpuratus,peruvian calico scallop,dredge,high,demersal,destructive
palinurus mauritanicus,pink spiny lobster,trap,high,demersal,non-destructive
tapes pullastra,pullet carpet shell,other,low,demersal,non-destructive
tapes pullastra,pullet carpet shell,dredge,high,demersal,destructive
chionoecetes opilio,queen crab,trap,high,demersal,non-destructive
aequipecten opercularis,queen scallop,other,low,demersal,non-destructive
aequipecten opercularis,queen scallop,dredge,high,demersal,destructive
chaceon quinquedens,red deepsea crab,trap,high,demersal,non-destructive
chaceon quinquedens,red deepsea crab,trawl,high,demersal,destructive
chaceon quinquedens,red deepsea crab,seine,high,pelagic,non-destructive
jasus edwardsii,red rock lobster,trap,high,demersal,non-destructive
pyura chilensis,red sea squirt,other,low,demersal,non-destructive
paralomis aculeata,red stone crab,trap,high,demersal,non-destructive
paralomis aculeata,red stone crab,dredge,high,demersal,destructive
paralomis aculeata,red stone crab,trawl,high,demersal,destructive
paralomis aculeata,red stone crab,gillnet,high,demersal,non-destructive
farfantepenaeus brasiliensis,redspotted shrimp,trawl,high,demersal,destructive
penaeus penicillatus,redtail prawn,trawl,high,demersal,destructive
mytilus platensis,river plata mussel,other,low,demersal,non-destructive
mytilus platensis,river plata mussel,dredge,high,demersal,destructive
sicyonia brevirostris,rock shrimp,trawl,high,demersal,destructive
pleoticus robustus,royal red shrimp,trawl,high,demersal,destructive
mya arenaria,sand gaper,other,low,demersal,non-destructive
mya arenaria,sand gaper,trap,high,demersal,non-destructive
mya arenaria,sand gaper,dredge,high,demersal,destructive
farfantepenaeus paulensis,sao paulo shrimp,trawl,high,demersal,destructive
panulirus homarus,scalloped spiny lobster,trap,high,demersal,non-destructive
plesiopenaeus edwardsianus,scarlet shrimp,trawl,high,demersal,destructive
martialia hyadesi,sevenstar flying squid,trawl,high,demersal,destructive
metapenaeus joyneri,shiba shrimp,trawl,high,demersal,destructive
crassostrea iredalei,slipper cupped oyster,dredge,high,demersal,destructive
paralomis granulosa,softshell red crab,trap,high,demersal,non-destructive
perna perna,south american rock mussel,other,low,demersal,non-destructive
perna perna,south american rock mussel,dredge,high,demersal,destructive
lithodes antarcticus,southern king crab,trap,high,demersal,non-destructive
farfantepenaeus notialis,southern pink shrimp,trawl,high,demersal,destructive
trachysalambria curvirostris,southern rough shrimp,trap,high,demersal,non-destructive
trachysalambria curvirostris,southern rough shrimp,trawl,high,demersal,destructive
palinurus gilchristi,southern spiny lobster,trap,high,demersal,non-destructive
metapenaeus monoceros,speckled shrimp,trawl,high,demersal,destructive
maja squinado,spinous spider crab,trap,high,demersal,non-destructive
squilla mantis,spottail mantis squillid,trap,high,demersal,non-destructive
squilla mantis,spottail mantis squillid,trawl,high,demersal,destructive
lithodes maia,stone king crab,trap,high,demersal,non-destructive
lithodes maia,stone king crab,trawl,high,demersal,destructive
paracentrotus lividus,stony sea urchin,other,low,demersal,non-destructive
aristeus varidens,striped red shrimp,trawl,high,demersal,destructive
venus (=chamelea) gallina,striped venus,other,low,demersal,non-destructive
venus (=chamelea) gallina,striped venus,dredge,high,demersal,destructive
protothaca thaca,taca clam,dredge,high,demersal,destructive
haliotis tuberculata,tuberculate abalone,other,low,demersal,non-destructive
chlamys varia,variegated scallop,other,low,demersal,non-destructive
chlamys varia,variegated scallop,dredge,high,demersal,destructive
necora puber,velvet swimcrab,trap,high,demersal,non-destructive
necora puber,velvet swimcrab,trawl,high,demersal,destructive
nototodarus sloanii,wellington flying squid,lines non-tuna,low,pelagic,non-destructive
melicertus latisulcatus,western king prawn,trawl,high,demersal,destructive
litopenaeus occidentalis,western white shrimp,trawl,high,demersal,destructive
buccinum undatum,whelk,other,low,demersal,non-destructive
buccinum undatum,whelk,trap,high,demersal,non-destructive
buccinum undatum,whelk,dredge,high,demersal,destructive
litopenaeus vannamei,whiteleg shrimp,trawl,high,demersal,destructive
farfantepenaeus californiensis,yellowleg shrimp,trawl,high,demersal,destructive
pecten yessoensis,yesso scallop,other,low,demersal,non-destructive
pecten yessoensis,yesso scallop,trap,high,demersal,non-destructive
pecten yessoensis,yesso scallop,dredge,high,demersal,destructive
paralomis formosa,king crab,trap,high,demersal,non-destructive
paralomis formosa,king crab,trawl,high,demersal,destructive
ommastrephes bartramii,neon flying squid,gillnet,high,pelagic,non-destructive
loligo forbesii,veined squid,lines non-tuna,low,pelagic,non-destructive
loligo forbesii,veined squid,trawl,high,demersal,destructive
loligo forbesii,veined squid,trawl midwater,high,pelagic,non-destructive
scyllarides latus,mediterranean slipper lobster,trap,high,demersal,non-destructive
scyllarides latus,mediterranean slipper lobster,dredge,high,demersal,destructive
scyllarides latus,mediterranean slipper lobster,trawl,high,demersal,destructive
scyllarides latus,mediterranean slipper lobster,gillnet,high,demersal,non-destructive
cervimunida johni,carrot squat lobster,dredge,high,demersal,destructive
erimacrus isenbeckii,hair crab,trap,high,demersal,non-destructive
haliporoides diomedeae,chilean nylon shrimp,trawl,high,demersal,destructive
ibacus ciliatus,sand crayfish,trap,high,demersal,non-destructive
lithodes aequispinus,same-spine stone crab,trap,high,demersal,non-destructive
megabalanus psittacus,giant barnacle,other,low,demersal,non-destructive
megabalanus psittacus,giant barnacle,dredge,high,demersal,destructive
pandalopsis japonica,sidestripe shrimp,trawl,high,demersal,destructive
pandalus goniurus,humpy shrimp,trawl,high,demersal,destructive
pandalus hypsinotus,humpback shrimp,trawl,high,demersal,destructive
pandalus kessleri,grass shrimp,trawl,high,demersal,destructive
panulirus gracilis,blue spiny lobster,trawl,high,demersal,destructive
paralithodes brevipes,spiny king crab,trap,high,demersal,non-destructive
paralithodes camtschaticus,red king crab,trap,high,demersal,non-destructive
paralithodes platypus,blue king crab,trap,high,demersal,non-destructive
pleuroncodes monodon,squat lobster,trap,high,demersal,non-destructive
pleuroncodes monodon,squat lobster,dredge,high,demersal,destructive
cilus gilberti,corvina,lines non-tuna,low,demersal,non-destructive
cilus gilberti,corvina,trawl,high,demersal,destructive
cilus gilberti,corvina,trawl midwater,high,pelagic,non-destructive
cilus gilberti,corvina,gillnet,high,demersal,non-destructive
sicyonia ingentis,ridgeback shrimp,trawl,high,demersal,destructive
tivela mactroides,trigonal tivela,dredge,high,demersal,destructive
clinocardium nuttallii,nuttall cockle,other,low,demersal,non-destructive
clinocardium nuttallii,nuttall cockle,trap,high,demersal,non-destructive
