taxon_name,common_name,fleet_gear_name,bycatch,type,destruction
scophthalmus aquosus,windowpane,gillnet,high,demersal,non-destructive
stephanolepis cirrhifer,thread-sail filefish,lines non-tuna,low,demersal,non-destructive
lophius americanus,american angler,trawl,high,demersal,destructive
anchoa mitchilli,bay anchovy,purse seine non-tuna,low,pelagic,non-destructive
cetengraulis edentulus,atlantic anchoveta,purse seine non-tuna,low,pelagic,non-destructive
cetengraulis mysticetus,pacific anchoveta,purse seine non-tuna,low,pelagic,non-destructive
labrus bergylta,ballan wrasse,other,low,pelagic,non-destructive
labrus bergylta,ballan wrasse,seine,high,pelagic,non-destructive
hexanchus griseus,bluntnose sixgill shark,trawl,high,demersal,destructive
echinorhinus brucus,bramble shark,lines non-tuna,low,pelagic,non-destructive
echinorhinus brucus,bramble shark,trawl,high,demersal,destructive
echinorhinus brucus,bramble shark,gillnet,high,pelagic,non-destructive
lepidopus caudatus,silver scabbardfish,trawl,high,demersal,destructive
lepidopus caudatus,silver scabbardfish,trawl midwater,high,pelagic,non-destructive
aphanopus carbo,black scabbardfish,lines non-tuna,low,pelagic,non-destructive
aphanopus carbo,black scabbardfish,trawl,high,demersal,destructive
aphanopus carbo,black scabbardfish,trawl midwater,high,pelagic,non-destructive
centrophorus granulosus,gulper shark,trawl,high,demersal,destructive
centrophorus lusitanicus,lowfin gulper shark,lines non-tuna,low,pelagic,non-destructive
centrophorus lusitanicus,lowfin gulper shark,trawl,high,demersal,destructive
centrophorus lusitanicus,lowfin gulper shark,gillnet,high,pelagic,non-destructive
centrophorus squamosus,leafscale gulper shark,lines non-tuna,low,pelagic,non-destructive
centrophorus squamosus,leafscale gulper shark,trawl,high,demersal,destructive
centrophorus squamosus,leafscale gulper shark,gillnet,high,pelagic,non-destructive
centroscyllium fabricii,black dogfish,trawl,high,demersal,destructive
centroscymnus coelolepis,portuguese dogfish,lines non-tuna,low,pelagic,non-destructive
centroscymnus coelolepis,portuguese dogfish,trawl,high,demersal,destructive
centroscymnus coelolepis,portuguese dogfish,gillnet,high,pelagic,non-destructive
centroselachus crepidater,longnose velvet dogfish,trawl,high,demersal,destructive
dalatias licha,kitefin shark,trawl,high,demersal,destructive
dalatias licha,kitefin shark,gillnet,high,pelagic,non-destructive
deania calcea,birdbeak dogfish,trawl,high,demersal,destructive
etmopterus granulosus,southern lanternshark,lines non-tuna,low,pelagic,non-destructive
etmopterus granulosus,southern lanternshark,trawl,high,demersal,destructive
etmopterus granulosus,southern lanternshark,gillnet,high,pelagic,non-destructive
etmopterus spinax,velvet belly lantern shark,lines non-tuna,low,pelagic,non-destructive
etmopterus spinax,velvet belly lantern shark,trawl,high,demersal,destructive
etmopterus spinax,velvet belly lantern shark,gillnet,high,pelagic,non-destructive
lichia amia,leerfish,lines non-tuna,low,pelagic,non-destructive
limanda limanda,dab,trawl,high,demersal,destructive
limanda limanda,dab,gillnet,high,demersal,non-destructive
scymnodon ringens,knifetooth dogfish,lines non-tuna,low,pelagic,non-destructive
scymnodon ringens,knifetooth dogfish,trawl,high,demersal,destructive
scymnodon ringens,knifetooth dogfish,gillnet,high,pelagic,non-destructive
somniosus rostratus,little sleeper shark,lines non-tuna,low,pelagic,non-destructive
somniosus rostratus,little sleeper shark,trawl,high,demersal,destructive
somniosus rostratus,little sleeper shark,gillnet,high,pelagic,non-destructive
lithognathus mormyrus,striped seabream,lines non-tuna,low,pelagic,non-destructive
lithognathus mormyrus,striped seabream,trawl,high,demersal,destructive
lithognathus mormyrus,striped seabream,trawl midwater,high,pelagic,non-destructive
lophius piscatorius,angler,trawl,high,demersal,destructive
lophius piscatorius,angler,gillnet,high,demersal,non-destructive
oxynotus centrina,angular roughshark,lines non-tuna,low,pelagic,non-destructive
oxynotus centrina,angular roughshark,trawl,high,demersal,destructive
oxynotus centrina,angular roughshark,gillnet,high,pelagic,non-destructive
oxynotus paradoxus,sailfin roughshark,lines non-tuna,low,pelagic,non-destructive
oxynotus paradoxus,sailfin roughshark,trawl,high,demersal,destructive
oxynotus paradoxus,sailfin roughshark,gillnet,high,pelagic,non-destructive
squatina argentina,argentine angelshark,lines non-tuna,low,pelagic,non-destructive
squatina argentina,argentine angelshark,trawl,high,demersal,destructive
squatina argentina,argentine angelshark,gillnet,high,pelagic,non-destructive
squatina squatina,angelshark,lines non-tuna,low,pelagic,non-destructive
squatina squatina,angelshark,trawl,high,demersal,destructive
squatina squatina,angelshark,gillnet,high,pelagic,non-destructive
isurus oxyrinchus,shortfin mako,lines non-tuna,low,pelagic,non-destructive
isurus paucus,longfin mako,lines non-tuna,low,pelagic,non-destructive
maurolicus muelleri,pearlsides,trawl,high,demersal,destructive
mugil cephalus,flathead mullet,trap,high,demersal,non-destructive
mugil cephalus,flathead mullet,seine,high,pelagic,non-destructive
mugil cephalus,flathead mullet,gillnet,high,pelagic,non-destructive
mullus barbatus barbatus,red mullet,lines non-tuna,low,demersal,non-destructive
mullus barbatus barbatus,red mullet,trawl,high,demersal,destructive
mullus barbatus barbatus,red mullet,trawl midwater,high,pelagic,non-destructive
mullus barbatus barbatus,red mullet,gillnet,high,demersal,non-destructive
galeus melastomus,blackmouth catshark,trawl,high,demersal,destructive
scyliorhinus canicula,smallspotted catshark,trawl,high,demersal,destructive
oblada melanura,saddled seabream,lines non-tuna,low,pelagic,non-destructive
oblada melanura,saddled seabream,trawl,high,demersal,destructive
oblada melanura,saddled seabream,trawl midwater,high,pelagic,non-destructive
scyliorhinus stellaris,nursehound,lines non-tuna,low,pelagic,non-destructive
scyliorhinus stellaris,nursehound,trawl,high,demersal,destructive
scyliorhinus stellaris,nursehound,gillnet,high,pelagic,non-destructive
carcharhinus brachyurus,copper shark,lines non-tuna,low,pelagic,non-destructive
carcharhinus brachyurus,copper shark,trawl,high,demersal,destructive
carcharhinus brachyurus,copper shark,gillnet,high,pelagic,non-destructive
carcharhinus falciformis,silky shark,lines non-tuna,low,pelagic,non-destructive
carcharhinus falciformis,silky shark,longline non-tuna,high,pelagic,non-destructive
carcharhinus limbatus,blacktip shark,lines non-tuna,low,pelagic,non-destructive
carcharhinus limbatus,blacktip shark,longline non-tuna,high,pelagic,non-destructive
carcharhinus limbatus,blacktip shark,gillnet,high,pelagic,non-destructive
carcharhinus longimanus,oceanic whitetip shark,longline non-tuna,high,pelagic,non-destructive
carcharhinus plumbeus,sandbar shark,longline non-tuna,high,pelagic,non-destructive
carcharhinus sorrah,spottail shark,gillnet,high,pelagic,non-destructive
galeocerdo cuvier,tiger shark,gillnet,high,pelagic,non-destructive
pagellus acarne,axillary seabream,lines non-tuna,low,pelagic,non-destructive
pagellus acarne,axillary seabream,trawl,high,demersal,destructive
pagellus bogaraveo,blackspot seabream,lines non-tuna,low,pelagic,non-destructive
pagellus bogaraveo,blackspot seabream,trawl,high,demersal,destructive
pagellus bogaraveo,blackspot seabream,trawl midwater,high,pelagic,non-destructive
pagellus bogaraveo,blackspot seabream,seine,high,pelagic,non-destructive
pagellus erythrinus,common pandora,lines non-tuna,low,pelagic,non-destructive
prionace glauca,blue shark,lines non-tuna,low,pelagic,non-destructive
prionace glauca,blue shark,gillnet,high,pelagic,non-destructive
sphyrna lewini,scalloped hammerhead,lines non-tuna,low,pelagic,non-destructive
sphyrna lewini,scalloped hammerhead,trawl,high,demersal,destructive
sphyrna lewini,scalloped hammerhead,gillnet,high,pelagic,non-destructive
sphyrna zygaena,smooth hammerhead,lines non-tuna,low,pelagic,non-destructive
sphyrna zygaena,smooth hammerhead,trawl,high,demersal,destructive
sphyrna zygaena,smooth hammerhead,gillnet,high,pelagic,non-destructive
atrobucca nibe,longfin kob,trap,high,demersal,non-destructive
atrobucca nibe,longfin kob,trawl,high,demersal,destructive
atrobucca nibe,longfin kob,trawl midwater,high,pelagic,non-destructive
atrobucca nibe,longfin kob,seine,high,pelagic,non-destructive
atrobucca nibe,longfin kob,gillnet,high,demersal,non-destructive
platycephalus indicus,bartail flathead,lines non-tuna,low,demersal,non-destructive
platycephalus indicus,bartail flathead,trawl,high,demersal,destructive
platycephalus indicus,bartail flathead,seine,high,pelagic,non-destructive
ablennes hians,flat needlefish,lines non-tuna,low,pelagic,non-destructive
ablennes hians,flat needlefish,trawl midwater,high,pelagic,non-destructive
ablennes hians,flat needlefish,purse seine non-tuna,low,pelagic,non-destructive
ablennes hians,flat needlefish,gillnet,high,pelagic,non-destructive
tylosurus crocodilus crocodilus,hound needlefish,lines non-tuna,low,pelagic,non-destructive
tylosurus crocodilus crocodilus,hound needlefish,trawl midwater,high,pelagic,non-destructive
tylosurus crocodilus crocodilus,hound needlefish,purse seine non-tuna,low,pelagic,non-destructive
tylosurus crocodilus crocodilus,hound needlefish,gillnet,high,pelagic,non-destructive
pseudocaranx dentex,white trevally,trawl,high,demersal,destructive
seriola dumerili,greater amberjack,lines non-tuna,low,pelagic,non-destructive
trisopterus esmarkii,norway pout,trawl midwater,high,pelagic,non-destructive
lepidocybium flavobrunneum,escolar,longline non-tuna,high,pelagic,non-destructive
sardinella aurita,round sardinella,seine,high,pelagic,non-destructive
sardinella aurita,round sardinella,purse seine non-tuna,low,pelagic,non-destructive
ruvettus pretiosus,oilfish,longline non-tuna,high,pelagic,non-destructive
sardinella maderensis,madeiran sardinella,purse seine non-tuna,low,pelagic,non-destructive
saurida undosquamis,brushtooth lizardfish,trap,high,demersal,non-destructive
saurida undosquamis,brushtooth lizardfish,seine,high,pelagic,non-destructive
saurida undosquamis,brushtooth lizardfish,gillnet,high,demersal,non-destructive
hemiramphus brasiliensis,ballyhoo,purse seine non-tuna,low,pelagic,non-destructive
lampris guttatus,opah,lines non-tuna,low,pelagic,non-destructive
lampris guttatus,opah,trawl,high,demersal,destructive
lampris guttatus,opah,seine,high,pelagic,non-destructive
lampris guttatus,opah,gillnet,high,pelagic,non-destructive
lobotes surinamensis,atlantic tripletail,lines non-tuna,low,pelagic,non-destructive
lophius gastrophysus,blackfin goosefish,trawl,high,demersal,destructive
megalops atlanticus,tarpon,lines non-tuna,low,pelagic,non-destructive
megalops atlanticus,tarpon,trap,high,demersal,non-destructive
megalops atlanticus,tarpon,trawl midwater,high,pelagic,non-destructive
megalops atlanticus,tarpon,purse seine non-tuna,low,pelagic,non-destructive
megalops atlanticus,tarpon,gillnet,high,pelagic,non-destructive
megalops atlanticus,tarpon,pole and line tuna,low,pelagic,non-destructive
megalops atlanticus,tarpon,longlinetuna,high,pelagic,non-destructive
megalops atlanticus,tarpon,purse seine tuna,low,pelagic,non-destructive
scomberesox saurus saurus,atlantic saury,gillnet,high,pelagic,non-destructive
mugil liza,liza,trawl midwater,high,pelagic,non-destructive
sparus aurata,gilthead seabream,lines non-tuna,low,demersal,non-destructive
sparus aurata,gilthead seabream,trawl,high,demersal,destructive
sparus aurata,gilthead seabream,trawl midwater,high,pelagic,non-destructive
sphoeroides maculatus,northern puffer,lines non-tuna,low,demersal,non-destructive
sphoeroides maculatus,northern puffer,trap,high,demersal,non-destructive
sphoeroides maculatus,northern puffer,seine,high,pelagic,non-destructive
sphoeroides maculatus,northern puffer,purse seine non-tuna,low,pelagic,non-destructive
sphoeroides maculatus,northern puffer,gillnet,high,demersal,non-destructive
sciaenops ocellatus,red drum,seine,high,pelagic,non-destructive
stromateus fiatola,blue butterfish,trawl,high,demersal,destructive
diplectrum formosum,sand seabass,lines non-tuna,low,demersal,non-destructive
epinephelus flavolimbatus,yellowedge grouper,lines non-tuna,low,demersal,non-destructive
epinephelus mystacinus,misty grouper,lines non-tuna,low,demersal,non-destructive
epinephelus mystacinus,misty grouper,trap,high,demersal,non-destructive
epinephelus mystacinus,misty grouper,trawl,high,demersal,destructive
epinephelus nigritus,warsaw grouper,lines non-tuna,low,demersal,non-destructive
epinephelus niveatus,snowy grouper,lines non-tuna,low,demersal,non-destructive
mycteroperca interstitialis,yellowmouth grouper,other,low,pelagic,non-destructive
mycteroperca interstitialis,yellowmouth grouper,lines non-tuna,low,pelagic,non-destructive
mycteroperca interstitialis,yellowmouth grouper,gillnet,high,pelagic,non-destructive
mycteroperca microlepis,gag,lines non-tuna,low,demersal,non-destructive
mycteroperca phenax,scamp,lines non-tuna,low,pelagic,non-destructive
mycteroperca venenosa,yellowfin grouper,lines non-tuna,low,pelagic,non-destructive
calamus bajonado,jolthead porgy,other,low,pelagic,non-destructive
calamus bajonado,jolthead porgy,lines non-tuna,low,pelagic,non-destructive
calamus bajonado,jolthead porgy,gillnet,high,pelagic,non-destructive
sphyraena barracuda,great barracuda,lines non-tuna,low,pelagic,non-destructive
sphyraena barracuda,great barracuda,trawl midwater,high,pelagic,non-destructive
sphyraena barracuda,great barracuda,purse seine non-tuna,low,pelagic,non-destructive
sphyraena barracuda,great barracuda,gillnet,high,pelagic,non-destructive
naso unicornis,bluespine unicornfish,trap,high,demersal,non-destructive
trachurus mediterraneus,mediterranean horse mackerel,lines non-tuna,low,pelagic,non-destructive
trachurus mediterraneus,mediterranean horse mackerel,trawl,high,demersal,destructive
trachurus picturatus,blue jack mackerel,lines non-tuna,low,pelagic,non-destructive
trachurus picturatus,blue jack mackerel,trawl,high,demersal,destructive
trachurus picturatus,blue jack mackerel,trawl midwater,high,pelagic,non-destructive
trichiurus lepturus,largehead hairtail,trawl,high,demersal,destructive
trichiurus lepturus,largehead hairtail,trawl midwater,high,pelagic,non-destructive
trichiurus lepturus,largehead hairtail,seine,high,pelagic,non-destructive
trichiurus lepturus,largehead hairtail,gillnet,high,pelagic,non-destructive
ariomma indica,indian ariomma,trawl,high,demersal,destructive
umbrina cirrosa,shi drum,lines non-tuna,low,demersal,non-destructive
umbrina cirrosa,shi drum,trawl,high,demersal,destructive
umbrina cirrosa,shi drum,trawl midwater,high,pelagic,non-destructive
umbrina cirrosa,shi drum,gillnet,high,demersal,non-destructive
beryx decadactylus,alfonsino,trawl,high,demersal,destructive
beryx splendens,splendid alfonsino,lines non-tuna,low,pelagic,non-destructive
beryx splendens,splendid alfonsino,trawl,high,demersal,destructive
beryx splendens,splendid alfonsino,trawl midwater,high,pelagic,non-destructive
beryx splendens,splendid alfonsino,seine,high,pelagic,non-destructive
bothus pantherinus,leopard flounder,trawl,high,demersal,destructive
mullus surmuletus,striped red mullet,gillnet,high,demersal,non-destructive
osmerus eperlanus,european smelt,purse seine non-tuna,low,pelagic,non-destructive
pegusa lascaris,sand sole,trawl,high,demersal,destructive
paralichthys dentatus,summer flounder,trawl,high,demersal,destructive
phycis blennoides,greater forkbeard,trawl,high,demersal,destructive
platichthys flesus,flounder,trawl,high,demersal,destructive
pleuronectes platessa,european plaice,trawl,high,demersal,destructive
pleuronectes platessa,european plaice,seine,high,pelagic,non-destructive
pleuronectes platessa,european plaice,gillnet,high,demersal,non-destructive
pollachius virens,saithe,trawl,high,demersal,destructive
psetta maxima,turbot,seine,high,pelagic,non-destructive
psetta maxima,turbot,gillnet,high,demersal,non-destructive
sardina pilchardus,european pilchard,trawl midwater,high,pelagic,non-destructive
sardina pilchardus,european pilchard,purse seine non-tuna,low,pelagic,non-destructive
paralichthys olivaceus,bastard halibut,lines non-tuna,low,demersal,non-destructive
paralichthys olivaceus,bastard halibut,longline non-tuna,high,demersal,non-destructive
paralichthys olivaceus,bastard halibut,trawl,high,demersal,destructive
paralichthys olivaceus,bastard halibut,gillnet,high,demersal,non-destructive
sebastes viviparus,norway redfish,trawl,high,demersal,destructive
sebastes viviparus,norway redfish,trawl midwater,high,pelagic,non-destructive
sebastes viviparus,norway redfish,gillnet,high,demersal,non-destructive
serranus cabrilla,comber,lines non-tuna,low,demersal,non-destructive
spondyliosoma cantharus,black seabream,lines non-tuna,low,pelagic,non-destructive
sprattus sprattus,european sprat,trawl midwater,high,pelagic,non-destructive
sprattus sprattus,european sprat,seine,high,pelagic,non-destructive
trachinus draco,greater weever,trawl,high,demersal,destructive
trachurus trachurus,atlantic horse mackerel,trawl,high,demersal,destructive
trachurus trachurus,atlantic horse mackerel,seine,high,pelagic,non-destructive
chelidonichthys lucerna,tub gurnard,lines non-tuna,low,demersal,non-destructive
chelidonichthys lucerna,tub gurnard,trawl,high,demersal,destructive
chelidonichthys lucerna,tub gurnard,trawl midwater,high,pelagic,non-destructive
chelidonichthys lucerna,tub gurnard,gillnet,high,demersal,non-destructive
trisopterus luscus,pouting,lines non-tuna,low,pelagic,non-destructive
trisopterus luscus,pouting,trawl,high,demersal,destructive
trisopterus luscus,pouting,trawl midwater,high,pelagic,non-destructive
trisopterus luscus,pouting,seine,high,pelagic,non-destructive
zeus faber,john dory,trawl,high,demersal,destructive
hippoglossus hippoglossus,atlantic halibut,lines non-tuna,low,demersal,non-destructive
hippoglossus hippoglossus,atlantic halibut,trawl,high,demersal,destructive
melanogrammus aeglefinus,haddock,trawl,high,demersal,destructive
microstomus kitt,lemon sole,trawl,high,demersal,destructive
microstomus kitt,lemon sole,gillnet,high,demersal,non-destructive
molva dypterygia,blue ling,lines non-tuna,low,demersal,non-destructive
molva dypterygia,blue ling,trawl,high,demersal,destructive
etelis oculatus,queen snapper,lines non-tuna,low,demersal,non-destructive
lutjanus analis,mutton snapper,other,low,pelagic,non-destructive
lutjanus analis,mutton snapper,lines non-tuna,low,pelagic,non-destructive
lutjanus analis,mutton snapper,gillnet,high,pelagic,non-destructive
lutjanus argentimaculatus,mangrove red snapper,lines non-tuna,low,pelagic,non-destructive
lutjanus argentiventris,yellow snapper,lines non-tuna,low,pelagic,non-destructive
lutjanus bohar,two-spot red snapper,lines non-tuna,low,pelagic,non-destructive
lutjanus campechanus,northern red snapper,lines non-tuna,low,pelagic,non-destructive
lutjanus campechanus,northern red snapper,trap,high,demersal,non-destructive
lutjanus campechanus,northern red snapper,trawl,high,demersal,destructive
lutjanus campechanus,northern red snapper,gillnet,high,pelagic,non-destructive
chirocentrus nudus,whitefin wolf-herring,lines non-tuna,low,pelagic,non-destructive
chirocentrus nudus,whitefin wolf-herring,trawl midwater,high,pelagic,non-destructive
chirocentrus nudus,whitefin wolf-herring,purse seine non-tuna,low,pelagic,non-destructive
chirocentrus nudus,whitefin wolf-herring,gillnet,high,pelagic,non-destructive
dussumieria acuta,rainbow sardine,trawl,high,demersal,destructive
dussumieria acuta,rainbow sardine,trawl midwater,high,pelagic,non-destructive
dussumieria acuta,rainbow sardine,purse seine non-tuna,low,pelagic,non-destructive
dussumieria acuta,rainbow sardine,gillnet,high,pelagic,non-destructive
dussumieria elopsoides,slender rainbow sardine,trawl,high,demersal,destructive
dussumieria elopsoides,slender rainbow sardine,trawl midwater,high,pelagic,non-destructive
dussumieria elopsoides,slender rainbow sardine,purse seine non-tuna,low,pelagic,non-destructive
dussumieria elopsoides,slender rainbow sardine,gillnet,high,pelagic,non-destructive
etrumeus whiteheadi,whiteheads round herring,purse seine non-tuna,low,pelagic,non-destructive
spratelloides gracilis,silverstriped round herring,trawl,high,demersal,destructive
spratelloides gracilis,silverstriped round herring,trawl midwater,high,pelagic,non-destructive
spratelloides gracilis,silverstriped round herring,purse seine non-tuna,low,pelagic,non-destructive
spratelloides gracilis,silverstriped round herring,gillnet,high,pelagic,non-destructive
sprattus fuegensis,falkland sprat,lines non-tuna,low,pelagic,non-destructive
sprattus fuegensis,falkland sprat,trawl midwater,high,pelagic,non-destructive
sprattus fuegensis,falkland sprat,seine,high,pelagic,non-destructive
sprattus fuegensis,falkland sprat,purse seine non-tuna,low,pelagic,non-destructive
sprattus fuegensis,falkland sprat,gillnet,high,pelagic,non-destructive
clupeonella cultriventris,black sea sprat,purse seine non-tuna,low,pelagic,non-destructive
sardinops sagax,south american pilchard,seine,high,pelagic,non-destructive
sardinops sagax,south american pilchard,purse seine non-tuna,low,pelagic,non-destructive
opisthonema libertate,pacific thread herring,lines non-tuna,low,pelagic,non-destructive
opisthonema libertate,pacific thread herring,trawl,high,demersal,destructive
opisthonema libertate,pacific thread herring,trawl midwater,high,pelagic,non-destructive
opisthonema libertate,pacific thread herring,seine,high,pelagic,non-destructive
opisthonema libertate,pacific thread herring,purse seine non-tuna,low,pelagic,non-destructive
opisthonema libertate,pacific thread herring,gillnet,high,pelagic,non-destructive
opisthonema oglinum,atlantic thread herring,seine,high,pelagic,non-destructive
opisthonema oglinum,atlantic thread herring,purse seine non-tuna,low,pelagic,non-destructive
herklotsichthys quadrimaculatus,bluestripe herring,trawl,high,demersal,destructive
herklotsichthys quadrimaculatus,bluestripe herring,trawl midwater,high,pelagic,non-destructive
herklotsichthys quadrimaculatus,bluestripe herring,purse seine non-tuna,low,pelagic,non-destructive
herklotsichthys quadrimaculatus,bluestripe herring,gillnet,high,pelagic,non-destructive
sardinella brasiliensis,brazilian sardinella,other,low,pelagic,non-destructive
sardinella brasiliensis,brazilian sardinella,seine,high,pelagic,non-destructive
sardinella brasiliensis,brazilian sardinella,purse seine non-tuna,low,pelagic,non-destructive
sardinella gibbosa,goldstripe sardinella,trawl,high,demersal,destructive
sardinella gibbosa,goldstripe sardinella,trawl midwater,high,pelagic,non-destructive
sardinella gibbosa,goldstripe sardinella,purse seine non-tuna,low,pelagic,non-destructive
sardinella gibbosa,goldstripe sardinella,gillnet,high,pelagic,non-destructive
sardinella lemuru,bali sardinella,purse seine non-tuna,low,pelagic,non-destructive
sardinella longiceps,indian oil sardine,trawl,high,demersal,destructive
sardinella longiceps,indian oil sardine,trawl midwater,high,pelagic,non-destructive
sardinella longiceps,indian oil sardine,seine,high,pelagic,non-destructive
sardinella longiceps,indian oil sardine,purse seine non-tuna,low,pelagic,non-destructive
sardinella longiceps,indian oil sardine,gillnet,high,pelagic,non-destructive
sardinella zunasi,japanese sardinella,seine,high,pelagic,non-destructive
clupea pallasii pallasii,pacific herring,purse seine non-tuna,low,pelagic,non-destructive
clupea pallasii pallasii,pacific herring,gillnet,high,pelagic,non-destructive
strangomera bentincki,araucanian herring,purse seine non-tuna,low,pelagic,non-destructive
alosa aestivalis,blueback shad,gillnet,high,pelagic,non-destructive
alosa mediocris,hickory shad,gillnet,high,pelagic,non-destructive
alosa pseudoharengus,alewife,trap,high,demersal,non-destructive
alosa sapidissima,american shad,gillnet,high,pelagic,non-destructive
brevoortia aurea,brazilian menhaden,purse seine non-tuna,low,pelagic,non-destructive
brevoortia patronus,gulf menhaden,purse seine non-tuna,low,pelagic,non-destructive
brevoortia pectinata,argentine menhaden,purse seine non-tuna,low,pelagic,non-destructive
brevoortia tyrannus,atlantic menhaden,purse seine non-tuna,low,pelagic,non-destructive
ethmidium maculatum,pacific menhaden,purse seine non-tuna,low,pelagic,non-destructive
ethmalosa fimbriata,bonga shad,gillnet,high,pelagic,non-destructive
tenualosa ilisha,hilsa shad,gillnet,high,pelagic,non-destructive
tenualosa toli,toli shad,gillnet,high,pelagic,non-destructive
dorosoma cepedianum,american gizzard shad,gillnet,high,pelagic,non-destructive
clupanodon thrissa,chinese gizzard shad,trawl midwater,high,pelagic,non-destructive
konosirus punctatus,konoshiro gizzard shad,gillnet,high,pelagic,non-destructive
nematalosa nasus,blochs gizzard shad,trawl,high,demersal,destructive
nematalosa nasus,blochs gizzard shad,trawl midwater,high,pelagic,non-destructive
nematalosa nasus,blochs gizzard shad,purse seine non-tuna,low,pelagic,non-destructive
nematalosa nasus,blochs gizzard shad,gillnet,high,pelagic,non-destructive
anodontostoma chacunda,chacunda gizzard shad,gillnet,high,pelagic,non-destructive
ilisha africana,west african ilisha,lines non-tuna,low,pelagic,non-destructive
ilisha africana,west african ilisha,trawl midwater,high,pelagic,non-destructive
ilisha africana,west african ilisha,seine,high,pelagic,non-destructive
ilisha africana,west african ilisha,purse seine non-tuna,low,pelagic,non-destructive
ilisha africana,west african ilisha,gillnet,high,pelagic,non-destructive
ilisha elongata,elongate ilisha,trap,high,demersal,non-destructive
ilisha elongata,elongate ilisha,trawl midwater,high,pelagic,non-destructive
ilisha elongata,elongate ilisha,purse seine non-tuna,low,pelagic,non-destructive
pellona ditchela,indian pellona,trap,high,demersal,non-destructive
pellona ditchela,indian pellona,trawl,high,demersal,destructive
pellona ditchela,indian pellona,trawl midwater,high,pelagic,non-destructive
pellona ditchela,indian pellona,purse seine non-tuna,low,pelagic,non-destructive
pellona ditchela,indian pellona,gillnet,high,pelagic,non-destructive
engraulis anchoita,argentine anchoita,lines non-tuna,low,pelagic,non-destructive
engraulis anchoita,argentine anchoita,trawl midwater,high,pelagic,non-destructive
engraulis anchoita,argentine anchoita,seine,high,pelagic,non-destructive
engraulis anchoita,argentine anchoita,purse seine non-tuna,low,pelagic,non-destructive
engraulis anchoita,argentine anchoita,gillnet,high,pelagic,non-destructive
engraulis capensis,cape anchovy,trawl,high,demersal,destructive
engraulis capensis,cape anchovy,trawl midwater,high,pelagic,non-destructive
engraulis capensis,cape anchovy,purse seine non-tuna,low,pelagic,non-destructive
engraulis capensis,cape anchovy,gillnet,high,pelagic,non-destructive
engraulis japonicus,japanese anchovy,trawl,high,demersal,destructive
engraulis mordax,californian anchovy,trawl,high,demersal,destructive
engraulis mordax,californian anchovy,trawl midwater,high,pelagic,non-destructive
engraulis mordax,californian anchovy,purse seine non-tuna,low,pelagic,non-destructive
engraulis mordax,californian anchovy,gillnet,high,pelagic,non-destructive
anthias anthias,swallowtail seaperch,lines non-tuna,low,pelagic,non-destructive
anthias anthias,swallowtail seaperch,trawl,high,demersal,destructive
atherina boyeri,big-scale sand smelt,gillnet,high,demersal,non-destructive
chromis chromis,damselfish,lines non-tuna,low,pelagic,non-destructive
chromis chromis,damselfish,trawl,high,demersal,destructive
sciaena umbra,brown meagre,lines non-tuna,low,demersal,non-destructive
sciaena umbra,brown meagre,trawl,high,demersal,destructive
sciaena umbra,brown meagre,trawl midwater,high,pelagic,non-destructive
sciaena umbra,brown meagre,gillnet,high,demersal,non-destructive
lepidotrigla cavillone,large-scaled gurnard,trawl,high,demersal,destructive
lepidotrigla cavillone,large-scaled gurnard,gillnet,high,demersal,non-destructive
muraena helena,mediterranean moray,lines non-tuna,low,pelagic,non-destructive
muraena helena,mediterranean moray,trawl,high,demersal,destructive
muraena helena,mediterranean moray,seine,high,pelagic,non-destructive
muraena helena,mediterranean moray,gillnet,high,pelagic,non-destructive
mola mola,ocean sunfish,lines non-tuna,low,pelagic,non-destructive
mola mola,ocean sunfish,trap,high,demersal,non-destructive
mola mola,ocean sunfish,trawl midwater,high,pelagic,non-destructive
mola mola,ocean sunfish,purse seine non-tuna,low,pelagic,non-destructive
mola mola,ocean sunfish,gillnet,high,pelagic,non-destructive
mola mola,ocean sunfish,pole and line tuna,low,pelagic,non-destructive
mola mola,ocean sunfish,longlinetuna,high,pelagic,non-destructive
mola mola,ocean sunfish,purse seine tuna,low,pelagic,non-destructive
mora moro,common mora,trawl,high,demersal,destructive
liza aurata,golden grey mullet,lines non-tuna,low,pelagic,non-destructive
liza aurata,golden grey mullet,trawl midwater,high,pelagic,non-destructive
liza aurata,golden grey mullet,seine,high,pelagic,non-destructive
liza aurata,golden grey mullet,purse seine non-tuna,low,pelagic,non-destructive
liza aurata,golden grey mullet,gillnet,high,pelagic,non-destructive
liza saliens,leaping mullet,lines non-tuna,low,demersal,non-destructive
liza saliens,leaping mullet,trawl,high,demersal,destructive
liza saliens,leaping mullet,trawl midwater,high,pelagic,non-destructive
liza saliens,leaping mullet,gillnet,high,demersal,non-destructive
phycis phycis,forkbeard,lines non-tuna,low,pelagic,non-destructive
phycis phycis,forkbeard,trawl,high,demersal,destructive
phycis phycis,forkbeard,trawl midwater,high,pelagic,non-destructive
diplodus puntazzo,sharpsnout seabream,lines non-tuna,low,pelagic,non-destructive
diplodus puntazzo,sharpsnout seabream,trawl,high,demersal,destructive
diplodus puntazzo,sharpsnout seabream,trawl midwater,high,pelagic,non-destructive
diplodus annularis,annular seabream,seine,high,pelagic,non-destructive
diplodus sargus sargus,white seabream,lines non-tuna,low,demersal,non-destructive
