spec_code,species,db,length_max,in_spp_table,table
5834,isocirrhitus sexfasciatus,fb,10.100000381469728,TRUE,popll
7562,istiblennius dussumieri,fb,9.300000190734863,TRUE,popll
6049,istiblennius edentulus,fb,14.199999809265137,TRUE,popll
6049,istiblennius edentulus,fb,10,TRUE,popll
6050,istiblennius lineatus,fb,12.300000190734863,TRUE,popll
6050,istiblennius lineatus,fb,8.300000190734863,TRUE,popll
13761,istiblennius meleagris,fb,8.800000190734863,TRUE,popll
27015,istiblennius pox,fb,12.300000190734863,TRUE,popll
23697,istiblennius rivulatus,fb,9.100000381469728,TRUE,popll
23697,istiblennius rivulatus,fb,10.199999809265137,TRUE,popll
27016,istiblennius spilotus,fb,8.399999618530273,TRUE,popll
4328,istigobius decoratus,fb,8.899999618530273,TRUE,popll
4325,istigobius nigroocellatus,fb,5.900000095367432,TRUE,popll
4322,istigobius ornatus,fb,11.300000190734863,TRUE,popll
4324,istigobius rigilius,fb,9.5,TRUE,popll
77,istiophorus platypterus,fb,211,TRUE,popll
77,istiophorus platypterus,fb,210,TRUE,popll
77,istiophorus platypterus,fb,232,TRUE,popll
752,isurus oxyrinchus,fb,368,TRUE,popll
1461,jenkinsia lamprotaenia,fb,5,TRUE,popll
15263,johnius borneensis,fb,23.600000381469727,TRUE,popll
