orig_sciname,valid_name,aphia_id
kinorhynchus phyllotropis,cristaphyes phyllotropis,1433355
kinorhynchus spinosus,cristaphyes spinosus,1433357
kinorhynchus stenopygus,pycnophyes stenopygus,1433411
kinorhynchus trisetosus,higginsium trisetosum,1433376
kinorhynchus yushini,cristaphyes yushini,1433358
kirchenpaueria plumularoides,plumalecium plumularioides,878195
kirkpatrickia topsenti,lissodendoryx (lissodendoryx) topsenti,168999
klieonychocamptus discipes,psammoplatypus discipes,361767
klieonychocamptus kliei,klieonychocamptus kliei kliei,116874
knefastia horrenda,stenodrillia horrenda,420319
knipowitschia croatica,knipowitschia croatica,1249955
knipowitschia ephesi,knipowitschia ephesi,1010845
kirchenpaueria paucinema,no match,NA
knipowitschia goerneri,knipowitschia goerneri,1011292
knipowitschia milleri,knipowitschia milleri,1249954
knipowitschia montenegrina,knipowitschia montenegrina,1008646
knipowitschia mrakovcici,knipowitschia mrakovcici,1026695
knipowitschia punctatissima,knipowitschia punctatissima,1021039
knipowitschia radovici,knipowitschia radovici,1009250
knipowitschia thessala,knipowitschia thessala,1016839
kolga ludwigi,penilpidia ludwigi,124745
krithe bartonensis,thracella bartonensis,797171
kryptolebias brasiliensis,kryptolebias brasiliensis,1016486
kryptolebias campelloi,kryptolebias campelloi,1011459
kryptolebias caudomarginatus,kryptolebias caudomarginatus,1012099
kryptolebias gracilis,kryptolebias gracilis,1008694
kryptolebias hermaphroditus,kryptolebias hermaphroditus,1007816
kryptolebias sepia,kryptolebias sepia,1009299
kryptopterus baramensis,kryptopterus baramensis,1009840
kryptopterus bicirrhis,kryptopterus bicirrhis,1022390
kryptopterus cheveyi,kryptopterus cheveyi,1014864
kryptopterus cryptopterus,kryptopterus cryptopterus,1026978
kryptopterus dissitus,kryptopterus dissitus,1009979
kryptopterus hesperius,kryptopterus hesperius,1009841
kryptopterus lais,kryptopterus lais,1021769
kryptopterus limpok,kryptopterus limpok,1021720
kryptopterus lumholtzi,kryptopterus lumholtzi,1026437
kryptopterus macrocephalus,kryptopterus macrocephalus,1419649
kryptopterus minor,kryptopterus minor,1011537
kryptopterus mononema,kryptopterus mononema,1022018
kryptopterus palembangensis,kryptopterus palembangensis,1021721
kryptopterus paraschilbeides,kryptopterus paraschilbeides,1009594
kryptopterus piperatus,kryptopterus piperatus,1009499
kryptopterus sabanus,kryptopterus sabanus,1013875
kryptopterus schilbeides,kryptopterus schilbeides,1419638
kryptopterus vitreolus,kryptopterus vitreolus,1007332
kuhlia malo,kuhlia malo,1022656
kuhlia salelea,kuhlia salelea,1014568
kuhlia sauvagii,kuhlia rupestris,218358
kunzia epacra,kunzia eparca,352509
kuphus polythalamia,kuphus polythalamius,527393
kurtziella accincta,kurtziella accinctus,432731
kurtziella beta,kurtzina beta,761520
kurtziella cerinum,kurtziella cerina,159895
kurtziella citronella,cryoturris citronella,433447
kurtziella corallina,kurtziella serga,420351
kurtziella cyrene,kurtzina cyrene,849203
kurtziella rubella,rubellatoma rubella,420359
labeo alluaudi,labeo alluaudi,1015618
kurtzia lophoessa,no match,NA
kurtziella intercedens,no match,NA
kurtziella stegeri,no match,NA
kurtziella variegata,no match,NA
labeo alticentralis,labeo alticentralis,1010609
labeo altivelis,labeo altivelis,1021700
labeo angra,labeo angra,1026463
labeo annectens,labeo annectens,1018681
labeo ansorgii,labeo ansorgii,1017868
labeo baldasseronii,labeo baldasseronii,1014295
labeo barbatulus,labeo barbatulus,1020111
labeo barbatus,labeo barbatus,1019125
labeo bata,labeo bata,1022798
labeo batesii,labeo batesii,1017692
labeo boga,labeo boga,1022799
labeo boggut,labeo boggut,1022521
labeo bottegi,labeo bottegi,1018651
labeo boulengeri,labeo boulengeri,1017549
labeo brachypoma,labeo brachypoma,1018755
labeo caeruleus,labeo caeruleus,1020181
labeo camerunensis,labeo camerunensis,1012872
labeo capensis,labeo capensis,1019406
labeo chariensis,labeo chariensis,1015662
labeo chrysophekadion,labeo chrysophekadion,1020116
labeo congoro,labeo congoro,1017303
labeo coubie,labeo coubie,1013812
labeo curchius,labeo curchius,1022765
labeo curriei,labeo curriei,1016954
labeo cyclopinnis,labeo cyclopinnis,1017051
angulus euvitreus,ameritella euvitrea,878509
angulus exerythrus,ameritella janeiroensis,878511
angulus gibber,eurytellina gibber,878202
angulus lanceolata,angulus lanceolatus,715005
angulus merus,tampaella mera,878344
angulus paramerus,tampaella paramera,878385
angulus probinus,ameritella probrina,878515
angulus sybariticus,ameritella sybaritica,878517
angulus tampaensis,tampaella tampaensis,849095
angulus tenellus,ameritella tenella,878521
angulus texanus,ameritella texana,878522
angulus versicolor,ameritella versicolor,849119
angulus vestalioides,hanleyanus vestalioides,878438
anilocra laticauda,anilocra laticauda,291335
anisodonta alata trigonia,anisodonta alata trigonia,535819
anisodonta angulata,basterotia angulata,505282
anisomysis bipartoculata,anisomysis (carnegieomysis) bipartoculata,853073
anisomysis incisa,anisomysis (anisomysis) incisa,157799
anisomysis laticauda,anisomysis (anisomysis) laticauda,157800
anisomysis pelewensis,anisomysis (anisomysis) pelewensis,161401
annachlamys macassarensis,annachlamys striatula,393967
annandaleum gruvelii,annandaleum gruvelii,212553
annandaleum japonicum,annandaleum japonicum,534954
annandaleum radji,annandaleum radji,534956
annachlamys histrionica,no match,NA
labeo cyclorhynchus,labeo cyclorhynchus,1019006
labeo cylindricus,labeo cylindricus,1016913
labeo degeni,labeo degeni,1016861
labeo dhonti,labeo dhonti,1014725
labeo dussumieri,labeo dussumieri,1022166
labeo dyocheilus,labeo dyocheilus,1026570
labeo erythropterus,labeo erythropterus,1015344
labeo falcipinnis,labeo falcipinnis,1018671
labeo filiferus,labeo filiferus,1385367
labeo fimbriatus,labeo fimbriatus,1022460
labeo fisheri,labeo fisheri,1015999
labeo forskalii,labeo forskalii,1022581
labeo fuelleborni,labeo fuelleborni,1470233
labeo fulakariensis,labeo fulakariensis,1009001
labeo gonius,labeo gonius,1026571
labeo greenii,labeo greenii,1383122
labeo gregorii,labeo gregorii,1016620
labeo horie,labeo horie,1021930
labeo indramontri,labeo indramontri,1014380
labeo kawrus,labeo kawrus,1022522
labeo kibimbi,labeo kibimbi,1014249
labeo kirkii,labeo kirkii,1018680
labeo kontius,labeo kontius,1026583
labeo latebra,labeo latebra,1524417
labeo lineatus,labeo lineatus,1019124
labeo lividus,labeo lividus,1012738
labeo longipinnis,labeo longipinnis,1019123
labeo lualabaensis,labeo lualabaensis,1010611
labeo lukulae,labeo lukulae,1018777
labeo luluae,labeo luluae,1416210
labeo lunatus,labeo lunatus,1013609
labeo macmahoni,labeo macmahoni,1017539
labeo macrostoma,labeo macrostoma,1013885
labeo maleboensis,labeo maleboensis,1010620
labeo meroensis,labeo meroensis,1008647
labeo mesops,labeo mesops,1016216
labeo microphthalmus,labeo microphthalmus,1020180
labeo mokotoensis,labeo mokotoensis,1014900
labeo molybdinus,labeo molybdinus,1013610
labeo nandina,labeo nandina,1026588
labeo nasus,labeo nasus,1019004
labeo nigrescens,labeo nigrescens,314721
labeo nigricans,labeo nigricans,1017673
labeo nigripinnis,labeo nigripinnis,1020179
labeo niloticus,labeo niloticus,1021956
labeo nunensis,labeo nunensis,1016010
labeo pangusia,labeo pangusia,1026589
labeo parvus,labeo parvus,1013813
labeo pellegrini,labeo pellegrini,1014899
labeo percivali,labeo percivali,1383160
labeo pierrei,labeo pierrei,1015064
labeo pietschmanni,labeo pietschmanni,1015862
labeo polli,labeo polli,1010610
labeo porcellus,labeo porcellus,1460173
labeo potail,labeo potail,1022520
labeo quadribarbis,labeo quadribarbis,1013600
labeo rajasthanicus,labeo rajasthanicus,1013191
labeo rectipinnis,labeo rectipinnis,1010612
labeo reidi,labeo reidi,1010608
labeo ricnorhynchus,labeo ricnorhynchus,1022456
labeo rosae,labeo rosae,1017093
labeo roseopunctatus,labeo roseopunctatus,1011386
labeo rouaneti,labeo rouaneti,1013679
labeo rubromaculatus,labeo rubromaculatus,1017367
labeo ruddi,labeo ruddi,1018276
