taxonkey,taxon_name,common_name,descript,tax_level,worms_name
600884,Carcharhinus sorrah,Spottail shark,shark >=90 cm,6,carcharhinus sorrah
600886,Galeocerdo cuvier,Tiger shark,shark >=90 cm,6,galeocerdo cuvier
600889,Pagellus acarne,Axillary seabream,benthopelagic 30 - 90 cm,6,pagellus acarne
600890,Pagellus bogaraveo,Blackspot seabream,benthopelagic 30 - 90 cm,6,pagellus bogaraveo
600893,Pagellus erythrinus,Common pandora,benthopelagic 30 - 90 cm,6,pagellus erythrinus
600898,Prionace glauca,Blue shark,shark >=90 cm,6,prionace glauca
600912,Sphyrna lewini,Scalloped hammerhead,shark >=90 cm,6,sphyrna lewini
600917,Sphyrna zygaena,Smooth hammerhead,shark >=90 cm,6,sphyrna zygaena
600940,Dasyatis akajei,Red stingray,rays >=90 cm,6,hemitrygon akajei
600941,Atrobucca nibe,Longfin kob,demersal 30 - 90 cm,6,atrobucca nibe
600950,Platycephalus indicus,Bartail flathead,demersal >=90 cm,6,platycephalus indicus
600972,Ablennes hians,Flat needlefish,pelagic >=90 cm,6,ablennes hians
600977,Tylosurus crocodilus crocodilus,Hound needlefish,pelagic >=90 cm,6,tylosurus crocodilus
600983,Caulolatilus chrysops,Atlantic goldeye tilefish,demersal 30 - 90 cm,6,caulolatilus chrysops
601002,Pseudocaranx dentex,White trevally,benthopelagic >=90 cm,6,pseudocaranx dentex
601005,Seriola dumerili,Greater amberjack,reef-associated >=90 cm,6,seriola dumerili
601023,Trisopterus esmarkii,Norway pout,benthopelagic 30 - 90 cm,6,trisopterus esmarkii
601042,Lepidocybium flavobrunneum,Escolar,bathypelagic >=90 cm,6,lepidocybium flavobrunneum
601043,Sardinella aurita,Round sardinella,pelagic 30 - 90 cm,6,sardinella aurita
601044,Ruvettus pretiosus,Oilfish,benthopelagic >=90 cm,6,ruvettus pretiosus
601047,Sardinella maderensis,Madeiran sardinella,pelagic 30 - 90 cm,6,sardinella maderensis
601055,Saurida undosquamis,Brushtooth lizardfish,demersal 30 - 90 cm,6,saurida undosquamis
601059,Hemiramphus brasiliensis,Ballyhoo,pelagic 30 - 90 cm,6,hemiramphus brasiliensis
601072,Lampris guttatus,Opah,bathypelagic >=90 cm,6,lampris guttatus
601077,Lobotes surinamensis,Atlantic tripletail,benthopelagic >=90 cm,6,lobotes surinamensis
601078,Lophius gastrophysus,Blackfin goosefish,bathydemersal 30 - 90 cm,6,lophius gastrophysus
601079,Megalops atlanticus,Tarpon,pelagic >=90 cm,6,megalops atlanticus
601084,Scomberesox saurus saurus,Atlantic saury,pelagic 30 - 90 cm,6,scomberesox saurus
601090,Mugil liza,Liza,demersal 30 - 90 cm,6,mugil liza
601133,Anchoa hepsetus,Broad-striped anchovy,pelagic <30 cm,6,anchoa hepsetus
601164,Sparus aurata,Gilthead seabream,demersal 30 - 90 cm,6,sparus aurata
601181,Sphoeroides maculatus,Northern puffer,demersal 30 - 90 cm,6,sphoeroides maculatus
601191,Sciaenops ocellatus,Red drum,demersal >=90 cm,6,sciaenops ocellatus
601198,Stromateus fiatola,Blue butterfish,benthopelagic 30 - 90 cm,6,stromateus fiatola
601203,Diplectrum formosum,Sand seabass,demersal 30 - 90 cm,6,diplectrum formosum
601205,Epinephelus flavolimbatus,Yellowedge grouper,demersal >=90 cm,6,hyporthodus flavolimbatus
601206,Epinephelus mystacinus,Misty grouper,bathydemersal >=90 cm,6,hyporthodus mystacinus
601207,Epinephelus nigritus,Warsaw grouper,demersal >=90 cm,6,hyporthodus nigritus
601208,Epinephelus niveatus,Snowy grouper,demersal >=90 cm,6,hyporthodus niveatus
601211,Mycteroperca interstitialis,Yellowmouth grouper,reef-associated 30 - 90 cm,6,mycteroperca interstitialis
601212,Mycteroperca microlepis,Gag,demersal >=90 cm,6,mycteroperca microlepis
601213,Mycteroperca phenax,Scamp,reef-associated >=90 cm,6,mycteroperca phenax
601216,Mycteroperca venenosa,Yellowfin grouper,reef-associated >=90 cm,6,mycteroperca venenosa
601221,Calamus bajonado,Jolthead porgy,reef-associated 30 - 90 cm,6,calamus bajonado
601235,Sphyraena barracuda,Great barracuda,pelagic >=90 cm,6,sphyraena barracuda
601265,Naso unicornis,Bluespine unicornfish,reef-associated 30 - 90 cm,6,naso unicornis
601278,Trachurus mediterraneus,Mediterranean horse mackerel,pelagic 30 - 90 cm,6,trachurus mediterraneus
601279,Trachurus picturatus,Blue jack mackerel,benthopelagic 30 - 90 cm,6,trachurus picturatus
601288,Trichiurus lepturus,Largehead hairtail,benthopelagic >=90 cm,6,trichiurus lepturus
601300,Ariomma indica,Indian ariomma,benthopelagic <30 cm,6,ariomma indica
601306,Umbrina cirrosa,Shi drum,demersal 30 - 90 cm,6,umbrina cirrosa
601319,Beryx decadactylus,Alfonsino,bathydemersal 30 - 90 cm,6,beryx decadactylus
601320,Beryx splendens,Splendid alfonsino,benthopelagic 30 - 90 cm,6,beryx splendens
601321,Bothus pantherinus,Leopard flounder,flatfish <90 cm,6,bothus pantherinus
601327,Mullus surmuletus,Striped red mullet,demersal 30 - 90 cm,6,mullus surmuletus
601334,Osmerus eperlanus,European smelt,pelagic 30 - 90 cm,6,osmerus eperlanus
601336,Pegusa lascaris,Sand sole,flatfish <90 cm,6,pegusa lascaris
601338,Paralichthys dentatus,Summer flounder,flatfish <90 cm,6,paralichthys dentatus
601340,Phycis blennoides,Greater forkbeard,benthopelagic >=90 cm,6,phycis blennoides
601341,Platichthys flesus,Flounder,flatfish <90 cm,6,platichthys flesus
601342,Pleuronectes platessa,European plaice,flatfish >=90 cm,6,pleuronectes platessa
601343,Pollachius virens,Saithe,demersal >=90 cm,6,pollachius virens
601348,Psetta maxima,Turbot,flatfish >=90 cm,6,scophthalmus maximus
601350,Sardina pilchardus,European pilchard,pelagic <30 cm,6,sardina pilchardus
601351,Paralichthys olivaceus,Bastard halibut,flatfish <90 cm,6,paralichthys olivaceus
601352,Sebastes viviparus,Norway redfish,demersal 30 - 90 cm,6,sebastes viviparus
601353,Serranus cabrilla,Comber,bathydemersal 30 - 90 cm,6,serranus cabrilla
601356,Spondyliosoma cantharus,Black seabream,benthopelagic 30 - 90 cm,6,spondyliosoma cantharus
601357,Sprattus sprattus,European sprat,pelagic <30 cm,6,sprattus sprattus
601363,Trachinus draco,Greater weever,demersal 30 - 90 cm,6,trachinus draco
601365,Trachurus trachurus,Atlantic horse mackerel,pelagic 30 - 90 cm,6,trachurus trachurus
601366,Chelidonichthys lucerna,Tub gurnard,demersal 30 - 90 cm,6,chelidonichthys lucerna
601367,Trisopterus luscus,Pouting,benthopelagic 30 - 90 cm,6,trisopterus luscus
601370,Zeus faber,John dory,benthopelagic >=90 cm,6,zeus faber
601371,Hippoglossus hippoglossus,Atlantic halibut,flatfish >=90 cm,6,hippoglossus hippoglossus
601381,Melanogrammus aeglefinus,Haddock,demersal >=90 cm,6,melanogrammus aeglefinus
601382,Microstomus kitt,Lemon sole,flatfish <90 cm,6,microstomus kitt
601383,Molva dypterygia,Blue ling,demersal >=90 cm,6,molva dypterygia
601391,Etelis oculatus,Queen snapper,bathydemersal >=90 cm,6,etelis oculatus
601403,Lutjanus analis,Mutton snapper,reef-associated 30 - 90 cm,6,lutjanus analis
601407,Lutjanus argentimaculatus,Mangrove red snapper,reef-associated >=90 cm,6,lutjanus argentimaculatus
601408,Lutjanus argentiventris,Yellow snapper,reef-associated 30 - 90 cm,6,lutjanus argentiventris
601417,Lutjanus bohar,Two-spot red snapper,reef-associated >=90 cm,6,lutjanus bohar
601423,Lutjanus campechanus,Northern red snapper,reef-associated >=90 cm,6,lutjanus campechanus
601452,Chirocentrus nudus,Whitefin wolf-herring,pelagic >=90 cm,6,chirocentrus nudus
601453,Dussumieria acuta,Rainbow sardine,pelagic <30 cm,6,dussumieria acuta
601454,Dussumieria elopsoides,Slender rainbow sardine,pelagic <30 cm,6,dussumieria elopsoides
601456,Etrumeus whiteheadi,Whiteheads round herring,pelagic <30 cm,6,etrumeus whiteheadi
601458,Spratelloides gracilis,Silverstriped round herring,pelagic <30 cm,6,spratelloides gracilis
601466,Sprattus fuegensis,Falkland sprat,pelagic <30 cm,6,sprattus fuegensis
601470,Clupeonella cultriventris,Black Sea sprat,pelagic <30 cm,6,clupeonella cultriventris
601477,Sardinops sagax,South American pilchard,pelagic 30 - 90 cm,6,sardinops sagax
601484,Opisthonema libertate,Pacific thread herring,pelagic <30 cm,6,opisthonema libertate
601486,Opisthonema oglinum,Atlantic thread herring,pelagic 30 - 90 cm,6,opisthonema oglinum
601494,Herklotsichthys quadrimaculatus,Bluestripe herring,pelagic <30 cm,6,herklotsichthys quadrimaculatus
601505,Sardinella brasiliensis,Brazilian sardinella,pelagic <30 cm,6,sardinella brasiliensis
601508,Sardinella gibbosa,Goldstripe sardinella,pelagic <30 cm,6,sardinella gibbosa
601510,Sardinella lemuru,Bali sardinella,pelagic <30 cm,6,sardinella lemuru
601511,Sardinella longiceps,Indian oil sardine,pelagic <30 cm,6,sardinella longiceps
601519,Sardinella zunasi,Japanese sardinella,pelagic <30 cm,6,sardinella zunasi
601520,Clupea pallasii pallasii,Pacific herring,pelagic 30 - 90 cm,6,clupea pallasii
601530,Strangomera bentincki,Araucanian herring,pelagic <30 cm,6,strangomera bentincki
601574,Alosa aestivalis,Blueback shad,pelagic 30 - 90 cm,6,alosa aestivalis
601582,Alosa mediocris,Hickory shad,pelagic 30 - 90 cm,6,alosa mediocris
601583,Alosa pseudoharengus,Alewife,pelagic 30 - 90 cm,6,alosa pseudoharengus
601584,Alosa sapidissima,American shad,pelagic 30 - 90 cm,6,alosa sapidissima
601587,Brevoortia aurea,Brazilian menhaden,pelagic <30 cm,6,brevoortia aurea
601589,Brevoortia patronus,Gulf menhaden,pelagic <30 cm,6,brevoortia patronus
601590,Brevoortia pectinata,Argentine menhaden,pelagic 30 - 90 cm,6,brevoortia pectinata
601592,Brevoortia tyrannus,Atlantic menhaden,pelagic 30 - 90 cm,6,brevoortia tyrannus
601593,Ethmidium maculatum,Pacific menhaden,pelagic <30 cm,6,ethmidium maculatum
601594,Ethmalosa fimbriata,Bonga shad,pelagic 30 - 90 cm,6,ethmalosa fimbriata
601596,Tenualosa ilisha,Hilsa shad,pelagic 30 - 90 cm,6,tenualosa ilisha
601600,Tenualosa toli,Toli shad,pelagic 30 - 90 cm,6,tenualosa toli
601604,Dorosoma cepedianum,American gizzard shad,pelagic 30 - 90 cm,6,dorosoma cepedianum
601608,Clupanodon thrissa,Chinese gizzard shad,pelagic <30 cm,6,clupanodon thrissa
601609,Konosirus punctatus,Konoshiro gizzard shad,pelagic 30 - 90 cm,6,konosirus punctatus
601616,Nematalosa nasus,Blochs gizzard shad,pelagic <30 cm,6,nematalosa nasus
601619,Anodontostoma chacunda,Chacunda gizzard shad,pelagic <30 cm,6,anodontostoma chacunda
601625,Ilisha africana,West African ilisha,pelagic 30 - 90 cm,6,ilisha africana
601627,Ilisha elongata,Elongate ilisha,pelagic 30 - 90 cm,6,ilisha elongata
601641,Pellona ditchela,Indian pellona,pelagic <30 cm,6,pellona ditchela
601659,Engraulis anchoita,Argentine anchoita,pelagic <30 cm,6,engraulis anchoita
601661,Engraulis capensis,Cape anchovy,pelagic <30 cm,6,engraulis capensis
601663,Engraulis japonicus,Japanese anchovy,pelagic <30 cm,6,engraulis japonicus
601664,Engraulis mordax,Californian anchovy,pelagic <30 cm,6,engraulis mordax
601692,Anthias anthias,Swallowtail seaperch,reef-associated <30 cm,6,anthias anthias
601696,Atherina boyeri,Big-scale sand smelt,demersal <30 cm,6,atherina boyeri
601706,Chromis chromis,Damselfish,reef-associated <30 cm,6,chromis chromis
601707,Sciaena umbra,Brown meagre,demersal 30 - 90 cm,6,sciaena umbra
601722,Lepidotrigla cavillone,Large-scaled gurnard,demersal <30 cm,6,lepidotrigla cavillone
601729,Muraena helena,Mediterranean moray,reef-associated >=90 cm,6,muraena helena
601732,Mola mola,Ocean sunfish,pelagic >=90 cm,6,mola mola
601734,Mora moro,Common mora,bathypelagic 30 - 90 cm,6,mora moro
601735,Liza aurata,Golden grey mullet,pelagic 30 - 90 cm,6,chelon auratus
601736,Liza saliens,Leaping mullet,demersal 30 - 90 cm,6,chelon saliens
601747,Phycis phycis,Forkbeard,benthopelagic 30 - 90 cm,6,phycis phycis
601749,Diplodus puntazzo,Sharpsnout seabream,benthopelagic 30 - 90 cm,6,diplodus puntazzo
601752,Diplodus annularis,Annular seabream,benthopelagic <30 cm,6,diplodus annularis
601753,Diplodus sargus sargus,White seabream,demersal 30 - 90 cm,6,diplodus sargus
601754,Diplodus vulgaris,Common two-banded seabream,benthopelagic 30 - 90 cm,6,diplodus vulgaris
601756,Pagrus pagrus,Common seabream,benthopelagic >=90 cm,6,pagrus pagrus
601758,Scorpaena porcus,Black scorpionfish,demersal 30 - 90 cm,6,scorpaena porcus
601759,Scorpaena scrofa,Largescaled scorpionfish,demersal 30 - 90 cm,6,scorpaena scrofa
601766,Spicara smaris,Picarel,demersal <30 cm,6,spicara smaris
601773,Trachinotus ovatus,Derbio,pelagic 30 - 90 cm,6,trachinotus ovatus
601825,Macruronus novaezelandiae,Blue grenadier,demersal >=90 cm,6,macruronus novaezelandiae
601826,Merluccius paradoxus,Deep-water Cape hake,bathydemersal >=90 cm,6,merluccius paradoxus
601827,Merluccius angustimanus,Panama hake,demersal 30 - 90 cm,6,merluccius angustimanus
601828,Merluccius capensis,Shallow-water Cape hake,bathydemersal >=90 cm,6,merluccius capensis
601843,Lethrinus mahsena,Sky emperor,reef-associated 30 - 90 cm,6,lethrinus mahsena
601844,Lethrinus borbonicus,Snubnose emperor,reef-associated 30 - 90 cm,6,lethrinus borbonicus
601845,Lethrinus microdon,Smalltooth emperor,reef-associated 30 - 90 cm,6,lethrinus microdon
601846,Lethrinus nebulosus,Spangled emperor,demersal 30 - 90 cm,6,lethrinus nebulosus
601847,Lethrinus obsoletus,Orange-striped emperor,demersal 30 - 90 cm,6,lethrinus obsoletus
601851,Lethrinus harak,Thumbprint emperor,reef-associated 30 - 90 cm,6,lethrinus harak
601852,Lethrinus xanthochilus,Yellowlip emperor,reef-associated 30 - 90 cm,6,lethrinus xanthochilus
601863,Lethrinus lentjan,Pink ear emperor,demersal 30 - 90 cm,6,lethrinus lentjan
601867,Lethrinus atlanticus,Atlantic emperor,reef-associated 30 - 90 cm,6,lethrinus atlanticus
601869,Monotaxis grandoculis,Humpnose big-eye bream,reef-associated 30 - 90 cm,6,monotaxis grandoculis
601874,Enchelyopus cimbrius,Fourbeard rockling,demersal 30 - 90 cm,6,enchelyopus cimbrius
601879,Microgadus proximus,Pacific tomcod,demersal 30 - 90 cm,6,microgadus proximus
601888,Alectis alexandrinus,African threadfish,pelagic 30 - 90 cm,6,alectis alexandrina
601889,Alepes djedaba,Shrimp scad,reef-associated 30 - 90 cm,6,alepes djedaba
601893,Atule mate,Yellowtail scad,pelagic 30 - 90 cm,6,atule mate
601895,Caranx ignobilis,Giant trevally,reef-associated >=90 cm,6,caranx ignobilis
601899,Caranx rhonchus,False scad,benthopelagic 30 - 90 cm,6,caranx rhonchus
601906,Caranx melampygus,Bluefin trevally,reef-associated >=90 cm,6,caranx melampygus
601917,Caranx sexfasciatus,Bigeye trevally,reef-associated >=90 cm,6,caranx sexfasciatus
601923,Carangoides bajad,Orangespotted trevally,reef-associated 30 - 90 cm,6,carangoides bajad
601926,Carangoides fulvoguttatus,Yellowspotted trevally,reef-associated >=90 cm,6,carangoides fulvoguttatus
601933,Caranx crysos,Blue runner,pelagic 30 - 90 cm,6,caranx crysos
601937,Chloroscombrus orqueta,Pacific bumper,demersal 30 - 90 cm,6,chloroscombrus orqueta
601938,Decapterus macrosoma,Shortfin scad,pelagic 30 - 90 cm,6,decapterus macrosoma
601939,Decapterus maruadsi,Japanese scad,pelagic <30 cm,6,decapterus maruadsi
601947,Parastromateus niger,Black pomfret,benthopelagic 30 - 90 cm,6,parastromateus niger
601950,Scomberoides commersonnianus,Talang queenfish,reef-associated >=90 cm,6,scomberoides commersonnianus
601951,Scomberoides lysan,Doublespotted queenfish,reef-associated >=90 cm,6,scomberoides lysan
601953,Scomberoides tol,Needlescaled queenfish,pelagic 30 - 90 cm,6,scomberoides tol
601962,Seriolina nigrofasciata,Blackbanded trevally,reef-associated 30 - 90 cm,6,seriolina nigrofasciata
601963,Trachinotus blochii,Snubnose pompano,reef-associated >=90 cm,6,trachinotus blochii
601964,Trachinotus mookalee,Indian pompano,demersal 30 - 90 cm,6,trachinotus mookalee
602005,Antimora rostrata,Blue antimora,bathypelagic 30 - 90 cm,6,antimora rostrata
602012,Halargyreus johnsonii,Slender codling,bathypelagic 30 - 90 cm,6,halargyreus johnsonii
602014,Laemonema longipes,Longfin codling,benthopelagic 30 - 90 cm,6,laemonema longipes
602020,Pseudophycis bachus,Red codling,demersal >=90 cm,6,pseudophycis bachus
602023,Tripterophycis gilchristi,Grenadier cod,benthopelagic 30 - 90 cm,6,tripterophycis gilchristi
602058,Dipturus batis,Blue skate,rays >=90 cm,6,dipturus batis
602059,Raja clavata,Thornback ray,rays >=90 cm,6,raja clavata
602060,Dasyatis pastinaca,Common stingray,rays <90 cm,6,dasyatis pastinaca
602497,Diplodus cervinus cervinus,Zebra seabream,benthopelagic 30 - 90 cm,6,diplodus cervinus
602499,Chelon labrosus,Thicklip grey mullet,demersal 30 - 90 cm,6,chelon labrosus
602500,Thalassoma pavo,Ornate wrasse,reef-associated <30 cm,6,thalassoma pavo
602501,Anarhichas lupus,Wolf-fish,demersal >=90 cm,6,anarhichas lupus
602503,Chimaera monstrosa,Rabbit fish,rays >=90 cm,6,chimaera monstrosa
602508,Epigonus telescopus,Bulls-eye,bathydemersal 30 - 90 cm,6,epigonus telescopus
602513,Myxine glutinosa,Hagfish,demersal 30 - 90 cm,6,myxine glutinosa
602530,Petromyzon marinus,Sea lamprey,demersal >=90 cm,6,petromyzon marinus
602531,Notorynchus cepedianus,Broadnose sevengill shark,shark >=90 cm,6,notorynchus cepedianus
602534,Alopias superciliosus,Bigeye thresher,shark >=90 cm,6,alopias superciliosus
602535,Alopias vulpinus,Thintail thresher,shark >=90 cm,6,alopias vulpinus
602540,Mustelus henlei,Brown smooth-hound,shark >=90 cm,6,mustelus henlei
602557,Leucoraja erinacea,Little skate,rays <90 cm,6,leucoraja erinacea
602561,Dipturus laevis,Barndoor skate,rays >=90 cm,6,dipturus laevis
602572,Dasyatis centroura,Roughtail stingray,rays >=90 cm,6,bathytoshia centroura
602577,Gymnura altavela,Spiny butterfly ray,rays >=90 cm,6,gymnura altavela
602589,Hydrolagus colliei,Spotted ratfish,rays >=90 cm,6,hydrolagus colliei
602669,Coregonus autumnalis,Arctic cisco,pelagic 30 - 90 cm,6,coregonus autumnalis
602674,Coregonus nasus,Broad whitefish,demersal 30 - 90 cm,6,coregonus nasus
602678,Coregonus sardinella,Sardine cisco,pelagic 30 - 90 cm,6,coregonus sardinella
602691,Salvelinus malma malma,Dolly varden,benthopelagic >=90 cm,6,salvelinus malma
602692,Stenodus leucichthys,Inconnu,demersal >=90 cm,6,stenodus leucichthys
602700,Argentina silus,Greater argentine,bathydemersal 30 - 90 cm,6,argentina silus
603255,Zenopsis nebulosa,Mirror dory,bathydemersal 30 - 90 cm,6,zenopsis nebulosa
603267,Regalecus glesne,King of herrings,pelagic >=90 cm,6,regalecus glesne
603310,Stereolepis gigas,Giant sea-bass,demersal >=90 cm,6,stereolepis gigas
603334,Mycteroperca xenarcha,Broomtail grouper,demersal >=90 cm,6,mycteroperca xenarcha
603539,Caulolatilus princeps,Ocean whitefish,reef-associated >=90 cm,6,caulolatilus princeps
603542,Rachycentron canadum,Cobia,pelagic >=90 cm,6,rachycentron canadum
603561,Taractichthys steindachneri,Sickle pomfret,benthopelagic 30 - 90 cm,6,taractichthys steindachneri
603574,Diplodus argenteus argenteus,South American silver porgy,demersal 30 - 90 cm,6,diplodus argenteus
603578,Atractoscion nobilis,White weakfish,demersal >=90 cm,6,atractoscion nobilis
603611,Pseudopentaceros richardsoni,Pelagic armorhead,pelagic 30 - 90 cm,6,pentaceros richardsoni
603671,Semicossyphus pulcher,California sheephead,reef-associated >=90 cm,6,semicossyphus pulcher
603672,Tautogolabrus adspersus,Cunner,reef-associated 30 - 90 cm,6,tautogolabrus adspersus
603810,Anarhichas denticulatus,Northern wolffish,benthopelagic >=90 cm,6,anarhichas denticulatus
603811,Anarhichas minor,Spotted wolffish,demersal >=90 cm,6,anarhichas minor
603915,Tetrapturus angustirostris,Shortbill spearfish,pelagic >=90 cm,6,tetrapturus angustirostris
603920,Hyperoglyphe bythites,Black driftfish,pelagic 30 - 90 cm,6,hyperoglyphe bythites
603971,Sebastes goodei,Chilipepper,demersal 30 - 90 cm,6,sebastes goodei
603979,Sebastes melanops,Black rockfish,reef-associated 30 - 90 cm,6,sebastes melanops
603989,Sebastes pinniger,Canary rockfish,reef-associated 30 - 90 cm,6,sebastes pinniger
604009,Sebastolobus alascanus,Shortspine thornyhead,bathydemersal 30 - 90 cm,6,sebastolobus alascanus
604037,Pleurogrammus monopterygius,Atka mackerel,demersal 30 - 90 cm,6,pleurogrammus monopterygius
604122,Triglopsis quadricornis,Fourhorn sculpin,demersal 30 - 90 cm,6,myoxocephalus quadricornis
604140,Scorpaenichthys marmoratus,Cabezon,demersal >=90 cm,6,scorpaenichthys marmoratus
604215,Citharichthys sordidus,Pacific sanddab,flatfish <90 cm,6,citharichthys sordidus
604228,Paralichthys californicus,California flounder,flatfish >=90 cm,6,paralichthys californicus
604237,Eopsetta jordani,Petrale sole,flatfish <90 cm,6,eopsetta jordani
604239,Hippoglossoides platessoides,American plaice,flatfish <90 cm,6,hippoglossoides platessoides
604247,Microstomus pacificus,Dover sole,flatfish <90 cm,6,microstomus pacificus
604248,Parophrys vetulus,English sole,flatfish <90 cm,6,parophrys vetulus
604249,Platichthys stellatus,Starry flounder,flatfish >=90 cm,6,platichthys stellatus
604250,Pleuronectes quadrituberculatus,Alaska plaice,flatfish <90 cm,6,pleuronectes quadrituberculatus
604252,Pleuronichthys decurrens,Curlfin sole,flatfish <90 cm,6,pleuronichthys decurrens
604255,Psettichthys melanostictus,West American sand sole,flatfish <90 cm,6,psettichthys melanostictus
604313,Normanichthys crockeri,Normans camote,demersal <30 cm,6,normanichthys crockeri
604326,Leucoraja naevus,Cuckoo ray,rays <90 cm,6,leucoraja naevus
604329,Raja montagui,Spotted ray,rays <90 cm,6,raja montagui
604330,Myliobatis aquila,Common eagle ray,rays >=90 cm,6,myliobatis aquila
604458,Terapon jarbua,Jarbua terapon,demersal 30 - 90 cm,6,terapon jarbua
604460,Epinephelus fuscoguttatus,Brown-marbled grouper,reef-associated >=90 cm,6,epinephelus fuscoguttatus
604461,Epinephelus tauvina,Greasy grouper,reef-associated >=90 cm,6,epinephelus tauvina
604464,Gnathanodon speciosus,Golden trevally,reef-associated >=90 cm,6,gnathanodon speciosus
604465,Diagramma pictum,Painted sweetlips,reef-associated >=90 cm,6,diagramma pictum
604493,Sphyraena obtusata,Obtuse barracuda,reef-associated 30 - 90 cm,6,sphyraena obtusata
604504,Psettodes belcheri,Spottail spiny turbot,flatfish <90 cm,6,psettodes belcheri
604538,Dentex maroccanus,Morocco dentex,demersal 30 - 90 cm,6,dentex maroccanus
604540,Pagrus caeruleostictus,Bluespotted seabream,benthopelagic >=90 cm,6,pagrus caeruleostictus
604543,Acanthopagrus bifasciatus,Twobar seabream,reef-associated 30 - 90 cm,6,acanthopagrus bifasciatus
604544,Sillago sihama,Silver sillago,demersal 30 - 90 cm,6,sillago sihama
604548,Umbrina canariensis,Canary drum,demersal 30 - 90 cm,6,umbrina canariensis
604552,Raja brachyura,Blonde ray,rays >=90 cm,6,raja brachyura
604556,Trachyrincus scabrus,Roughsnout grenadier,bathypelagic 30 - 90 cm,6,trachyrincus scabrus
604559,Nemipterus japonicus,Japanese threadfin bream,demersal 30 - 90 cm,6,nemipterus japonicus
604569,Miichthys miiuy,Mi-iuy croaker,demersal 30 - 90 cm,6,miichthys miiuy
604582,Labrus merula,Brown wrasse,reef-associated 30 - 90 cm,6,labrus merula
604589,Lateolabrax japonicus,Japanese seaperch,reef-associated >=90 cm,6,lateolabrax japonicus
604641,Dentex congoensis,Congo dentex,demersal 30 - 90 cm,6,dentex congoensis
604642,Galeorhinus galeus,Tope shark,shark >=90 cm,6,galeorhinus galeus
604702,Notothenia coriiceps,Yellowbelly rockcod,demersal 30 - 90 cm,6,notothenia coriiceps
604708,Pomadasys jubelini,Sompat grunt,demersal 30 - 90 cm,6,pomadasys jubelini
604722,Callorhinchus milii,Ghost shark,rays >=90 cm,6,callorhinchus milii
604740,Acanthurus sohal,Sohal surgeonfish,reef-associated 30 - 90 cm,6,acanthurus sohal
604791,Mugil soiuy,So-iuy mullet,demersal 30 - 90 cm,6,planiliza haematocheilus
604796,Sarda chiliensis lineolata,Pacific bonito,pelagic >=90 cm,6,sarda chiliensis
604824,Otolithes ruber,Tiger-toothed croaker,benthopelagic >=90 cm,6,otolithes ruber
604826,Plectropomus leopardus,Leopard coralgrouper,reef-associated >=90 cm,6,plectropomus leopardus
604827,Sphyraena jello,Pickhandle barracuda,reef-associated >=90 cm,6,sphyraena jello
604887,Spicara maena,Blotched picarel,demersal <30 cm,6,spicara maena
604923,Epinephelus merra,Honeycomb grouper,reef-associated 30 - 90 cm,6,epinephelus merra
604943,Citharus linguatula,Atlantic spotted flounder,flatfish <90 cm,6,citharus linguatula
604959,Elops lacerta,West African ladyfish,benthopelagic >=90 cm,6,elops lacerta
604961,Epinephelus goreensis,Dungat grouper,demersal >=90 cm,6,epinephelus goreensis
604964,Hoplostethus mediterraneus mediterraneus,Mediterranean slimehead,benthopelagic 30 - 90 cm,6,hoplostethus mediterraneus
604988,Lophius vaillanti,Shortspine African angler,bathydemersal 30 - 90 cm,6,lophius vaillanti
604996,Mustelus mustelus,Smooth-hound,shark >=90 cm,6,mustelus mustelus
604997,Nezumia aequalis,Common Atlantic grenadier,benthopelagic 30 - 90 cm,6,nezumia aequalis
605002,Polydactylus quadrifilis,Giant African threadfin,demersal >=90 cm,6,polydactylus quadrifilis
605003,Pomadasys incisus,Bastard grunt,demersal 30 - 90 cm,6,pomadasys incisus
605007,Pontinus kuhlii,Offshore rockfish,bathydemersal 30 - 90 cm,6,pontinus kuhlii
605008,Promethichthys prometheus,Roudi escolar,benthopelagic >=90 cm,6,promethichthys prometheus
605009,Pseudotolithus senegallus,Law croaker,demersal >=90 cm,6,pseudotolithus senegallus
605038,Trigla lyra,Piper gurnard,bathydemersal 30 - 90 cm,6,trigla lyra
605048,Arripis trutta,Eastern Australian salmon,pelagic 30 - 90 cm,6,arripis trutta
605066,Pagrus auriga,Redbanded seabream,benthopelagic 30 - 90 cm,6,pagrus auriga
605071,Alepocephalus rostratus,Rissos smooth-head,bathydemersal 30 - 90 cm,6,alepocephalus rostratus
605081,Trigloporus lastoviza,Streaked gurnard,demersal 30 - 90 cm,6,chelidonichthys lastoviza
605094,Lophius budegassa,Black-bellied angler,bathydemersal >=90 cm,6,lophius budegassa
605098,Borostomias antarcticus,Borostomias antarcticus,bathypelagic 30 - 90 cm,6,borostomias antarcticus
605353,Epinephelus morrhua,Comet grouper,demersal >=90 cm,6,epinephelus morrhua
605354,Variola louti,Yellow-edged lyretail,reef-associated 30 - 90 cm,6,variola louti
605355,Alosa fallax,Twaite shad,pelagic 30 - 90 cm,6,alosa fallax
605367,Epinephelus areolatus,Areolate grouper,reef-associated 30 - 90 cm,6,epinephelus areolatus
605382,Trachurus capensis,Cape horse mackerel,pelagic 30 - 90 cm,6,trachurus capensis
