phylum,class,order,family,genus,species
mollusca,gastropoda,caenogastropoda,provannidae,desbruyeresia,desbruyeresia spinosa
mollusca,bivalvia,myoida,teredinidae,nausitora,nausitora aurita
mollusca,bivalvia,arcoida,arcidae,acar,no match
arthropoda,maxillopoda,pedunculata,scalpellidae,trianguloscalpellum,trianguloscalpellum annandalei
mollusca,gastropoda,neotaenioglossa,pickworthiidae,sansonia,sansonia alisonae
arthropoda,malacostraca,amphipoda,iciliidae,icilius,icilius caledoniana
echinodermata,asteroidea,valvatida,asteropseidae,asteropsis,asteropsis lissoterga
mollusca,gastropoda,sacoglossa,caliphyllidae,polybranchia,polybranchia westralis
mollusca,gastropoda,heterostropha,acteonidae,obrussena,obrussena bracteata
gnathostomulida,not assigned,filospermoidea,pterognathiidae,pterognathia,pterognathia ctenifera
arthropoda,pycnogonida,pantopoda,callipallenidae,safropallene,safropallene longimana
priapulida,priapulomorpha,not assigned,priapulidae,priapulopsis,priapulopsis australis
mollusca,gastropoda,sacoglossa,elysiidae,elysia,thuridilla moebii
arthropoda,maxillopoda,pedunculata,scalpellidae,catherinum,catherinum recurvitergum
arthropoda,maxillopoda,sessilia,verrucidae,metaverruca,metaverruca trisulcata
mollusca,gastropoda,sacoglossa,elysiidae,elysia,elysia furvacauda
mollusca,gastropoda,sacoglossa,stiligeridae,aplysiopsis,aplysiopsis formosa
mollusca,gastropoda,sacoglossa,stiligeridae,ercolania,ercolania margaritae
mollusca,gastropoda,nudibranchia,discodorididae,discodoris,discodoris paroa
porifera,calcarea,leucosolenida,leucosoleniidae,leucosolenia,no match
mollusca,aplacophora,pholidoskepia,lepidomeniidae,tegulaherpia,tegulaherpia tasmanica
arthropoda,maxillopoda,sessilia,chionelasmatidae,chionelasmus,chionelasmus crosnieri
annelida,polychaeta,canalipalpata,sabellariidae,bathysabellaria,bathysabellaria spinifera
mollusca,gastropoda,neotaenioglossa,epitoniidae,gregorioiscala,gregorioiscala barazeri
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,prolixodens,prolixodens crassa
mollusca,bivalvia,pholadomyoida,thraciidae,parvithracia,parvithracia melchior
mollusca,bivalvia,pholadomyoida,cuspidariidae,austroneaera,austroneaera tangaroa
gnathostomulida,not assigned,bursovaginoidea,austrognathiidae,austrognathia,austrognathia christianae
mollusca,gastropoda,not assigned,newtoniellidae,marshallaskeya,retilaskeya elegantula
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,mendax,mendax trizonaloides
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,mendax,mendax hebetatus
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,aliptina,aliptina acheronae
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,cerithiopsidella,cerithiopsidella blacki
mollusca,gastropoda,neotaenioglossa,triphoridae,joculator,joculator sublima
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,seila,seila maoria
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,seila,seila dilecta
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,seila,seila regia
mollusca,bivalvia,pholadomyoida,thraciidae,parvithracia,parvithracia suteri
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,horologica,horologica cowei
chordata,cephalochordata,not assigned,branchiostomidae,epigonichthys,epigonichthys hectori
mollusca,bivalvia,pholadomyoida,parilimyidae,parilimya,parilimya neozelanica
mollusca,gastropoda,vetigastropoda,chilodontidae,brookula,brookula powelli
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,cerithiella,cerithiella astrolabiensis
mollusca,bivalvia,pholadomyoida,thraciidae,parvithracia,parvithracia fragilissima
mollusca,bivalvia,pholadomyoida,cuspidariidae,pseudoneaera,pseudoneaera wellmani
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,mendax,mendax trizonalis
mollusca,aplacophora,cavibelonia,proneomeniidae,dorymenia,dorymenia quincarinata
mollusca,bivalvia,pholadomyoida,thraciidae,asthenothaerus,asthenothaerus maxwelli
mollusca,bivalvia,pholadomyoida,cuspidariidae,austroneaera,austroneaera brooki
mollusca,gastropoda,neotaenioglossa,cerithiidae,cerithiella,cerithiella nucleoproducta
mollusca,gastropoda,neotaenioglossa,epitoniidae,asperiscala,epitonium eltanini
arthropoda,maxillopoda,pedunculata,scalpellidae,litoscalpellum,litoscalpellum aurorae
mollusca,aplacophora,sterrofustia,phyllomeniidae,ocheyoherpia,ocheyoherpia lituifera
mollusca,gastropoda,gasorder,tjaernoeidae,tjaernoeia,tjaernoeia michaeli
mollusca,aplacophora,cavibelonia,pararrhopaliidae,metamenia,metamenia triglandulata
arthropoda,pycnogonida,pantopoda,ammotheidae,boehmia,boehmia dubia
arthropoda,maxillopoda,pedunculata,scalpellidae,weltnerium,weltnerium bouvieri
mollusca,aplacophora,cavibelonia,proneomeniidae,dorymenia,dorymenia usarpi
mollusca,bivalvia,pholadomyoida,cuspidariidae,octoporia,octoporia octaporosa
mollusca,aplacophora,neomeniamorpha,neomeniidae,neomenia,neomenia herwigi
annelida,polychaeta,phyllodocida,syllidae,opisthodonta,no match
annelida,polychaeta,not assigned,paraonidae,acmira,aricidea (acmira) philbinae
annelida,polychaeta,not assigned,paraonidae,acmira,aricidea (acmira) taylori
annelida,polychaeta,not assigned,paraonidae,allia,aricidea (strelzovia) suecica
annelida,polychaeta,not assigned,paraonidae,cirrophorus,paradoneis perdidoensis
annelida,polychaeta,not assigned,paraonidae,cirrophorus,paradoneis perkinsi
annelida,polychaeta,not assigned,scalibregmatidae,sclerocheilus,sclerocheilus unoculus
mollusca,bivalvia,myoida,corbulidae,caryocorbula,no match
mollusca,gastropoda,heterostropha,pyramidellidae,turbonilla,asmunda turrita
mollusca,gastropoda,heterostropha,pyramidellidae,turbonilla,turbonilla brasiliensis
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,cerithiopsis,cerithiopsis balaustium
mollusca,gastropoda,neotaenioglossa,cerithiopsidae,cerithiopsis,cerithiopsis capixaba
mollusca,bivalvia,ostreoida,ostreidae,crassostrea,crassostrea guyanensis
mollusca,gastropoda,heterostropha,pyramidellidae,eulimella,eulimella rudis
annelida,polychaeta,not assigned,paraonidae,acmira,aricidea (acmira) simplex
mollusca,bivalvia,pholadomyoida,verticordiidae,spinosipella,spinosipella agnes
cnidaria,hydrozoa,anthoathecata,bougainvilliidae,lizzia,lizzia alvarinoae
arthropoda,malacostraca,isopoda,desmosomatidae,disparella,no match
echinodermata,holothuroidea,aspidochirotida,synallactidae,hansenothuria,hansenothuria benti
mollusca,gastropoda,neotaenioglossa,pickworthiidae,microliotia,microliotia alvanioides
arthropoda,malacostraca,decapoda,xanthidae,rata,rata tuamotense
arthropoda,maxillopoda,sessilia,chthamalidae,jehlius,jehlius cirratus
echinodermata,crinoidea,comatulida,comasteridae,comanthoides,comatulidae incertae sedis gillstromi
mollusca,gastropoda,heterostropha,pyramidellidae,eulimella,turbonilla argentina
mollusca,gastropoda,neotaenioglossa,velutinidae,lamellaria,lamellaria ampla
cnidaria,anthozoa,actiniaria,actiniidae,bunodactis,bunodactis hermafroditica
arthropoda,malacostraca,isopoda,stenetriidae,tenupedunculus,stenetriidae incertae sedis beddardi
arthropoda,malacostraca,isopoda,stenetriidae,tenupedunculus,stenetriidae incertae sedis dentimanum
mollusca,gastropoda,heterostropha,acteonidae,neactaeonina,neactaeonina cingulata
gnathostomulida,not assigned,bursovaginoidea,austrognathiidae,austrognatharia,austrognatharia medusifera
arthropoda,maxillopoda,sessilia,verrucidae,altiverruca,altiverruca erecta
mollusca,gastropoda,neogastropoda,muricidae,panamurex,no match
mollusca,bivalvia,veneroida,veneridae,transennella,transennella caboblanquensis
mollusca,gastropoda,neogastropoda,muricidae,dermomurex,dermomurex abyssicola
mollusca,bivalvia,pholadomyoida,cuspidariidae,myonera,myonera gigantea
mollusca,gastropoda,neotaenioglossa,triphoridae,strobiligera,strobiligera filata
porifera,hexactinellida,hexactinosida,euretidae,myliusia,myliusia seriata
mollusca,bivalvia,pholadomyoida,cuspidariidae,cardiomya,cardiomya alternata
cnidaria,hydrozoa,anthoathecata,corynidae,sarsia,sarsia angulata
platyhelminthes,turbellaria,acoela,proporidae,proporus,proporus carolinensis
gnathostomulida,not assigned,bursovaginoidea,agnathiellidae,agnathiella,agnathiella beckeri
gnathostomulida,not assigned,bursovaginoidea,onychognathiidae,nanognathia,nanognathia exigua
gnathostomulida,not assigned,bursovaginoidea,onychognathiidae,onychognathia,onychognathia filifera
arthropoda,maxillopoda,akentrogonida,thompsoniidae,thylacoplethus,thylacoplethus cubensis
mollusca,gastropoda,neotaenioglossa,triphoridae,triphora,triphora abacoensis
mollusca,gastropoda,neotaenioglossa,epitoniidae,eccliseogyra,eccliseogyra performosa
mollusca,gastropoda,neotaenioglossa,epitoniidae,gregorioiscala,gregorioiscala pachya
loricifera,not assigned,nanaloricida,pliciloricidae,pliciloricus,pliciloricus dubius
loricifera,not assigned,nanaloricida,pliciloricidae,pliciloricus,pliciloricus enigmaticus
loricifera,not assigned,nanaloricida,pliciloricidae,pliciloricus,pliciloricus orphanus
loricifera,not assigned,nanaloricida,pliciloricidae,pliciloricus,pliciloricus profundus
loricifera,not assigned,nanaloricida,pliciloricidae,rugiloricus,rugiloricus carolinensis
mollusca,gastropoda,cephalaspidea,diaphanidae,diaphana,diaphana lottae
mollusca,gastropoda,neotaenioglossa,rissoidae,rissoina,opalia pumilio
arthropoda,maxillopoda,sessilia,verrucidae,costatoverruca,costatoverruca floridana
cnidaria,hydrozoa,leptothecata,haleciidae,halecium,halecium capillare
gastrotricha,not assigned,macrodasyoidea,thaumastodermatidae,pseudostomella,pseudostomella plumosa
gastrotricha,not assigned,macrodasyoidea,thaumastodermatidae,tetranchyroderma,tetranchyroderma bunti
gastrotricha,not assigned,macrodasyoidea,turbanellidae,turbanella,turbanella ocellata
mollusca,aplacophora,pholidoskepia,meiomeniidae,meiomenia,meiomenia arenicola
gastrotricha,not assigned,macrodasyoidea,thaumastodermatidae,tetranchyroderma,tetranchyroderma paradoxum
arthropoda,maxillopoda,pedunculata,scalpellidae,amigdoscalpellum,amigdoscalpellum semisculptum
arthropoda,maxillopoda,pedunculata,poecilasmatidae,dichelaspis,dichelaspis thieli
arthropoda,maxillopoda,sessilia,verrucidae,metaverruca,metaverruca aequalis
platyhelminthes,turbellaria,polycladida,euryleptidae,eurylepta,eurylepta californica
platyhelminthes,turbellaria,polycladida,pseudoceritidae,pseudoceros,pseudoceros luteus
platyhelminthes,turbellaria,acoela,isodiametridae,isodiametra,isodiametra hortulus
platyhelminthes,turbellaria,acoela,isodiametridae,aphanostoma,aphanostoma bruscai
echinodermata,echinoidea,spatangoida,pourtalesiidae,ceratophysa,no match
gastrotricha,not assigned,macrodasyida,cephalodasyidae,mesodasys,mesodasys brittanica
mollusca,gastropoda,patellogastropoda,lepetidae,iothia,piliscus commodus
cnidaria,hydrozoa,leptothecata,sertulariidae,abietinaria,abietinaria turgida
gastrotricha,not assigned,macrodasyoidea,thaumastodermatidae,tetranchyroderma,tetranchyroderma faroense
