am_sciname,valid_name,aphia_id
asparagopsis taxiformis,asparagopsis taxiformis,144439
asperdaphne rugosa,pleurotomella rugosa,868156
asperiscala eltanini,epitonium eltanini,523841
aspidiophorus paramediterraneus,aspidiophorus paramediterraneus,154537
aspidosiphon albus,aspidosiphon (akrikos) albus,136032
aspidosiphon coyi,aspidosiphon (paraspidosiphon) coyi,266443
aspidosiphon elegans,aspidosiphon (aspidosiphon) elegans,136033
aspidosiphon fischeri,aspidosiphon (paraspidosiphon) fischeri,266445
aspidosiphon gosnoldi,aspidosiphon (aspidosiphon) gosnoldi,266446
aspidosiphon laevis,aspidosiphon (paraspidosiphon) laevis,136034
aspidosiphon mexicanus,aspidosiphon (akrikos) mexicanus,136035
aspidopholas obtecta,no match,NA
pellina carbonaria,neopetrosia carbonaria,166799
peltodoris greeleyi,diaulula greeleyi,420598
pelycidion megalomastomus,pelycidion megalomastoma,419614
peneroplis pertusus,peneroplis pertusus,112815
peneroplis planatus,peneroplis planatus,112817
penicillus capitatus,penicillus capitatus,144484
penicillus lamourouxii,penicillus lamourouxii,373287
pennaria vitrea,pennaria vitrea,292637
peracle triacantha,peracle elata,606299
peracle triacanthus,peracle elata,606299
peramphithoe femorata,sunamphitoe femorata,1007411
peresiella spathulata,peresiella spathulata,330458
periclimenaeus bermudensis,holthuisaeus bermudensis,587907
periclimenes alcocki,bathymenes alcocki,932637
periclimenes aleator,bathymenes aleator,932638
periclimenes americanus,cuapetes americanus,514508
periclimenes attenuatus,crinotonia attenuatus,514504
periclimenes brevicarpalis,ancylocaris brevicarpalis,587984
periclimenes brevirostris,bathymenes aleator,932638
periclimenes ceratopthalmus,laomenes ceratophthalmus,514576
periclimenes commensalis,cristimenes commensalis,957125
periclimenes hertwigi,echinopericlimenes hertwigi,932855
periclimenes imperator,zenopontonia rex,871470
periclimenes inornatus,actinimenes inornatus,957121
penitella kamakurensis,no match,NA
periclimenes lanipes,lipkemenes lanipes,587920
periclimenes latipollex,michaelimenes latipollex,992657
periclimenes longicaudatus,urocaris longicaudata,514788
periclimenes lucasi,ancylomenes lucasi,514489
periclimenes paralcocki,bathymenes paralcocki,932646
periclimenes poupini,bathymenes poupini,932648
periclimenes psamathe,manipontonia psamathe,514586
periclimenes rectirostris,sandimenes rectirostris,1437361
periclimenes soror,zenopontonia soror,871471
periclimenes tenuis,brucecaris tenuis,514336
periclimenes venustus,ancylomenes venustus,514498
periglypta clathrata,periglypta exclathrata,1391128
periglypta listeri,periglypta listeri,420947
periglypta puerpera,periglypta puerpera,590802
periglypta reticulata,periglypta reticulata,714811
periploma margaritaceum,periploma margaritaceum,421008
perisesarma guttatum,parasesarma guttatum,1061907
perisesarma samawati,parasesarma samawati,1061930
peristichia agria,peristichia agria,420464
peristichia lepta,peristichia lepta,458148
peristichia toreta,peristichia toreta,420466
perkinsiana littoralis,perkinsiana magalhaensis,334461
perknaster fuscus,perknaster fuscus,172753
perna picta,perna perna,140483
perotrochus teramachii,bayerotrochus teramachii,467976
persicula obesa,persicula tessellata,1442104
petaloproctus terricolus,petaloproctus terricolus,330500
petitilla crosseana,petitilla crosseana,420467
petricola carditoides,petricola carditoides,507469
petricola lapicida,petricola lapicida,216533
petricola pholadiformis,petricolaria pholadiformis,156961
petricolaria pholadiformis,petricolaria pholadiformis,156961
petromica massalis,petromica (petromica) massalis,387375
petrosia capsa,petrosia (petrosia) capsa,166825
petrosia corticata,petrosia (strongylophora) corticata,166869
petrosia hoeksemai,petrosia (petrosia) hoeksemai,166840
petrosia nigricans,petrosia (petrosia) nigricans,166851
petrosia pellasarca,petrosia (petrosia) pellasarca,166852
petrosia plana,petrosia (petrosia) plana,166854
petrosia weinbergi,petrosia (petrosia) weinbergi,166867
peyssonnelia rubra,peyssonnelia rubra,145287
phacoides pectinata,phacoides pectinatus,420800
phakellia pulcherrima,acanthella pulcherrima,165664
phalacrocorax coronatus,phalacrocorax africanus,212701
phalium bisulcatum,semicassis bisulcata,578275
phascolion caupo,phascolion (phascolion) caupo,136069
phascolion cirratum,phascolion (villiophora) cirratum,266474
phascolion collare,phascolion (lesenka) collare,266475
phascolion convestitum,phascolion (isomya) convestitum,175036
phacosoma eudeli,no match,NA
phascolion cryptum,phascolion (lesenka) cryptum,266476
phascolion gerardi,phascolion (isomya) gerardi,266477
phascolion hedraeum,phascolion (isomya) hedraeum,175037
phascolion hibridum,phascolion (phascolion) hibridum,266479
phascolion lucifugax,phascolion (isomya) lucifugax,266481
phascolion lutense,phascolion (montuga) lutense,175039
phascolion medusae,phascolion (phascolion) medusae,266482
phascolion microspheroidis,phascolion (isomya) microspheroidis,266484
phascolion pacificum,phascolion (montuga) pacificum,175041
phascolion strombus,phascolion (phascolion) strombus strombus,410749
phascolion tuberculosum,phascolion (isomya) tuberculosum,136074
phascolosoma agassizii,phascolosoma (phascolosoma) agassizii,266496
phascolosoma agassizii,phascolosoma (phascolosoma) agassizii agassizii,410753
phascolosoma capitatum,phascolosoma (fisherana) capitatum,136079
phascolosoma granulatum,phascolosoma (phascolosoma) granulatum,136080
phascolosoma granulatum,phascolosoma (phascolosoma) stephensoni,136081
phascolosoma lobostomum,phascolosoma (fisherana) lobostomum,266501
phascolosoma nigrescens,phascolosoma (phascolosoma) nigrescens,220538
phascolosoma noduliferum,phascolosoma (phascolosoma) noduliferum,266503
phascolosoma pacificum,phascolosoma (phascolosoma) pacificum,220539
phascolosoma perlucens,phascolosoma (phascolosoma) perlucens,266504
phascolosoma scolops,phascolosoma (phascolosoma) scolops,220541
phascolosoma stephensoni,phascolosoma (phascolosoma) stephensoni,136081
phascolosoma turnerae,phascolosoma (phascolosoma) turnerae,266506
phaxas cultellus,ensiculus cultellus,413700
phenacolepas scobinata,zacalantica scobinata,1324140
phenacovolva piragua,calcarovula piragua,431173
pherusa inflata,semiodera inflata,1039077
phialidium simplex,clytia simplex,284388
phialidium simplex,clytia uchidai,284393
philine alata,antarctophiline alata,871383
philine alba,philinorbis albus,882942
philine cingulata,praephiline finmarchica,574605
philine falklandica,antarctophiline falklandica,1320709
philine fragilis,praephiline finmarchica,574605
philine gibba,antarctophiline gibba,871380
philine lima,retusophiline lima,423717
philine scabra,hermania scabra,867492
philinopsis cyanea,philinopsis speciosa,559039
philinopsis gardineri,tubulophilinopsis gardineri,1055265
philinopsis lineolata,tubulophilinopsis lineolata,1055267
philinopsis orientalis,spinoaglaja orientalis,1055269
philocelis brueggemanni,philocelis brueggemanni,158307
philyra platycheir,hiplyra platycheir,557650
phlyctaenopora bocagei,phlyctaenopora (barbozia) bocagei,168701
phlyctiderma semiaspera,phlyctiderma semiasperum,420810
phlyctiderma soror,foveamysia soror,849028
pholadomya candida,pholadomya candida,413867
pholidoteuthis boschmai,pholidoteuthis massyae,410388
phonospio unilamellata,prionospio unilamellata,331148
phormidium submembranaceum,phormidium submembranaceum,146701
phoronis australis,phoronis australis,128547
phoronis hippocrepia,phoronis hippocrepia,128548
phoronis muelleri,phoronis muelleri,128549
phoronis ovalis,phoronis ovalis,128550
phoronis psammophila,phoronis psammophila,128552
phoronopsis albomaculata,phoronopsis albomaculata,128553
phoronopsis harmeri,phoronopsis harmeri,128555
phos textum,phos textus,217061
photis trapherus,photis tropherus,421597
phragmatopoma californica,phragmatopoma californica,334501
phycolimnoria stephenseni,limnoria stephenseni,256914
phylliroe atlantica,phylliroe lichtensteinii,536862
phyllochaetopterus prolifica,phyllochaetopterus prolifica,330562
phyllochaetopterus socialis,phyllochaetopterus socialis,129920
phyllodictyon anastomosans,phyllodictyon anastomosans,146242
phyllodina persica,phyllodina tenuisculpta,878154
phyllomenia austrina,phyllomenia austrina,340764
phyllophora antarctica,phyllophora antarctica,293017
phyllophorus occidentalis,euthyonidiella occidentalis,851893
phyllophorus spiculata,phyllophorella spiculata,848285
phyllophorus urna,phyllophorus (phyllophorus) urna,125188
phylo kupfferi,phylo kupfferi,130530
phymodius monticulosus,cyclodius obscurus,444087
phymodius ungulatus,cyclodius ungulatus,444090
pikea californica,pikea californica,145229
piliscus commodus,piliscus commodus,141899
phyllodactylus insularis,no match,NA
pillucina vietnamica,rugalucina vietnamica,1393191
pilodius flavus,soliella flava,881762
pilodius paumotensis,cyclodius paumotensis,881747
pilodius pubescens,luniella pubescens,881752
pilodius pugil,luniella pugil,881754
pilodius scabriculus,luniella scabriculus,881755
pilodius spinipes,luniella spinipes,881757
pinctada anomioides,pinctada maxima,464492
pinctada fucata,pinctada imbricata fucata,564659
pinctada radiata,pinctada imbricata,207901
pinctada syugillata,pinctada sugillata,596390
pinna saccata,streptopinna saccata,216656
pinna saccata,malleus regula,605717
pinna saccata,pinna nobilis,140780
pinnixa chaetopterana,tubicolixa chaetopterana,1424673
pinnixa floridana,glassella floridana,1424654
pinnixa pearsei,rathbunixa pearsei,1424663
pinnixa retinens,pinnixulala retinens,1264347
pinnixa sayana,rathbunixa sayana,1424659
pionosyllis gesae,westheidesyllis gesae,761620
pirenella conica,pirenella conica,238094
pitar albidus,pitar albidus,420948
pitar arestus,pitar arestus,420949
pitar circinatus,lamelliconcha circinata,545943
pitar citrinus,pitar citrinus,507842
pitar cordatus,pitarenus cordatus,420957
pitar dione,hysteroconcha dione,507709
pitar fulminatus,pitar fulminatus,420952
pitar morrhuanus,agriopoma morrhuanum,594424
pitar pellucidus,pitar pellucidus,507843
pitar prora,pitar prora,507829
pitar rostratus,pitar rostratus,533304
pitar simpsoni,pitar simpsoni,420955
pitar spoori,hyphantosoma spoori,507696
pitar zonatus,pitarenus zonatus,863035
placamen lamellata,placamen lamellatum,507872
placamen tiara,placamen lamellatum,507872
placamen tiara,placamen retroversum,507865
placida cremoniana,placida cremoniana,141564
placida dendritica,placida dendritica,141565
plagiocardium papillosum,papillicardium papillosum,181349
plagiocardium pseudolatum,maoricardium pseudolatum,382149
plagiocardium setosum,maoricardium setosum,382148
plakobranchus ocellatus,plakobranchus ocellatus,451657
plakosyllis quadrioculata,plakosyllis brevipes,131360
planaxis niger,supplanaxis niger,833642
planaxis savignyi,planaxis savignyi,140787
planaxis sulcatus,planaxis sulcatus,216719
planes major,planes minutus,107462
planiliza haematocheila,planiliza haematocheilus,1509599
planiliza melinopterus,planiliza melinoptera,1509596
planispirinoides bucculentus,planispirinoides bucculentus,112572
plagiocardium mansitii,no match,NA
planorbulina mediterranensis,planorbulina mediterranensis,113634
platidia davidsoni,platidia anomioides,104066
platybelone argalus annobonensis,platybelone argalus annobonensis,293708
platybelone argalus argalus,platybelone argalus argalus,293709
platybelone argalus platura,platybelone argalus platura,293711
platybelone argalus platyura,platybelone argalus platyura,293712
platybelone argalus pterura,platybelone argalus pterura,293713
platybelone argalus trachura,platybelone argalus trachura,293714
platydasys maximus,oregodasys maximus,378260
platydasys ocellatus,oregodasys ocellatus,378261
platygyra carnosus,platygyra carnosa,763555
platylambrus fraterculus,spinolambrus fraterculus,442338
platylambrus pourtalesii,spinolambrus pourtalesii,442342
plawenia argentinensis,plawenia argentinensis,395237
plectodon granulatus,plectodon granulatus,421010
plesiastrea devantieri,astrea devantieri,762422
plesionika nesisi,heteronika nesisi,1334728
plesiothyreus rushii,hyalopatina rushii,754642
plesiotrochus unicinctus,plesiotrochus unicinctus,738626
pleuromamma abdominalis,pleuromamma abdominalis abdominalis,596242
pleuromamma gracilis,pleuromamma gracilis gracilis,1436445
pleuroploca aurantiaca,aurantilaria aurantiaca,607914
pleuroploca filamentosa,filifusus filamentosus,607908
pleuroploca gigantea,triplofusus giganteus,420051
platylambrus prensor,no match,NA
pleuroprion murdochi,spectrarcturus murdochi,1470813
pleurotomella aguayoi,austrotoma aguayoi,872572
pleurotomella lottae,azorilla lottae,832495
pleurotomella tcherniai,xymenopsis tcherniai,399479
plexaura flexuosa,eunicea flexuosa,834203
plexaurella fusifera,plexaurella dichotoma,290812
plicatula simplex,plicatula regularis,507114
plicifusus kroeyeri,plicifusus kroyeri,491269
pliciloricus dubius,pliciloricus dubius,154510
pliciloricus enigmaticus,pliciloricus enigmaticus,154513
pliciloricus orphanus,pliciloricus orphanus,154515
pliciloricus profundus,pliciloricus profundus,154517
plocamium cartilagineum,plocamium cartilagineum,145782
pneophyllum fragile,pneophyllum fragile,145206
pocillopora danae,pocillopora verrucosa,206954
podochela curvirostris,anisonotus curvirostris,441856
podochela lamelligera,coryrhynchus lamelligerus,441862
poecilasma kaempferi,poecilasma kaempferi,183353
poecilasma obliqua,poecilasma obliqua,345629
poirieria actinophora,actinotrophon actinophorus,593791
polinices aurantium,polinices aurantius,568336
polinices didyma,neverita didyma,568320
polinices mammatus,mammilla mammata,571872
polinices melanostoma,mammilla melanostoma,569972
polinices melanostomoides,no match,NA
aspidosiphon misakiensis,aspidosiphon (aspidosiphon) misakiensis,136036
aspidosiphon muelleri,aspidosiphon (aspidosiphon) muelleri muelleri,410717
aspidosiphon parvulus,aspidosiphon (paraspidosiphon) parvulus,266448
aspidosiphon spiralis,aspidosiphon (aspidosiphon) spiralis,266450
aspidosiphon steenstrupii,aspidosiphon (paraspidosiphon) steenstrupii,136038
aspidosiphon tenuis,aspidosiphon (paraspidosiphon) tenuis,266451
aspidosiphon thomassini,aspidosiphon (akrikos) thomassini,266452
aspidosiphon venabulum,aspidosiphon (akrikos) venabulum,266453
aspidosiphon zinni,aspidosiphon (akrikos) zinni,136039
assiminea succinea,angustassiminea succinea,1511178
assiminea vulgaris,angustassiminea vulgaris,598622
astacilla marionis,neastacilla marionensis,261432
astacolus crepidulus,astacolus crepidula,1484639
astarte nana,astarte concha,504827
asterina cepheus,aquilonastra cepheus,459525
asterina coronata,aquilonastra coronata,459527
asterina sarasini,indianastra sarasini,459545
asteronema breviarticulatum,asteronema breviarticulatum,375026
asteroporpa annulata,asteroporpa (asteroporpa) annulata,243105
asteroporpa australiensis,asteroporpa (asteroporpa) australiensis,243106
asteropsis lissoterga,asteropsis lissoterga,378557
asteroschema ferox,asteroschema tumidum,243133
asthenothaerus hemphilli,asthenothaerus hemphilli,421003
asthenothaerus maxwelli,asthenothaerus maxwelli,395494
astacilla regina,no match,NA
polinices nubilus,euspira nubila,1317666
polinices simiae,mammilla simiae,569984
polinices tumidus,polinices mammilla,216923
politolana micropthalma,politolana microphthalma,118864
pollia karinae,hesperisternia karinae,419971
pollia subrubiginosus,pollia subrubiginosa,491298
pollicipes pollicipes,pollicipes pollicipes,106177
pollicipes polymerus,pollicipes polymerus,535329
polybius holsatus,liocarcinus holsatus,107388
polybranchia pallens,polybranchia pallens,494521
polybranchia westralis,polybranchia westralis,494525
polycera incognita,kankelibranchus incognitus,396140
polycheles aculeatus,stereomastis aculeata,382989
polycheles crucifer,cardus crucifer,225681
polycheles sculptus,stereomastis sculpta,107700
polydora socialis,dipolydora socialis,131124
polymesoda erosa,geloina expansa,747114
polymesoda expansa,geloina expansa,747114
polyophthalmus pictus,polyophthalmus pictus,130510
