am_sciname,valid_name,aphia_id
mysella mutsuwanensis,no match,NA
naineris setosa,naineris setosa,334062
nannobrachium nigrum,lampanyctus niger,301537
nannobrachium ritteri,lampanyctus ritteri,301548
nanognathia exigua,nanognathia exigua,265963
nanostrea fluctigera,nanostrea pinnicola,1446709
narcinops ornata,narcinops ornatus,1486853
nassaria fusiformis,nassaria fusiformis,1439253
nassarius accuminatus,nassarius acuminatus,560134
nassarius albus,phrontis alba,877063
nassarius antillarum,phrontis antillarum,877064
nassarius candidissimus,phrontis candidissima,877054
nassarius elegans,nassarius crassiusculus,862672
nassarius graniferus,nassarius granifer,560218
nassarius incrassatus,tritia incrassata,876825
nassarius luridus,nassarius graphiterus,751945
nassarius margaritiferus,nassarius margaritifer,560062
nassarius mutabilis,tritia mutabilis,876840
nassarius pauperus,reticunassa paupera,561205
nassarius silvardi,reticunassa silvardi,876865
nassarius trivittatus,ilyanassa trivittata,467492
nassarius vibex,phrontis vibex,877061
natica alapapilionis,naticarius alapapilionis,570007
natica collaris,natica collaria,224835
natica guesti,notocochlis guesti,597303
natica lineata,tanea lineata,592609
architectonica grandiosa,architectonica grandiosa,585872
architectonica laevigata,architectonica laevigata,215170
architectonica maxima,architectonica maxima,585869
architectonica nobilis,architectonica nobilis,181092
architectonica perdix,architectonica perdix,585868
architectonica perspectiva,architectonica perspectiva,215169
architectonica trochlearis,architectonica trochlearis,585867
arcopagia fausta,johnsonella fausta,879801
arcopagia isseli,arcopella isseli,714803
arcopsis symmetrica,striarca symmetrica,224624
arcoscalpellum intonsum,arcoscalpellum portoricanum intonsum,535500
arcoscalpellum michelottianum,arcoscalpellum michelottianum,106182
arcoscalpellum pertosum,arcoscalpellum pertosum,534980
arcoscalpellum portoricanum,arcoscalpellum portoricanum,421113
arcoscalpellum sociabile,arcoscalpellum sociabile,535472
arctocephalus forsteri,arctocephalus australis forsteri,477318
arctocephalus townsendi,arctocephalus philippii townsendi,477319
arcturella lineata,astacilla lineata,367050
arene briareus,arene briarea,419469
arenicola cristata,arenicola cristata,129866
argobuccinum ranelliforme,argobuccinum pustulosum,225658
argonauta cornuta,argonauta nouryi,341786
argonauta cornuta,NA,NA
argonauta pacifica,argonauta argo,138803
architectonica uruguaya,no match,NA
arcopsis thielei,no match,NA
natica onca,naticarius onca,570008
natica orientalis,naticarius orientalis,570176
natica phytelephas,polinices candidissimus,570150
natica tigrina,paratectonatica tigrina,1432965
natica violacea,tectonatica violacea,570024
natica vittata,cochlis vittata,886581
nausitora aurita,nausitora aurita,581762
nausitora dunlopi,nausitora dunlopei,527839
neactaeonina cingulata,neactaeonina cingulata,533166
neactaeonina edentula,neactaeonina edentula,197301
neanthes caudata,neanthes acuminata,157496
neanthes succinea,alitta succinea,234850
nearchaster aciculosus,nearchaster (nearchaster) aciculosus,380816
nearchaster variabilis,nearchaster (nearchaster) variabilis,380822
nectamia zebrinus,nectamia zebrina,712643
neilo delli,neilo wairoana delli,546427
neilonella guineensis,pseudoneilonella latior,367752
nellia oculata,nellia tenella,422269
nematocarcinus burukovskyi,segonzackomaius burukovskyi,586840
nematomenia banyulensis,nematomenia banyulensis,139610
nematonereis hebes,lysidice hebes,742228
nemertoderma bathycola,nemertoderma bathycola,142804
nemocardium centifilosum,keenaea centifilosa,746069
nemocardium exasperatum,frigidocardium exasperatum,381550
naxioides mammillata,no match,NA
nemocardium peramabile,microcardium peramabile,381836
nemocardium pulchellum,pratulum pulchellum,599376
nemocardium samarangae,keenaea samarangae,746068
nemocardium tinctum,microcardium tinctum,381847
neoacasta glans,neoacasta glans,535257
neoacasta laevigata,neoacasta laevigata,535258
neoalpheopsis euryone,parabetaeus euryone,240864
neoamphitrite edwardsi,neoamphitrite edwardsii,131503
neobrachylepas relica,neobrachylepas relica,933316
neocancilla circula,domiporta circula,1060522
neocancilla pretiosa,imbricaria pretiosa,1061612
neoconorbina terquemi,neoconorbina terquemi,113697
neodoris chrysoderma,doris chrysoderma,533964
neoesperiopsis digitata,amphilectus digitatus,225695
neoliomera richtersi,neoliomera richtersii,208997
neomenia herwigi,neomenia herwigi,391222
neomeris annulata,neomeris annulata,211533
neopetrosia exigua,neopetrosia chaliniformis,292996
neopycnodonta musashiana,neopycnodonte cochlear,140048
neosiphonia ferulacea,melanothamnus ferulaceus,1359482
neothyonidium dearmatus,neothyonidium dearmatum,414270
neothyonidium magnum,massinium magnum,529531
neotrevathana elongatum,neotrevathana elongata,733164
neoxylophaga lobata,no match,NA
neoxylophaga supplicata,no match,NA
nepanthia briareus,pseudonepanthia briareus,459561
nephasoma abyssorum,nephasoma (nephasoma) abyssorum,136051
nephasoma bulbosum,nephasoma (nephasoma) bulbosum,266459
nephasoma capilleforme,nephasoma (nephasoma) capilleforme,136052
nephasoma confusum,nephasoma (nephasoma) confusum,175034
nephasoma constricticervix,nephasoma (nephasoma) constricticervix,136054
nephasoma constrictum,nephasoma (nephasoma) constrictum,136055
nephasoma cutleri,nephasoma (nephasoma) cutleri,266460
nephasoma diaphanes,nephasoma (nephasoma) diaphanes diaphanes,410734
nephasoma eremita,nephasoma (nephasoma) eremita,136057
nephasoma flagriferum,nephasoma (nephasoma) flagriferum,136058
nephasoma lilljeborgi,nephasoma (nephasoma) lilljeborgi,136059
nephasoma minutum,nephasoma (nephasoma) minutum,136060
nephasoma pellucidum,nephasoma (nephasoma) pellucidum,159921
nephasoma rimicola,nephasoma (nephasoma) rimicola,136061
nephasoma rutilofuscum,nephasoma (cutlerensis) rutilofuscum,266465
nephasoma wodjanizkii,nephasoma (nephasoma) wodjanizkii,136062
neptunus hastatoides,xiphonectes hastatoides,1061721
nereis anomala,pseudonereis anomala,130421
nereis deplanata,neanthes deplanata,1245835
nereis mirabilis,ceratonereis mirabilis,130372
nereis trifasciata,neanthes trifasciata,334110
nerita chameleon,nerita chamaeleon,596064
nerita reticulata,nerita signata,596068
nerita squamulata,nerita histrio,493213
neritina meleagris,vitta meleagris,1362579
neritina turrita,vittina turrita,818777
neritina usnea,vitta usnea,865835
neritina violacea,neripteron violaceum,875310
neritina violacea,theodoxus baeticus,1293511
neritina virginea,vitta virginea,865834
neritina waigiensis,vittina waigiensis,850640
neverita albumen,polinices albumen,570148
neverita peselephanti,polinices peselephanti,568326
newmanella radiata,newmanella radiata,421129
newmaniverruca albatrossiana,newmaniverruca albatrossiana,535266
nezumia darus,kuronezumia dara,400543
nicomache antillensis,nicomache antillensis,329802
nicomache venticola,nicomache venticola,329812
nipponatys tumidus,aliculastrum tumidum,1344271
nipponotrophon stuarti,scabrotrophon stuarti,1329504
nitidiscala tincta,epitonium tinctum,524008
noalda exigua,noalda exigua,510362
nobia grandis,nobia grandis,535268
nodilittorina mespillum,echinolittorina mespillum,419561
norrisia norrisi,norrisia norrisii,534181
notadusta katsuae,palmulacypraea katsuae,530899
notadusta martini,ransoniella martini,1035213
notaulax nudicolis,notaulax nudicollis,421078
nothogenia fastigiata,nothogenia fastigiata,373489
notoacmea persona,no match,NA
notocelis gullmarensis,notocelis gullmarensis,142698
notochthamalus scabrosus,notochthamalus scabrosus,733206
notolimea crassa,limea crassa,156214
notomastus americanus,notomastus hemipodus,157504
notomastus daueri,notomastus daueri,330009
notomastus hemipodus,notomastus hemipodus,157504
notomastus latericeus,notomastus latericeus,129898
notomastus lobatus,rashgua lobatus,334694
notomastus tenuis,notomastus tenuis,334241
nototodarus philippinensis,nototodarus hawaiiensis,342376
nototriphora decorata,nototriphora decorata,419915
noumea aureopunctata,verconia aureopunctata,866650
noumea closeorum,verconia closeorum,866652
noumea haliclona,verconia haliclona,866654
noumea sulphurea,diversidoris sulphurea,597313
noumea varians,verconia varians,866667
novaculops halsteadi,novaculops halsteadi,1009705
novaculops koteamea,novaculops koteamea,1009528
novaculops pastellus,novaculops pastellus,1008571
nucula delphinodonta,ennucula delphinodonta,506605
nucula turgida,nucula turgida,152274
nucula venezuelana,nucula semiornata,506650
nuculana carpenteri,propeleda carpenteri,420674
notopharyngoides aruensis,no match,NA
notosaria pyxidata,no match,NA
nuculana cuneata,saccella cuneata,1465690
nuculana jamaicensis,nuculana acuta,156917
nuculana larranagai,saccella larranagai,867061
nuculana messanensis,ledella messanensis,182797
nuculana platessa,propeleda platessa,506443
nuculana radiata,nuculana radiata,254752
nuculana verrilliana,saccella verrilliana,867156
nuculana vitrea,saccella vitrea,867159
nymphon rubrum,nymphon brevirostre,150520
nymphon stromi,nymphon stroemi,134711
obliquogobius fluvostriatus,obliquogobius fulvostriatus,834952
obrussena bracteata,obrussena bracteata,531498
ocenebra minirosea,favartia minirosea,738146
ocheyoherpia lituifera,ocheyoherpia lituifera,340759
ochtodes secundiramea,ochtodes secundiramea,372964
ocinebrina interfossa,paciocinebrina interfossa,1329778
ocinebrina lurida,paciocinebrina lurida,1329756
ocnus surinamensis,parathyone surinamensis,529589
octolasmis angulata,octolasmis angulata,535283
octolasmis bullata,octolasmis bullata,535284
octolasmis cor,octolasmis cor,212921
octolasmis geryonophila,octolasmis geryonophila,535285
octolasmis hoeki,octolasmis hoeki,345645
octolasmis lowei,octolasmis lowei,106162
octolasmis neptuni,octolasmis neptuni,535286
octolasmis nierstraszi,octolasmis nierstraszi,183302
octolasmis orthogonia,dichelaspis orthogonia,733813
octolasmis scuticosta,octolasmis scuticosta,535288
octolasmis warwickii,octolasmis warwicki,733378
octolasmis weberi,octolasmis weberi,733379
octoporia octaporosa,octoporia octaporosa,408527
octopus burryi,amphioctopus burryi,420653
octopus filosus,octopus hummelincki,341984
octopus huttoni,robsonella huttoni,342385
octopus maorum,macroctopus maorum,535605
octopus variabilis,octopus variabilis,342040
ocypode cordimanus,ocypode cordimana,207585
odontocymbiola subnodosa,odontocymbiola magellanica,384729
odostomella doliolum,odostomella doliolum,140974
odostomia acutidens,odostomia acutidens,420456
odostomia eutropia,eulimastoma eutropia,588393
odostomia laevigata,odostomia laevigata,420457
odostomia nitens,doliella nitens,836129
odostomia turrita,odostomia turrita,141022
odostomia turrita,folinella excavata,195919
odostomia unidentata,odostomia unidentata,141025
oenopota davisi,lorabela davisi,197247
ohshimella ehrenbergi,ohshimella ehrenbergii,212479
oikopleura albicans,oikopleura (vexillaria) albicans,103404
oikopleura cophocerca,oikopleura (vexillaria) cophocerca,103406
octolasmis trigona,no match,NA
oikopleura dioica,oikopleura (vexillaria) dioica,103407
oikopleura gaussica,oikopleura (vexillaria) gaussica,103409
oikopleura labradoriensis,oikopleura (vexillaria) labradoriensis,103413
oikopleura longicauda,oikopleura (coecaria) longicauda,103414
oikopleura parva,oikopleura (vexillaria) parva,103415
oikopleura rufescens,oikopleura (vexillaria) rufescens,103416
oithona setigera,oithona setigera setigera,734517
oithona simplex,oithona simplex simplex,734518
olavius tantulus,olavius (olavius) tantulus,1353049
olgasolaris tollmanni,shinkailepas tollmanni,1323079
olisthops cyanomelas,olisthops cyanomelas,319734
oliva annulata,NA,NA
oliva formosa,oliva reticularis,420126
oliva lignaria,oliva ornata,448135
oliva tessellata,oliva guttata,1321284
olivancillaria uretai,olivancillaria orbignyi,573238
olivella dealbata,olivella mica,448224
olivella plata,olivella puelcha,448240
omalogyra atomus,omalogyra atomus,140616
omalogyra atomus,omalogyra antarctica,533208
oncaea conifera,triconia conifera,128957
oncaea conifera,triconia antarctica,345368
oncaea derivata,triconia derivata,361552
oncaea mediterranea,oncaea mediterranea mediterranea,1467638
oncaea praeclara,oncaea venusta,128954
oncaea similis,triconia similis,128961
onchidiopsis glacialis,onchidiopsis glacialis,141896
onchidoris maugeansis,knoutsodonta maugeansis,1259488
oncorhynchus masou,oncorhynchus masou masou,274348
onoba gelida,subonoba gelida,876359
onoba turqueti,subonoba turqueti,876360
onychognathia filifera,onychognathia filifera,265976
onychognathia rhombocephala,onychognathia rhombocephala,265977
onykia ingens,moroteuthopsis ingens,1452502
oocorys barbouri,eucorys barbouri,555170
oocorys bartschi,eucorys bartschi,555171
oolina globosa,oolina globosa,113219
opalia abbotti,opalia abbotti,139749
opalia aurifila,opalia aurifila,419821
opalia bicarinata,opalia bicarinata,524055
opalia borealis,opalia wroblewskyi,524789
opalia burryi,opalia burryi,419822
opalia crenata,opalia crenata,139750
opalia eolis,opalia eolis,419823
opalia hotessieriana,opalia hotessieriana,419824
opalia morchiana,opalia moerchiana,419825
opalia pumilio,opalia pumilio,224843
opaliopsis opalina,opaliopsis opalina,419828
ophelia denticulata,ophelia denticulata,155463
ophelina acuminata,ophelina acuminata,130500
ophelina breviata,ophelina breviata,130502
opalia acus,no match,NA
ophelina cylindricaudata,ophelina cylindricaudata,130503
ophiactis definita,ophiactis brachygenys,243436
ophiarthrum pictum,ophiomastix pictum,1306669
ophiochasma stellatum,ophiochasma stellata,243545
ophiochiton fastgatus,ophiochiton fastigatus,243551
ophiocoma alexandri,ophiocomella alexandri,1306697
ophiocoma brevipes,breviturma brevipes,1214744
ophiocoma dentata,breviturma dentata,1214745
ophiocoma paucigranulata,breviturma paucigranulata,1306673
ophiocoma pica,breviturma pica,1306674
ophiocoma pumila,ophiocomella pumila,1306698
ophiocoma pusilla,breviturma pusilla,1306676
ophiocoma wendtii,ophiomastix wendtii,1307747
ophioderma appressa,ophioderma appressum,245143
ophioderma brevicauda,ophioderma brevicaudum,245515
ophioderma brevispina,ophioderma brevispinum,245516
ophioderma cinerea,ophioderma cinereum,245142
ophioderma ensifera,ophioderma ensiferum,244929
ophioderma guttata,ophioderma guttatum,244930
ophioderma longicauda,ophioderma longicaudum,1420120
ophioderma panamensis,ophioderma panamense,245239
ophioderma rubicunda,ophioderma rubicundum,244931
ophioderma squamosissima,ophioderma squamosissimum,422472
ophiodromus angustifrons,oxydromus angustifrons,710685
ophiolepis cincta,ophiolepis cincta cincta,224123
argyropeza divina,argyropeza divina,473057
argyropeza leucocephala,argyropeza leucocephala,473059
aricidea belgicae,aricidea (strelzovia) belgicae,886741
aricidea catherinae,aricidea (acmira) catherinae,333034
aricidea fragilis,aricidea (aricidea) fragilis,340355
aricidea lopezi,aricidea (acmira) lopezi,333036
aricidea wassi,aricidea (aricidea) wassi,326605
ariomma brevimanum,ariomma brevimanus,219750
ariomma melanum,ariomma melana,403239
ariopsis felis,ariopsis felis,158709
ariopsis guatemalensis,ariopsis guatemalensis,293651
armandia agilis,armandia agilis,157219
armandia intermedia,armandia intermedia,209885
armandia lanceolata,armandia lanceolata,326639
armandia leptocirris,armandia leptocirris,333049
armandia maculata,armandia maculata,157220
armatobalanus allium,armatobalanus allium,534987
armatobalanus cepa,armatobalanus cepa,534988
armatobalanus quadrivittatus,armatobalanus quadrivittatus,733474
armatobalanus terebratus,multatria terebratus,718690
arotrolepis filicauda,arotrolepis filicauda,1020037
artemia salina,artemia salina,480246
articularia sagra,articularia sagra,112496
articulina pacifica,articulina pacifica,112498
asaphis dichotoma,asaphis violascens,213508
ophiomastus tegulitius,ophiomastus tegulitius,243741
ophiomusium facetum,ophiomusa faceta,1149632
ophiomusium facundum,ophiomusa facunda,244402
ophiomusium glabrum,ophiosphalma glabrum,244923
ophiomusium luetkeni,ophiomusa luetkeni,1149649
ophiomusium lymani,ophiomusa lymani,245559
ophiomusium scalare,ophiomusa scalare,1149671
ophiomusium simplex,ophiomusa simplex,1149674
ophionereis dubia,ophionereis dubia dubia,447230
ophiopthalmus cataleimmoidus,ophiophthalmus cataleimmoidus,245721
ophiopthalmus diplasia,ophiacantha diplasia,244734
ophiopthalmus eurypoma,ophiacantha eurypoma,243350
ophiopthalmus normani,ophiophthalmus normani,245720
ophiosphalma jolliensis,ophiosphalma jolliense,246611
ophiothela danae,ophiothela mirabilis,244093
ophiothrix angulata,ophiothrix (ophiothrix) angulata,244162
ophiothrix aristulata,ophiothrix (ophiothrix) aristulata,244163
ophiothrix capillaris,macrophiothrix capillaris,243291
ophiothrix ciliaris,ophiothrix (ophiothrix) ciliaris,244165
ophiothrix crassispina,ophiothrix (ophiothrix) crassispina,244168
ophiothrix elegans,ophiothrix (ophiothrix) elegans,244172
ophiothrix exigua,ophiothrix (ophiothrix) exigua,244173
ophiothrix infirma,ophiothrix (ophiothrix) infirma,244175
ophiothrix koreana,ophiothrix (ophiothrix) koreana,244176
ophiothrix lepidus,ophiothrix (acanthophiothrix) lepidus,244140
ophiothrix marenzelleri,ophiothrix (ophiothrix) exigua,244173
ophiothrix oerstedii,ophiothrix (ophiothrix) oerstedii,244182
ophiothrix oliveri,macrophiothrix oliveri,1290089
ophiothrix plana,ophiothrix (ophiothrix) plana,244187
ophiothrix proteus,ophiothrix (acanthophiothrix) proteus,244143
ophiothrix purpurea,ophiothrix (acanthophiothrix) purpurea,244144
ophiothrix savignyi,ophiothrix (ophiothrix) savignyi,244191
ophiothrix signata,ophiothrix (acanthophiothrix) signata,244146
ophiothrix spiculata,ophiothrix (ophiothrix) spiculata,244192
ophiothrix spinosissima,ophiothrix (acanthophiothrix) spinosissima,244147
ophiothrix suensoni,ophiothrix (acanthophiothrix) suensoni,244148
ophiothrix trilineata,ophiothrix (ophiothrix) trilineata,244195
ophiothrix vetusta,ophiothrix (acanthophiothrix) vetusta,244150
ophiothrix vigelandi,ophiothrix (acanthophiothrix) vigelandi,244152
ophiothrix viridialba,ophiothrix (acanthophiothrix) viridialba,244153
ophiothrix vitrea,ophiothrix (ophiothrix) vitrea,244196
ophiura irrorata,ophiuroglypha irrorata irrorata,1421346
ophiura kinbergi,ophiuroglypha kinbergi,1421344
ophiura lymani,ophiuroglypha lymani,173682
ophiura sarsi,ophiura sarsii,124934
ophiura texturata,ophiura ophiura,124929
ophlitaspongia pennata,clathria (microciona) pennata,167672
orania grayi,cytharomorula grayi,140391
oratosquillina fossulata,quollastria fossulata,409327
opisthodonta longidentata,no match,NA
oratosquillina ornata,quollastria ornata,409331
orbinia americana,orbinia americana,157513
orbinia riseri,orbinia riseri,157515
orbitestella bermudezi,orbitestella bermudezi,420413
orchestia grillus,speziorchestia grillus,1328406
ornatoscalpellum gibberum,weltnerium gibberum,1424475
ornatoscalpellum stroemii,weltnerium stroemii,1424477
ornatoscalpellum vanhoeffeni,weltnerium vanhoeffeni,1424478
orthotheres strombi,mesotheres strombi,1349457
oscilla notialis,oscilla notialis,458147
oscilla somersi,oscilla somersi,739608
ostracion solorensis,ostracion solorense,278936
ostrea capsa,ostrea stentina,489077
ostrea cucullata,saccostrea kegaki,506737
ostrea denticulata,striostrea denticulata,506738
ostrea hanleyi,hyotissa numisma,216635
ostreola equestris,ostrea equestris,156924
otaria flavescens,otaria byronia,344630
otocelis sandara,otocelis sandara,158303
otopleura mitralis,otopleura mitralis,217258
ova canaliferus,ova canalifera,569394
ovulactaeon meekii,ovulactaeon meekii,420518
owenia fusiformis,owenia fusiformis,130544
owstonia doryptera,owstonia dorypterus,278549
oratosquillina imperialis,no match,NA
oxygyrus keraudrenii,atlanta peronii,138838
oxynaspis aurivillii,minyaspis aurivillii,718634
oxynaspis bocki,minyaspis bocki,718635
oxynaspis celata,oxynaspis celata,106153
oxynaspis connectens,oxynaspis connectens,733556
oxynoe antillarum,oxynoe antillarum,420566
oxynoe azuropunctata,oxynoe azuropunctata,420567
oxynoe viridis,oxynoe viridis,397164
oxypora glabra,echinophyllia glabra,1349603
oxyporhamphus micropterus,oxyporhamphus micropterus micropterus,293698
pachylasma scutistriata,pachylasma scutistriata,535302
pachyseris foliosa,pachyseris foliosa,288720
pachyseris gemmae,pachyseris gemmae,288721
pachyseris involuta,pachyseris involuta,411243
pachyseris rugosa,pachyseris rugosa,207292
pachyseris speciosa,pachyseris speciosa,207293
pachysoma dentatum,pachos dentatum,364138
padina australis,padina australis,372010
padina gymnospora,padina gymnospora,145384
padina minor,padina minor,220791
padina pavonica,padina pavonica,145385
padina sanctae-crucis,padina sanctae-crucis,373195
pagetopsis maculatus,pagetopsis maculata,234796
pagodula multigrada,enixotrophon multigradus,869786
pacipecten linki,no match,NA
pagodula plicilaminata,enixotrophon plicilaminatus,869791
paguristes oxyophthalmus,areopaguristes oxyophthalmus,1261644
pagurus kalkarnii,pagurus kulkarnii,366713
palaemonetes intermedius,palaemon mundusnovus,932398
palaemonetes pugio,palaemon pugio,932401
palaemonetes vulgaris,palaemon vulgaris,932406
pallenoides magnicollis,propallene magnicollis,379488
pallenopsis calcanea,bathypallenopsis calcanea,239572
pallenopsis californica,bathypallenopsis californica,239573
pallenopsis comosa,bathypallenopsis comosa,239593
pallenopsis guineensis,bathypallenopsis guineensis,239740
pallenopsis juttingae,bathypallenopsis juttingae,239874
pallenopsis longirostris,bathypallenopsis longirostris,239916
pallenopsis longiseta,bathypallenopsis longiseta,239917
pallenopsis mollissima,bathypallenopsis mollissima,239944
pallenopsis oculotuberculosis,bathypallenopsis oculotuberculosis,239992
pallenopsis oscitans,bathypallenopsis longirostris,239916
pallenopsis paramollis,bathypallenopsis paramollis,240107
pallenopsis safari,bathypallenopsis safari,240257
pallenopsis scoparia,bathypallenopsis scoparia,240259
pallenopsis stylirostris,bathypallenopsis stylirostris,240274
pallenopsis tritonis,bathypallenopsis tritonis,240295
pallenopsis tydemani,bathypallenopsis tydemani,240299
palliolum clathratum,cyclochlamys martensi,879793
palliolum furtivum,palliolum incomparabile,140708
palmaria decipiens,palmaria decipiens,325542
palmophyllum umbracola,palmophyllum umbracola,373401
palolo siciliensis,palola siciliensis,130078
pandalopsis dispar,pandalus dispar,1337983
pandalopsis japonica,pandalus japonicus,1337984
pandalus kessleri,pandalus latirostris,107650
pandora albida,pandora albida,152817
pandora arenosa,pandora arenosa,421000
pandora bilirata,pandora bilirata,506826
pandora bushiana,pandora bushiana,421001
pandora filosa,pandora filosa,506817
pandora glacialis,pandora glacialis,140673
pandora gouldiana,pandora gouldiana,156932
pandora inaequivalvis,pandora inaequivalvis,140674
pandora inflata,pandora inflata,421002
pandora punctata,heteroclidus punctatus,518805
pandora trilineata,pandora trilineata,156935
pandora wardiana,pandora wardiana,506822
panopeus hartii,panopeus harttii,241131
paphia euglypta,paphia euglypta,367829
paphia exarata,paphia philippiana,507805
paphia semirugata,paphia semirugata,507801
paphia semirugata,paphia crassisulca,507798
paphia textile,paratapes textilis,863039
paphia undulata,paratapes undulatus,863082
panamurex carnicolor,no match,NA
paracalantica rossi,paracalantica rossi,1056000
paracalanus aculeatus,paracalanus aculeatus aculeatus,1464945
paracalanus crassirostris,parvocalanus crassirostris,360051
paracalanus parvus,paracalanus parvus parvus,745865
paracalanus pygmaeus,paracalanus pygmaeus,149722
paractinia striata,paractinia striata,100960
paradiopatra paucibranchis,paradiopatra ehlersi,173845
paradoneis harpagonea,paradoneis harpagonea,130583
paraeuchaeta barbata,paraeuchaeta barbata barbata,1507271
paraeuchaeta pubera,euchaeta pubera,104554
parahyotissa imbricata,hyotissa inermis,758985
parahyotissa inermis,hyotissa inermis,758985
parahyotissa mcgintyi,hyotissa mcgintyi,420782
parahyotissa numisma,hyotissa numisma,216635
paraisanthus fabiani,isoparactis fabiani,854419
paralepas morula,paralepas morula,729744
paralepas nodulosa,paralepas nodulosa,212561
paralepas quadrata,paralepas quadrata,535312
paralepas scutiger,paralepas scutiger,729777
paraliparis copei copei,paraliparis copei copei,293702
paraliparis copei kerguelensis,paraliparis copei kerguelensis,293700
paraliparis copei wilsoni,paraliparis copei wilsoni,293703
paramola cuvieri,paromola cuvieri,107264
paramphithoe hystrix,paramphithoe hystrix,102152
paramurrayona corticata,paramurrayona corticata,164802
paramysis helleri,paramysis (longidentia) helleri,120149
parandalia fauveli,hermundura fauveli,558282
paraonis fulgens,paraonis fulgens,146932
paraonis pygoenigmatica,paraonis pygoenigmatica,157523
parapenaeopsis acclivirostris,batepenaeopsis acclivirostris,884357
parapenaeopsis atlantica,holthuispenaeopsis atlantica,584968
parapenaeopsis cornuta,kishinouyepenaeopsis cornuta,584973
parapenaeopsis coromandelica,parapenaeopsis stylifera,210408
parapenaeopsis cultirostris,mierspenaeopsis hardwickii,585389
parapenaeopsis hardwickii,mierspenaeopsis hardwickii,585389
parapenaeopsis hungerfordi,alcockpenaeopsis hungerfordii,584932
parapenaeopsis incisa,kishinouyepenaeopsis incisa,584976
parapenaeopsis maxillipedo,kishinouyepenaeopsis maxillipedo,584977
parapenaeopsis sculptilis,mierspenaeopsis sculptilis,585386
parapenaeopsis tenella,batepenaeopsis tenella,584938
parapenaeopsis uncta,ganjampenaeopsis uncta,584966
parapenaeopsis venusta,batepenaeopsis venusta,584940
parapilumnus quadridentatus,aniptumnus quadridentatus,442416
parasalenia poehli,parasalenia poehlii,212439
parascolopsis rufomaculatus,parascolopsis rufomaculata,277754
parasimplastrea sheppardi,blastomussa loyae,207387
parategastes sphaericus,parategastes sphaericus sphaericus,1363286
paratomella unichaeta,paratomella unichaeta,142705
parastichopus nigripunctatus,no match,NA
parastichopus parvimensis,no match,NA
paraturbanella aggregotubulata,paraturbanella aggregotubulata,265597
paraturbanella teissieri,paraturbanella teissieri,114688
parazoanthus lucificum,savalia lucifica,488983
parerythrops obesa,parerythrops obesus,446464
pareuthria cerealis,argeneuthria cerealis,889668
pareuthria innocens,falsimohnia innocens,736325
pareuthria magellanica,pareuthria fuscata,491214
pareuthria michaelseni,microdeuthria michaelseni,1328109
pareuthria paessleri,argeneuthria paessleri,889669
pareuthria plumbea,pareuthria fuscata,491214
pareuthria powelli,pareuthria atrata,889613
pareuthria ringei,pareuthria atrata,889613
parilimya neozelanica,parilimya neozelanica,507048
parmophoridea mawsoni,parmaphorella mawsoni,595023
parmophoridea melvilli,parmaphorella melvilli,595024
paromola rathbunae,paromola rathbuni,1381169
paroncheilus affinis,paroncheilus affinis,320100
parthenina varia,parthenina varia,738177
parthenope agona,agolambrus agonus,442238
parthenope massena,parthenopoides massena,442300
parvamussium thalassinum,cyclopecten thalassinus,391732
parvanachis isabellei,anachis isabellei,511407
parvaplustrum tenerum,parvaplustrum tenerum,510344
parvicardium minimum,papillicardium minimum,1417307
parvicardium ovale,parvicardium pinnulatum,181343
parvicardium ovale,parvicardium scriptum,156326
parvilucina costata,clathrolucina costata,747384
parviphos adelus,antillophos adelus,716802
parvithracia fragilissima,parvithracia fragilissima,395700
parvithracia melchior,parvithracia melchior,395519
parvithracia suteri,parvithracia suteri,506895
parviturbo calidimaris,haplocochlias calidimaris,737560
parvocaulis polyphysoides,parvocaulis polyphysoides,376337
patagonotothen brevicauda brevicauda,patagonotothen brevicauda brevicauda,293704
patella safiana,cymbula safiana,456662
patelloida conoidalis,eoacmaea conoidalis,456576
patelloida perfestiva,eoacmaea perfestiva,514024
patelloida pustulata,eoacmaea pustulata,458655
patiriella calcarata,parvulastra calcarata,459554
patiriella pseudoexigua,cryptasterina pentagona,459541
paziella hystricina,bouchetia hystricina,406286
pecten sinensis,pecten excavatus,393900
pecten tricarinatus,serratovola rubicunda,592216
pectinia africanus,pectinia africana,763554
pectinoacasta pectinipes,pectinoacasta pectinipes,535315
pectinodrilus deminutius,pectinodrilus rectisetosus,137538
pedicellina cernua,pedicellina cernua,111806
pelamis platura,hydrophis platurus,1476906
parviperna nucleus,no match,NA
pauliella horrida,no match,NA
pecten ziczac,no match,NA
asbestopluma agglutinans,asbestopluma (asbestopluma) agglutinans,235783
asbestopluma gracilior,asbestopluma (asbestopluma) gracilior,168198
asbestopluma pennatula,asbestopluma (asbestopluma) pennatula,235789
asclerocheilus beringianus,asclerocheilus beringianus,326667
asclerocheilus mexicanus,asclerocheilus mexicanus,326674
ascobulla fischeri,ascobulla fischeri,494400
ascobulla ulla,ascobulla ulla,420568
ascorhynchus japonicus,ascorhynchus japonicum,239506
ascorhynchus paxillum,ascorhynchus paxillus,266333
ascorhynchus pyrginospinum,ascorhynchus pyrginospinus,606980
ascoseira mirabilis,ascoseira mirabilis,325432
aslia lefevrii,aslia lefevrei,124598
asparagopsis armata,asparagopsis armata,144438
